Title,affliation_country
Examining and controlling rater severity and leniency effects on alignment evaluation between science items and science learning indicators using many-facets rasch modeling,Thailand
Developing students’ english writing quality through the incorporation of anonymous online peer feedback,Thailand
Cheiro-oral-pedal syndrome as the presenting symptom of brainstem cavernous malformation: A case report,Thailand
Pileup mitigation at CMS in 13 TeV data,Armenia
Nagashima-Type Palmoplantar Keratosis with Compound Heterozygous Mutations in SERPINB7,Thailand
Rewriting Ibsen's Nora: Fiction and the New Woman in Thailand (1920s-1940s),Thailand
Assessing Minimum Parking Requirements and Parking Capacities of Residential Development in the Bangkok Metropolitan Region,Thailand
Development and Validation of a Universal One-Step RT-PCR Assay for Broad Detection of Duck Tembusu Virus,Thailand
Hypothalamic-pituitary axis dysfunction and metabolic derangements in Thai childhood leukemia survivors,Thailand
Lightweight pvidnet: A priority vehicles detection network model based on deep learning for intelligent traffic lights,Brazil
Bottleneck based gridlock prediction in an urban road network using long short-term memory,Thailand
Partial hydrogenation of palm oil-derived biodiesel over ni/electrospun silica fiber catalysts,Thailand
Motivational factors for knowledge sharing in Co-working spaces: Co-working spaces in Thailand from the management perspective,Thailand
Impact of abdominal obesity and smoking on respiratory muscle strength and lung function,Thailand
Influence of surface Sn species and hydrogen interactions on the OH group formation over spherical silica-supported tin oxide catalysts,Thailand
Boundary bit: Architectural bound checking for Buffer-overflow protection,Thailand
COVID-19 in children: Heterogeneity within the disease and hypothetical pathogenesis,Thailand
Potential role of bacillus calmette-guérin (Bcg) vaccination in covid-19 pandemic mortality: Epidemiological and immunological aspects,Thailand
"Applications of the google earth engine and phenology-based threshold classification method for mapping forest cover and carbon stock changes in Siem Reap province, Cambodia",Thailand
Antibacterial Nanocomposites of Polypropylene Modified with Silver-Decorated Multiwalled Carbon Nanotubes,China
"Climate factors influence seasonal influenza activity in Bangkok, Thailand",Thailand
Non-target-like syntactic representation: An investigation of l2 english article substitutions by l1 thai learners,Thailand
In vivo quantification of mandibular bone remodeling and vascular changes in a wistar rat model: A novel HR-MRI and micro-CT fusion technique,Belgium
Diagnostic Challenges of Acute Kidney Injury in Asia,Thailand
"Repeatability, reproducibility, agreement, and safety of Tono-Pen tip cover for intraocular measurement using latex and polyethylene wrap",Thailand
Thermal adaptation in the honeybee (Apis mellifera) via changes to the structure of malate dehydrogenase,Thailand
Treatment Outcomes Using the PAUL Glaucoma Implant to Control Intraocular Pressure in Eyes with Refractory Glaucoma,Singapore
Dissecting the tectal output channels for orienting and defense responses,Japan
Exact stiffness method for multi-layered saturated soils under moving dynamic loads,Thailand
Determinants of breastfeeding practices in Myanmar: Results from the latest nationally representative survey,Myanmar
"ACE inhibitory peptides derived from de-fatted lemon basil seeds: Optimization, purification, identification, structure-activity relationship and molecular docking analysis",Thailand
Neuroprotective effects of oolong tea extracts against glutamate-induced toxicity in cultured neuronal cells and ß-amyloid-induced toxicity in: Caenorhabditis elegans,China
3d mirrors of the circle reduction of twisted A 2N theories of class S,Italy
"Suspected pulmonary embolism in the first 2,000 incidents reports of perioperative and anesthetic adverse events in Thailand (PAAd Thai) study",Thailand
Search for supersymmetry in proton-proton collisions at √s = 13 TeV in events with high-momentum Z bosons and missing transverse momentum,Armenia
Natural rubber latex foam reinforced with micro-and nanofibrillated cellulose via dunlop method,Thailand
Ten-year estimation of net primary productivity in a mangrove forest under a tropical monsoon climate in Eastern Thailand: Significance of the temperature environment in the dry season,Thailand
How to construct a bottom-up nomothetic network model and disclose novel nosological classes by integrating risk resilience and adverse outcome pathways with the phenome of schizophrenia,Thailand
The ALPINE-ALMA [C ii] Survey: Size of Individual Star-forming Galaxies at z = 4-6 and Their Extended Halo Structure,Denmark
Indirect Decompression Effect to Central Canal and Ligamentum Flavum After Extreme Lateral Lumbar Interbody Fusion and Oblique Lumbar Interbody Fusion,Thailand
"Curcumin diglutaric acid, a prodrug of curcumin reduces pain hypersensitivity in chronic constriction injury of sciatic nerve induced-neuropathy in mice",Thailand
Evaluation of intravenous fosfomycin disodium dosing regimens in critically ill patients for treatment of carbapenem-resistant enterobacterales infections using monte carlo simulation,Thailand
Simple Colorimetric Assay for Vibrio parahaemolyticus Detection Using Aptamer-Functionalized Nanoparticles,Thailand
Characteristics of suboptimal immune response after initiating antiretroviral therapy among people living with HIV with a pre-treatment CD4 T cell count <200 ​cells/mm3 in Thailand: Suboptimal Immune Response in PLHIV with low pre-ART CD4 cell count,Thailand
"Draft genome sequence of Diaporthe sp. strain HANT25, an endophytic fungus producing Mycoepoxydiene",Thailand
Towards the elimination of viral hepatitis in Thailand by the year 2030,Thailand
Designing solar power purchase agreement of rooftop pvs with battery energy storage systems under the behind-the-meter scheme,Thailand
Heavy metals in the soils of placer small-scale gold mining sites in Myanmar,Thailand
Co-administration of Pregabalin and Curcumin Synergistically Decreases Pain-Like Behaviors in Acute Nociceptive Pain Murine Models,Thailand
Dibromopinocembrin and Dibromopinostrobin Are Potential Anti-Dengue Leads with Mild Animal Toxicity,Thailand
TLR3 activation modulates immunomodulatory properties of human periodontal ligament cells,Thailand
Identification and plant growth-promoting activities of proteobacteria isolated from root nodules and rhizospheric soils,Thailand
The Potential of Algal Biotechnology to Produce Antiviral Compounds and Biopharmaceuticals,Mexico
"Interconnected micro, meso, and macro porous activated carbon from bacterial nanocellulose for superior adsorption properties and effective catalytic performance",Thailand
Transfersomes: A promising nanoencapsulation technique for transdermal drug delivery,Thailand
Improving cardiopulmonary resuscitation (Cpr) performance using an audio-visual feedback device for healthcare providers in an emergency department setting in malaysia: A quasi-experimental study,Malaysia
Hydrocarbon production from catalytic pyrolysis-gc/ms of sacha inchi residues using sba-15 derived from coal fly ash,Thailand
Fabrication of poly(Pentaerythritol tetrakis (3-mercaptopropionate)/dipentaerythritol penta-/hexa-acrylate)hipes macroporous scaffold with alpha hydroxyapatite via photopolymerization for fibroblast regeneration,Thailand
Olfactory and gustatory dysfunctions in covid-19 patients: A systematic review and meta-analysis,Thailand
Bangkok motorcycle taxis as eyes on the street?,Thailand
Enhanced photocatalytic degradation of caffeine using titanium dioxide photocatalyst immobilized on circular glass sheets under ultraviolet C irradiation,Thailand
A comparison of intramuscular and subcutaneous administration of liga subunit vaccine adjuvanted with neutral liposomal formulation containing monophosphoryl lipid a and qs21,Thailand
International Survey on Determinants of Antibiotic Duration and Discontinuation in Pediatric Critically Ill Patients,Canada
The Capulana study: A prospective evaluation of cervical cancer screening using human papillomavirus testing in Mozambique,Brazil
What drives continuance intention towards social media? Social influence and identity perspectives,Thailand
Dynamic System Optimum Analysis of Multi-Region Macroscopic Fundamental Diagram Systems with State-Dependent Time-Varying Delays,China
"The Endogenous Opioid System in Schizophrenia and Treatment Resistant Schizophrenia: Increased Plasma Endomorphin 2, and κ and µ Opioid Receptors Are Associated with Interleukin-6",Iraq
Modifying the catalyst layer using polyvinyl alcohol for the performance improvement of proton exchange membrane fuel cells under low humidity operations,Thailand
"Seroprevalence of Dengue, Zika, and Chikungunya Viruses in Wild Monkeys in Thailand",Thailand
Potential Anti-Diabetic Activity of Pueraria lobata Flower (Flos Puerariae) Extracts,South Korea
Ephemeranthol a suppresses epithelial to mesenchymal transition and FAK-Akt signaling in lung cancer cells,Thailand
Aza-BODIPY dye as near infrared fluorescent marker for tagging petroleum products,Thailand
Ccl-11 or eotaxin-1: An immune marker for ageing and accelerated ageing in neuro-psychiatric disorders,Bulgaria
"Immune modulatory effect of a novel 4,5-dihydroxy-3,3´,4´-trimethoxybibenzyl from Dendrobium lindleyi",Thailand
Single observation adaptive search for discrete and continuous stochastic optimization,Thailand
Provision of Differentiated Reliability Services under a Market-Based Investment Decision Making,United States
Neuroprotective Properties of Green Tea (Camellia sinensis) in Parkinson’s Disease: A Review,Thailand
In silico finding of key interaction mediated α3β4 and α7 nicotinic acetylcholine receptor ligand selectivity of quinuclidine-triazole chemotype,Thailand
Youth-friendly services and a mobile phone application to promote adherence to pre-exposure prophylaxis among adolescent men who have sex with men and transgender women at-risk for HIV in Thailand: a randomized control trial,Thailand
Rapid antiretroviral initiation among Thai youth living with HIV in the National AIDS programme in the era of treatment at any CD4 cell count: a national registry database study,Thailand
A newly designed duodenoscope with detachable distal cap significantly reduces organic residue contamination after reprocessing,Thailand
Curcumin-Loaded Bacterial Cellulose/Alginate/Gelatin as A Multifunctional Biopolymer Composite Film,Thailand
Persistent Verrucous Plaques in an HIV-Positive Patient with Secondary and Neurosyphilis,Thailand
"Plasma miR-370-3P as a Biomarker of Sepsis-Associated Encephalopathy, the Transcriptomic Profiling Analysis of Microrna-Arrays From Mouse Brains",Thailand
Social/digital media exposure early in life associated with autistic symptoms,Thailand
"Concepts, selectivity options and experimental design approaches in multidimensional and comprehensive two-dimensional gas chromatography",Thailand
Rapid transient expression of functional human vascular endothelial growth factor in Nicotiana benthamiana and characterization of its biological activity,Thailand
Progressive fibrosing interstitial lung disease: treatable traits and therapeutic strategies,{}
Experimental infection of Leishmania (Mundinia) martiniquensis in BALB/c mice and Syrian golden hamsters,Thailand
GaAsPBi epitaxial layer grown by molecular beam epitaxy,Thailand
Bioeconomic peace research and policy,Thailand
Naturally occurring point mutation Cys460Trp located in the I-EGF1 domain of integrin β3 alters the binding of some anti-HPA-1a antibodies,Germany
Provision of Sexual Medicine Services During the Coronavirus Disease-2019 Pandemic: An Asia Pacific Society of Sexual Medicine Position Statement,Australia
Identification of carotenoids and chlorophylls from green algae Chlorococcum humicola and extraction by liquefied dimethyl ether,Thailand
Billing system and health care utilization: Evidence from Thailand,Thailand
Coexisting cancers with atypical glandular abnormalities by liquid-based cytology: A retrospective study in tertiary hospital in a high cervical cancer incident country,Thailand
Secondary contact and genomic admixture between rhesus and long-tailed macaques in the Indochina Peninsula,Japan
Transcatheter aortic valve implantation during the COVID-19 pandemic: Clinical expert opinion and consensus statement for Asia,Singapore
"Large transmission cluster of acute hepatitis C identified among HIV-positive men who have sex with men in Bangkok, Thailand",Thailand
Design and use of a phantom for testing and comparing the performance of computed tomography automatic tube current modulation systems,Thailand
Estimating canopy gross primary production by combining phloem stable isotopes with canopy and mesophyll conductances,Sweden
Syk inhibitor attenuates inflammation in lupus mice from FcgRIIb deficiency but not in pristane induction: the influence of lupus pathogenesis on the therapeutic effect,Thailand
A New High-Performance Proton-Conducting Electrolyte for Next-Generation Solid Oxide Fuel Cells,Brunei Darussalam
“It is really so exhausting”: Exploring intensive care nurses’ perceptions of 24-hour long shifts,Cambodia
Single-operator peroral cholangioscopy cystic duct cannulation for transpapillary gallbladder stent placement in patients with acute cholecystitis at moderate to high surgical risk (with videos),Thailand
Why Patients Visit Dentists – A Study in all World Health Organization Regions,United States
Characterization of natural rubber as a bolus material for electron beam radiotherapy,Thailand
Dependence of MWCNT production via co-pyrolysis of industrial slop oil and ferrocene on growth temperature and heating rate,Thailand
Pathological aspects of mucinous cholangiocarcinoma: A single-center experience and systematic review,Thailand
Axial compression behavior of concrete-encased cellular steel columns,Thailand
Biosorption of dicloxacillin from pharmaceutical waste water using tannin from Indian almond leaf: Kinetic and equilibrium studies,Thailand
Pre-existing liver disease is associated with poor outcome in patients with SARS CoV2 infection; The APCOLIS Study (APASL COVID-19 Liver Injury Spectrum Study),India
"Synthesis, α-glucosidase inhibition, and molecular docking studies of novel N-substituted hydrazide derivatives of atranorin as antidiabetic agents",Viet Nam
Selective-area growth and characterization of cubic GaN grown by metalorganic vapor phase epitaxy,Thailand
Preferential oxidation of carbon monoxide in a hydrogen-rich gas stream over supported gold catalysts: the effect of a mixed ceria–zirconia support composition,Thailand
Temporal changes in enzyme activities associated with ectomycorrhizas and soil from secondary deciduous dipterocarp forest fragments,Thailand
Correlation between Detergency of Different Oily and Solid Non-Particulate Soils and Hydrophilic–Lipophilic Deviation,United States
Amphiphilic biodegradable co-networks of Poly(butylene succinate)-Poly(ethylene glycol) chains for nano-gelation via Click chemistry and its potential dispersant for multi-walled carbon nanotubes,Thailand
Carnivore Protoparvovirus-1 Associated With an Outbreak of Hemorrhagic Gastroenteritis in Small Indian Civets,Thailand
A prebiotic fructo-oligosaccharide promotes tight junction assembly in intestinal epithelial cells via an AMPK-dependent pathway,Thailand
"Corrigendum to “A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder”. [J Affect Disord. 15 (2020) 233-238] (Journal of Affective Disorders (2020) 15 (233-238) (S0165032719319299), (10.1016/j.jad.2020.01.050))",Taiwan
Double heterozygous variants in FBN1 and FBN2 in a Thai woman with Marfan and Beals syndromes,Thailand
Matrix graphs and MRD codes over finite principal ideal rings,Thailand
Ideals of Γ-seminearrings,Thailand
Phylogenetic and recombinant analyses of complete coding sequences of DENV-1 from field-caught mosquitoes in Thailand,Thailand
Hearing-impaired population performance and the effect of hearing interventions on Montreal Cognitive Assessment (MoCA): Systematic review and meta-analysis,United Kingdom
Pleiotropic effects of antidiabetic agents on renal and cardiovascular outcomes: a meta-analysis of randomized controlled trials,Thailand
"Influence of compatibilizer and multifunctional additive loadings on flame retardation, plasticization, and impact modification of polylactide and poly(butylene adipate-co-terephthalate) biodegradable blends",Thailand
Projected future changes in rainfall in Southeast Asia based on CORDEX–SEA multi-model simulations,Malaysia
Physical properties and morphology of siloxane–polyacrylate dispersion and coating films,Thailand
Combining biochar and zerovalent iron (BZVI) as a paddy field soil amendment for heavy cadmium (Cd) contamination decreases Cd but increases zinc and iron concentrations in rice grains: a field-scale evaluation,Thailand
The pathophysiological effects of russell's viper (Daboia siamensis) venom and its fractions in the isolated perfused rabbit kidney model: A potential role for platelet activating factor,Thailand
Effects of antiepileptic drugs on electroencephalography (EEG): Insights and applicability,Thailand
"Response of Scenedesmus sp. to microwave treatment: Enhancement of lipid, exopolysaccharide and biomass production",Thailand
Clay/au nanoparticle composites as acetylcholinesterase carriers and modified-electrode materials: A comparative study,Thailand
IoT Enabled Quality of Experience Measurement for Next Generation Networks in Smart Cities,Pakistan
Driving factors and impact of land-use change in a fragile rainfed lowland rice-sugar palm cultural agroforestry system in southern Thailand,Thailand
Sensitization to major Dermatophagoides pteronyssinus allergens in house dust mite allergic patients from North Eastern Poland developing rhinitis or asthma,Poland
Continuous production of fatty acid methyl esters and high-purity glycerol over a dolomite-derived extrudate catalyst in a countercurrent-flow trickle-bed reactor,Thailand
Endoscopic sphenopalatine foramen cauterization is an effective treatment modification of endoscopic sphenopalatine artery ligation for intractable posterior epistaxis,Thailand
"Correction to: Dominance status and copulatory vocalizations among male stump-tailed macaques in Thailand (Primates, (2020), 61, 5, (685-694), 10.1007/s10329-020-00820-7)",Japan
Reducing Smart Contract Runtime Errors on Ethereum,Thailand
Enhanced sensitivity and separation for simultaneous determination of tin and lead using paper-based sensors combined with a portable potentiostat,Thailand
Acemannan induces rapid early osseous defect healing after apical surgery: A 12-month follow-up of a randomized controlled trial,Thailand
Wss1 homolog from Candida albicans and its role in DNA–protein crosslink tolerance,Thailand
Optimal multi-instrument management of interrelated resources and a groundwater dependent ecosystem,Thailand
Response Surface Optimization of Multilayer Graphene Growth on Alumina-Supported Bimetallic Cobalt–Nickel Substrate,Iraq
Dominance status and copulatory vocalizations among male stump-tailed macaques in Thailand,Japan
"AHP-GIS analysis for flood hazard assessment of the communities nearby the world heritage site on Ayutthaya Island, Thailand",Thailand
"Field trials evaluating the efficacy of porcine epidemic diarrhea vaccine, RNA (Harrisvaccine) in the Philippines",Thailand
Effects of pedagogy and information technology utilization on innovation creation by SECI model,Thailand
A SNP panel for early detection of artificial chimerism in HSCT patients using TaqMan technology,Thailand
Effects of season and single layer centrifugation on bull sperm quality in thailand,Sweden
SARS-CoV-2 and HIV,Thailand
Protein dynamics of five FMN binding protein isomers revealed by residue electrostatic energies between ionic residues: correlation coefficients,Thailand
Development of amphotericin B nanosuspensions for fungal keratitis therapy: effect of self-assembled γ-cyclodextrin,Thailand
In vitro immune responses of human peripheral blood mononuclear cells to silk fibroin: IL-10 stimulated anti-inflammatory and hypoallergenic properties,Thailand
Development of novel cationic microemulsion as parenteral adjuvant for influenza vaccine,Thailand
The Value of a Statistical Life in Thailand: Evidence from the Labour Market,Thailand
Bacopa monnieri (L.) wettst. Extract protects against glutamate toxicity and increases the longevity of Caenorhabditis elegans,Thailand
A cross-national analysis of the psychometric properties of the geriatric anxiety inventory,Norway
Affective EEG-Based Person Identification Using the Deep Learning Approach,Thailand
Additive adjugate-commuting preservers between matrix spaces,Thailand
Feeling Good by Doing Good: A Selfish Motivation for Ethical Choice,United States
The role of live streaming in building consumer trust and engagement with social commerce sellers,Thailand
Neutral hip position for the oblique lumbar interbody fusion (OLIF) approach increases the retroperitoneal oblique corridor,Thailand
Development of in situ gel containing asiaticoside/cyclodextrin complexes. Evaluation in culture human periodontal ligament cells (HPLDCs),Thailand
"Fermented unpolished black rice (Oryza sativa L.) inhibits melanogenesis via ERK, p38, and AKT phosphorylation in B16F10 melanoma cells",Thailand
Treatment for vaginal atrophy using microablative fractional CO2laser: A randomized double-blinded sham-controlled trial,Thailand
A performance study of a wearable balance assistance device consisting of scissored-pair control moment gyroscopes and a two-axis inclination sensor,Thailand
Nineteenth century public relations: Siam's campaign to defend national sovereignty,Thailand
Cytokinin accumulation and flowering gene expression are orchestrated for floral meristem development in longan (Dimocarpus longan Lour.) after chemical flower induction,Germany
Alginate/Pluronic F127-based encapsulation supports viability and functionality of human dental pulp stem cell-derived insulin-producing cells,Thailand
Phenoxide-Modified Half-Titanocenes Supported on Star-Shaped ROMP Polymers as Catalyst Precursors for Ethylene Copolymerization,Japan
Dissecting factors influencing response to CAR T cell therapy in B lymphoid hematologic malignancies: from basic to practice,United States
Selective etching and hardness properties of quenched SAC305 solder joints,Malaysia
Vitamin D supplement on prevention of fall and fracture: A Meta-analysis of Randomized Controlled Trials,Thailand
Exploring how independent directors view CSR inequality using a quasi-natural experiment,Thailand
Do analysts’ recommendations reflect co-opted boards?,Thailand
Bangkok Tours and Activities Data Analysis via User-Generated Content,Thailand
Distinguishing Enantiomers by Tip-Enhanced Raman Scattering: Chemically Modified Silver Tip with an Asymmetric Atomic Arrangement,Japan
Roles of nitrogen substitution and surface reconstruction in stabilizing nonpassivated single-layer diamond,Thailand
Long-Term TDF-Inclusive ART and Progressive Rates of HBsAg Loss in HIV-HBV Coinfection-Lessons for Functional HBV Cure?,Australia
"Solubility modelling and solvent effect on solid-liquid equilibrium of 2,2-bis(hydroxymethyl)butyric acid at different temperatures",Thailand
Influence of TiO2 charge and BSA-metal ion complexation on retention of Cr (VI) in ultrafiltration process,India
"Integrative taxonomy of the new millipede genus Coxobolellus, gen. nov. (Diplopoda: Spirobolida: Pseudospirobolellidae), with descriptions of ten new species",Thailand
Quenching of fluorescently labeled pyrrolidinyl peptide nucleic acid by oligodeoxyguanosine and its application in DNA sensing,Thailand
Current Perspectives and Unmet Needs of Primary Immunodeficiency Care in Asia Pacific,China
Automatic Requirements Elicitation from Social Media (ARESM),Thailand
Extractive Text Summarization for Thai Travel News Based on Keyword Scored in Thai Language,Thailand
"Effects of vaginal administration of conjugated estrogens tablet on sexual function in postmenopausal women with sexual dysfunction: A double-blind, randomized, placebo-controlled trial",Thailand
Chitosan-polyacrylamide graft copolymers prepared with gamma irradiation for gold cyanide adsorption,Indonesia
Formulation of Bio-Based Washing Agent and Its Application for Removal of Petroleum Hydrocarbons From Drill Cuttings Before Bioremediation,Thailand
Pertosylated pillar[5]arene: Self-template assisted synthesis and supramolecular polymer formation,Thailand
The characterization of extracellular vesicles-derived microRNAs in Thai malaria patients,Thailand
Meta-analysis of genome-wide association study identifies FBN2 as a novel locus associated with systemic lupus erythematosus in Thai population,Thailand
"Changes in inflammatory cytokines, antioxidants and liver stiffness after chelation therapy in individuals with chronic lead poisoning",Thailand
Estimating PM2.5 concentrations with statistical distribution techniques for health risk assessment in Bangkok,Thailand
Mixed-integer linear program for the operational harvest scheduling problem: An application to the thai sugar industry,Thailand
Production cost analysis of plastic woven sack manufacturer,Thailand
"The effects of the supporting electrolyte on the simultaneous determination of vitamin B2, vitamin B6, and vitamin C using a modification-free screen-printed carbon electrode",Thailand
Efficient heterogeneous catalysis by pendant metalloporphyrin-functionalized polythiophenes for the electrochemical reduction of carbon dioxide,Thailand
Measurements of t t ¯ H Production and the CP Structure of the Yukawa Interaction between the Higgs Boson and Top Quark in the Diphoton Decay Channel,Armenia
Host-derived circular RNAs display proviral activities in Hepatitis C virus-infected cells,United States
A new alternative assay for sensitive analysis of ethylenethiourea and propylenethiourea in fruit samples after their separation,Thailand
Self-assembly of three-dimensional oxalate-bridged alkali(i)-lanthanide(iii) heterometal-organic frameworks,Thailand
Effectiveness of a Qigong program on sleep quality among community-dwelling older adults with mild to moderate depression: A randomized controlled trial,Thailand
"The evolving knowledge base on leadership and teacher professional learning: a bibliometric analysis of the literature, 1960-2018",Thailand
Evaluation of vacuum phenomenon in dogs with coxofemoral degenerative joint disease using computed tomography,Thailand
Acne detection with deep neural networks,Thailand
An enhanced time series motif discovery using approximated matrix profile,Thailand
Antibacterial and cytotoxic activities of a green synthesized silver nanoparticles using corn silk aqueous extract,China
Molecular insight into the anti-inflammatory effects of the curcumin ester prodrug curcumin diglutaric acid in vitro and in vivo,Thailand
Antiretroviral-naïve HIV-infected patients had lower bone formation markers than HIV-uninfected adults,Thailand
Grid-based construction site layout planning with Particle Swarm Optimisation and Travel Path Distance,Thailand
Importance of quantifying migraine disability in the native language of the migraineur,Switzerland
"Thai-version Migraine Disability Assessment (MIDAS) questionnaire: Concurrent validity, test-retest reliability, internal consistency, and factors predictive for migraine-related disability",Thailand
ALMA twenty-six arcmin2 survey of GOODS-S at one millimeter (ASAGAO): Millimeter properties of stellar mass selected galaxies,Japan
Search for resonant pair production of Higgs bosons in the bbZZ channel in proton-proton collisions at s =13 TeV,Armenia
Measurement of the associated production of a Z boson with charm or bottom quark jets in proton-proton collisions at s =13 TeV,Armenia
UTD Ray Analysis of Compact Range Gigabit Wireless Access System,Thailand
Petrochemistry of Lan Sang metamorphic suites,Thailand
Characterization and PUFA production of Aurantiochytrium limacinum BUCHAXM 122 isolated from fallen mangrove leaves,Thailand
Preparation of potassium carbonate supported on gamma alumina using acid modification impregnation for carbon dioxide sorption in turbulent fluidized bed,Thailand
The minimal supercells approach for ab-initio calculation in 2D alloying transition metal dichalcoginides with special quasi-random structure,Thailand
Experiences of patients with coronavirus in the covid-19 pandemic era in Indonesia,Thailand
A predictive model of radiation-related fibrosis based on the radiomic features of magnetic resonance imaging and computed tomography,China
Lignin isolation from black liquor for wastewater quality improvement and bio-material recovery,Thailand
Effect of flood disaster and long term changes during 2011 to 2018 on community structure of zooplankton in the inner gulf of thailand,Thailand
Bacterial communities in three parts of intestinal tracts of carpenter bees (Xylocopa tenuiscapa),Thailand
Superconductivity of superhydride CeH10under high pressure,Thailand
Modulation of hepatitis B virus pregenomic RNA stability and splicing by histone deacetylase 5 enhances viral biosynthesis,United States
Association of motivations and barriers with participation and performance in a pedometer-based intervention,United States
FosA3 overexpression with transporter mutations mediates high-level of fosfomycin resistance and silence of fosA3 in fosfomycin-susceptible Klebsiella pneumoniae producing carbapenemase clinical isolates,Thailand
"Prevalence of tissue BRCA gene mutation in ovarian, fallopian tube, and primary peritoneal cancers: A multi-institutional study",Thailand
"Zealastoa Quicke & Ward, gen. nov., a new basal cyclostome braconid wasp (Hymenoptera: Braconidae) from New Zealand",Thailand
Selective cytotoxicity of Kaempferia parviflora extracts in human cell lines,Thailand
Combination of the W boson polarization measurements in top quark decays using ATLAS and CMS data at √s = 8 TeV,Australia
"Whole-Cell biotransformation of 1,12-dodecanedioic acid from coconut milk factory wastewater by recombinant CYP52A17SS expressing saccharomyces cerevisiae",Thailand
Challenging anthropocentric stormwater management: Advancing legislation for environmental sustainability in the United States,Thailand
Search for a light pseudoscalar Higgs boson in the boosted μμττ final state in proton-proton collisions at √s = 13 TeV,Armenia
Variations of perioperative cardiac surgery blood glucose and glycemic variability in diabetes and non-diabetes,Thailand
Quantitative sensory testing and pain management,Thailand
Prevalence and predictors of glomerular filtration rate decline in patients with diabetic kidney disease using RAAS blocking agents,Thailand
Outcomes of mycophenolate mofetil vs. intravenous cyclophosphamide in induction therapy of childhood- onset lupus nephritis,Thailand
Cause of Color Modification in Tanzanite after Heat Treatment,Thailand
Search for physics beyond the standard model in events with jets and two same-sign or at least three charged leptons in proton-proton collisions at √s=13TeV,Armenia
"A stability-indicating UPLC method for the determination of curcumin diethyl disuccinate, an ester prodrug of curcumin, in raw materials",Thailand
Effect of mixing method on properties of ethylene vinyl acetate copolymer/natural rubber thermoplastic vulcanizates,Thailand
Transient Elastography to Represent Hepatic Copper Accumulation in Wilson Disease,Thailand
"Use of flue gas desulfurization gypsum, construction and demolition waste, and oil palm waste trunks to produce concrete bricks",Thailand
Anthocyanin-enriched riceberry rice extract inhibits cell proliferation and adipogenesis in 3t3-l1 preadipocytes by downregulating adipogenic transcription factors and their targeting genes,Thailand
Recursion and worldsheet formulae for 6d superamplitudes,United Kingdom
"Closed knight's tours on (m, n, r)-ringboards",Thailand
Characterizing antimicrobial resistance in chicken pathogens: A step towards improved antimicrobial stewardship in poultry production in Vietnam,Viet Nam
Expanding phenomenologic heterogeneity of tardive syndromes: Time for an updated assessment tool,Thailand
"Acidic nanomaterials (TiO2, ZrO2, and Al2O3) are coke storage components that reduce the deactivation of the Pt-Sn/γ-Al2O3catalyst in propane dehydrogenation",Thailand
Prediction of potential ionic liquids (ILS) for the solid–liquid extraction of docosahexaenoic acid (DHA) from microalgae using COSMO-RS screening model,Malaysia
Thin-shell wormholes in de Rham–Gabadadze–Tolley massive gravity,Thailand
Study of central exclusive [InlineEquation not available: see fulltext.] production in proton-proton collisions at √s=5.02 and 13TeV,Armenia
Approximately Mutually Unbiased Bases by Frobenius Rings,Thailand
Commercial airline protocol during COVID-19 pandemic: An experience of Thai Airways International,Thailand
Pharmacokinetics of a long-acting formulation of oxytetracycline in freshwater crocodiles (Crocodylus siamensis) after intramuscular administration at three different dosages,Thailand
Pedicled Peritoneal Flap Vaginoplasty in Male-to-Female Gender Affirmation Surgery: A Case Report,{}
Constituents of huberantha jenkinsii and their biological activities,Thailand
Infection during the first year in patients treated with CD19 CAR T cells for diffuse large B cell lymphoma,United States
Grey wolf optimizer (GWO) with multi-objective optimization for biodiesel production from waste cooking oil using central composite design (CCD),Thailand
Deep learning for automated classification of tuberculosis-related chest X-Ray: dataset distribution shift limits diagnostic performance generalizability,Thailand
Additional measures for bedside endoscope cleaning to prevent contaminated splash during COVID-19 pandemic,Thailand
Immunopathology of Kikuchi–Fujimoto disease: A reappraisal using novel immunohistochemistry markers,United States
Air traffic control capacity planning under demand and capacity provision uncertainty,Thailand
"Bioassay-Guided Fractionation, Chemical Compositions and Antibacterial Activity of Extracts from Rhizomes of Globba schomburgkii Hook.f.",Thailand
Survival of shiga toxin–producing escherichia coli in various wild animal feces that may contaminate produce,Turkey
Impact of Lithium halides on rheological properties of aqueous solution of poly(vinyl alcohol),Japan
"The Salween River as a transboundary commons: Fragmented collective action, hybrid governance and power",Laos
Estimating the size of COVID-19 epidemic outbreak,Thailand
Pediatric primary central nervous system tumors registry in Thailand under National Health Security Office schemes,Thailand
Catalytic evaluation of nanoflower structured manganese oxide electrocatalyst for oxygen reduction in alkaline media,Malaysia
Distribution of phenotypic and genotypic antimicrobial resistance and virulence genes in Vibrio parahaemolyticus isolated from cultivated oysters and estuarine water,Thailand
"Determining standardized causes of death of infants, children, and adolescents living with HIV in Asia",Thailand
2018 Kidney Disease: Improving Global Outcomes (KDIGO) Hepatitis C in Chronic Kidney Disease Guideline Implementation: Asia Summit Conference Report,Hong Kong
Synthetic dyes removal by Fusarium oxysporum HUIB02 and stimulation effect on laccase accumulation,Viet Nam
