Title,Author_count,Open_access,Unique_affiliations_count,cite_count
Cognitive impairment associated with increased mortality rate in patients with heart failure: A systematic review and meta-analysis,7,1,5,20
"Luminescence dating of brick constructions being part of Songkhla City Wall, Southern Thailand",5,0,3,9
Common pitfalls and mistakes in pediatric ultrasound,3,0,3,3
Upregulation of the Intestinal Paracellular Pathway with Breakdown of Tight and Adherens Junctions in Deficit Schizophrenia,4,0,6,35
The use of electrospun curcumin-loaded poly(L-lactic acid) fiber mats as wound dressing materials,5,0,3,49
"Enhanced cytotoxic, antioxidant and anti-inflammatory activities of curcumin diethyl disuccinate using chitosan-tripolyphosphate nanoparticles",5,0,3,19
Dynamic interaction between multiple rigid strips and transversely isotropic poroelastic layer,2,0,1,19
Chronic occupational exposure to lead leads to significant mucocutaneous changes in lead factory workers,11,0,1,8
Retrospective diagnosis of archived marine fish experienced unexplained mortality reveals dual infections of Nocardia seriolae and Streptococcus iniae,4,1,5,6
"Untangling a mess of worms: Species delimitations reveal morphological crypsis and variability in Southeast Asian semi-aquatic earthworms (Almidae, Glyphidrilus)",5,0,5,13
Hematite-catalysed scorodite formation as a novel arsenic immobilisation strategy under ambient conditions,6,0,5,73
Enhancing the salt tolerance of commercial Eucalyptus hybrid seedlings in preparation for reclamation of inland salinity areas,2,0,2,3
Blood loss reduction: effect of different knee prosthesis designs and use of tranexamic acid—a randomized controlled trial,6,0,3,7
Separation of nitrogen dioxide from the gas mixture with nitrogen by use of ZIF materials; computer simulation studies,7,0,6,14
Enhanced dark fermentative H2 production by agar-immobilized cyanobacterium Aphanothece halophytica,3,0,3,8
The effect of narcissistic admiration and rivalry on mental toughness,3,2,1,15
A potential protective culture; halophilic Bacillus isolates with bacteriocin encoding gene against Staphylococcus aureus in salt added foods,3,0,1,13
"Heterogeneous photocatalytic degradation of diuron on zinc oxide: Influence of surface-dependent adsorption on kinetics, degradation pathway, and toxicity of intermediates",5,0,3,36
Performance verification of the photocatalytic solar water purification system for sterilization using actual drinking water in Thailand,5,0,4,12
Visible Light communication - The Journey so Far,2,0,2,9
"Clinical efficacy of 0.5% topical mangosteen extract in nanoparticle loaded gel in treatment of mild-to-moderate acne vulgaris: A 12-week, split-face, double-blinded, randomized, controlled trial",5,0,4,8
Progressive annular verrucous erosive plaques on the face,4,0,1,1
Monetary penalties: An empirical study on the enforcement of thai insider trading sanctions,2,1,1,1
Attitude toward the elderly and social interaction: Approach toward an intergenerational society,3,1,1,2
Being nurseepoliticians in thailand: A phenomenological research,2,1,1,4
"Financial development, market freedom, political stability, economic growth and CO2 emissions: An unexplored nexus in asean countries",3,,3,16
Complex plane representations and stationary states in cubic and quintic resonant systems,3,2,4,7
"Unraveling the detoxification mechanism of 2,4-dichlorophenol by marine-derived mesophotic symbiotic fungi isolated from marine invertebrates",11,1,7,12
"Understanding structures and thermodynamics of β-cyclodextrin encapsulation of chlorogenic, caffeic and quinic acids: Implications for enriching antioxidant capacity and masking bitterness in coffee",1,0,1,45
"High-Level Heterologous Expression of Endo-1,4-β-Xylanase from Penicillium citrinum in Pichia pastoris X-33 Directed through Codon Optimization and Optimized Expression",4,1,3,11
Direct equations to retention time calculation and fast simulation approach for simultaneous material selection and experimental design in comprehensive two dimensional gas chromatography,4,0,3,7
B-lymphoblastic leukemia/lymphoma with an unusual appendiceal involvement,2,1,1,0
Anatomy of the vasculature supplying hepatobiliary structures and celiac trunk branching patterns in the Thai population,4,1,1,0
21st Century era of anatomy,1,1,1,0
"Cytotoxic responses of human chondrocytes to bupivacaine, levobupivacaine, and ropivacaine",7,1,1,2
Stratified flow past a prolate spheroid,3,0,2,15
Search for a Light Charged Higgs Boson Decaying to a W Boson and a CP -Odd Higgs Boson in Final States with eμμ or μμμ in Proton-Proton Collisions at s =13 TeV,2333,1,207,21
Activated carbon from bacterial cellulose as an effective adsorbent for removing dye from aqueous solution,4,0,2,20
H I-manga: H I follow-up for the MaNGA survey,19,1,17,36
Autoimmune hepatitis in human immunodeficiency virus-infectedpatients: A case series and review of the literature,4,1,3,5
A refactoring approach for too large packages using community detection and dependency-based impacts,2,0,1,2
"Impact of economic growth, environmental pollution, and energy consumption on health expenditure and R&D expenditure of ASEAN countries",4,1,4,106
"Anatomic variations of coronary arteries: Origins, branching patterns, and abnormalities",2,1,1,1
Evaluation of SHP1-P2 methylation as a biomarker of lymph node metastasis in patients with squamous cell carcinoma of the head and neck,5,1,3,0
21st Century era of anatomy,1,1,1,0
"Unusual accessory peroneal muscles, peroneus quartus, peroneus digiti quinti, and their association with peroneus brevis tendon tear",6,1,1,3
A review on the electrolyte imbalance in vanadium redox flow batteries,2,0,1,67
Bayesian flexible mixture model with rating conversion on multi-criteria recommender system,3,0,1,1
Reduction of enzymatic browning of fresh-cut guava fruit by exogenous hydrogen peroxide-activated peroxiredoxin/thioredoxin system,3,0,2,22
Factors associated with erythropoiesis-stimulating agent hyporesponsiveness anemia in chronic kidney disease patients,5,1,2,6
Conventional-Vincristine Sulfate vs. Modified Protocol of Vincristine Sulfate and L-Asparaginase in Canine Transmissible Venereal Tumor,5,1,2,8
Study on characteristic of Fricke xylenol gel dosimeter: Application for dose evaluation in radiotherapy,4,1,2,3
Natural radioactivity concentration in traditional Thai herbal medicine,8,1,4,1
"Radon concentration in residential areas of Bann Pang Fan, Chiang Mai province, Thailand",7,1,2,1
"Analysis of radiological hazards from surface soils in Khong Chiam and Sirinthon districts, Ubon Ratchathani province",3,1,4,0
Error detection sensitivity test using complex errors on three patient-specific VMAT QA systems,3,1,2,1
"Risk assessment to natural radiation exposure from soil samples in the Jasmine rice cultivated area, Roi et province, Thailand",4,1,4,0
Assessment of colorimetric reading out methods for radiochromic film and red radiation-sensitive poly-methylmethacrylate,3,1,1,0
Sustaining Antibiotic Release from a Poly(methyl methacrylate) Bone-Spacer,4,1,2,9
Synergistic cytotoxicity of renieramycin M and doxorubicin in MCF-7 breast cancer cells,6,1,3,21
"A class I fructose-1,6-bisphosphate aldolase is associated with salt stress tolerance in a halotolerant cyanobacterium Halothece sp. PCC 7418",6,0,2,19
Generation and selection of Pareto-optimal solution for the sorption enhanced steam biomass gasification system with solid oxide fuel cell,4,0,2,11
Corrigendum to “Proteomic identification of predictive biomarkers for malignant transformation in complete hydatidiform moles” [Placenta 77 (2019) 58–64](S0143400418310968)(10.1016/j.placenta.2019.02.004),7,0,1,0
Bioenergy production and metallic iron (Fe) conversion from Botryococcus sp. cultivated in domestic wastewater: Algal biorefinery concept,8,0,7,18
Development of a Novel Staging Model for Affective Disorders Using Partial Least Squares Bootstrapping: Effects of Lipid-Associated Antioxidant Defenses and Neuro-Oxidative Stress,9,0,6,32
Chronological Molecular Changes in Neuronal Communication in Androgen-Deficient Rats,4,0,1,7
Modified properties of alternan polymers arising from deletion of SH3-like motifs in Leuconostoc citreum ABK-1 alternansucrase,6,0,2,10
Computational fluid dynamics of sulfur dioxide and carbon dioxide capture using mixed feeding of calcium carbonate/calcium oxide in an industrial scale circulating fluidized bed boiler,4,0,1,15
Gut Leakage of Fungal-Derived Inflammatory Mediators: Part of a Gut-Liver-Kidney Axis in Bacterial Sepsis,4,0,3,64
"Comparison of genital contact behaviors among Macaca assamensis pelops in Nepal, M. a. assamensis in Thailand, and M. thibetana in China",6,1,7,0
Service marketing mix and service value: A way to increase customer satisfaction,1,0,1,3
Application of static network reconfiguration to minimize power consumption from grid for photovoltaic systems,2,1,1,1
"An impact of harmonic currents, load levels and ambient temperatures on transformer loss of life",2,1,1,0
Stable Radical Cation-Containing Covalent Organic Frameworks Exhibiting Remarkable Structure-Enhanced Photothermal Conversion,7,0,2,165
ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,17,1,11,44
Next-generation of targeted AAVP vectors for systemic transgene delivery against cancer,17,1,11,27
Measurement of Bs 0 meson production in pp and PbPb collisions at sNN=5.02 TeV,2276,1,198,20
A search for pair production of new light bosons decaying into muons in proton-proton collisions at 13  TeV,2260,1,198,37
Search for vectorlike leptons in multilepton final states in proton-proton collisions at s =13 TeV,2336,1,207,63
Leveraging early HIV diagnosis and treatment in Thailand to conduct HIV cure research,10,1,7,27
First South American record of the rare ichneumonoid subfamily Masoninae van Achterberg (Hymenoptera: Ichneumonoidea: Ichneumonidae) with description of a new species from Brazil,3,0,2,1
Cyanidin-3-rutinoside acts as a natural inhibitor of intestinal lipid digestion and absorption,2,1,2,27
"Effects of Cu(In,Ga)3Se5 defect phase layer in Cu(In,Ga)Se2 thin film solar cells",3,0,3,12
Thailand at the frontier of upper middle income,1,0,1,1
Probiotics for glycemic control in patients with type 2 diabetes mellitus: Protocol for a systematic review,4,1,3,8
Catheter guided cerebral glioma resection combined with awake craniotomy: its usefulness and surgical outcome,2,0,1,1
Efficacy of oral estrogen plus testosterone gel to improve sexual function in postmenopausal women,3,0,1,3
A wearable in-ear EEG device for emotion monitoring,3,1,2,46
Comparative pharmacokinetics of oxyresveratrol alone and in combination with piperine as a bioenhancer in rats,6,1,1,21
Glycan binding and specificity of viral influenza neuraminidases by classical molecular dynamics and replica exchange molecular dynamics simulations,5,0,2,7
The Australian flight attendant study (AFAS): qualitative method to understand health and socio-cultural issues in the air,2,,2,0
Hiv-1 drug resistance mutations in antiretroviral treated thai patients with low viral load,5,,2,0
The expression of serum lactate dehydrogenase in canine oral tumors,6,,1,2
The use of B-scan coupling with A-scan ultrasonography to characterize ocular biometry in canine absolute glaucoma,6,,1,0
A feasibility of ultrasonographic assessment for femoral trochlear depth and articular cartilage thickness in canine cadavers,3,,1,2
"Pathological microscopy in liver parenchyma of gray-eel catfish, plotosus canius, from ang-sila area, Chonburi Province, Thailand",7,,4,5
Translucent and Ultrasonographic Studies of the Inferior Labial Artery for Improvement of Filler Injection Techniques,4,1,3,3
Anatomical variations of accessory bands in semitendinosus and gracilis tendons among the Asian population,4,1,1,2
Lipocalin-2 (Lcn-2) attenuates polymicrobial sepsis with lps preconditioning (LPS tolerance) in FcGRIIB deficient lupus mice,10,1,4,35
Development of conventional multiplex PCR: A rapid technique for simultaneous detection of soil-transmitted helminths,6,1,4,15
Design of soil moisture control prototypes for plant cultivation,4,0,2,0
No signs of star formation being regulated in the most luminous quasars at z ∼ 2 with ALMA,10,1,9,36
A mathematical model for dynamic operation of zinc-air battery cells,4,1,3,2
Comparison of diaphragm wall movement prediction and field performance for different construction techniques,2,1,2,8
Reducing the defects of a-pillar stamping part in the automotive assembly process,3,0,1,0
Disaster-Resilient Communication Framework for Heterogeneous Vehicular Networks,5,0,2,1
Optically stimulated luminescence dating reveals rate of beach ridge and sand spit depositions from the upper Gulf of Thailand,7,,1,4
"The leaching potential of pesticides in Song Phi Nong district, Suphan Buri province, Thailand",2,,1,8
dS4 vacua from matter-coupled 4D N= 4 gauged supergravity,2,1,2,2
Montmorillonite/carboxymethylcellulose-composite hydrogel beads as biodegradable adsorbent for dye removal,4,,2,4
"Histological analysis of reproductive system of Dermogenys pusilla (Kuhl & van Hasselt, 1823) from Thailand: Sperm existence in ovary indicates viviparous reproductive mode",6,,5,1
dS5 vacua from matter-coupled 5D N= 4 gauged supergravity,2,1,2,2
Azimuthal separation in nearly back-to-back jet topologies in inclusive 2- and 3-jet events in pp collisions at √s=13Te,2288,1,176,8
Carotid body paraganglioma,3,1,3,1
"Are humans prepared to detect, fear, and avoid snakes? The mismatch between laboratory and ecological evidence",5,1,4,20
Long-term Apomorphine Infusion Users Versus Short-term Users: An International Dual-center Analysis of the Reasons for Discontinuing Therapy,7,0,2,10
Predicting urban expansion and urban land use changes in Nakhon Ratchasima city using a CA-Markov model under two different scenarios,2,1,1,23
Lymphocyte proliferation induced by highaffinity peptides for HLA-B∗51:01 in Behçet's uveitis,11,1,7,1
International Society for Nutritional Psychiatry Research Practice Guidelines for Omega-3 Fatty Acids in the Treatment of Major Depressive Disorder,15,1,15,91
Macrococcus canis contains recombinogenic methicillin resistance elements and the mecB plasmid found in Staphylococcus aureus,3,2,2,17
Incidence of atrial fibrillation in pregnancy and clinical significance: A meta-analysis,10,0,8,15
Use of Topical Intraocular Pressure-lowering Medications in the US Population: Results from the NHANES Study 1999 to 2014,3,0,5,3
Leptospirosis and the Kidney: An Overview,2,0,3,2
Streaming chunk incremental learning for class-wise data stream classification with fast learning speed and low structural complexity,3,1,1,7
Fibroin and Polyvinyl Alcohol Hydrogel Wound Dressing Containing Silk Sericin Prepared Using High-Pressure Carbon Dioxide,5,2,3,16
Clickable Zwitterionic Copolymer as a Universal Biofilm-Resistant Coating,5,0,2,6
Microstructural Analyses of Biaxially Oriented Polylactide/Modified Thermoplastic Starch Film with Drastic Improvement in Toughness,5,0,5,11
Machine learning to understand the immune-inflammatory pathways in fibromyalgia,11,1,7,19
"Comparative photocatalytic behavior of photocatalysts (TiO2, SiC, Bi2O3, ZnO) for transformation of glycerol to value added compounds",6,0,4,9
"Effect of rice, wheat, and mung bean ingestion on intestinal gas production and postprandial gastrointestinal symptoms in non-constipation irritable bowel syndrome patients",4,1,2,11
ICAPPP 2018: Celebrating 30 Years of The Petroleum and Petrochemical College (PPC) at Chulalongkorn University,1,1,1,0
Timed Up and Go test in typically developing children: Protocol choice influences the outcome,3,0,2,5
Extending the stalk enhances immunogenicity of the influenza virus neuraminidase,7,1,2,18
Painful and non-painful diabetic polyneuropathy: Clinical characteristics and diagnostic issues,6,1,3,39
Screening tools for targeted comprehensive geriatric assessment in HIV-infected patients 50 years and older,4,0,3,6
Epidemiologic evaluation of calcium oxalate urolithiasis in dogs in the United States: 2010-2015,4,1,3,6
Parkinson's disease in the Western Pacific Region,16,0,12,102
Preparation and characterization of renewable composites from Polylactide and Rice husk for 3D printing applications,13,0,7,27
Immunohistochemistry for ATRX Can Miss ATRX Mutations: Lessons from Neuroblastoma,7,0,5,9
Semi-solid poly(vinyl alcohol) hydrogels containing ginger essential oil encapsulated in chitosan nanoparticles for use in wound management,4,0,2,26
"Genetic characterization of Chikungunya virus in field-caught Aedes aegypti mosquitoes collected during the recent outbreaks in 2019, Thailand",9,1,3,24
Subthalamic deep brain stimulation aggravates speech problems in Parkinson's disease: Objective and subjective analysis of the influence of stimulation frequency and electrode contact location,3,0,1,7
Tumor-induced DNA methylation in the white blood cells of patients with colorectal cancer,8,1,2,16
"Molecular analysis of canine filaria and its wolbachia endosymbionts in domestic dogs collected from two animal university hospitals in Bangkok metropolitan region, Thailand",7,1,3,34
Biological and physiological responses of Perionyx excavatus to abamectin,3,0,2,1
Mesophase Structure-Enabled Electrostrictive Property in Nylon-12-Based Poly(ether-block-amide) Copolymers,8,2,4,9
Peritoneal dialysis (PD) catheter-related peritonitis from Aureobasidium pullulans caused by poor caregiver's hand hygiene,5,1,3,4
Esthetic perception of facial profile contour in patients with different facial profiles,2,0,1,5
Influence of the Salt Concentration on the Properties of Salt-Free Polyelectrolyte Complex Membranes,5,2,2,10
Post-treatment patient-reported outcome measures in a group of Thai dental implant patients,5,0,2,7
"Online preconcentration and determination of chondroitin sulfate, dermatan sulfate and hyaluronic acid in biological and cosmetic samples using capillary electrophoresis",5,0,1,11
Metagenomic insights into microbial diversity in a groundwater basin impacted by a variety of anthropogenic activities,6,0,3,27
An interlaboratory comparison exercise for the determination of microplastics in standard sample bottles,26,1,15,57
Comparative studies on picosecond-resolved fluorescence of D-amino acid oxidases from human with one from porcine kidney. Photoinduced electron transfer from aromatic amino acids to the excited flavin,10,0,6,0
Posturographic abnormalities in ambulatory atypical parkinsonian disorders: Differentiating characteristics,3,0,1,8
"Association between the incidence of stillbirths and expulsion interval, piglet birth weight, litter size and carbetocin administration in hyper-prolific sows",7,0,1,24
"Prevalence, antimicrobial resistance, virulence gene, and class 1 integrons of Enterococcus faecium and Enterococcus faecalis from pigs, pork and humans in Thai-Laos border provinces",6,0,4,24
Activated carbon derived from bacterial cellulose and its use as catalyst support for ethanol conversion to ethylene,4,0,1,14
Aqueous Foam Stabilized by Hydrophobic SiO2 Nanoparticles using Mixed Anionic Surfactant Systems under High-Salinity Brine Condition,4,0,2,11
Influence of Socioeconomic Factors on Stone Burden at Presentation to Tertiary Referral Center: Data From the Registry for Stones of the Kidney and Ureter,8,2,4,12
Remaining useful life prediction using enhanced convolutional neural network on multivariate time series sensor data,2,,1,3
IgG4-related pseudo-tumor of the kidney and multiple organ involvement mimicked malignancy,4,1,1,10
Design equations of uplift capacity of circular piles in sands,2,0,1,43
Improved adherence in older patients with hypertension: An observational study of a community-based intervention,6,0,5,3
"New age constraints on the Lan Sang gneiss complex, Thailand, and the timing of activity of the Mae Ping shear zone from in-situ and depth-profile zircon and monazite U-Th-Pb geochronology",5,0,3,16
Isoprene Synthesis Using MIL-101(Cr) Encapsulated Silicotungstic Acid Catalyst,3,0,2,6
N-Methyl-d-aspartate receptor open-channel blockers memantine and magnesium modulate nociceptive trigeminovascular neurotransmission in rats,4,2,4,12
Burned brick production from residues of quarrying process in Thailand,2,0,1,14
Dimeric tetrahydroxanthones from the lichen Usnea aciculifera,6,0,3,11
Nasal Cytology as a Diagnostic Tool for Local Allergic Rhinitis,7,0,2,9
Subsidence of Hydroxyapatite-Coated Femoral Stem in Dorr Type C Proximal Femoral Morphology,6,0,4,12
"Genetic characterization of duck Tembusu virus in Thailand, 2015-2017: Identification of a novel cluster",5,1,1,31
"Correction to: Chemical-Looping Combustion of Methane Using CaSO 4 as an Oxygen Carrier: Effects of MgO Addition (Arabian Journal for Science and Engineering, (2019), 44, 6, (5359-5370), 10.1007/s13369-018-3620-5)",3,1,3,0
"When blockchain meets Internet of Things: Characteristics, challenges, and business opportunities",3,0,1,117
Recombinant human dentin matrix protein 1 (DMP1)induces the osteogenic differentiation of human periodontal ligament cells,6,1,2,7
Lipid-lowering effect of Phyllanthus embilica and Alpinia galanga extracts on HepG2 cell line,7,0,3,5
Facile fabrication of WO3/MWCNT hybrid materials for gas sensing application,5,0,2,9
Utilization of shrimp wastewater for poly-β-hydroxybutyrate production by Synechocystis sp. PCC 6803 strain ΔSphU cultivated in photobioreactor,3,1,3,32
"Cytoprotective agent for peptic ulcer prevention in patients taking dual antiplatelet agents: A randomized, double-blind placebo-controlled trial",8,0,1,4
Lusianthridin targeting of lung cancer stem cells via Src-STAT3 suppression,5,0,1,31
Composite membranes of graphene oxide for CO2/CH4 separation,4,0,3,21
Recognition and delineation of yeast genera based on genomic data: Lessons from Trichosporonales,8,0,5,13
Leukotriene Receptor Antagonist Addition to H1-Antihistamine Is Effective for Treating Allergic Rhinitis: A Systematic Review and Meta-analysis,5,0,4,14
Defatted fiber produced from lemon Basil (Ocimum citriodorum Vis.)seed with supercritical CO2: Economic analysis,6,0,1,11
Blastic plasmacytoid dendritic cell neoplasm with unusual lymphoid features and macrovacuoles,4,0,2,3
"Chronology of emergence of the genus Leptospira and over-representation of gene families enriched by vitamin B2, B12 biosynthesis, cell adhesion and external encapsulating structure in L. interrogans isolates from asymptomatic dogs",6,0,4,1
Foveal and parafoveal choroidal thickness pattern measuring by swept source optical coherence tomography,6,1,2,12
Impact of drying process on chemical composition and key aroma components of Arabica coffee,4,0,2,52
Corrigendum to “Simplified two-group two-fluid model for three-dimensional two-phase flow computational fluid dynamics for vertical upward flow” [Prog. Nucl. Energy 108 (2018) 503–516](S0149197017303037)(10.1016/j.pnucene.2017.12.003),5,0,5,0
"Effects of Potassium Chloride-Induced Stress on the Carotenoids Canthaxanthin, Astaxanthin, and Lipid Accumulations in the Green Chlorococcal Microalga Strain TISTR 9500",8,0,3,23
"Synthesis of Copper Oxide Nanowires-Activated Carbon (AC@CuO-NWs) and Applied for Removal Methylene Blue from Aqueous Solution: Kinetics, Isotherms, and Thermodynamics",5,0,4,28
Quantitative proteomic analysis of dermal papilla from male androgenetic alopecia comparing before and after treatment with low-level laser therapy,3,0,1,13
"Pulsed-dye laser as an adjuvant treatment for papulopustular eruptions from epidermal growth factor receptor inhibitors, a randomized blinded split-faced controlled trial",5,0,1,1
Intraoperative injection of combined fibrin sealant and methylene blue dye for surgery of branchial cleft cysts: A case report,6,0,4,4
Lack of associations between thyroid function and obstructive sleep apnea severity in adults with prediabetes and diabetes mellitus,11,0,4,2
"Cold Water Detergency of Triacylglycerol Semisolid Soils: The Effect of Salinity, Alcohol Type, and Surfactant Systems",3,0,3,11
Tubulovillous Adenoma of Vagina with Both KRAS and APC Mutations: Case Report,2,0,2,1
On the ISAPS '17 in Warsaw,1,0,2,0
Observations on crack branching of zirconia coating manufactured by plasma spray technology,2,0,4,0
Performance evaluation of biogas upgrading systems from swine farm to biomethane production for renewable hydrogen source,5,0,2,21
Feasibility and sustainability analyses of carbon dioxide – hydrogen separation via de-sublimation process in comparison with other processes,9,0,3,14
Generalized Survival Probabilities in Height Fluctuations of Limited Mobility Growth Models With and Without Up–Down Symmetry,2,0,2,0
Free radical scavenging and anti-inflammatory potential of a protein hydrolysate derived from salmon bones on RAW 264.7 macrophage cells,4,0,2,20
Equine-Assisted Psychotherapy and Coaching: An Evidence-Based Framework,1,0,1,0
Football match result prediction using the random forest classifier,2,0,1,2
Identification of Enterocytozoon bieneusi in goats and cattle in Thailand,7,1,2,24
Photoluminescence properties as a function of growth mechanism for GaSb/GaAs quantum dots grown on Ge substrates,10,1,3,3
"Rainfall variations in central Indo-Pacific over the past 2,700 y",19,1,16,63
Curiosity-Driven Exploration Effectiveness on Various Environments,2,0,1,0
Tension pneumoperitoneum caused by rupture of intraabdominal soft tissue emphysema in a child supported with high-frequency oscillatory ventilation: A case report,4,1,2,0
A randomized open-label trial of 2-dose or 3-dose pre-exposure rabies prophylaxis among Thai children,11,0,3,3
Customer deference to service providers in ordinary service encounters,4,0,3,7
A Catastrophic Failure to Build a Massive Galaxy around a Supermassive Black Hole at z = 3.84,9,1,9,3
Graphene-enhanced ABS for FDM 3D printing: Effects of masterbatch preparation techniques,5,1,1,8
"Preparation of cobalt oxide on MXene/N, S-rGO surface for supercapacitors",2,1,1,3
Suppression of corrosion study on polypyrrole/zinc oxide nanoparticle composites for rechargeable battery electrode materials,4,1,1,2
"Preparation of MXene/N, S doped graphene electrode for supercapacitor application",3,1,2,7
Biodegradable fibers from poly (lactic acid)/poly (butylene succinate) blends,4,1,1,6
Phase evolution-Property relationships of PIMed 5-40 Vol.% SiCp-Reinforced aluminium composite,3,1,2,1
Preparation of bismuth ferrite as photo-supercapacitive electrode,2,1,1,7
Analysis of fire-damaged concrete-filled steel tube columns confined with FRP sheets,2,1,1,1
Cosmological dynamics and double screening of DBI-Galileon gravity,3,2,2,3
SBFE analysis of nano-scale elastic layer with consideration of surface energy effects,3,1,1,1
Preparation of graphene/poly (diallyldimethylammonium chloride)-poly (styrene sulfonate) polyelectrolyte composites and their electrochemical performance,3,1,1,0
Preparation of polypyrrole coated zinc anode electrode for inhibition corrosion of secondary zinc ion battery,2,1,1,3
Using borax as a cross-linking agent in cellulose-based hydrogels,3,1,2,6
Enhanced lipid production and molecular dynamics under salinity stress in green microalga chlamydomonas reinhardtii (137C),7,1,4,27
Load-resistance analysis: An alternative approach to tsunami damage assessment applied to the 2011 Great East Japan tsunami,9,1,6,15
High Aspect Ratio and Post-Processing Free Silver Nanowires as Top Electrodes for Inverted-Structured Photodiodes,7,1,4,17
Effectiveness of alcohol-prevention social marketing in the presence of alcohol advertising,3,0,2,2
"Continuous Flow Selective Hydrogenation of 5-Hydroxymethylfurfural to 2,5-Dimethylfuran Using Highly Active and Stable Cu-Pd/Reduced Graphene Oxide",5,0,3,47
Phylogenetic evidence of a novel lineage of canine pneumovirus and a naturally recombinant strain isolated from dogs with respiratory illness in Thailand,2,1,1,15
Metabolic changes and increased levels of bioactive compounds in white radish (Raphanus sativus L. Cv. 01) sprouts elicited by oligochitosan,5,1,2,10
Adult-child activities and child development outcomes in developing countries: an empirical investigation in Thailand,2,0,1,1
Adjunctive use of fluoride rinsing and brush-on gel increased incipient caries-like lesion remineralization compared with fluoride toothpaste alone in situ,10,0,3,5
Cost-effectiveness analysis and safety of erythromycin 4% gel and 4% chlorhexidine scrub for pitted keratolysis treatment,10,0,3,6
Antimicrobial substances from the rare actinomycete Nonomuraea rhodomycinica NR4-ASC07T,7,2,5,8
Evaluation of contribution of PV array and inverter configurations to rooftop PV system energy yield using machine learning techniques,2,1,2,9
Clinical significance of incidentally discovered renal cysts in pediatric patients,6,0,3,3
"Rational design, molecular docking and synthesis of novel homopiperazine linked imidazo[1,2-a]pyrimidine derivatives as potent cytotoxic and antimicrobial agents",6,0,2,25
Dependence of the CeO2 morphology in CuO/CeO2 catalysts for the oxidative steam reforming of methanol,3,0,1,7
Encapsulation of alpha-mangostin and hydrophilic beta-cyclodextrins revealed by all-atom molecular dynamics simulations,8,0,4,11
Breakdown of the Paracellular Tight and Adherens Junctions in the Gut and Blood Brain Barrier and Damage to the Vascular Barrier in Patients with Deficit Schizophrenia,4,0,6,54
"Can magnetic resonance imaging differentiate among transurethral bulking agent, urethral diverticulum, and periurethral cyst?",7,0,4,7
Relative telomere length and oxidative stress in musculoskeletal tumors,4,0,1,0
"Socioeconomic Deprivation, Adverse Childhood Experiences and Medical Disorders in Adulthood: Mechanisms and Associations",5,1,7,48
A comparative study on mesocellular foam silica with different template removal methods and their effects on enzyme immobilization,6,0,3,10
Particle motions and gravitational lensing in de Rham-Gabadadze-Tolley massive gravity theory,3,2,2,13
Women’s health: a benefit of education in Australia,2,0,2,6
High-pressure phases induce H-vacancy diffusion kinetics in TM-doped MgH2: Ab initio study for hydrogen storage improvement,5,0,4,26
Effect of the motivation program to quit smoking in Royal Thai Air Force officers with non-communicable disease risks,2,1,1,2
Final orientation for new graduates on the highest attainable standard of health,1,1,1,1
Quaternary meandering evolution and architecture of a point bar in the Mun River on the sandstone-dominated Khorat Plateau from northeastern Thailand,2,0,1,4
Search for an exotic decay of the Higgs boson to a pair of light pseudoscalars in the final state with two muons and two b quarks in pp collisions at 13 TeV,2257,1,199,46
No-scale supergravity with new Fayet-Iliopoulos term,1,1,2,3
Measurement of electroweak WZ boson production and search for new physics in WZ + two jets events in pp collisions at s=13TeV,2259,1,198,57
Search for dark matter in events with a leptoquark and missing transverse momentum in proton-proton collisions at 13 TeV,2263,1,198,9
An analysis of food waste from a flight catering business for sustainable food waste management: A case study of halal food production process,2,0,1,46
"Cyclic behaviour and liquefaction resistance of Izumio sands in Osaka, Japan",3,0,3,28
Solving many-objective car sequencing problems on two-sided assembly lines using an adaptive differential evolutionary algorithm,2,1,2,5
Conductive paper of reduced graphene oxide and nanofibrillated cellulose,4,1,3,0
Abnormal performance of cervical stabilizer muscles in individuals with low back pain,2,2,1,6
Operational Efficiency Improvement of Ply Cutting Machine for Aircraft Tires,2,1,1,1
Role of process standardisation in development of natural products,5,,4,0
Sex Difference in Corticosterone-Induced Insulin Resistance in Mice,5,1,4,22
Energy-level splitting for weakly interacting bosons in a harmonic trap,4,2,2,5
Analysis of the Zika and Japanese Encephalitis Virus NS5 Interactomes,8,0,2,16
Effect of strontium and zirconium doped barium cerate on the performance of proton ceramic electrolyser cell for syngas production from carbon dioxide and steam,7,0,6,5
Influence of CaO precursor on CO2 capture performance and sorption-enhanced steam ethanol reforming,7,0,5,28
Effect of CuO/ZnO catalyst preparation condition on alcohol-assisted methanol synthesis from carbon dioxide and hydrogen,8,0,5,17
Synthetic CaO-based sorbent for high-temperature CO2 capture in sorption-enhanced hydrogen production,6,0,5,37
In vitro and in vivo evaluation of a single chain antibody fragment generated in planta with potent rabies neutralisation activity,10,1,4,8
The combination of patient-reported clinical symptoms and an endoscopic score correlates well with health-related quality of life in patients with ulcerative colitis,12,1,3,10
Update in parastomal hernia,2,1,2,2
Default option bias in the food consumption of college students in Bangkok,6,,1,0
Can We Trust Privacy Policy: Privacy Policy Classification Using Machine Learning,2,0,1,2
