Title,affliation_country
Electrochemical bicarbonate reduction in the presence of Diisopropylamine on sliver oxide in alkaline sodium bicarbonate medium,Thailand
Four square step test with foam is more accurate than those without foam for discriminating between older adults with and without fall history,Thailand
Equality in financial access to healthcare in Cambodia from 2004 to 2014,Germany
Molecular dynamics provides insight into how N251A and N251Y mutations in the active site of Bacillus licheniformis RN-01 levansucrase disrupt production of long-chain levan,Thailand
A Novel Technique of Ultrasound-Guided Selective Mandibular Nerve Block with a Lateral Pterygoid Plate Approach: A Cadaveric Study,Thailand
Parental status and psychological distress among older Thais,Thailand
Serum Wisteria floribunda agglutinin-positive Mac-2 binding protein level as a diagnostic marker of hepatitis B virus-related hepatocellular carcinoma,Thailand
Cowden syndrome and pituitary tumours,Thailand
A comparative study of dielectric and ferroelectric properties of sol–gel-derived BaTiO3 bulk ceramics with fine and coarse grains,Thailand
"Petrochemistry of Granitoids Along the Loei Fold Belt, Northeastern Thailand",Japan
Evaluation of medical physics training in radiology residency in 67 countries,United States
Adsorption of propane and propylene in zeolitic imidazolate framework ZIF-8 pore: periodic SCC-DFTB method,Thailand
Increasing Body Mass Index Steepens the Learning Curve for Ultrasound-guided Percutaneous Nephrolithotomy,United States
Efficacy of exogenous pyruvate in TremblerJ mouse model of Charcot-Marie-Tooth neuropathy,United States
Increased Risk of Acute Myocardial Infarction and Heart Failure in Patients With Inflammatory Bowel Diseases,United States
External spermine prevents UVA-induced damage of Synechocystis sp. PCC 6803 via increased catalase activity and decreased H2O2 and malonaldehyde levels,Thailand
Determination of selected emerging contaminants in freshwater invertebrates using a universal extraction technique and liquid chromatography accurate mass spectrometry,Australia
"Response of the flood peak to the spatial distribution of rainfall in the Yom River basin, Thailand",Japan
Automated nucleated red blood cell count using the Mindray BC-6800 hematology analyzer,Thailand
Effects of iron content on the microstructure and corrosion behavior of Ti-30Zr-5Al-3V-xFe alloys,China
"Effect of transition metal dopants (M= Nb, La, Zr, and Y) on the M-TiO2 supported V2O5 catalysts in the selective oxidation of H2S to elemental sulfur",Thailand
Effects of H1 antihistamine addition to intranasal corticosteroid for allergic rhinitis: a systematic review and meta-analysis,Thailand
Consensus and contentious statements on the use of probiotics in clinical practice: A south east Asian gastro-neuro motility association working team report,Singapore
Gradient Directional Second Derivative Pseudo-enhancement Correction and Modified Local Roughness Response Estimation for Electronic Cleansing in CT Colonography,Thailand
Evapotranspiration and water yield of a pine-broadleaf forest are not altered by long-term atmospheric [CO2] enrichment under native or enhanced soil fertility,United States
Effect of Oil Palm Fiber Content on the Physical and Mechanical Properties and Microstructure of High-Calcium Fly Ash Geopolymer Paste,Thailand
The presence of duck Tembusu virus in Thailand since 2007: A retrospective study,Thailand
"Detection of classical swine fever virus (CSFV) E2 and Erns antibody (IgG, IgA) in oral fluid specimens from inoculated (ALD strain) or vaccinated (LOM strain) pigs",Thailand
Psychometric properties of the modified Yale food addiction scale 2.0 in a large Brazilian sample,Brazil
Cyanidin-3-rutinoside alleviates methylglyoxal-induced cardiovascular abnormalities in the rats,Thailand
"Risk assessment of arsenic from contaminated soils to shallow groundwater in Ong Phra Sub-District, Suphan Buri Province, Thailand",Thailand
Sex difference in cold perception and shivering onset upon gradual cold exposure,Netherlands
Xanthones and biphenyls from the stems of Garcinia cylindrocarpa and their cytotoxicity,Thailand
"Results of PROFILE 1029, a Phase III Comparison of First-Line Crizotinib versus Chemotherapy in East Asian Patients with ALK-Positive Advanced Non–Small Cell Lung Cancer",China
Improved measurements of thoron (220Rn) in natural waters,Thailand
Comparative study in physico-chemical properties of gelatin derivatives and their microspheres as carriers for controlled release of green tea's extract,Thailand
VDR and TNFSF11 polymorphisms are associated with osteoporosis in thai patients,Thailand
"The inclusion complexation of daidzein with β-cyclodextrin and 2,6-dimethyl-β-cyclodextrin: a theoretical and experimental study",Thailand
Higher Hydrocarbons Synthesis from CO2 Hydrogenation Over K- and La-Promoted Fe–Cu/TiO2 Catalysts,United States
Treatment with chemical delipidation forskolin prior to cryopreservation improves the survival rates of swamp buffalo (Bubalus bubalis) and bovine (Bos indicus) in vitro produced embryos,Thailand
A ‘Shocking’ Cause of Facial Edema,United States
"Green synthesis of titanium dioxide/acrylamide-based hydrogel composite, self degradation and environmental applications",Thailand
Catalytic hydrogenation of soybean oil-derived fatty acid methyl esters over Pd supported on Zr-SBA-15 with various Zr loading levels for enhanced oxidative stability,Thailand
Universal models of colour emotion and colour harmony,Taiwan
Effect of Surface Tungstate W5+ Species on the Metathesis Activity of W-Doped Spherical Silica Catalysts,Thailand
High-resolution melting analysis: A novel approach for clade differentiation in Pythium insidiosum and pythiosis,Thailand
An investigation of saturated vapor pressure regarding low-volatility organophosphorus extractants Di-(2-ethylhexyl) phosphoric acid and tributyl phosphate: Correlation and thermodynamics study,Thailand
"Immunohistochemical study of Ki-67 protein, androgen receptor, and estrogen receptor beta in testicular tissues of male pigs immunocastrated with different times of GnRH vaccination",Thailand
Staphylococcal cassette chromosome mec (SCCmec) and characterization of the attachment site (attB) of methicillin resistant Staphylococcus aureus (MRSA) and methicillin susceptible Staphylococcus aureus (MSSA) isolates,Malaysia
Differentially expressed genes in hemocytes of Litopenaeus vannamei challenged with Vibrio parahaemolyticus AHPND (VPAHPND) and VPAHPND toxin,Thailand
Engineering innervated secretory epithelial organoids by magnetic three-dimensional bioprinting for stimulating epithelial growth in salivary glands,Singapore
Optimisation of electroporation and lipofection protocols to derive the black tiger shrimp cell line (Penaeus monodon),Thailand
Enhanced CO2 capturing over ultra-microporous carbon with nitrogen-active species prepared using one-step carbonization of polybenzoxazine for a sustainable environment,Thailand
Stand age estimation of rubber (Hevea brasiliensis) plantations using an integrated pixel- and object-based tree growth model and annual Landsat time series,United States
Hydrogel wound dressings loaded with PLGA/ciprofloxacin hydrochloride nanoparticles for use on pressure ulcers,Thailand
"Overall and Cause-Specific Mortality of Inflammatory Bowel Disease in Olmsted County, Minnesota, From 1970 Through 2016",United States
Extended release versus immediate release tacrolimus in kidney transplant recipients: a systematic review and meta-analysis,Thailand
Different patterns of alcohol consumption and the incidence and persistence of depressive and anxiety symptoms among older adults in Ireland: A prospective community-based study,Canada
Enhanced Stability and Propene Yield in Propane Dehydrogenation on PtIn/Mg(Al)O Catalysts with Various In Loadings,Thailand
"The full-length genome characterization, genetic diversity and evolutionary analyses of Senecavirus A isolated in Thailand in 2016",Thailand
"Penicillium Imranianum, a new species from the man-made solar saltern of Phetchaburi province, Thailand",China
Kinetics model of microbial degradation by UV radiation and shelf life of coconut water,Thailand
Comparative Study of Lewis Acid Transformation on Non-reducible and Reducible Oxides Under Hydrogen Atmosphere by In Situ DRIFTS of Adsorbed NH3,Thailand
Microfluidic approach for in situ synthesis of nanoporous silver microstructures as on-chip SERS substrates,Thailand
"Generalized Anxiety Disorder (GAD) and Comorbid Major Depression with GAD Are Characterized by Enhanced Nitro-oxidative Stress, Increased Lipid Peroxidation, and Lowered Lipid-Associated Antioxidant Defenses",Brazil
"Skin picking disorder: Prevalence, correlates, and associations with quality of life in a large sample",Canada
Efficacy of a type 2 PRRSV modified live vaccine (PrimePac™ PRRS) against a Thai HP-PRRSV challenge,Thailand
Simultaneous transesterification and esterification of acidic oil feedstocks catalyzed by heterogeneous tungsten loaded bovine bone under mild conditions,Thailand
Acid volatile sulphide estimation using spatial sediment covariates in the Eastern Upper Gulf of Thailand: Multiple geostatistical approaches,Thailand
A speedup scheme for MRF stereo using local label hierarchy,Thailand
Nitrous oxide decomposition over La0.3Sr0.7Co0.7Fe0.3O3−Δ catalyst,Thailand
Roles of membrane and organic fouling layers on the removal of endocrine disrupting chemicals in microfiltration,China
Fabrication and photocatalytic activity of TiO2 composite membranes via simultaneous electrospinning and electrospraying process,Thailand
Characterization and enumeration of complementary dual abelian codes,Thailand
Protein adsorption and cell behaviors on polycaprolactone film: The effect of surface topography,Thailand
Alternative models and numerical simulations of rarefied gas flow in vacuum systems,Thailand
Hydrothermal carbonization of unwanted biomass materials: Effect of process temperature and retention time on hydrochar and liquid fraction,Thailand
The Effect of the Addition of Acetic Acid to Aqueous Ionic Liquid Mixture Using Microwave-assisted Pretreatment in the Saccharification of Napier Grass,Thailand
A multi-objective car sequencing problem on two-sided assembly lines,Thailand
Study of microstructure and mechanical properties of commercially pure Sn and Sn-4%Bi alloys fabricated by permanent mold gravity casting and forging,Thailand
Dependence of catalyst surface in photocatalytic degradation of phenyl urea herbicides,Thailand
Tire-suspension-steering hardware-in-the-loop simulation,Thailand
Physician professionalism: definition from a generation perspective,{}
Sulfonic Acid-Containing Flavonoids from the Roots of Phyllanthus acidus,Viet Nam
CD4/CD8 ratio normalization rates and low ratio as prognostic marker for non-AIDS defining events among long-term virologically suppressed people living with HIV NCT00411983 NCT,Thailand
Development of IT Helpdesk with Microservices,Thailand
Enterprise WiFi Hotspot Authentication with Hybrid Encryption on NFC- Enabled Smartphones,Thailand
Two infinite families of resonant solutions for the Gross-Pitaevskii equation,Spain
White spot syndrome virus-induced shrimp miR-315 attenuates prophenoloxidase activation via PPAE3 gene suppression,Thailand
CAMSAP3 maintains neuronal polarity through regulation of microtubule stability,Japan
Synergistic effect of oxygen vacancies and highly dispersed Pd nanoparticles over Pd-loaded TiO2 prepared by a single-step sol–gel process for deoxygenation of triglycerides,Thailand
Contrasting timing of virological relapse after discontinuation of tenofovir or entecavir in Hepatitis B e antigen-negative patients,Germany
Refining natural rubber matrix for electrically stimulated transdermal drug delivery,Thailand
"Influence of Alkaline and Alkaline Earth Metal Promoters on the Catalytic Performance of Pd- M /SiO2 (M = Na, Ca, or Ba) Catalysts in the Partial Hydrogenation of Soybean Oil-Derived Biodiesel for Oxidative Stability Improvement",Thailand
"Phase transition, structure and color-transition behaviors of monocarboxylic diacetylene and polydiacetylene assemblies: The opposite effects of alkyl chain length",Thailand
Variational Formulation of Interaction between Elastic Plate and Elastic Medium under the Influence of Surface Energy,Thailand
Observation of Higgs Boson Decay to Bottom Quarks,Armenia
Dystroglycan 1: A new candidate gene for patellar luxation in Chihuahua dogs,Thailand
Modulation of bovine herpesvirus 1 infection by virally encoded microRNAs,Thailand
Theoretical study on electronic properties of curved graphene quantum dots,Thailand
"Mantle and deep crustal xenoliths in basalts from the Bo Rai ruby deposit, eastern Thailand: Original source of basaltic ruby",Thailand
Discussion of “Effects of misalignment on the undrained HV capacity of suction anchors in clay” by A. Saviano and F. Pisanò,Thailand
"DFT investigation on adsorption of di–, tri– and tetra–atomic gases on Sc–doped ZnO sodalite like cage for gas sensing purpose",Thailand
Thermal-induced folding and unfolding of a transmembrane protein (CorA),Thailand
Interrogation of ethnomedicinal plants for synthetic lethality effects in combination with deficiency in the DNA repair endonuclease RAD1 using a yeast cell-based assay,Thailand
Water balance of pine forests: Synthesis of new and published results,Thailand
The SISAL database: A global resource to document oxygen and carbon isotope records from speleothems,United Kingdom
Delta-like ligand 4 in hepatocellular carcinoma intrinsically promotes tumour growth and suppresses hepatitis B virus replication,Thailand
Thermodynamic study on the integrated supercritical water gasification with reforming process for hydrogen production: Effects of operating parameters,China
Hydrogen and power generation from supercritical water reforming of glycerol and pressurized SOFC integrated system: Use of different CO2 adsorption process,Thailand
Cefepime dosing regimens in critically ill patients receiving continuous renal replacement therapy: A Monte Carlo simulation study,Thailand
A Matrix Decomposition Method for Odd-Type Gaussian Normal Basis Multiplication,Thailand
Quantum Rough Counting and Its Application to Grover's Search Algorithm,Thailand
Alternative Redundant Residue Number System Construction with Redundant Residue Representations,Thailand
Knowledge Sharing in Cooperative Compact Genetic Algorithm,Thailand
Fitting rotation curves of galaxies by de Rham-Gabadadze-Tolley massive gravity,Thailand
Thermal Stress Evaluation of Tunneling Magnetoresistive Structures in Data Storage Devices,Thailand
Assessment of bacterial accumulation and environmental factors in sentinel oysters and estuarine water quality from the Phang Nga Estuary Area in Thailand,Thailand
Rational use of paracetamol among out-patients in a Bhutanese district hospital bordering India: A cross-sectional study,Bhutan
D-branes (or not) in the non-Abelian T-dual of the SU(2) WZW model,Thailand
"Major typhoon phases in the upper Gulf of Thailand over the last 1.5 millennia, determined from coastal deposits on rock islands",United Arab Emirates
Modulated expression of the HIV-1 2LTR zinc finger efficiently interferes with the HIV integration process,Thailand
Thermoresponsive Bacteriophage Nanocarrier as a Gene Delivery Vector Targeted to the Gastrointestinal Tract,Thailand
A Comparative Study on Various Deep Learning Techniques for Thai NLP Lexical and Syntactic Tasks on Noisy Data,Thailand
Online Emerging Topic Detection on Twitter Using Random Forest with Stock Indicator Features,Thailand
Semantic Segmentation on Medium-Resolution Satellite Images Using Deep Convolutional Networks with Remote Sensing Derived Indices,Thailand
Enhance Accuracy of Hierarchical Text Categorization Based on Deep Learning Network Using Embedding Strategies,Thailand
Algorithmic Music Composition Comparison,Thailand
Log-End Cut-Area Detection in Images Taken from Rear End of Eucalyptus Timber Trucks,Thailand
Enhance Machine Reading Comprehension on Multiple Sentence Questions with Gated and Dense Coreference Information,Thailand
Exploiting Building Blocks in Hard Problems with Modified Compact Genetic Algorithm,Thailand
Development of Low-Cost in-the-Ear EEG Prototype,Thailand
Stubs and Drivers Generator for Object-Oriented Program Testing Using Sequence and Class Diagrams,Thailand
16S metagenomic analysis reveals adaptability of a mixed-PAH-degrading consortium isolated from crude oil-contaminated seawater to changing environmental conditions,Thailand
"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",Thailand
"Changes in hepatitis A virus (HAV) seroprevalence in medical students in Bangkok, Thailand, from 1981 to 2016",Thailand
Evaluation of static capacity of piles from rapid load testing,Thailand
Health prospects of older persons in Thailand: the role of education,Thailand
5-Methylcytosine containing CG decamer as Z-DNA embedded sequence for a potential Z-DNA binding protein probe,Thailand
Optical Coherence Tomography Angiography in Glaucoma Care,United States
Comparison of different kraft lignin-based vanillin production processes,Thailand
Prediction of SAR and temperature distribution in the human ear and mouth exposed to handheld transmitters,Turkey
Medical surveillance for laboratory worker involved in the use of common marmoset (Callithrix jacchus),Thailand
Emerging infectious disease from bats,Thailand
Journey to the bottom of the sea: Searching for ingredients that may have sparked life on earth,Thailand
"Effect of fertilizer type on cyanide, manganese, and arsenic phytoremediation in tailings from gold mining",Thailand
Ticagrelor induces paraoxonase-1 (PON1) and better protects hypercholesterolemic mice against atherosclerosis compared to clopidogrel,United States
Analysis and probabilistic risk assessment of bioaccessible arsenic in polished and husked jasmine rice sold in Bangkok,Thailand
Dependency types validation of precedence diagram method using ontology,Thailand
Topographic anatomy of the infraorbital artery and its clinical implications for nasolabial fold augmentation,{}
Arthroscopic Decompression of Spinoglenoid Notch Cyst and SLAP Repair Through a Single Working Portal,Thailand
Emission intensity and abatement cost of fossil fuel power plants in Thailand,Thailand
"Health status in wild and captive short mackerel, Rastrelliger brachysoma from Thailand: Histopathology",Thailand
Predicting the duration of antimalarial treatment with heme degradation inhibitors of blood schizonticides using mathematical models,Thailand
Dual-band infrared video-based measurement using pulse wave maps to analyze heart rate variability,Japan
Current status of GI endoscopy in Thailand and Thai Association of Gastrointestinal Endoscopy (TAGE),Thailand
Impact of testicular shielding in liposarcoma to scrotum by using radio-photoluminescence glass dosimeter (Rplgd): A case report,Thailand
Thermal behaviour of calcite-structure carbonates: A powder x-ray diffraction study between 83 and 618 k,China
A smaller cover of the moser’s worm problem,Thailand
Characterization of 30 selected Jasminum accessions in Thailand based on microscopic and RAPD fingerprinting,Thailand
Hollow-fiber microextraction combined with hydrophilic interaction liquid chromatography mass spectrometry for analytical determination of high polarity herbicides in water,Thailand
The expression of kisspeptin and its receptor in the domestic cat ovary and uterus in different stages of the ovarian cycle,Thailand
Syntheses and UV spectroscopic study of mono-and dialkyloxy-4-methylcoumarins,Thailand
Effect of plant harvesting on greenhouse gas emission from vertical subsurface flow constructed wetlands treating low-strength sewage,Thailand
Comparison of GTS and RAPD assays to characterize Thai Mycoplasma gallisepticum strains,Thailand
Reflective sketchbook journals for art education students in thailand,Thailand
"Effects of coenzyme Q10 supplementation on cardiac troponin i level, heart rate variability, and echocardiographic profiles in canine with myxomatous degenerative mitral valve disease: A pilot study",Thailand
"Immunohistochemical staining of peroxisome proliferator-activated receptor alpha and gamma in normal, benign, and malignant canine mammary tissues",Thailand
Ophthalmology snapshot,China
Novel methods to diagnose pulmonary hypertension in dogs assessed by thoracic radiography,Thailand
Prevalence and risk factors for canine cognitive dysfunction syndrome in Thailand,Thailand
Decreasing duration of androgenic hormone feeding supplement for production of male monosex in tilapia (Oreochromis spp.) fry,Thailand
The effects of submaximal exercise training on cardiovascular functions and physical capacity in dogs with myxomatous mitral valve disease,Thailand
What is your diagnosis?,Thailand
Evaluation of a commercial ELISA test kit on classical swine fever antibody detection using oral fluid samples,Thailand
E-cadherin localization in oviduct and uterine horn of swamp buffalo during estrous cycle,Thailand
Therapeutic use of sulfadimethoxine-ormetoprim for control of Streptococcus agalactiae infection in Nile tilapia (Oreochromis niloticus) fry,Thailand
Long-term effects of repeated oral dose of ivabradine on heart rate variability in dogs with asymptomatic degenerative mitral valve disease,Thailand
"Comparison of dried blood spot, buccal swab, cloacal swab and feces as DNA sources to identify avian sexes by PCR",Thailand
Effectiveness of Tuberculosis Screening Technology in the Initiation of Correct Diagnosis of Pulmonary Tuberculosis at a Tertiary Care Hospital in Thailand: Comparative Analysis of Xpert MTB/RIF Versus Sputum AFB Smear,Thailand
A novel classification of anterior alveolar arch forms and alveolar bone thickness: A conebeam computed tomography study,Thailand
"A novel white spot syndrome virus protein WSSV164 controls prophenoloxidases, PmproPOs in shrimp melanization cascade",Thailand
Exhaust emissions of a diesel engine using ethanol-in-palm oil/diesel microemulsion-based biofuels,Thailand
Search for Zγ resonances using leptonic and hadronic final states in proton-proton collisions at √s=13 TeV,Armenia
Search for new physics in dijet angular distributions using proton–proton collisions at √s=13TeV and constraints on dark matter and other models,Armenia
Sequence-based searching of custom proteome and transcriptome databases,United States
"Pseudonocardia mangrovi sp. Nov., isolated from soil",Thailand
"Actinomadura rhizosphaerae sp. Nov., isolated from rhizosphere soil of the plant Azadirachta Indica",Thailand
Vasoactive Intestinal Peptide Promotes Corneal Allograft Survival,United States
Targeted-volume noninvasive ventilation reduces extubation failure in postextubated medical Intensive Care Unit patients: A randomized controlled trial,Thailand
Search for a heavy resonance decaying into a Z boson and a Z or W boson in 2ℓ2q final states at √s=13 TeV,Armenia
Search for top squarks decaying via four-body or chargino-mediated modes in single-lepton final states in proton-proton collisions at √s=13 TeV,Armenia
Novel compound heterozygous mutations in KREMEN1 confirm it as a disease gene for ectodermal dysplasia,Thailand
Search for dark matter produced in association with a Higgs boson decaying to γγ or τ + τ − at √s=13 TeV,Armenia
Antimicrobial resistance in commensal Escherichia coli isolated from pigs and pork derived from farms either routinely using or not using in-feed antimicrobials,Thailand
One-pass-throw-away learning for cybersecurity in streaming non-stationary environments by dynamic stratum network,Thailand
Effect of Combined Treatment with MLC601 (NeuroAiDTM) and Rehabilitation on Post-Stroke Recovery: The CHIMES and CHIMES-E Studies,Thailand
"Carbapenemase-producing carbapenem-resistant enterobacteriaceae from Bangkok, Thailand, and their detection by the Carba NP and modified carbapenem inactivation method tests",Thailand
Search for additional neutral MSSM Higgs bosons in the τ τ final state in proton-proton collisions at √s=13 TeV,Armenia
Laparoscopic-assisted techniques in overcoming bulky sigmoid colon cancer – a video vignette,Thailand
"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",United Kingdom
The cosmological constant in supergravity,France
A genome scan of diversifying selection in Ophiocordyceps zombie-ant fungi suggests a role for enterotoxins in co-evolution and host specificity,France
Search for third-generation scalar leptoquarks decaying to a top quark and a τ lepton at √s=13Te,Armenia
Approaches to suicide prevention: Ideas and models presented by Japanese and international early career psychiatrists,Japan
Measurement of the Z / γ∗→ ττ cross section in pp collisions at √s=13TeV and validation of τ lepton analysis techniques,Armenia
"Efficacy and safety of low-dose prophylaxis of highly purified plasma-derived factor VIII concentrate produced by the National Blood Centre, Thai Red Cross Society",Thailand
"Screening and application of microsatellite markers for genetic diversity analysis of captive eastern sarus crane Grus antigone sharpii Blanford, 1895 in Thailand",Thailand
Measurement of charged particle spectra in minimum-bias events from proton–proton collisions at √s=13TeV,Armenia
Measurement of the weak mixing angle using the forward–backward asymmetry of Drell–Yan events in p p collisions at 8 TeV,Armenia
The first record of dizygotic twins in semi-wild stump-tailed macaques (Macaca arctoides) tested using microsatellite markers and the occurrence of supernumerary nipples,Japan
Effect of Endoscopic Sinus Surgery on Bronchiectasis Patients With Chronic Rhinosinusitis,Thailand
Achieving higher full-diversity gain of downlink STBC-MIMO SCMA system,Thailand
Effect of surface modifications of SBA-15 with aminosilanes and 12-tungstophosphoric acid on catalytic properties in environmentally friendly esterification of glycerol with oleic acid to produce monoolein,Thailand
Preparation and properties of gelatin nanofibers containing liopeptide biosurfactant by electrospinning technique as the prototype of wound covering and healing materials,Thailand
Association between HLA-B ∗ 44:03-HLA-C ∗ 07:01 haplotype and cold medicine-related Stevens-Johnson syndrome with severe ocular complications in Thailand,Thailand
Severe allergic contact dermatitis mimicking angioedema caused by propolis used as a traditional remedy,United Kingdom
Mortality following diagnosis of tuberculosis in HIV-infected patients in Asia,Australia
Native Top-Down Mass Spectrometry and Ion Mobility MS for Characterizing the Cobalt and Manganese Metal Binding of α-Synuclein Protein,United States
Real-World Safety of Intravitreal Bevacizumab and Ranibizumab Treatments for Retinal Diseases in Thailand: A Prospective Observational Study,Thailand
Diversity and characterization of cultivable oleaginous yeasts isolated from mangrove forests,Thailand
Re-estimating software effort using prior phase efforts and data mining techniques,Thailand
Inhibitory effects and killing kinetics of lactic acid rice gel against pathogenic bacteria causing bovine mastitis,Thailand
Synthesis of three-dimensional hierarchical CuO flower-like architecture and its photocatalytic activity for rhodamine b degradation,Thailand
Proteome-wide identification of epitope-based vaccine candidates against multi-drug resistant Proteus mirabilis,Pakistan
Non-Abelian T-duality and modular invariance,Thailand
Comparison of specific IgE detection by immunoblotting anfluorescence enzyme assay with in vivo skin prick test,Thailand
Inhibitory effects of mycosporine-2-glycine isolated from a halotolerant cyanobacterium on protein glycation and collagenase activity,Thailand
BEstream: Batch Capturing with Elliptic Function for One-Pass Data Stream Clustering,Thailand
Healthy behaviours and productive activities among Thai older adults: A repeated cross-sectional analysis,Thailand
Genotype and clinical characteristics of congenital long QT syndrome in Thailand,Thailand
Diesel oil removal by Serratia sp. W4-01 immobilized in chitosan-activated carbon beads,Thailand
Physical and cognitive functions affecting road traffic injuries among senior drivers,Thailand
Endotypes of Chronic Rhinosinusitis Across Ancestry and Geographic Regions,Thailand
Multi-column trajectory to advanced methods in comprehensive two-dimensional gas chromatography,Australia
Biomass gasification integrated with CO2 capture processes for high-purity hydrogen production: Process performance and energy analysis,Thailand
"Rapid design and fielding of four diagnostic technologies in Sierra Leone, Thailand, Peru, and Australia: Successes and challenges faced introducing these biosensors",United States
Heterogeneously catalyzed transesterification of palm oil with methanol to produce biodiesel over calcined dolomite: The role of magnesium oxide,Thailand
"Memory loss and memory reorganization patterns in temporal lobe epilepsy patients undergoing anterior temporal lobe resection, as demonstrated by pre-versus post-operative functional MRI",Canada
From phylogeny to protein dynamics: A computational hierarchical quest for potent drug identification against an emerging enteropathogen “Yersinia enterocolitica”,Pakistan
Direct conversion of simulated propene-rich bio-syngas to liquid iso-hydrocarbons via FT-oligomerization integrated catalytic process,China
Prevalence and determinants risk factors of underweight and overweight among women in Bangladesh,Thailand
"Detection of Leishmania DNA in saliva among patients with HIV/AIDS in Trang Province, southern Thailand",Thailand
Insights into the structural features and stability of peptide nucleic acid with a D-prolyl-2-aminocyclopentane carboxylic acid backbone that binds to DNA and RNA,Thailand
A closed-culture system using a GMP-grade culture bag and anti-CD3/28 coated bead stimulation for CD4+ T cell expansion from healthy and HIV-infected donors,Thailand
The Sukhothai Zone (Permian–Triassic island-arc domain of Southeast Asia) in Northern Laos: Insights from Triassic carbonates and foraminifers,Japan
Theoretical analysis of orientations and tautomerization of genistein in β-cyclodextrin,Thailand
"Fast, affordable and eco-friendly enzyme kinetic method for the assay of α-ketoglutaric acid in medical product and sports supplements",Thailand
Conceptual design and life cycle assessment of decentralized power generation by HT-PEMFC system with sorption enhanced water gas shift loop,Thailand
Vascular pythiosis of carotid artery with meningitis and cerebral septic emboli: A case report and literature review,Thailand
"Deproteinized Natural Rubber as an Electrically Controllable, Transdermal Drug-Delivery Patch",Thailand
Optimizing Pueraria candollei var. mirifica cell suspension culture for prolonged maintenance and decreased variation of isoflavonoid from single cell lines,Thailand
rs11567842 SNP in SLC13A2 gene associates with hypocitraturia in Thai patients with nephrolithiasis,Thailand
A review of antibiotic prophylaxis protocols in oral and maxillofacial surgery,Thailand
Short dispersal distance of males in a wild white-handed gibbon (Hylobates lar) population,Japan
Dynamic contrast-enhanced MRI of orbital and anterior visual pathway lesions,United States
Noninvasive Follicular Thyroid Neoplasm with Papillary-Like Nuclear Features in Asian Practice: Perspectives for Surgical Pathology and Cytopathology,Thailand
Factors influencing achievement of regional league division 2 football tournament management,Thailand
Noncontact pulse wave detection by two-band infrared video-based measurement on face without visible lighting,Japan
A Randomized Multicenter Trial Comparing Low-Dose Prednisolone Versus Observation for Prevention of Recurrences in Adult Immune Thrombocytopenia,Thailand
Simplified two-group two-fluid model for three-dimensional two-phase flow Computational Fluid Dynamics for vertical upward flow,United States
Epithelial hyperplasia is responsible for the compensatory enlargement of remaining thyroid lobe after thyroidectomy,Thailand
"Efficacy and safety of frontline rituximab, cyclophosphamide, doxorubicin and prednisone plus bortezomib (VR-CAP) or vincristine (R-CHOP) in a subset of newly diagnosed mantle cell lymphoma patients medically eligible for transplantation in the randomized, phase 3 LYM-3002 study",Austria
Characteristics of pericytes in diethylstilbestrol (DES)-induced pituitary prolactinoma in rats,Thailand
"Discriminative sensing performances of ZSM-5, Y, mordenite, ferrierite, beta, 3A, 4A, 5A, and 13X zeolites towards sulfur dioxide",Thailand
Influence of thiol groups on the ethylene adsorption and conductivity properties of the modified porous clay heterostructures (PCHS) using as ethylene scavenger in smart packaging,Thailand
The masseteric nerve: An anatomical study in Thai population with an emphasis on its use in facial reanimation,Thailand
Insulin does not rescue cortical and trabecular bone loss in type 2 diabetic Goto-Kakizaki rats,Thailand
Drug-induced stevens-johnson syndrome and toxic epidermal necrolysis call for optimum patient stratification and theranostics via pharmacogenomics,Thailand
Nitric oxide promotes cancer cell dedifferentiation by disrupting an Oct4:caveolin-1 complex: A new regulatory mechanism for cancer stem cell formation,Canada
Coregulation of Biosynthetic Genes and Transcription Factors for Aporphine-Type Alkaloid Production in Wounded Lotus Provides Insight into the Biosynthetic Pathway of Nuciferine,Thailand
Undrained lateral capacity of rectangular piles under a general loading direction and full flow mechanism,Thailand
Control of enzymatic browning in fresh-cut mangosteen using alginate coating,Thailand
"Antioxidant of green tea and pickle tea product, miang, from northern Thailand",Thailand
Effect of storage temperature on antioxidant activities of Citrus medica L. var. limetta,Thailand
Imaging genetics paradigms in depression research: Systematic review and meta-analysis,Brazil
Adsorption of hydrogen and hydrogen–containing gases on Pd– and Ag–single atoms doped on anatase TiO 2 (1 0 1) surfaces and their sensing performance,Thailand
Fabrication of yttria stabilized zirconia thin films on powder-injected anode substrates by electrophoretic deposition technique for solid oxide fuel cell application,Thailand
Observation of the χb1 (3P) and χb2 (3P) and Measurement of their Masses,Armenia
Noise suppression using amplitude-shaping OCDM with 16-Chip multi-level phase-shifted En/Decoder,Thailand
"GARCH(1,1) model of the financial market with the minkowski metric",Slovakia
Imaging improvement in angle-domain common-image-gathers by a local stack utilizing segmentation method,{}
Application of Sensor Technology for Warning Unsafe Conditions from Moving Objects above Construction Workers,Thailand
Shaft Crack Monitoring by Using Acoustic Emission Technique,Thailand
Comparing Filtering Techniques in Restaurant Recommendation System,Thailand
