Title,ref_count,Author_count,Subject_area_count,Unique_affiliations_count,Open_access,subtype,Cite_count
Pedagogy of queer studies beyond empire,8,5,1,5,0,ch,0
Ohm phanphiroj's underage:Some queer thoughts on photography and night-time Bangkok,25,1,1,1,0,ch,0
Communicating csr across cultures: From global and local to glocal challenges,60,2,2,2,0,ch,0
Kling Muslims in Sixteenth-Century Ayutthaya: Towards Aggregating the Fragments,76,2,5,1,1,ar,2
Case report: Mature extragonadal teratoma at the proximal part of the tail in a kitten,22,6,1,4,1,ar,1
Comparative genomic analyses of pathogenic bacteria and viruses and antimicrobial resistance genes in an urban transportation canal,126,7,4,4,0,ar,0
Ball mill-assisted synthesis of NiFeCo-NC as bifunctional oxygen electrocatalysts for rechargeable zinc-air batteries,70,7,4,2,0,ar,10
"Fatality rate, risk factors, and functional decline in peritoneal dialysis patients with coronavirus disease 2019: A nationwide cohort study",34,8,1,7,1,ar,1
Dual CFT on a dyonic Kerr-Sen black hole and its gauged and ultraspinning counterparts,62,2,1,1,1,ar,2
"Histamine-Releasing Factor Is a Novel Alarmin Induced by House Dust Mite Allergen, Cytokines, and Cell Death",57,4,2,2,0,ar,2
Enhancement of Ammonia Gas Sensing by Tin Dioxide-Polyaniline Nanocomposite,32,4,1,1,1,ar,0
Diet in a global cohort of adults with HIV at low-to-moderate traditional cardiovascular disease risk,30,21,3,15,1,ar,1
"meta-Ureidophenoxy-1,2,3-triazole hybrid as a novel scaffold for promising HepG2 hepatocellular carcinoma inhibitors: Synthesis, biological evaluation and molecular docking studies",59,8,7,3,0,ar,1
Portable solar-powered dual storage integrated system: A versatile solution for emergency,31,4,2,4,0,ar,1
Influence of glycidyl methacrylate grafted poly (butylene succinate) (PBS-g-GMA) on flame retardancy and mechanical properties of water hyacinth fiber/ammonium polyphosphate/poly (butylene succinate) composites,52,2,4,2,0,ar,0
The potential use of cold-bonded lightweight aggregate derived from various types of biomass fly ash for preparation of lightweight concrete,10,3,4,2,0,ar,1
Is tilapia mortality a latent concern for the aquaculture sector of Bangladesh? An epidemiology and health economic impact study,26,6,1,4,0,ar,4
Adaptive big data maturity model using latent class analysis for small and medium businesses in Thailand,52,5,3,3,0,ar,3
"Prevalence, Risk Factors, and Prognosis of Liver Involvement in Adult Patients with Chikungunya in Thailand",,9,3,3,1,ar,0
Sustainable Process Design of Propionic Acid Production from Glycerol: A Comparative Study of Bio-Based and Petroleum-Based Technologies,74,6,4,1,0,ar,4
Research trends in social media addiction and problematic social media use: A bibliometric analysis,91,3,1,2,1,re,2
"Effectiveness, cost-utility and physiological underpinnings of the FIBROWALK multicomponent therapy in online and outdoor format in individuals with fibromyalgia: Study protocol of a randomized, controlled trial (On&Out study)",137,15,2,12,1,ar,1
Evidence for WW/WZ vector boson scattering in the decay channel ℓνqq produced in association with two jets in proton-proton collisions at s=13 TeV,81,2341,1,212,1,ar,2
A multinational Delphi consensus to end the COVID-19 public health threat,141,351,1,281,1,ar,53
Potential roles of hyaluronic acid in in vivo CAR T cell reprogramming for cancer immunotherapy,142,7,1,4,1,re,0
"Familiarity with, perceptions of and attitudes toward butterflies of urban park users in megacities across East and Southeast Asia",75,15,1,16,2,ar,1
Boosting Liquid Hydrocarbon Synthesis from CO2Hydrogenation via Tailoring Acid Properties of HZSM-5 Zeolite,43,14,3,4,0,ar,1
THE RELATIONSHIP BETWEEN PERCEIVED WORKLOAD AND ORGANIZATIONAL JUSTICE TOWARD NURSES’ INTENTION TO LEAVE THEIR PROFESSION,35,4,4,3,1,ar,0
Biosensors Based on Acetylcholinesterase Immobilized on Clay-Gold Nanocomposites for the Discrimination of Chlorpyrifos and Carbaryl,51,7,2,4,1,ar,1
"Value relevance of book values, earnings, and future earnings: evidence by time, life cycle stage, and market uncertainty",48,2,2,2,0,ar,1
Tailoring the MOF structure via ligand optimization afforded a dandelion flower like CoS/Co-Nx/CoNi/NiS catalyst to enhance the ORR/OER in zinc-air batteries,71,8,1,4,1,ar,9
"Seoul Station (Sang-ho Yeon, 2016): South Korean undead",,1,2,1,,ch,0
"Mapping the Thai Entrepreneurial Ecosystem: Constraints, Trends, Entrepreneurial Intention and Initiative",26,1,1,1,1,cp,0
Mechanistic insights into the role of plant polyphenols and their nano-formulations in the management of depression,191,9,2,8,1,re,6
PSI from Ring-OLE,43,4,2,3,0,cp,2
"Colorimetric detection of acid-base in organic solvents, water, and food products using polydiacetylene/Zn2+/ZnO nanocomposites with tunable sensitivity",58,3,3,2,0,ar,3
"Synthesis and properties of copper doped zinc oxide thin films by sol-gel, spin coating and dipping: A characterization review",113,9,4,6,0,re,18
Countably piecewise monotonic surjection implicit dependence copulas,22,4,2,1,0,ar,0
The SAGEX review on scattering amplitudes* * This work was supported by the European Union’s Horizon 2020 research and innovation programme under the Marie Skłodowska-Curie Grant Agreement No. 764850 ‘SAGEX’.,15,38,5,26,1,re,6
Chapter 6: Ambitwistor Strings and Amplitudes from the Worldsheet,200,2,5,2,1,re,1
Optimizing Concentration of Polyethelene Glycol for Exosome Isolation from Plasma for Downstream Application,,4,1,2,1,ar,1
Diagnostic utility of LDH measurement for determining the etiology of modified transudate pleural effusion in cats,36,5,1,1,1,ar,0
Fecal microbiota transplantation in irritable bowel syndrome: A meta-analysis of randomized controlled trials,63,5,1,1,1,re,3
Exome-wide association study to identify rare variants influencing COVID-19 outcomes: Results from the Host Genetics Initiative,62,159,5,78,1,ar,13
Fostering Research Article Reading Habits of Thai Graduate Students with an Intervention through Design Research,49,3,2,1,1,ar,0
Posterior Endoscopic Cervical Decompression in Metastatic Cervical Spine Tumors: An Alternative to Palliative Surgery,21,7,1,6,1,ar,4
"Antioxidant, Antimicrobial, and Antiplasmodial Activities of Sonchus arvensis L. Leaf Ethyl Acetate Fractions",35,8,2,2,1,ar,1
Leucas aspera mediated SeO nanoparticles synthesis for exploiting its pharmaceutical efficacy,36,6,2,5,1,ar,2
"First Evidence of Co-Circulation of Emerging Leishmania martiniquensis, Leishmania orientalis, and Crithidia sp. in Culicoides Biting Midges (Diptera: Ceratopogonidae), the Putative Vectors for Autochthonous Transmission in Southern Thailand",78,5,3,3,1,ar,8
Plant-Produced S1 Subunit Protein of SARS-CoV-2 Elicits Immunogenic Responses in Mice,45,9,5,4,1,ar,2
Effect of the Critical Shoulder Angle on the Efficacy of Ultrasound-Guided Steroid Injection for Subacromial Bursitis,31,7,1,5,1,ar,0
"Mineralogical and Geochemical Characteristics of the H-Pit of the Chatree Gold Deposit, Central Thailand: A Case Study for Assessment of Acid Rock Drainage and Heavy Metal Sources",63,6,2,3,1,ar,0
Analytical Formulas Using Affine Transformation for Pricing Generalized Swaps in Commodity Markets with Stochastic Convenience Yields,57,4,4,2,1,ar,1
Bacterial Urinary Tract Infection and Early Asymptomatic Bacteriuria in Kidney Transplantation Still Negatively Affect Kidney Transplant Outcomes in the Era of Modern Immunosuppression and Cotrimoxazole Prophylaxis,63,11,2,4,1,ar,0
"Estradiol and Testosterone Concentrations Among Thai Transgender Women in a Transgender-Led, Integrated Gender-Affirming Care and Sexual Health Clinic: A Real-World Analysis",16,18,2,4,1,ar,0
Evaluation of non-timber forest products used as medicinal plants from East Kalimantan (Indonesia) to inhibit α-glucosidase and free radicals,41,9,3,8,1,ar,0
The Efficacy of Oligonol in Nonalcoholic Fatty Liver Disease: A Randomized Double-Blinded Placebo-Controlled Trial,23,4,1,2,0,cp,0
Combined Gaussian Local Search and Enhanced Comprehensive Learning PSO Algorithm for Size and Shape Optimization of Truss Structures,37,4,3,2,1,ar,2
Genome sequence of Acidomonas methanolica CPK24 isolated from sugarcane with plant growth-promoting traits,49,3,1,3,1,ar,0
Effect of particle size and particle loading on the mixing behavior of rod-like particles and spherical particles in a fluidized bed,18,5,1,3,1,ar,2
Validation of standardized data formats and tools for ground-level particle-based gamma-ray observatories,29,77,2,30,1,ar,0
The Role of the Thioredoxin System in Brain Diseases,261,7,6,7,1,re,7
Ingrown and exteriorized hilar tumor through hepaticogastrostomy stent causing upper gastrointestinal bleeding (with video),3,4,3,3,2,ar,0
Association between electronic cigarette use and depression among Thai adolescents: The Thailand National Health Examination Survey 2019-2020,32,8,3,5,1,ar,0
Effectiveness of an integrated smoking cessation service model on smoking status: A preliminary study,27,3,3,1,1,ar,0
Molecular simulation of compounds from n-hexane fraction of Sonchus arvensis L. leaves as SARS-CoV-2 antiviral through inhibitor activity targeting strategic viral protein Simulación molecular de compuestos de la fracción de n-hexano de las hojas de Sonchus arvensis L. como antivirales del SARS-CoV-2 a través de la actividad inhibidora dirigida a la proteína viral estratégica,51,11,5,5,1,ar,8
Design of Cloud-Based Adaptive Learning System to Promote Creative Problem Solving for the 21st Century Learners,24,3,6,1,1,ar,1
Complex Intuitionistic Fuzzy Aczel-Alsina Aggregation Operators and Their Application in Multi-Attribute Decision-Making,62,4,4,3,1,ar,7
Natural high ambient temperature-induced respiratory hypocapnia without activation of the hypothalamic-pituitary-adrenal axis in lactating goats,23,5,1,3,1,ar,2
"Efficacy, Safety, and Patient-Reported Outcomes of Atezolizumab Plus Bevacizumab for Unresectable Hepatocellular Carcinoma in Thailand: A Multicenter Prospective Study",,13,2,10,0,ar,0
Influence of chitosan and chitosan oligosaccharide on dual antibiotic-loaded bone cement: In vitro evaluations,40,3,1,2,1,ar,2
Suicidal attempts and self-poisoning: 1-year retrospective cohort study from the quaternary hospital in Thai metropolitan area,41,3,1,2,1,ar,2
2022 HFCT Focused Update of the 2019 HFCT Heart Failure Guidelines: Part 1 - Heart Failure Classification and Pharmacological Treatment for Heart Failure with Reduced Ejection Fraction (HFrEF),13,8,1,6,0,ar,0
Validation of prognostic scores predicting mortality in acute liver decompensation or acute-on-chronic liver failure: A Thailand multicenter study,42,14,1,9,1,ar,2
Indirect Immobilised Jagged-1 Enhances Matrisome Proteins Associated with Osteogenic Differentiation of Human Dental Pulp Stem Cells: A Proteomic Study,79,9,7,4,1,ar,0
"Effectiveness of a community-integrated intermediary care (CIIC) service model to enhance family-based long-term care for Thai older adults in Chiang Mai, Thailand: a cluster-randomized controlled trial TCTR20190412004",41,8,1,7,1,ar,2
Anti-neuroinflammatory effects of Cleistocalyx nervosum var. paniala berry-seed extract in BV-2 microglial cells via inhibition of MAPKs/NF-κB signaling pathway,55,7,1,3,1,ar,0
How Does Ambient Light Affect the Image Quality of Phosphor Plate Digital Radiography? A Quantitative Analysis Using Contemporary Digital Radiographic Systems,18,6,6,3,1,ar,0
Types of Retears After Knot-tying and Knotless Suture Bridge Rotator Cuff Repair: A Systematic Review and Meta-analysis,29,4,1,3,1,re,1
Bcl-2 Family Members Bcl-xL and Bax Cooperatively Contribute to Bortezomib Resistance in Mantle Cell Lymphoma,52,6,7,3,1,ar,0
"In Schizophrenia, the Effects of the IL-6/IL-23/Th17 Axis on Health-Related Quality of Life and Disabilities Are Partly Mediated by Generalized Cognitive Decline and the Symptomatome",68,7,3,8,1,ar,2
Gendered vulnerability and inequality: understanding drivers of climate-smart agriculture dis-and nonadoption among smallholder farmers in Malawi and Zambia,44,3,1,2,1,ar,1
Cervical Microbiome in Women Infected with HPV16 and High-Risk HPVs,59,7,3,3,1,ar,1
Effect of delayed distal radius fracture fixation on the difficulty of surgical operation,15,5,1,1,1,ar,0
Interpenetrating Low-Molecular Weight Hyaluronic Acid in Hyaluronic Acid-Based In Situ Hydrogel Scaffold for Periodontal and Oral Wound Applications,43,8,2,2,1,ar,2
Increased Lipid Peroxidation and Lowered Antioxidant Defenses Predict Methamphetamine Induced Psychosis,94,5,1,6,1,ar,1
Assessing the Cooling and Air Pollution Tolerance among Urban Tree Species in a Tropical Climate,62,11,3,6,1,ar,1
Epidemiology of foot-and-mouth disease outbreaks in Thailand from 2011 to 2018,50,9,2,3,1,ar,0
Phytochemicals from Vanda bensonii and Their Bioactivities to Inhibit Growth and Metastasis of Non-Small Cell Lung Cancer Cells,35,8,7,2,1,ar,0
"SARS-CoV-2 Transmission from Human to Pet and Suspected Transmission from Pet to Human, Thailand",45,8,1,2,1,ar,4
DNA Barcoding of Culicoides Latreille (Diptera: Ceratopogonidae) From Thailand Reveals Taxonomic Inconsistencies and Novel Diversity Among Reported Sequences,36,5,1,5,0,ar,4
Potential economic and clinical implications of improving access to snake antivenom in five ASEAN countries: A cost-effectiveness analysis,43,6,2,5,1,ar,1
A New Paradigm Shift in Gastroparesis Management,138,3,2,1,1,re,2
Home-based exercise using balance disc and smartphone inclinometer application improves balance and activity of daily living in individuals with stroke: A randomized controlled trial,44,2,1,1,1,ar,2
Bone mineral density among virologically suppressed Asians older than 50 years old living with and without HIV: A cross-sectional study,50,12,1,4,1,ar,0
The effect of board independence on dividend payouts: A quasi-natural experiment,61,4,2,3,0,ar,1
Special Section on Recent Advances in Simulation Techniques and Their Applications for Electronics,,15,2,15,1,ed,0
"Adrenocortical Carcinoma: Clinical Presentation, Outcomes of Treatment and Survival Analysis from a 15-Year Experience",25,4,1,1,0,ar,0
Reduction of bubble coalescence by louver baffles in fluidized bed gasifier,47,3,1,1,1,ar,1
Effectiveness of Vojta Therapy on Gross Motor Function in Children with Cerebral Palsy at GMFCS Levels 4 and 5: A Randomized Controlled Trial,21,5,1,2,0,ar,0
Comparison of Clinical and Ultrasound Imaging Outcomes Between Corticosteroid and Hypertonic Dextrose Injections for Chronic Supraspinatus Tendinopathy,32,6,1,5,1,ar,0
Genetic characterization of Marek's disease virus in chickens in Thailand reveals a high genetic diversity of circulating strains,31,5,2,3,1,ar,0
Population Pharmacokinetics/Pharmacodynamics and Clinical Outcomes of Meropenem in Critically Ill Patients,37,7,3,4,2,ar,2
"Chemical Constituents of Huberantha jenkinsii Leaves and Their Glucose Uptake Stimulatory, Anti-Adipogenic, and Neuroprotective Activities",18,9,3,4,0,ar,0
The future of digital donation crowdfunding,55,4,1,3,1,ar,0
"Expression of plant-produced anti-PD-L1 antibody with anoikis sensitizing activity in human lung cancer cells via., suppression on epithelial-mesenchymal transition",76,12,1,7,1,ar,3
Optimal Loss of Load Expectation for Generation Expansion Planning Considering Fuel Unavailability,38,2,8,1,1,ar,1
Low-Cost Fiber Chopped Strand Mat Composites for Compressive Stress and Strain Enhancement of Concrete Made with Brick Waste Aggregates,58,7,2,6,1,ar,1
Inhibitory Effect of Dietary Defatted Rice Bran in an AOM/DSS-Induced Colitis-Associated Colorectal Cancer Experimental Animal Model,62,7,5,5,1,ar,3
Shareholder litigation rights and ESG controversies: A quasi-natural experiment,91,3,2,3,1,ar,7
Chitosan-Coated Bacterial Cellulose (BC)/Hydrolyzed Collagen Films and Their Ascorbic Acid Loading/Releasing Performance: A Utilization of BC Waste from Kombucha Tea Fermentation,40,4,2,3,1,ar,2
The Effect of Morpholine on Composite-to-Composite Repair Strength Contaminated with Saliva,30,6,2,3,1,ar,1
Eight Indole Alkaloids from the Roots of Maerua siamensis and Their Nitric Oxide Inhibitory Effects,31,8,7,3,1,ar,1
A Deterministic Branch Prediction Technique for a Real-Time Embedded Processor Based on PicoBlaze Architecture,77,2,5,1,1,ar,0
Hierarchical Porous Carbon Fibers Synthesized by Solution-Plasma-Generated Soot Deposition and Their CO2 Adsorption Capacity,36,4,3,2,1,ar,1
Cisplatin Induces Senescent Lung Cancer Cell-Mediated Stemness Induction via GRP78/Akt-Dependent Mechanism,60,4,2,1,1,ar,3
"Assessment of Climate Change Impacts on the Water, Food, and Energy Sectors in Sittaung River Basin, Myanmar",108,5,4,3,1,ar,1
Clinical Characteristics and In-Hospital Mortality in Patients with STEMI during the COVID-19 Outbreak in Thailand,12,10,2,2,1,ar,0
The Prevalence of Cleft Lip and Palate and Their Effect on Growth and Development: A Narrative Review,70,5,1,3,1,ar,0
Comparison of Tacrolimus Intra-Patient Variability during 6–12 Months after Kidney Transplantation between CYP3A5 Expressers and Nonexpressers,41,10,1,5,1,ar,1
Multiple Venous and Pulmonary Artery Thrombosis as the Presenting Features of Spontaneously Reversible Nephrotic Syndrome after Exposure to SARS-CoV-2 Virus (Pfizer/BioNTech BNT162b2) Vaccination,23,7,5,3,1,ar,0
Arrhythmias after SARS-CoV-2 Vaccination in Patients with a Cardiac Implantable Electronic Device: A Multicenter Study,14,10,2,4,1,ar,5
Factors Associated with Farrowing Duration in Hyperprolific Sows in a Free Farrowing System under Tropical Conditions,39,4,2,3,1,ar,5
Immunogenicity of an mRNA-Based COVID-19 Vaccine among Adolescents with Obesity or Liver Transplants,53,7,5,2,1,ar,3
Development of Duplex LAMP Technique for Detection of Porcine Epidemic Diarrhea Virus (PEDV) and Porcine Circovirus Type 2 (PCV 2),42,9,3,4,1,ar,2
An Efficient Hybrid QHCP-ABE Model to Improve Cloud Data Integrity and Confidentiality,55,7,5,9,1,ar,5
Cyber Trust Index: A Framework for Rating and Improving Cybersecurity Performance,111,3,6,2,1,ar,1
Comparative Study of DNA Extraction Methods for the PCR Detection of Intestinal Parasites in Human Stool Samples,28,7,1,2,1,ar,1
The Roles of Vitamins in Diabetic Retinopathy: A Narrative Review,86,2,1,3,1,re,0
Electrochemical Biosensors for Pathogen Detection: An Updated Review,184,7,6,9,1,re,6
Mobility-Aware Data Caching to Improve D2D Communications in Heterogeneous Networks,23,8,5,6,1,ar,0
The ‘knee’ pattern in spirometry flow-volume curves in children: Does it relate to tracheomalacia?,21,7,1,4,0,ar,0
"Effects of Irvingia gabonensis Extract on Metabolism, Antioxidants, Adipocytokines, Telomere Length, and Aerobic Capacity in Overweight/Obese Individuals",61,5,2,3,1,ar,0
Mulberry-Derived 1-Deoxynojirimycin Prevents Type 2 Diabetes Mellitus Progression via Modulation of Retinol-Binding Protein 4 and Haptoglobin,49,7,2,3,1,ar,2
Data-Driven Prediction of Stability of Rock Tunnel Heading: An Application of Machine Learning Models,78,8,5,3,1,ar,9
Fabrication of pH-Responsive Zn2+-Releasing Glass Particles for Smart Antibacterial Restoratives,38,10,7,3,1,ar,1
Is Biportal Endoscopic Spine Surgery More Advantageous Than Uniportal for the Treatment of Lumbar Degenerative Disease? A Meta-Analysis,35,8,1,8,1,ar,1
Malaria Preventive Practices among People Residing in Different Malaria-Endemic Settings in a Township of Myanmar: A Mixed-Methods Study,32,3,3,3,1,ar,1
Telomere Length Is Correlated with Resting Metabolic Rate and Aerobic Capacity in Women: A Cross-Sectional Study,39,6,7,3,1,ar,0
"Chemical Composition, Sources, and Health Risk Assessment of PM2.5 and PM10 in Urban Sites of Bangkok, Thailand",60,10,3,4,1,ar,4
Selective Conversion of Glycerol to Methanol over CaO-Modified HZSM-5 Zeolite,32,10,7,3,1,ar,0
In Silico-Based Vaccine Design Against Hepatopancreatic Microsporidiosis in Shrimp,54,3,1,3,1,ar,0
Splitter-based Non-cryogenic Artificial Trapping (SNAT): Novel modulation mechanism in comprehensive two dimensional gas chromatography,30,2,1,1,1,ar,3
Standardized Thunbergia laurifolia Extract Inhibits PM2.5-Induced Oxidative Stress by Regulating p62–KEAP1–NRF2 Signaling Pathway,20,6,3,1,1,ar,0
Suicide prevention research is crucial to achieving health equity for people with HIV,5,6,4,8,0,le,0
Lower Nose Arterial Plexus and Implications for Safe Filler Injections,7,4,1,2,0,ar,1
"TIGIT Monoallelic Nonsense Variant in Patient with Severe COVID-19 Infection, Thailand",10,8,3,2,1,ar,0
Emergence of canine parvovirus type 2c (CPV-2c) of Asian origin in domestic dogs in Myanmar,29,7,5,2,0,ar,0
Importance of amine in carbon dioxide conversion to methanol catalyzed by Ru-PNP complex,68,5,3,2,0,ar,1
Improvement of Poly(L-lactide)-b-poly(ethylene glycol)-b-poly(L-lactide) Film Properties with Nanocellulose,37,4,1,2,1,ar,0
Quantitative evaluation approach for translation of perceptual soundscape attributes: Initial application to the Thai Language,55,11,1,6,2,ar,4
INTUITIONISTIC FUZZY UNIFORM MODULES,17,2,2,3,,ar,0
Factors affecting worriedness: A study of the COVID-19 pandemic in Japan,83,13,3,3,1,ar,1
Measurement of the Higgs boson width and evidence of its off-shell contributions to ZZ production,68,2358,1,280,1,ar,5
"Global review of groundwater potential models in the last decade: Parameters, model techniques, and validation",189,4,1,2,0,re,7
An Unusual Complication of Endoscopic Cyanoacrylate Injection for Gastric Varix,3,2,2,1,0,no,0
Brief Report: Mortality after Loss to Follow-Up - A Linkage Study of People Living with HIV in Thailand and Malaysia,25,9,2,9,0,ar,0
Sustainable utilization of unavoidable food waste into nutritional media for the isolation of bacterial culture for the removal of heavy metals,46,2,4,1,0,ar,0
Composting time minimization of mature vermicompost using desirability and response surface methodology approach,31,4,2,3,0,ar,1
Life-threatening cardiac arrhythmia and sudden death during electronic gaming: An international case series and systematic review,33,15,2,13,1,ar,6
A DFT study on N2O oxidation and methanol synthesis over Bi4O6: single-site catalytic model of α-Bi2Mo3O12,47,4,6,3,0,ar,0
Effectiveness of Mindfulness – Based Therapy and Counseling programs (MBTC) on relapses to methamphetamine dependence at a substance dependency treatment center,23,3,2,2,0,re,1
Simulated daily readout for maintaining nuclear medicine education in residency training amidst declining case volume: Evidence from the COVID-19 pandemic,17,3,1,2,0,ar,0
Dental Screening Including Panoramic Radiograph for Gorlin-Goltz Syndrome in Patients With Multiple Basal Cell Carcinomas,28,9,2,7,1,ar,1
Effect of Basic Fibroblast Growth Factor on Expression of Let-7 MicroRNA in Proliferation of Human Dental Pulp Cells,37,3,1,2,1,ar,0
Validity and Reliability of the Thai Version of the Cardiac Anxiety Questionnaire-Revised Among Thai Cardiac Patients,20,4,1,1,1,ar,0
SARS-CoV-2 Omicron variant emerged under immune selection,30,23,6,15,1,ar,9
Family still matters: Human social motivation across 42 countries during a global pandemic,42,66,3,53,2,ar,4
A new series of chrysin derivatives as potent non-saccharide ⍺-glucosidase inhibitors,43,2,2,1,0,ar,2
Sleep impairments and quality of life in Thai adolescents with systemic lupus erythematosus,45,5,1,2,0,ar,1
Genetic basis of sudden death after COVID-19 vaccination in Thailand,25,20,2,6,2,ar,5
Reservoir Assessment Tool 2.0: Stakeholder driven improvements to satellite remote sensing based reservoir monitoring,56,9,3,6,2,ar,3
A new double signal on electrochemical aptasensor based on gold nanoparticles/graphene nanoribbons/MOF-808 as enhancing nanocomposite for ultrasensitive and selective detection of carbendazim,69,5,4,2,1,ar,2
Successful management of colonic pythiosis in two dogs in Thailand using antifungal therapy,24,5,1,2,1,ar,1
Bacterial contamination and organic residue after reprocessing in duodenoscopes with disposable distal caps compared with duodenoscopes with fixed distal caps: a randomized trial,27,9,2,2,0,cp,5
Curving of graphene quantum dots by external electric field,49,2,2,1,0,ar,1
Reddy’s third-order shear deformation shell theory for free vibration analysis of rotating stiffened advanced nanocomposite toroidal shell segments in thermal environments,81,5,2,4,0,ar,9
Neuronal Ceroid Lipofuscinoses Presenting as Rett-like Phenotype: A Two-Case Report From Thailand,13,5,4,2,0,ar,0
Enhancing growth environment for attached microalgae to populate onto spent coffee grounds in producing biodiesel,65,12,1,9,0,ar,2
Palbociclib plus letrozole versus placebo plus letrozole in Asian postmenopausal women with oestrogen receptor–positive/human epidermal growth factor receptor 2–negative advanced breast cancer: Primary results from PALOMA-4,24,18,2,17,1,ar,9
"Probiotic Gac fruit beverage fermented with Lactobacillus paracasei: Physiochemical properties, phytochemicals, antioxidant activities, functional properties, and volatile flavor compounds",49,8,1,2,1,ar,8
Classification of salivary bacteriome in asymptomatic COVID-19 cases based on long-read nanopore sequencing,57,5,1,3,2,ar,6
Butanol production from Thai traditional beverage (Sato) factory wastewater using newly isolated Clostridium beijerinckii CUEA02,96,4,4,2,0,ar,1
Immediate Effect of Working From Home During the COVID-19 Pandemic on the Incidence of Non-Specific Neck and Low Back Pain: A Prospective Cohort Study,8,4,1,3,2,ar,2
Corrosion properties of Cu/Sn–3.0Ag–0.5Cu/Cu solder butt joints fabricated by conventional reflow and microwave hybrid heating,35,5,3,4,0,ar,1
Ultrasonically assisted surface modified CeO2 nanospindle catalysts for conversion of CO2 and methanol to DMC,107,3,6,2,1,ar,3
Eco-friendly poly(aniline boronic acid)/gum tragacanth stabilized silver nanoparticles nanocomposite for selective sensing of Hg2+,40,4,2,3,0,ar,2
Indirect Effects on Adjacent Segments After Minimally Invasive Transforaminal Lumbar Interbody Fusion,22,6,2,5,0,ar,1
3D printing filaments from plasticized Polyhydroxybutyrate/Polylactic acid blends reinforced with hydroxyapatite,56,8,4,3,0,ar,6
Accuracy and agreement of a large panel of endosonographers for endomicroscopy-guided virtual biopsy of pancreatic cystic lesions,28,17,3,16,2,ar,4
"Severe coarctation of the aorta, developmental delay, and multiple dysmorphic features in a child with SMAD6 and SMARCA4 variants",13,6,2,4,0,ar,0
Fatal haemolytic transfusion reaction due to anti-Ena and identification of a novel GYPA c.295delG variant in a Thai family,12,9,1,4,0,ar,1
Anodic polarization characteristics in hydrogen and methane oxidations at nickel-cobalt yttria-stabilized zirconia cermet relating to prolonged cell performance stability,52,3,2,2,0,ar,1
Optimising zero-valent iron from industrial waste using a modified air-Fenton system to treat cutting oil wastewater using response surface methodology,66,4,2,2,1,ar,2
Dibenzothiazole appended 4-hydroxyphenyl acrylonitrile as a highly selective visual and fluorimetric detection of cyanide ion,42,5,7,2,0,ar,3
A Comprehensive Motion Compensation Method for In-Plane and Out-of-Plane Motion in Dynamic Contrast-Enhanced Ultrasound of Focal Liver Lesions,25,9,3,5,2,ar,0
Direct growth of InSb nanowires on CdTe (0 0 1) substrates by molecular beam epitaxy,21,8,4,2,0,ar,2
Bioproducts from proteins in neem seed oil meals,28,6,2,3,0,ar,2
"Comparative study on structural, biological and functional activities of hydrolysates from Adzuki bean (Vigna angularis) and mung bean (Vigna radiata) protein concentrates using Alcalase and Flavourzyme",54,5,1,2,0,ar,6
"A comparative review on photo and mixotrophic mode of algae cultivation: Thermochemical processing of biomass, necessity of bio-oil upgrading, challenges and future roadmaps",150,10,4,4,0,ar,11
Effect of cotton fiber addition and carbonization temperature to the structural-and-surface-property change of C/C composite xerogels as electrodes for electric double layer capacitors,43,4,4,2,0,ar,1
Reimbursement Savings Associated With Tissue Versus Mechanical Surgical Aortic Valve Replacement in Thailand,43,4,3,4,1,ar,0
"New insights and updated correlations for density, viscosity, refractive index, and associated properties of aqueous 4-diethyl-amino-2-butanol solution",60,5,3,3,0,ar,3
"Molecular detection of Mycoplasma wenyonii and its closely related hemotropic Mycoplasma sp. in blood-sucking flies from a buffalo farm in Chachoengsao province, Thailand",51,7,4,1,0,ar,1
"In-situ TiO2-Coated CsPbBr3 quantum dots with enhanced stability, photoluminescence quantum yields, and charge transport properties",25,5,5,2,0,ar,4
Hydrodynamic model for renal microvascular filtration: Effects of physiological and hemodynamic changes on glomerular size-selectivity,43,4,4,4,0,ar,2
Application of Bi2O3/TiO2 heterostructures on glycerol photocatalytic oxidation to chemicals,24,5,1,4,1,ar,5
Novel hybrid natural rubber nanocomposites with carbon nanotube and cellulose nanofiber for strain-sensitive sensor,42,2,1,1,0,ar,2
Elevated cell-free DNA in respiratory viral infection and associated lung allograft dysfunction,37,16,3,6,0,ar,2
Physicochemical properties and viscoelastic behavior of rice–mung bean composite flour systems as potential ingredients for plant-based foods,47,3,2,1,0,ar,0
What factors predict craniomandibular disorders in severe COVID-19 survivors after prolonged intubation?,39,7,3,6,2,ar,2
"A Systematic Review on Generalized Fuzzy Numbers and Its Applications: Past, Present and Future",37,9,2,9,0,re,8
KCl-induced repetitive cortical spreading depression inhibiting trigeminal neuronal firing is mediated by 5-HT1B/1D and opioid receptors,36,4,1,4,1,ar,0
Comparison of airway changes after maxillomandibular advancement with or without genial tubercle advancement in obstructive sleep apnea using cone-beam computed tomography,41,3,1,3,0,ar,1
Enhancement of the properties of carbon-black-filled natural rubber compounds containing soybean oil cured with peroxide through the addition of coagents,46,2,1,1,0,ar,7
Efficacy of Potassium Supplementation in Hypokalemic Patients Receiving Peritoneal Dialysis: A Randomized Controlled Trial,18,15,1,11,0,ar,5
