Title,ref_count,Author_count,Subject_area_count,Unique_affiliations_count,Open_access,subtype,Cite_count
Higher efficiency of microalgal biorefinery is achieved with integrated than one-way method,40,2,4,2,0,ar,2
"Recent advances of natural fibers based green rubber composites: Properties, current status, and future perspectives",102,4,4,2,1,re,25
Roles of subdistrict health office personnel and village health volunteers in Thailand during the COVID-19 pandemic,25,4,1,3,2,ar,4
Discharge Documentation and Follow-Up of Critically Ill Patients With Acute Kidney Injury Treated With Kidney Replacement Therapy: A Retrospective Cohort Study,50,10,1,3,1,ar,5
Effectiveness of slow-paced safety instruction videos in conveying flight safety information to young first-time flyers,44,2,4,1,,ar,0
The Impact of Employee Behavior on Business Continuity at an Industrial Complex,16,6,6,4,0,cp,2
Challenges and opportunities for the control of energy storage systems. a focus on the zinc-air batteries,27,3,2,3,2,cp,6
Effect of compression ratio and original wood density on pressing characteristics and physical and mechanical properties of thermally compressed coconut wood,36,5,3,4,0,ar,6
Huge cutaneous abscess and severe symptomatic hypercalcaemia secondary to Mycobacterium kansasii infection in an immunocompetent patient,,3,1,1,0,ar,0
Reinventing how we move: The Pichet Klunchun Dance Company in the context of contemporary Thai dance,3,2,2,1,0,ch,0
Interaction Between PEDV and Its Hosts: A Closer Look at the ORF3 Accessory Protein,41,4,1,2,1,re,8
Using Machine Learning for Predicting the Best Outcomes With Electrical Muscle Stimulation for Tremors in Parkinson’s Disease,56,5,2,3,1,ar,2
First measurement of the cross section for top quark pair production with additional charm jets using dileptonic final states in pp collisions at √s=13TeV,65,2251,1,266,1,ar,8
Search for W′ bosons decaying to a top and a bottom quark at s=13TeV in the hadronic final state,75,2353,1,273,1,ar,13
Poly(ester-co-glycidyl methacrylate) for digital light processing in biomedical applications,36,7,4,3,0,ar,3
CeO2/CuO/TiO2heterojunction photocatalysts for conversion of CO2to ethanol,53,4,6,2,0,ar,12
"Factors affecting technology selection, techno-economic and environmental sustainability assessment of a novel zero-waste system for food waste and wastewater management",68,3,4,1,0,ar,8
Challenges in string and supersymmetric cosmology,28,2,3,3,0,ar,1
"Blueschists and Blue Amphibole Schists-Gneisses Associated with the Nan River Mafic-Ultramafic Belt, North Thailand",8,5,2,3,1,cp,0
Functional Characterization of Pembrolizumab Produced in Nicotiana benthamiana Using a Rapid Transient Expression System,77,12,1,5,1,ar,11
Hybrid MDM-PDM Based Ro-FSO System for Broadband Services by Incorporating Donut Modes Under Diverse Weather Conditions,25,9,5,6,1,ar,18
Evaluation of the greater occipital nerve location regarding its relation to intermastoid and external occipital protuberance to mastoid process lines,24,4,2,1,1,ar,1
"RD43 rice flour: The effect on starch digestibility and quality of noodles, glycemic response, short-acting satiety hormones and appetite control in humans",43,4,1,2,0,ar,3
Cyclodextrin-based formulation of carbonic anhydrase inhibitors for ocular delivery – A review,116,4,1,3,0,re,12
Solubility enhancement of poorly water soluble domperidone by complexation with the large ring cyclodextrin,54,8,1,2,0,ar,9
Constraints on the Initial State of Pb-Pb Collisions via Measurements of Z -Boson Yields and Azimuthal Anisotropy at sNN =5.02 TeV,57,2364,1,275,1,ar,5
The implementation of graphene-based aerogel in the field of supercapacitor,188,10,6,8,0,re,22
Abdominal mass in a septic infant: Case of a fatal intraluminal intestinal hematoma,12,2,3,3,1,le,0
"Assessment of spatiotemporal variability of giant clam populations (Cardiidae: Tridacna) from 11 years of monitoring at Koh Tao, Thailand",61,4,2,5,0,ar,1
Connecting Strategies in Mark Zuckerberg’s Commencement Speech at Harvard University,25,1,3,1,,ar,0
Microstructural restoration of long-term serviced cast Inconel 738 nickel superalloy turbine blade with difference solutioning and precipitation aging temperatures,16,5,3,3,,ar,0
"THE STUDY OF THERMAL COMFORT ZONES FOR DEVELOPING THE GOVERNMENT’S SENIOR COMMUNITY CENTERS USING FIELD AND LABORATORY STUDIES: A CASE STUDY IN PHITSANULOK, THAILAND",37,2,2,1,,ar,0
MIGRATION AND SHUKATSU: JAPANESE INDIVIDUAL STRATEGIES IN THE THIRD AGE AND BEYOND,48,2,2,2,,re,0
PROPOSED STRATEGIES TO STRENGTHEN COMMUNITY PARTICIPATION IN COMMUNITY LEARNING CENTERS IN THE KINGDOM OF CAMBODIA,27,2,2,1,,ar,0
Degradable alginate hydrogel microfiber for cell-encapsulation based on alginate lyase loaded nanoparticles,57,9,3,4,0,ar,4
Miniaturized droplet microarray platform enables maintenance of human induced pluripotent stem cell pluripotency,53,6,6,3,1,ar,4
A cross-sectional study on the telemedicine usage and glycemic status of diabetic patients during the COVID-19 pandemic,32,3,1,2,1,ar,2
Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China,67,4,2,4,0,ar,1
Revealing the impacts of oxygen defects on Zn2+ storage performance in V2O5,87,8,5,5,0,ar,36
Development and validation of a simple high performance liquid chromatography/uv method for simultaneous determination of urinary phthalates in human urine,21,5,5,3,,ar,0
Preparation and characterization of gac loaded cellulose acetate nanofiber patch,24,3,1,2,,ar,0
Tools for an efficient witness deskilling science and devaluing labor at an agro-environmental research institute,46,1,1,1,0,ar,1
Comparative genome characterization of leptospira interrogans from mild and severe leptospirosis patients,38,8,3,3,1,ar,0
In vitro induction of human dental pulp stem cells toward pancreatic lineages,32,6,4,2,0,ar,0
Clinical practice guidelines for the diagnosis and management of atopic dermatitis,70,21,2,7,1,re,12
Stability and phase behavior of fish oil emulsion containing konjac glucomannan in goat milk systems,30,2,1,1,,ar,0
Constraints on anomalous Higgs boson couplings to vector bosons and fermions in its production and decay using the four-lepton final state,116,2341,1,273,1,ar,23
Cracking difficult biliary stones,52,2,3,1,1,re,3
“Endoshield”: A physical protective box for pediatric endoscopy during the COVID-19 pandemic,25,4,3,4,1,ar,4
Search for long-lived particles decaying to jets with displaced vertices in proton-proton collisions at s =13 TeV,65,2326,1,274,1,ar,9
"""What Do You Mean It's Not Cancer?"" A Review of Autoimmune and Systemic Inflammatory Diseases Involving the Breast",47,7,2,5,0,re,2
Detection of Changuinola virus (Reoviridae: Orbivirus) in field-caught sand flies in southern Thailand,42,6,3,3,2,ar,4
Seasonal effect of milk yield and blood metabolites in relation to ketosis of dairy cows fed under a high ambient temperature,18,8,1,3,1,ar,1
Identification and validation of circulating miRNAs as potential new biomarkers for severe liver disease in patients with leptospirosis,35,7,1,1,1,ar,0
"Acceptability and satisfaction towards self-collection for chlamydia and gonorrhoea testing among transgender women in Tangerine Clinic, Thailand: shifting towards the new normal",19,19,2,3,1,ar,2
"Epidemiology of anal human papillomavirus infection and high-grade squamous intraepithelial lesions in 29 900 men according to HIV status, sexuality, and age: a collaborative pooled analysis of 64 studies",62,54,4,61,1,ar,56
Measurements of angular distance and momentum ratio distributions in three-jet and Z + two-jet final states in pp collisions,49,2351,2,252,1,ar,2
Advanced radiotherapy technique in hepatocellular carcinoma with portal vein thrombosis: Feasibility and clinical outcomes,29,4,1,2,1,ar,3
"Comprehensive morpho-histological observation of digestive system and gut content of wild-grunting toadfish, allenbatrachus grunniens (Linnaeus, 1758)",50,6,1,5,,ar,1
Complex viscosity of graphene suspensions,21,6,5,5,0,ar,7
Thailand's national strategic plan on antimicrobial resistance: progress and challenges Plan stratégique national de la thaïlande relatif à la résistance aux antimicrobiens: Progrès et défis Plan estratégico nacional de tailandia sobre la resistencia a los antimicrobianos: Avances y retos,44,22,1,7,1,ar,18
Panagrellus redivivus as a model for the study of gram-negative bacteria pathogenesis and antibiotics efficacy,,4,3,2,0,ar,0
Novel non-invasive point of care sputum test for early identification of Pseudomonas aeruginosa airway infection,,7,3,5,0,ar,0
Novel broad-spectrum peptide therapy reverses respiratory infections with multidrug-resistant gram-negative bacteria,,6,3,4,0,ar,0
Colistin-EDTA combination for eradication of colistin-resistant Klebsiella pneumoniae catheter related biofilm infections,,5,3,2,0,ar,0
Anesthesia clinical outcome and management in cytoreductive surgery with hyperthermic intraperitoneal chemotherapy: A retrospective analysis,8,3,1,1,0,ar,0
Point prevalence survey of antimicrobial prescription patterns in a pediatric tertiary-care unit in thailand 2019,24,5,1,2,0,re,0
"Pharmacognostic specifications, RP-HPLC analysis of chlorogenic acid content and antioxidant activity of morus alba linn. leaves in Thailand",23,4,2,2,1,ar,1
Carbon dioxide adsorption of diallylamine-modified natural rubber with modified silica particles,38,5,5,1,1,ar,1
Its2 sequencing and targeted meta-proteomics of infant gut mycobiome reveal the functional role of rhodotorula sp. During atopic dermatitis manifestation,66,8,3,3,1,ar,8
Global Respiratory Syncytial Virus-Related Infant Community Deaths,17,136,2,103,1,ar,17
Supraoptimal brassinosteroid levels inhibit root growth by reducing root meristem and cell elongation in rice,44,4,3,2,1,ar,2
A fundamental vulnerability: Contributions from population studies,26,1,2,1,1,ar,0
Fermi-Pasta-Ulam phenomena and persistent breathers in the harmonic trap,76,3,3,5,2,ar,6
The 2011 great east japan earthquake and tsunami: A message from japan to thailand,30,7,2,2,1,ar,0
ANGPTL3 and ANGPTL8 in Thai subjects with hyperalphalipoproteinemia and severe hypertriglyceridemia,50,4,4,2,0,ar,1
Caesalpinia mimosoides leaf extract promotes neurite outgrowth and inhibits bace1 activity in mutant app-overexpressing neuronal neuro2a cells,74,6,3,2,1,ar,8
Rtk25: A comprehensive molecular profiling strategy in cholangiocarcinoma using an integrated bioinformatics approach,45,7,3,3,1,ar,5
A randomized trial to evaluate the impact of copra meal hydrolysate on gastrointestinal symptoms and gut microbiome,38,7,3,3,1,ar,8
Precision luminosity measurement in proton–proton collisions at √s=13TeV in 2015 and 2016 at CMS,51,2336,2,250,1,ar,81
Hybrid deep learning based on a heterogeneous network profile for functional annotations of plasmodium falciparum genes,50,2,7,2,1,ar,5
Generation expansion planning with energy storage systems considering renewable energy generation profiles and full‐year hourly power balance constraints,37,2,6,1,1,ar,6
Dengue virus in humans and mosquitoes and their molecular characteristics in northeastern Thailand 2016-2018,62,14,1,10,1,ar,8
Search for top squark production in fully hadronic final states in proton-proton collisions at s =13 TeV,138,2324,1,274,1,ar,28
Short Communication: Ischemic Stroke Subtypes among Thai HIV-Infected Patients: A 12-Year Retrospective Study,12,3,3,2,0,ar,2
Conversion of cassava rhizome to biocrude oil via hydrothermal liquefaction,37,6,1,4,,ar,2
"Chromosome-scale assembly of the complete genome sequence of leishmania (mundinia) orientalis, isolate lscm4, strain lv768",25,8,3,3,1,ar,3
Factors Associated with the Incidence and Mortality of Coronavirus Disease 2019 (COVID-19) after 126-million Cases: A Meta-analysis,,8,1,2,1,ar,7
Kinetic study on microwave-assisted oligomerization of 1-decene over a hy catalyst,41,4,3,2,1,ar,5
Intradermal ChAdOX1 vaccine following two coronavac shots: A case report,18,4,5,5,1,ar,5
Advanced digital 3d technology in the combined surgery-first orthognathic and clear aligner orthodontic therapy for dentofacial deformity treatment,29,3,3,4,1,ar,3
Dengue pre-vaccination screening test evaluation for the use of dengue vaccine in an endemic area,36,15,1,8,1,ar,4
A survey of household water use and groundwater quality index assessment in a rural community of cambodia,37,6,9,4,1,ar,3
Supersymmetric Janus solutions in ω -deformed N= 8 gauged supergravity,43,2,2,1,1,ar,6
Atherosclerotic cardiovascular disease thresholds for statin initiation among people living with HIV in Thailand: A cost-effectiveness analysis,47,8,1,9,1,ar,0
Trends in widely used catalysts for fatty acid methyl esters (Fame) production: A review,107,6,3,5,1,ar,16
Benefit of atrial overdrive pacing in patients with sleep apnea: A meta-analysis,44,10,1,5,1,ar,0
"Molecular phylogeny of the limacoid snail family Dyakiidae in Southeast Asia, with the description of a new genus and species",108,7,2,4,0,re,6
Molecular analysis of mitochrondrial cytb of Pediculus humanus capitis in Thailand revealed potential historical connection with South Asia,47,10,1,2,1,ar,1
A stability-indicating ultra performance liquid chromato-graphic (Uplc) method for the determination of a mycophenolic acid-curcumin conjugate and its applications to chemical kinetic studies,42,5,7,1,1,ar,1
Dynamics and evolution of genotype 1 porcine reproductive and respiratory syndrome virus following its introduction into a herd concurrently infected with genotypes 1 and 2,28,8,1,2,,ar,1
Porphyrin n-pincer pd(Ii)-complexes in water: A base-free and nature-inspired protocol for the oxidative self-coupling of potassium aryltrifluoroborates in open-air,79,7,7,4,1,ar,8
Time-periodicities in holographic CFTs,68,3,1,2,1,ar,3
The feasibility and image quality of using soft embalming cadaver dogs and cats for radiographic and ultrasonographic training,21,9,1,1,,ar,0
Anti-Müllerian hormone immunolocalization in growing follicles of replacement gilts culled due to anestrus,43,2,1,1,,ar,0
Zinc supplementation improves semen quality in boars,40,5,1,3,,ar,2
Pricing Environmental Externality in Traffic Networks Mixed with Fuel Vehicles and Electric Vehicles,65,5,3,5,0,ar,15
Rhythm control in patients with heart failure with preserved ejection fraction: A meta-analysis,41,8,1,8,1,ar,4
Comparison of intraocular pressure in healthy brachycephalic and nonbrachycephalic cats using the Icare® TONOVET Plus rebound tonometer,40,6,1,1,0,ar,2
P80 natural essence exerts efficient anti-hiv-1-as well as adjuvant effects in dcs,29,8,5,3,1,ar,1
The analysis of force transfer between feet during backhand short serve in elite badminton players,29,4,4,3,1,ar,1
Letter: Low-Profile Visualized Intraluminal Support Jr Braided Stent Versus Atlas Self-Expandable Stent for Treatment of Intracranial Aneurysms: A Single Center Experience,3,1,2,1,0,le,1
Commentary on: Safe Glabellar Wrinkle Correction with Soft Tissue Filler Using Doppler Ultrasound,2,3,1,3,0,no,3
Multi-target actions of acridones from atalantia monophylla towards alzheimer’s pathogenesis and their pharmacokinetic properties,65,9,3,5,1,ar,9
Human papillomavirus 16 L1 gene methylation as a potential biomarker for predicting anal intraepithelial neoplasia in men who have sex with men (MSM),86,4,1,3,1,ar,1
Antibiotic resistance genes and associated phenotypes in escherichia coli and enterococcus from cattle at different production stages on a dairy farm in central california,39,6,6,3,1,ar,8
Food sovereignty and food security: Livelihood strategies pursued by farmers during the maize monoculture boom in Northern Thailand,50,3,9,4,1,ar,2
A novel angiotensin i-converting enzyme inhibitory peptide derived from the trypsin hydrolysates of salmon bone proteins,83,8,1,3,1,ar,8
A single crystal hybrid ligand framework of copper(Ii) with stable intrinsic blue-light luminescence in aqueous solution,34,4,2,3,1,ar,4
Apoptosis inducing activity of rhinacanthin-c in doxorubicin-resistant breast cancer MCF-7 cells,47,2,2,1,1,ar,2
Comparative long-term renal allograft outcomes of recurrent immunoglobulin a with severe activity in kidney transplant recipients with and without rituximab: An observational cohort study,45,5,1,3,1,ar,1
A New Application of Hollow Nanosilica Added to Modified Polypropylene to Prepare Nanocomposite Films,40,12,2,5,0,ar,9
Numerical solutions for systems of fractional and classical integro-differential equations via finite integration method based on shifted chebyshev polynomials,34,3,3,2,1,ar,8
Optimal variable renewable energy generation schedules considering market prices and system operational constraints,47,2,6,1,1,ar,2
Anisotropic stars in 4D Einstein–Gauss–Bonnet gravity,117,4,2,5,2,ar,24
Peptidomics analysis of virulent peptides involved in streptococcus suis pathogenesis,42,6,2,3,1,ar,2
Surgical Training Model from Rubber Glove for Practicing Flap Design in Pollicization and Cleft Hand Reconstruction,5,3,1,1,1,no,1
Impact of COVID-19 on Lung Allograft and Clinical Outcomes in Lung Transplant Recipients: A Case-control Study,44,10,1,2,1,ar,22
Impact of the COVID-19 pandemic on education and clinical training,3,19,1,6,1,ed,0
Picrotoxane sesquiterpene and α-pyrone derivative from Dendrobium signatum and their free radical scavenging potency,26,6,1,1,0,ar,3
Robustness of the cosmological constant damping mechanism through matter eras,45,3,1,5,1,ar,1
The effect of COVID-19 on the global stock market,58,4,3,2,1,ar,17
Nationwide surveillance and molecular characterization of critically drug-resistant gram-negative bacteria: Results of the research university network Thailand study,41,95,3,52,1,ar,13
"Immunogenicity and Safety of AS03-adjuvanted H5N1 Influenza Vaccine in Children 6-35 Months of Age: Results From a Phase 2, Randomized, Observer-blind, Multicenter, Dose-ranging Study",17,16,3,10,1,ar,5
Effectiveness of micropulse transscleral laser therapy in uncontrolled glaucoma secondary to ciliary body metastasis,20,6,1,3,1,ar,0
Education and grip strength among older Thai adults: A mediation analysis on health-related behaviours,49,4,3,4,1,ar,5
Surface immobilization of PCL electrospun nanofibers with pexiganan for wound dressing,78,5,3,2,0,ar,15
"Dating deformation using sheared leucogranite: temporal constraints by 40Ar/39Ar thermochronology for the Mae Ping shear zone, NW Thailand",128,8,2,5,0,ar,2
Specific interaction of DDX6 with an RNA hairpin in the 39 UTR of the dengue virus genome mediates G1 phase arrest,89,10,4,4,2,ar,3
The effectiveness of Diabetic Foot Clinic in prevention and healing of diabetic foot ulcers,24,3,2,2,0,ar,0
"Budget Impact of Sequential Treatment with Biologics, Biosimilars, and Targeted Synthetic Disease-Modifying Antirheumatic Drugs in Thai Patients with Rheumatoid Arthritis",35,5,1,4,0,ar,0
"Phytochemical Composition, Antiglycation, Antioxidant Activity and Methylglyoxal-Trapping Action of Brassica Vegetables",31,4,2,2,0,ar,8
Cinnamon oil supplementation of the lactation diet improves feed intake of multiparous sows and reduces pre-weaning piglet mortality in a tropical environment,42,9,2,1,0,ar,4
Comparison of different Vetiver grass pretreatment techniques and their impact on immobilized butanol production by Clostridium beijerinckii TISTR 1461,60,6,1,2,0,ar,7
Cyanobacterium Synechocystis sp. PCC 6803 lacking adc1 gene produces higher polyhydroxybutyrate accumulation under modified nutrients of acetate supplementation and nitrogen-phosphorus starvation,48,4,2,2,1,ar,5
Immobilizing Bactericides on Dental Resins via Electron Beam Irradiation,38,6,1,3,0,ar,2
The association between single nucleotide polymorphism in vitamin D receptor and calcium oxalate urolithiasis in dogs,32,5,1,1,1,ar,3
Syngas production with low tar content from cellulose pyrolysis in molten salt combined with Ni/Al2O3 catalyst,40,10,2,6,0,ar,16
Assessing the welfare of coconut-harvesting macaques in Thailand,44,7,2,4,2,ar,1
Risk factors for polyetheretherketone cage subsidence following minimally invasive transforaminal lumbar interbody fusion,25,7,2,4,0,ar,17
Optimisation of a sorption-enhanced chemical looping steam methane reforming process,32,7,2,3,0,ar,7
Inhibitory effects of high molecular weight chitosan coating on ‘Hom Thong’ banana fruit softening,62,3,5,2,0,ar,26
"Cytotoxicity, genotoxicity, and cellular metal accumulation caused by professionally applied fluoride products in patients with fixed orthodontic appliances: A randomized clinical trial.",25,2,1,1,0,ar,4
Comparative mechanical performances of cement-treated sand reinforced with fiber for road and pavement applications,57,5,3,4,0,ar,14
Serum angiopoietin-1/angiopoietin-2 at 16-18 weeks of gestation to predict preeclampsia,18,3,1,1,1,ar,0
"Ternary composite films of natural rubber, cellulose microfiber, and carboxymethyl cellulose for excellent mechanical properties, biodegradability and chemical resistance",34,3,1,2,0,ar,8
"The first human report of Hyphopichia burtonii, initially misdiagnosed as sterile peritonitis in a patient on peritoneal dialysis",21,8,2,4,1,ar,4
Statins: Neurobiological underpinnings and mechanisms in mood disorders,264,16,3,14,0,re,8
22-O-(N-Boc-l-glycine) ester of renieramycin M inhibits migratory activity and suppresses epithelial–mesenchymal transition in human lung cancer cells,60,8,1,2,0,ar,3
Effect of carbazole coating on TiO2 nanoparticles as a photosensitizer and MWCNTs on the performance of epoxy composites,45,3,4,2,1,ar,2
Factors associated with colostrum consumption in neonatal piglets,29,2,2,1,0,ar,5
Encephalitis in thailand: A neglected disease increasingly caused by enterovirus,20,5,3,2,1,ar,5
"Incidence, Treatment and Outcomes of Cervical Cancer in Low- and Middle-income Countries",73,6,2,7,0,ar,11
Polylactic acid/kenaf cellulose biocomposite filaments for melt extrusion based-3D printing,42,4,1,3,2,ar,16
Bio-based production of carbon nanotubes via co-pyrolysis of eucalyptus oil and ferrocene,30,4,2,3,0,ar,10
Super-natural fears,131,4,3,5,2,re,3
Dual pH responsive via double - layered microencapsulation for controlled release of active ingredients in simulated gastrointestinal tract: A model case of chitosan-alginate microcapsules containing basil oil (Ocimum basilicum Linn.),35,4,4,1,0,ar,8
How I do it: total resection of a giant sphenoclinoidal meningioma with normalization of near blind vision,13,4,2,2,0,ar,0
Tilapia lake virus immunoglobulin G (TiLV IgG) antibody: Immunohistochemistry application reveals cellular tropism of TiLV infection,32,4,4,2,1,ar,11
BDNF in antipsychotic naive first episode psychosis: Effects of risperidone and the immune-inflammatory response system,77,13,2,6,0,ar,6
Response to Letter to the Editor on “Incidence of atrial fibrillation in pregnancy and clinical significance: A meta-analysis”,4,10,1,8,0,le,0
Antibacterial efficiency of microporous hypercrosslinked polymer conjugated with biosynthesized silver nanoparticles from Aspergillus niger,47,2,3,2,0,ar,9
"Nitrosamine Contamination in Pharmaceuticals: Threat, Impact, and Control",93,2,1,1,0,re,35
Levetiracetam dosing in patients receiving continuous renal replacement therapy,25,7,2,7,0,ar,1
Biosensors for the detection of organophosphate exposure by a new diethyl thiophosphate-specific aptamer,19,8,3,4,2,ar,3
How to Sequence Therapies in Peripheral T Cell Lymphoma,90,2,2,2,0,re,3
Reshaping Thailand's labor market: The intertwined forces of technology advancements and shifting supply chains,31,2,1,2,0,ar,3
Microalgal feedstock for the production of omega-3 fatty acid ethyl esters and ɛ-polylysine,25,6,2,6,1,ar,2
"Ecotoxicological risk and health risk characterization of polycyclic aromatic hydrocarbons (PAHs) in terrestrial soils of King George Island, Antarctica",89,7,4,5,1,ar,12
Oral Functional Behaviors and Tooth Factors Associated with Cracked Teeth in Asymptomatic Patients,35,2,1,1,0,ar,2
Rapid eye movement sleep behavior disorder and rapid eye movement sleep without atonia are more frequent in advanced versus early Parkinson's disease,26,18,1,4,1,ar,12
Leaf phenology and trunk growth of Avicennia alba (Blume) under a seasonally fluctuating saline environment in the tropical monsoon area of eastern Thailand,76,5,1,3,0,ar,1
Host specificity and interaction networks of insects feeding on seeds and fruits in tropical rainforests,77,29,1,18,2,ar,8
Neurology and neuropsychiatry of COVID-19: A systematic review and meta-analysis of the early literature reveals frequent CNS manifestations and key emerging narratives,36,30,3,26,2,re,62
Field and three-dimensional finite element investigations of the failure cause and rehabilitation of a composite soil-cement retaining wall,42,4,2,3,0,ar,14
Growth-related photoluminescence properties of InSb/GaAs self-assembled quantum dots grown on (001) Ge substrates,35,9,4,3,1,ar,0
The lipid paradox in neuroprogressive disorders: Causes and consequences,558,6,3,4,0,re,8
Snail Soothing and Repairing Cream Improves Skin Hydration after Ablative Fractional CO2 Laser: A Split-Face Randomized Double-Blinded Placebo-Controlled Trial,41,6,3,1,0,ar,2
Olive oil–based lipid emulsion is noninferior to soybean oil–based lipid emulsion in the acute care setting: A double-blind randomized controlled trial,33,11,2,6,0,ar,2
"Balanced Salt Solution Versus Normal Saline in Resuscitation of Pediatric Sepsis: A Randomized, Controlled Trial",11,3,1,2,1,ar,4
Thermal oxidation resistance of quaternary TiAlCrN coatings prepared with cathodic arc evaporation,28,3,2,3,0,ar,4
Enhanced hydrate formation by natural-like hydrophobic side chain amino acids at ambient temperature: A kinetics and morphology investigation,50,7,4,4,0,ar,22
Design and Construction Method of a 3D Concrete Printing Self-Supporting Curvilinear Pavilion,27,3,4,2,0,ar,7
Ozone nanobubble treatments improve survivability of Nile tilapia (Oreochromis niloticus) challenged with a pathogenic multi-drug-resistant Aeromonas hydrophila,61,7,2,6,2,ar,11
A chalcone derivative retards renal cyst enlargement by inhibiting fluid secretion and cell proliferation in an in vitro model of polycystic kidney disease,28,5,3,4,0,ar,2
Dissolving microneedle arrays that compensated for skin water loss due to microporation,25,3,2,1,0,ar,1
Effects of novel anaerobic baffled biofilm membrane bioreactor configurations on membrane fouling mitigation and microbial community in treating liquor condensate,45,2,4,1,0,ar,9
Molecular encapsulation of a key odor-active 2-acetyl-1-pyrroline in aromatic rice with β-cyclodextrin derivatives,55,6,6,3,0,ar,6
Deep learning-based visual defect-inspection system for reinforced concrete bridge substructure: a case of Thailand’s department of highways,31,6,2,2,0,ar,21
High glucose: an emerging association between diabetes mellitus and cancer progression,140,4,3,3,0,re,25
A proximal interphalangeal joint custom-made orthosis in trigger finger: Functional outcome,18,2,1,1,0,ar,1
Effect 3A and 5A molecular sieve on alcohol-assisted methanol synthesis from CO2 and H2 over Cu/ZnO catalyst,38,4,4,2,0,ar,8
Four new xanthones and their cytotoxicity from the stems of Garcinia schomburgkiana,14,5,1,4,0,ar,6
Data-driven methods distort optimal cutoffs and accuracy estimates of depression screening tools: a simulation study using individual participant data,32,89,1,62,2,ar,7
"Attitudes towards Kratom use, decriminalization and the development of a community-based Kratom control mechanism in Southern Thailand",45,3,2,2,1,ar,11
Highly stable rechargeable zinc-ion battery using dimethyl sulfoxide electrolyte,65,7,5,4,1,ar,56
Techno-economic analysis of hydrogen production from dehydrogenation and steam reforming of ethanol for carbon dioxide conversion to methanol,52,4,4,2,0,ar,10
Acceptability of blood-based HIV self-testing among adolescents aged 15–19 years at risk of HIV acquisition in Bangkok,15,10,4,2,0,ar,2
Novel viral markers and the prediction of off-treatment relapse in chronic hepatitis B patients: A systematic review,42,3,2,1,0,ar,4
Contextualizing Discrimination of Religious and Linguistic Minorities in South Thailand,82,1,3,2,1,ar,3
Enhancement of mechanical properties of fly ash geopolymer containing fine recycled concrete aggregate with micro carbon fiber,75,8,5,5,0,ar,69
On the calderon-zygmund property of riesz-transform type operators arising in nonlocal equations,16,4,2,2,1,ar,4
Salt stress of two rice varieties: root border cell response and multi-logistic quantification,62,4,2,3,0,ar,8
Efficacy of low-molecular weight chitosan against Candida albicans biofilm on polymethyl methacrylate resin,45,5,1,2,0,ar,12
The impact of digital pedagogy training on in-service teachers’ attitudes towards digital technologies,46,3,2,2,1,ar,9
Horizon scanning of therapeutic modalities for nonalcoholic steatohepatitis,61,6,1,4,1,re,3
Cheaper currencies and long-term growth: The effect of exchange rate management and capital controls,46,2,4,3,0,ar,0
The effect of dentin age on the microshear bond strength and microleakage of glass-ionomer cements,31,2,2,1,0,ar,1
An integrative analysis of genome-wide methylation and expression in ameloblastoma: A pilot study,56,6,2,3,0,ar,0
Surgical hepaticogastrostomy as a method for resolving stent migration in endoscopic ultrasound-guided hepaticogastrostomy,5,5,1,3,1,sh,5
Combination of endoscopic-ultrasound guided choledochoduodenostomy and gastrojejunostomy resolving combined distal biliary and duodenal obstruction,2,7,1,3,1,sh,1
Behavior of a Deep Excavation and Damages on Adjacent Buildings: a Case Study in Vietnam,51,4,4,5,0,ar,13
Epstein-Barr Virus-Associated Langerhans Cell Histiocytosis of the Thyroid Gland,24,5,3,5,1,ar,1
Pulmonary lesion classification from endobronchial ultrasonography images using adaptive weighted-sum of the upper and lower triangular gray-level co-occurrence matrix,56,2,4,1,0,ar,1
"Associations between hypoxia parameters in obstructive sleep apnea and cognition, cortical thickness, and white matter integrity in middle-aged and older adults",30,8,2,3,0,ar,2
Transcriptomic analysis of peripheral blood mononuclear cells in head and neck squamous cell carcinoma patients,41,8,2,4,0,ar,2
Catalytic performance of Ni catalysts supported on CeO2 with different morphologies for low-temperature CO2 methanation,57,10,2,5,0,ar,50
Practical considerations of nebulized corticosteroid in children with acute asthmatic exacerbation: A consensus,35,14,2,8,1,ar,5
The key to catalytic stability on sol–gel derived SnOx/SiO2 catalyst and the comparative study of side reaction with K-PtSn/Al2O3 toward propane dehydrogenation,53,4,2,1,0,ar,7
Enhanced α-olefins selectivity by promoted CO adsorption on ZrO2@FeCu catalyst,38,10,2,3,0,ar,6
Thermally double coupled reactor coupling aqueous phase glycerol reforming and methanol synthesis,41,6,2,2,0,ar,8
CO2 hydrogenation over FSP-made iron supported on cerium modified alumina catalyst,40,4,2,2,0,ar,6
Sulfonated graphene oxide from petrochemical waste oil for efficient conversion of fructose into levulinic acid,47,8,2,4,0,ar,7
Performances of mesoporous silica-supported nickel phosphide nanocatalysts in the one-pot transformation of cellobiose to sorbitol,48,2,2,2,0,ar,2
Temperature dependence of iron oxide-graphene oxide properties for synthesis of carbon nanotube/graphene hybrid material,29,6,2,4,0,ar,2
"Influential factors on aerosol change during covid-19 in ayutthaya, thailand",20,8,1,2,1,ar,3
Flight delay prediction using a hybrid deep learning method,30,3,1,2,1,ar,4
