Title,Author_count,Open_access,Unique_affiliations_count,cite_count
Monocyte-to-lymphocyte ratio as a predictor of TB among people living with HIV,7,0,3,7
Preoperative angulation as a predictor for operations of Wassel type IV polydactyly,4,0,1,4
Transition metal atom doped Ni3S2 as efficient bifunctional electrocatalysts for overall water splitting: Design strategy from DFT studies,4,0,2,11
Improved brønsted to lewis (B/L) ratio of co-and mo-impregnated ZSM-5 catalysts for palm oil conversion to hydrocarbon-rich biofuels,6,1,2,3
A comprehensive review of hla and severe cutaneous adverse drug reactions: Implication for clinical pharmacogenomics and precision medicine,6,1,8,18
First episode psychosis and schizophrenia are systemic neuro-immune disorders triggered by a biotic stimulus in individuals with reduced immune regulation and neuroprotection,5,1,6,13
Pre-analytical modification of serum mirnas: Diagnostic reliability of serum mirnas in hemolytic diseases,15,1,6,1
Improved mixed-integer linear programming model for short-term scheduling of the pressing process in multi-layer printed circuit board manufacturing,3,1,2,2
Overexpression of lipa or glpd_rubisco in the synechocystis sp. Pcc 6803 mutant lacking the aas gene enhances free fatty-acid secretion and intracellular lipid accumulation,4,1,2,3
Interference on cytosolic DNA activation attenuates sepsis severity: Experiments on cyclic GMP–AMP synthase (cGAS) deficient mice,8,1,3,16
"Spatial variation of cladophora epiphytes in the Nan River, Thailand",3,1,2,2
Thunbergia laurifolia leaf extract inhibits glutamate-induced neurotoxicity and cell death through mitophagy signaling,5,1,3,6
TiO2/MXene-PVA/GO hydrogel-based electrochemical sensor for neurological disorder screening via urinary norepinephrine detection,6,0,2,15
"Correction to: Preparation and characterization of bio‑based green renewable composites from poly(lactic acid) reinforced with corn stover (Journal of Polymer Research, (2021), 28, 6, (199), 10.1007/s10965-021-02559-1)",12,1,7,3
Exploring the impact of flavonoids on symptoms of depression: A systematic review and meta-analysis,5,1,2,14
Different responses of soil respiration to environmental factors across forest stages in a Southeast Asian forest,8,1,5,11
Development of cellulose from recycled office waste paper-based composite as a platform for the colorimetric sensor in food spoilage indicator,4,0,2,4
Immunogenicity of 2-dose pre-exposure rabies vaccine co-administered with quadrivalent influenza vaccine in children,10,1,3,1
The role of once-weekly online hemodiafiltration with low protein diet for initiation of renal replacement therapy: A case series,10,0,2,0
Antitubercular and antibacterial activities of isoxazolines derived from natural products: Isoxazolines as inhibitors of Mycobacterium tuberculosis InhA,10,1,7,6
Optimization of elemental recovery from electronic wastes using a mild oxidizer,4,0,1,5
"National culture and saving: How collectivism, uncertainty avoidance, and future orientation play roles",3,0,2,4
Facile preparation protocol of magnetic mesoporous carbon acid catalysts via soft-template self-assembly method and their applications in conversion of xylose into furfural,8,0,5,3
Reduced ELANE and SLPI expression compromises dental pulp cell activity,8,1,2,2
"The economic history of Thailand: Old debates, recent advances, and future prospects",2,0,2,0
Flexible cotton-AuNP thread electrode for non-enzymatic sensor of uric acid in urine,4,2,2,6
Solution-mediated transformation of natural zeolite to ANA and CAN topological structures with altered active sites for ethanol conversion,7,0,4,3
Dose calculation accuracy in particle therapy: Comparing carbon ions with protons,5,1,4,5
Analysis of flocculation in a jet clarifier. Part 2 - Analysis of aggregate size distribution versus Camp number,5,0,4,1
Incidence / predictors of pediatric obstructive sleep apnea with normal oximetry,5,0,3,2
Overall survival with warfarin vs. low-molecular-weight heparin in cancer-associated thrombosis,7,1,3,7
"Impact of COVID-19 on Patient Care, Training, and Research in Movement Disorders in MDS-AOS Region",4,1,4,3
Analysis of flocculation in a jet clarifier. Part 1 – Global and local hydrodynamic analysis,6,0,3,1
Vertical Vibration of Multiple Flexible Strip Foundations on Multilayered Transversely Isotropic Poroelastic Soils,3,0,3,7
Clinical and pathological attributes of hepatocellular carcinoma showing lack of restricted diffusion on magnetic resonance imaging,6,1,5,0
A study of the tp53 germline mutation and clinicopathologic features in thai children with adrenocortical carcinoma,10,1,2,0
Annealing dependent synthesis of cyto-compatible nano-silver/calcium hydroxyapatite composite for antimicrobial activities,11,1,8,19
Molecular and functional insights into glutathione S-transferase genes associated with salt stress in Halothece sp. PCC7418,3,0,2,9
Identification of in vivo expressed proteins in live attenuated lipopolysaccharide mutant that mediates heterologous protection against Leptospira spp,8,0,6,1
"Enteritis associated with subclinical infection of Streptococcus iniae in juvenile Asian seabass Lates calcarifer (Bloch, 1790)",3,0,1,6
Failure Analysis of Dapped-End Cracking in Posttensioned Bridge Girder,6,0,3,7
Clifford Algebra-Valued Segal–Bargmann Transform and Taylor Isomorphism,2,2,1,1
"Streptomyces endocoffeicus sp. nov., an endophytic actinomycete isolated from Coffea arabica (L.)",7,0,4,1
Age defining immune effector cell associated neurotoxicity syndromes in aggressive large B cell lymphoma patients treated with axicabtagene ciloleucel,12,1,2,6
Relationship between microstructure and performances of simultaneous biaxially stretched films based on thermoplastic starch and biodegradable polyesters,4,0,2,16
Paper-based sensor from pyrrolidinyl peptide nucleic acid for the efficient detection of Bacillus cereus,6,0,2,5
Molecular evidence for homologous strains of infectious spleen and kidney necrosis virus (ISKNV) genotype I infecting inland freshwater cultured Asian sea bass (Lates calcarifer) in Thailand,8,2,6,6
"Linked color imaging, mucosal exposure device, their combination, and standard colonoscopy for adenoma detection: a randomized trial",12,0,2,13
Prevalence and Impact of Obesity on Disease-specific Outcomes in a Population-based Cohort of Patients with Ulcerative Colitis,6,1,2,9
Modifications of the wetting characteristics of electrodeposited porous copper by controlling the plating parameters and storage conditions,2,0,2,2
Production of bio-hydrogenated diesel from palm oil using Rh/HZSM-5 in a continuous mini fixed-bed reactor,6,0,4,7
Statistical design of experiment-based formulation development and optimization of 3D printed oral controlled release drug delivery with multi target product profile,2,0,1,7
Neglected Tropical Diseases and the Kidneys,6,0,8,0
Characterization of Human Immunodeficiency Virus (HIV) Infection in Cisgender Men and Transgender Women Who Have Sex with Men Receiving Injectable Cabotegravir for HIV Prevention: HPTN 083,30,2,17,55
"Development of an electrochemical sensor for nitric oxide based on carbon paste electrode modified with Nafion, gold nanoparticles and graphene nanoribbons",7,1,4,17
"Physical, mechanical and thermal properties of cross laminated timber made with coconut wood",6,0,6,10
Protection of electricity transmission infrastructure from sinkhole hazard based on electrical resistivity tomography,7,0,4,14
Six modes of co-production for sustainability,42,2,37,130
Photo-catalytic reforming of aqueous phase derived from hydrothermal liquefaction of Nostoc ellipsosporum for bio-hydrogen production,6,1,5,4
Upsurge of human rhinovirus infection followed by a delayed seasonal respiratory syncytial virus infection in Thai children during the coronavirus pandemic,4,1,1,8
Antibacterial and water-repellent cotton fabric coated with organosilane-modified cellulose nanofibers,2,0,1,8
Identifying influencing groundwater parameter on human health associate with irrigation indices using the Automatic Linear Model (ALM) in a semi-arid region in India,5,0,5,39
High-efficiency biodiesel production using rotating tube reactor: New insight of operating parameters on hydrodynamic regime and biodiesel yield,7,0,5,10
An overview of the recent developments of microfluidic paper-based analytical devices for the detection of chromium species,3,0,1,11
Patient dosimetry of 177Lu-PSMA I&T in metastatic prostate cancer treatment: the experience in Thailand,4,0,4,4
Microalgae and ammonia: A review on inter-relationship,7,0,6,82
"Increased nitro-oxidative toxicity in association with metabolic syndrome, atherogenicity and insulin resistance in patients with affective disorders",6,0,4,12
Microstructural and electrochemical supercapacitive properties of Cr-doped CuO thin films: Effect of substrate temperature,6,1,5,7
Identification of differential RNA modifications from nanopore direct RNA sequencing with xPore,15,0,8,77
Modulating Zn deposition via ceramic-cellulose separator with interfacial polarization effect for durable zinc anode,9,0,5,125
The therapeutic effects of Bombyx mori sericin on rat skin psoriasis through modulated epidermal immunity and attenuated cell proliferation,5,1,4,6
Transition metal single-atom anchored g-CN monolayer for constructing high-activity multifunctional electrocatalyst,6,0,2,15
Hierarchical phase evolution in a lamellar Al0.7CoCrFeNi high entropy alloy involving competing metastable and stable phases,8,2,5,13
A proof-of-concept study of maternal immune activation mediated induction of Toll-like receptor (TLR) and inflammasome pathways leading to neuroprogressive changes and schizophrenia-like behaviours in offspring,7,0,5,11
Bus arrival time prediction and reliability analysis: An experimental comparison of functional data analysis and Bayesian support vector regression,7,0,6,13
Ultrasound Liver Imaging Reporting and Data System (US LI-RADS) Visualization Score: a reliability analysis on inter-reader agreement,10,0,2,8
Data-driven short-term natural gas demand forecasting with machine learning techniques,6,1,4,9
Urea-extracted sericin is potentially better than kojic acid in the inhibition of melanogenesis through increased reactive oxygen species generation,3,1,2,5
"Review on hydrothermal liquefaction aqueous phase as a valuable resource for biofuels, bio-hydrogen and valuable bio-chemicals recovery",6,0,4,21
Application of Hydrophilic–Lipophilic Deviation Equations to the Formulation of a Mixed-Surfactant Washing Agent for Crude Rice Bran Oil Removal from Spent Bleaching Earth,3,0,2,5
"Experimental and theoretical studies on structural, morphological, electronic, optical and magnetic properties of Zn1-xCuxO thin films (0≤x≤0.125)",8,0,4,5
5-Step Self-Assessment Evaluation for Microvascular Patency in Non-Living Specimen,4,0,1,0
Enzyme-free impedimetric biosensor-based molecularly imprinted polymer for selective determination of L-hydroxyproline,5,0,2,12
"Recent developments on bismuth oxyhalides (BiOX; X = Cl, Br, I) based ternary nanocomposite photocatalysts for environmental applications",6,0,3,67
"Bioaccessibility and antioxidant activity of phenolic acids, flavonoids, and anthocyanins of encapsulated Thai rice bran extracts during in vitro gastrointestinal digestion",3,1,4,17
Abdominal Wall Thickness Predicts Surgical Site Infection in Emergency Colon Operations,12,0,3,1
Open sandwich fluorescence-linked immunosorbent assay for detection of soy isoflavone glycosides,8,1,6,4
"BAM15, a Mitochondrial Uncoupling Agent, Attenuates Inflammation in the LPS Injection Mouse Model: An Adjunctive Anti-Inflammation on Macrophages and Hepatocytes",8,1,1,19
Pyrrolidinyl peptide nucleic acids bearing hydroxy-modified cyclobutane building blocks: Synthesis and binding properties,5,0,3,3
Bioballs carrying a syntrophic Rhodococcus and Mycolicibacterium consortium for simultaneous sorption and biodegradation of fuel oil in contaminated freshwater,5,0,2,12
Cell-Derived Microparticles in Blood Products from Blood Donors Deficient in Glucose-6-Phosphate Dehydrogenase,4,0,2,1
"Genistein and exercise treatment reduced NASH related HDAC3, IL-13 and MMP-12 expressions in ovariectomized rats fed with high fat high fructose diet",5,1,1,5
CRRT in developing world,2,0,5,1
Botulinum toxin for chronic rhinitis: A systematic review and meta-analysis,4,0,3,4
An Implementation Framework for Telemedicine to Address Noncommunicable Diseases in Thailand,18,0,13,9
Buddhist approach to corporate sustainability,1,0,1,4
Does firm-level political risk influence corporate social responsibility (CSR)? Evidence from earnings conference calls,4,0,4,18
Antioxidant effects and in vitro cytotoxicity on human cancer cell lines of flavonoid-rich flamboyant (Delonix regia (bojer) raf.) flower extract,4,0,3,3
Effects of low-glycemic index diet on plasma adipokines in obese children,3,0,1,1
Corporate social responsibility decisions in apparel supply chains: The role of negative emotions in Bangladesh and Pakistan,3,1,4,9
Protein-Energy Wasting and Mortality Risk Prediction Among Peritoneal Dialysis Patients,8,0,3,10
Resumption of interatrial conduction after atrial premature beat in baseline interatrial aberrancy,1,1,2,0
Phylogenomic Analysis of Ultraconserved Elements Resolves the Evolutionary and Biogeographic History of Segmented Trapdoor Spiders,13,2,15,15
Management and Outcomes of Suspected Infectious and Inflammatory Lung Abnormalities Identified on Lung Cancer Screening CT,8,0,3,10
General Versus Neuraxial Anesthesia for Appendectomy: A Multicenter International Study,24,0,15,2
Use of a novel lumen apposing metallic stent for drainage of the bile duct and gallbladder: Long term outcomes of a prospective international trial,13,0,6,17
Pathogenesis of Thai duck Tembusu virus in BALB/c mice: Descending infection and neuroinvasive virulence,6,1,2,10
Frequency of BRAF V600E mutation in a group of Thai patients with ameloblastomas,5,0,2,8
THE EFFECT OF INFORMATION TECHNOLOGY AND DYNAMIC CAPABILITIES ON HUMAN RESOURCES COMPETENCIES AND INNOVATIVE PERFORMANCE,5,,5,2
"THE SUBSTANTIAL LESSENING OF COMPETITION TEST FOR MERGERS UNDER THE TRADE COMPETITION ACT B.E. 2560: LESSONS FROM THE UNITED STATES, EUROPEAN UNION, JAPAN, AND SINGAPORE",2,,4,0
INFLUENCE OF KNOWLEDGE MANAGEMENT ORIENTATION ON PERFORMANCE WITH INNOVATIVENESS IN SMEs,3,,4,1
BUSINESS SUCCESS FOR SUSTAINABILITY INDICATOR DEVELOPMENT OF ONE TAMBON ONE PRODUCE†,3,,2,1
THE INFLUENCE OF CORPORATE IMAGE AND MARKETING MIX ON CONSUMER MOTIVES: AN EMPIRICAL STUDY OF MK RESTAURANTS,1,,2,1
CROSS-CULTURAL COMPETENCE - A CRUCIAL FACTOR THAT AFFECTS CHINESE CORPORATIONS’ BUSINESS PERFORMANCE IN THE EASTERN SPECIAL DEVELOPMENT ZONE OF THAILAND,3,,4,2
Analyzing Productivity and Behavior of Plastic Drop-Off Points: A Case Study of Send Plastic Home Project in Plastic Waste Recycling during COVID-19 Outbreak,8,1,2,4
Virtual inertia design procedure for energy storage systems to increase frequency response performance in microgrids,3,1,1,0
Wound-aided semi-solid poly(vinyl alcohol) hydrogels incorporating essential oil-loaded chitosan nanoparticles,8,0,2,9
COVID-19 seroprevalence among hospital staff and preprocedural patients in Thai community hospitals: A cross-sectional study,4,1,4,6
Do short sellers exacerbate volatility?,3,0,3,1
Fabrication of a paper-based sensor from graphene quantum dots coated with a polymeric membrane for the determination of gold(iii) ions,5,0,2,2
Methanol Adsorption on Vanadium Oxide Surfaces Observed by Ambient Pressure X-ray Photoelectron Spectroscopy,9,0,9,0
Vaginal microbiota affects urinary tract infection risk in women with systemic lupus erythematosus: A pilot cross-sectional study from Thailand,8,1,2,2
Remarkable diastereomeric effect on thermoresponsive behavior of polyurethane based on lysine and tartrate ester derivatives,4,1,2,1
Presence of Candida tropicalis on Staphylococcus epidermidis Biofilms Facilitated Biofilm Production and Candida Dissemination: An Impact of Fungi on Bacterial Biofilms,6,1,1,9
The birth of geometry in exponential random graphs,3,2,2,3
Listeria monocytogenes 10403S Alternative Sigma-54 Factor σL Has a Negative Role on Survival Ability Under Bile Exposure,3,1,3,1
"Premature Senescence and Telomere Shortening Induced by Oxidative Stress From Oxalate, Calcium Oxalate Monohydrate, and Urine From Patients With Calcium Oxalate Nephrolithiasis",7,1,2,5
Novel Approach to Assess Cardiac Function Using Systolic Performance and Myocardial Performance Indices From Simultaneous Electrocardiography and Phonocardiography Recordings in Dogs With Various Stages of Myxomatous Mitral Valve Disease,3,1,3,2
Resonant Hamiltonian systems and weakly nonlinear dynamics in AdS spacetimes,1,2,2,9
Catalytic performance of acid catalysts for sorbitol dehydration to isosorbide,6,1,3,1
"Frequency of four-dimensional oral health problems across dental fields - A comparative survey of Slovenian and international dentists Pogostost štiridimenzionalnih zobozdravstvenih problemov po specialističnih področjih - Primerjava rezultatov ankete, opravljene med Slovenskimi in tujimi zobozdravniki",33,1,34,1
Structural properties of charged compact stars with color-flavor-locked quarks matter,5,2,6,0
Polypyrrole nanoparticles embedded nitrogen-doped graphene composites as novel cathode for long life cycles and high-power zinc-ion hybrid supercapacitors,4,1,3,9
Comparative Genomic Analysis and a Novel Set of Missense Mutation of the Leptospira weilii Serogroup Mini From the Urine of Asymptomatic Dogs in Thailand,3,1,3,0
Improvement of Gut Diversity and Composition after Direct-Acting Antivirals in Hepatitis C Virus-Infected Patients with or without Human Immunodeficiency Virus Coinfection,8,2,6,2
Accuracy of Flash Glucose Monitoring During Postprandial Rest and Different Walking Conditions in Overweight or Obese Young Adults,5,1,5,4
Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management,4,1,4,9
VOC Biomarker Monitoring for Diabetes through Exhaled Breath Using Ag/P-TiO2Composite Plasmonic Sensor,2,0,1,30
Greybody factor for massive fermion emitted by a black hole in de Rham-Gabadadze-Tolley massive gravity theory,4,2,4,7
Neuronal growth and synaptogenesis are inhibited by prenatal methamphetamine exposure leading to memory impairment in adolescent and adult mice,5,0,2,4
Antibiotic resistant bacteria and genes in shrimp aquaculture water: Identification and removal by ferrate(VI),4,0,4,26
"Contamination of antibiotics and sul and tet(M) genes in veterinary wastewater, river, and coastal sea in Thailand",12,1,4,14
"Hydrogen adsorption on c-ZrO2(111), t-ZrO2(101), and m-ZrO2(111) surfaces and their oxygen-vacancy defect for hydrogen sensing and storage: A first-principles investigation",2,0,1,11
Mass ratio variance majority undersampling and minority oversampling technique for class imbalance,2,1,1,2
"Editorial: Resistance and Tolerance in Food-Borne Pathogens: Mechanisms, Public Health Impact, and Control Measures",5,1,5,0
Case Report: Molecular and Pathological Investigations of Zoonotic Anatrichosoma Spp.-Induced Ulcerative Pododermatitis in a Domestic Cat in Thailand,4,1,3,0
Molecular phylogeny reveals a new genus of freshwater mussels from the mekong river basin (Bivalvia: Unionidae),4,1,4,7
"Energy and exergy analyses of a hybrid system containing solid oxide and molten carbonate fuel cells, a gas turbine, and a compressed air energy storage unit",4,0,3,16
Acute kidney injury in patients treated with immune checkpoint inhibitors,63,1,42,66
High seroprevalence of rubella in Thai children with a 2-dose MMR national immunization policy,10,0,7,2
Nickel-Based Water-Soluble Metallopolymer for the Electrochemical Hydrogen Evolution Reaction in Neutral-pH Water,11,0,5,2
Cross-sector collaboration and nonprofit boundary work for female workers in developing countries: evidence from Bangladesh,3,0,4,1
Isolation of microvesicles from human circulating neutrophils,6,2,3,1
Controllable Morphology of Sea-Urchin-like Nickel-Cobalt Carbonate Hydroxide as a Supercapacitor Electrode with Battery-like Behavior,3,1,1,15
Recovery of Arenes from Polyethylene Terephthalate (PET) over a Co/TiO2 Catalyst,5,0,3,18
Strengthening and deformation mechanism of selective laser-melted high-concentration nitrogen solute α-Ti materials with heterogeneous microstructures via heat treatment,6,1,3,5
"Promoting self-assembly and synthesis of color-responsive polydiacetylenes using mixed water-organic solvents: Effects of solvent composition, structure, and incubation temperature",3,0,2,7
Comparing performances of MICP bacterial vegetative cell and microencapsulated bacterial spore methods on concrete crack healing,5,0,2,33
"Burden of Inflammatory Bowel Disease on Patient Mood, Fatigue, Work, and Health-Related Quality of Life in Thailand: A Case-Control Study",7,1,2,0
Sodium Thiosulfate as a Treatment for Calciphylaxis,6,,2,0
Why Should Different City Characteristics Customize the Rate of Pollution Charge? Evidence of Factors Affecting Willingness-to-pay for Wastewater Management in Thailand,2,1,1,0
Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,2,1,1,1
Systematic Review and Meta-analysis of Factors related to Functional Status of People with Liver Cirrhosis,3,,2,0
EMERGING ADVANCES IN RUBBER TECHNOLOGY BY THE SUITABLE APPLICATION OF SOL-GEL SCIENCE AND TECHNOLOGY,5,0,3,1
Need for an innovative health education approach on the health effects of e-waste,2,1,2,0
What drives pharmacists’ turnover intention: A systematic review,5,1,4,3
"Multi-Center, Prospective, Nation-Wide Coronary Angioplasty Registry in Thailand (Thai PCI Registry): Registry Design and Rationale",25,0,16,6
Significantly reinforced and long serviceable acrylonitrile butadiene rubber/graphitic carbon nitride composites for future industrial applications,3,1,3,1
ON THE DETERMINATION OF THE AQUIFER LEAKAGE FACTO IN CBM INFINITE RESERVOIRS USING TRANSIENT PRESSURE ANALYSIS,3,,2,0
Novel tool for assessing the quality of feedback in the emergency room (FEED-ER),8,2,7,0
Exploring Usability Issues of a Smartphone-Based Physician-to-Physician Teleconsultation App in an Orthopedic Clinic: Mixed Methods Study,3,1,2,4
Fem-pgd based technique for column shape optimization against buckling,5,1,3,0
Neuroprotective Effects Of Withania Somnifera In The Sh-Sy5y Parkinson Cell Model,5,1,3,5
Diversity of midgut microbiota in laboratory-colonized and field-collected Aedes albopictus (Diptera: Culicidae): A preliminary study,4,1,1,8
Influence of fatigue load on various adhesive resin luting agents in a zirconia-reinforced lithium silicate ceramic bonded to dentin,2,,1,0
Rectal irrigation as rescue therapy for refractory and severe hemorrhagic radiation proctitis: A case report,3,1,1,0
Low bone mineral density in Thai children with systemic lupus erythematosus: Prevalence and risk factors,3,1,1,0
Cholesterol-lowering activity and functional characterization of lactic acid bacteria isolated from traditional thai foods for their potential used as probiotics,5,,3,1
The study of active geomagnetic shielding coils system for JUNO,20,1,7,1
Response surface methodology to evaluate energy in extractive distillation process for the mixture of methylal and methanol with glycerol as entrainer,5,,2,1
Incorporating biological networks into high-dimensional Bayesian survival analysis using an ICM/M algorithm,1,0,1,2
Study of Z boson plus jets events using variables sensitive to double-parton scattering in pp collisions at 13 TeV,2344,1,266,3
Histone Deacetylase 4 Controls Extracellular Matrix Production in Orbital Fibroblasts from Graves' Ophthalmopathy Patients,8,0,3,6
Estimation of pressure drop in a demister for multi-stage flash desalination process based on stacked long short-term memory (Lstm) neural networks,4,1,3,0
"Identification, Management, and Outcomes of Combination Antiretroviral Treatment Failure in Adolescents with Perinatal Human Immunodeficiency Virus Infection in Asia",19,2,16,1
Central Nervous System Safety During Brief Analytic Treatment Interruption of Antiretroviral Therapy Within 4 Human Immunodeficiency Virus Remission Trials: An Observational Study in Acutely Treated People Living With Human Immunodeficiency Virus,30,2,11,6
Failure analysis on a heavy rainfall-induced landslide in Huay Khab Mountain in Northern Thailand,4,0,2,14
2020 Seoul consensus on the diagnosis and management of gastroesophageal reflux disease,38,1,30,27
Measurements of the pp → W± γγ and pp → Zγγ cross sections at √s = 13 TeV and limits on anomalous quartic gauge couplings,2337,1,270,9
Disparity between knowledge and practice regarding COVID-19 in Thailand: A cross-sectional study of older adults,1,1,1,2
"Effect of shape, number, and location of openings on punching shear capacity of flat slabs",6,1,3,6
"Genome-wide snp analysis of male and female rice field frogs, hoplobatrachus rugulosus, supports a non-genetic sex determination system",9,1,3,2
Haplogroup distribution of 309 thais from admixed populations across the country by hvi and hvii sanger-type sequencing,5,1,4,1
Intravenous Dextrose Calories in Critically Ill Patients Requiring Vasopressor Therapy,7,0,2,0
"Immunohistochemical and molecular profiling of CD 117, Oct-4, and Sox-2 in canine cutaneous mast cell tumor of the crossbred dogs in Faculty of veterinary science, Chulalongkorn university, Bangkok, Thailand",6,1,2,0
"Development, evaluation, and molecular docking of oral dissolving film of atenolol",12,1,2,6
"Formulation study of a co-processed, rice starch-based, all-in-one excipient for direct compression using the sedem-odt expert system",4,1,2,3
Application of phage display technology for the production of antibodies against Streptococcus suis serotype 2,5,1,2,0
"Fabrication of polyelectrolyte membranes of pectin graft-copolymers with PVA and their composites with phosphomolybdic acid for drug delivery, toxic metal ion removal, and fuel cell applications",9,1,4,10
Comparison of fine-needle cytologic diagnosis between the left and right liver lobes of dogs and cats with diffuse liver disease,8,1,1,1
Flexural behavior of natural hybrid frp-strengthened rc beams and strain measurements using botda,8,1,6,5
Investigation on load-carrying capacity of geogrid-encased deep cement mixing piles,5,0,2,4
Measurement of the electroweak production of Zγ and two jets in proton-proton collisions at s =13 TeV and constraints on anomalous quartic gauge couplings,2360,1,273,14
A Cadaveric Study of Dye Spreading: Determining the Ideal Injection Pattern for Masseter Hypertrophy,4,0,3,0
Betulinic acid decreases lipid accumulation in adipogenesis-induced human mesenchymal stem cells with upregulation of pgc-1a and ucp-1 and post-transcriptional downregulation of adiponectin and leptin secretion,5,1,2,5
A review of catalyst and multifunctional reactor development for sustainable biodiesel production,6,1,4,3
"Petrology and geochemistry of granitic rocks in Dan Chang area, Suphan Buri Province, Central Thailand: Implication for petrogenesis",2,1,1,2
Development of a user-centric bridge visual defect quality control assisted mobile application: A case of thailand’s department of highways,4,1,1,3
Janus solutions from dyonic ISO(7) maximal gauged supergravity,2,1,1,4
Variation of tuberculosis prevalence across diagnostic approaches and geographical areas of Indonesia,3,1,3,3
"Understanding impact sustainable intention of s‐commerce activities: The role of customer experiences, perceived value, and mediation of relationship quality",4,1,3,35
The learning curve of the deliberate practice of phacoemulsification in the ophthalmic training system,7,0,2,0
2019 thai guidelines on the treatment of hypertension: Executive summary,16,0,8,12
Effect of a natural processing aid on the properties of acrylonitrile-butadiene rubber: Study on soybean oil fatty acid from seed crop,3,1,2,7
Excessive blinking in children and its association with dry eyes and visual display terminal: A 200 case-control study,6,0,2,1
Search for chargino-neutralino production in events with Higgs and W bosons using 137 fb −1 of proton-proton collisions at √s = 13 TeV,2359,1,271,9
Semiconducting phase of hafnium dioxide under high pressure: A theoretical study by quasi-particle GW calculations,3,1,6,3
Peri-implantitis: Summary and consensus statements of group 3. The 6th EAO Consensus Conference 2021,14,1,16,31
"Chikungunya fever in Southern Thailand, 2018",7,1,4,0
Efficacy of bubaline blood derived fibrin glue in silk ligature-induced acute periodontitis in Wistar rats,5,1,1,0
Chitosan-based scaffold for mineralized tissues regeneration,4,1,1,34
Reproductive health services: Attitudes and practice of japanese community pharmacists,9,1,3,3
Impact of design elements of the implant supracrestal complex (ISC) on the risk of peri-implant mucositis and peri-implantitis: A critical review,5,1,4,20
Does board gender diversity weaken or strengthen executive risk-taking incentives?,3,1,2,13
Gis mapping evaluation of stroke service areas in bangkok using emergency medical services,5,1,3,1
"Oocyte cryopreservation in domestic animals and humans: Principles, techniques and updated outcomes",2,1,2,8
Long-term results of hypofractionation with concomitant boost in patients with early breast cancer: A prospective study,5,1,2,2
Public buses decontamination by automated hydrogen peroxide aerosolization system,6,1,3,0
JUNO sensitivity to low energy atmospheric neutrino spectra,612,1,72,9
"Infigratinib (BGJ398) in previously treated patients with advanced or metastatic cholangiocarcinoma with FGFR2 fusions or rearrangements: mature results from a multicentre, open-label, single-arm, phase 2 study",23,0,22,138
Arthroscopic All-Inside Suture Bridge for Remplissage Procedure Treating Off-Tracking Hill–Sachs Lesions in Anterior Shoulder Instability,3,1,1,0
Comparison of the initial overseas evacuation operations due to covid-19: A focus on asian countries,10,1,4,3
"Caring for persons with drug use disorders in the Yangon Region, Myanmar: Socioeconomic and psychological burden, coping strategies and barriers to coping",4,1,3,2
Radiation graft-copolymerization of ultrafine fully vulcanized powdered natural rubber: Effects of styrene and acrylonitrile contents on thermal stability,7,1,5,9
Effective analysis of different gas diffusers on bubble hydrodynamics in bubble column and airlift reactors towards mass transfer enhancement,4,1,3,10
Cajanin suppresses melanin synthesis through modulating mitf in human melanin-producing cells,4,1,2,2
A Comprehensive Evaluation of Risk Factors for Pneumocystis jirovecii Pneumonia in Adult Solid Organ Transplant Recipients: A Systematic Review and Meta-analysis,7,1,5,15
ConCerv: a prospective trial of conservative surgery for low-risk early-stage cervical cancer,22,1,17,45
"Four Novel Pharmaceutical Cocrystals of Oxyresveratrol, including a 2:3 Cocrystal with Betaine",7,1,2,1
Survival in advanced-stage epithelial ovarian cancer patients with cardiophrenic lymphadenopathy who underwent cytoreductive surgery: A systematic review and meta-analysis,7,1,5,2
Protein-bound uremic toxins lowering effect of sevelamer in pre-dialysis chronic kidney disease patients with hyperphosphatemia: A randomized controlled trial,11,1,3,3
Evaluation of the use of platelet-rich fibrin xenologous membranes derived from bubaline blood in canine periodontal defects,5,1,1,0
A normalized HLD (HLDN) tool for optimal salt-concentration prediction of microemulsions,3,1,1,2
Wnt/β-catenin pathway proteins in end-stage renal disease,3,2,5,2
Superior technique for the production of agarose dressing containing sericin and its wound healing property,4,1,3,3
Neuroprotective effects against glutamate-induced ht-22 hippocampal cell damage and caenorhabditis elegans lifespan/healthspan enhancing activity of auricularia polytricha mushroom extracts,6,1,2,9
Early factors for predicting discontinuation to subcutaneous Apomorphine infusion in Parkinson's disease: A prospective analysis of the Thai Apomorphine Registry,6,2,4,4
"Fabrication of eco-friendly polyelectrolyte membranes based on sulfonate grafted sodium alginate for drug delivery, toxic metal ion removal and fuel cell applications",7,1,4,8
Plant polyphenols for aging health: Implication from their autophagy modulating properties in age-associated diseases,7,1,3,14
Endoscopic ultrasound training in Asia: Taking a step further in the right direction,2,1,3,0
Clitoria ternatea flower extract attenuates postprandial lipemia and increases plasma antioxidant status responses to a high-fat meal challenge in overweight and obese participants,8,1,2,8
Optimization and validation of a novel three-dimensional co-culture system in decellularized human liver scaffold for the study of liver fibrosis and cancer,10,1,3,7
Potential probiotic enterococcus faecium OV3-6 and its bioactive peptide as alternative bio-preservation,6,1,4,9
