Title,Author_count,subtype,Subject_area_count,Cite_count
Rice husk and coir fibers as sustainable and green reinforcements for high performance gypsum composites,5,ar,3,0
Bond performance of fiber reinforced polymer bars in normal- and high-strength concrete,6,ar,3,1
Determination of Poly(3-hydroxybutyrate) Content in Cyanobacterium Synechocystis sp. PCC 6803 Using Acid Hydrolysis Followed by High-performance Liquid Chromatography,3,ar,4,0
Metaproteomic Analysis of Gut Resistome in the Cecal Microbiota of Fattening Pigs Raised without Antibiotics,7,ar,7,0
"Blockade-of-Binding Activities toward Envelope-Associated, Type-Specific Epitopes as a Correlative Marker for Dengue Virus-Neutralizing Antibody",21,ar,7,0
"Incidence, clinical presentation, risk factors, outcomes, and biomarkers in de novo late acute GVHD",36,ar,1,0
"UHPLC-QQQ-MS and RP-HPLC Detection of Bioactive Alizarin and Scopoletin Metabolites from Morinda citrifolia Root Extracts and Their Antitubercular, Antibacterial, and Antioxidant Activities",6,ar,2,0
Recovery of core annular flow structure in a horizontal T-pipe using CFD approach,3,ar,1,0
"Discovery of amphotericin B, an antifungal drug as tyrosinase inhibitor with potent anti-melanogenic activity",6,ar,3,0
CO2-TBAB semi-clathrate hydrate dissociation behaviour in individual capsules: A new two-stage numerical model and parametric study,6,ar,4,0
Strength and post-fire performance of fiber-reinforced alkali-activated fly ash concrete containing granite industry waste,8,ar,3,0
Research on the mechanical properties of steel fibers reinforced carbon nanotubes concrete,8,ar,3,0
High performance filtration membranes from electrospun poly (3-hydroxybutyrate)-based fiber membranes for fine particulate protection,7,ar,2,0
Anti-fouling potential and in-silico analysis of carotenoid and fatty acids from Rauvolfia tetraphylla L.,8,ar,2,0
Nitrogen-doped carbon dots: Recent developments in its fluorescent sensor applications,10,ar,2,1
Self-enhancement lateral flow immunoassay for COVID-19 diagnosis,14,ar,7,1
Search for Higgs Boson Decay to a Charm Quark-Antiquark Pair in Proton-Proton Collisions at sqrt[s]=13 TeV,2367,ar,1,0
Preclinical Characterization of 22-(4′-Pyridinecarbonyl) Jorunnamycin A against Lung Cancer Cell Invasion and Angiogenesis via AKT/mTOR Signaling,7,ar,2,0
Global impacts of COVID-19 on lifestyles and health and preparation preferences: An international survey of 30 countries,68,ar,2,0
Search for a heavy composite Majorana neutrino in events with dilepton signatures from proton-proton collisions at s=13 TeV,2330,ar,1,0
Design and Conduct of Lab@Home Chemistry Experiment: The Effect of Strong Acid and Base on Buffered and Unbuffered Systems,4,ar,2,0
Use of polypropylene fibers extracted from recycled surgical face masks in cement mortar,5,ar,3,2
Exfoliated Layered Metal Oxide-Supported Ruthenium Catalysts for Base-Free Oxidation of 5-Hydroxymethylfurfural into a Renewable Bioplastic Precursor,4,ar,4,0
"Evaluation of novel aqueous piperazine-based physical-chemical solutions as biphasic solvents for CO2 capture: Initial absorption rate, equilibrium solubility, phase separation and desorption rate",6,ar,3,0
Azimuthal Correlations within Exclusive Dijets with Large Momentum Transfer in Photon-Lead Collisions,2319,ar,1,0
The Utility and Value of Contract Terms: A Case Study on Interior Contractors,4,ar,2,0
"Corporate culture, innovation and board size: recent evidence from machine learning and earnings conference calls",2,ar,1,0
The Grammaticalization of the Copulas /pēn/ and /kʰɯ̄ː/ in Thai,4,ar,7,0
The combination of RPA-CRISPR/Cas12a and Leptospira IgM RDT enhances the early detection of leptospirosis,7,ar,2,0
"New upstream solution for mercury removal from petroleum condensate via HFMC: Thermodynamics, kinetics, DFT and mass transport",6,ar,3,0
Binary Comprehensive Learning Particle Swarm Optimization Approach for Optimal Design of Nonlinear Steel Structures with Standard Sizes,5,ar,3,
Sensorless Estimation of Human Joint Torque for Robust Tracking Control of Lower-Limb Exoskeleton Assistive Gait Rehabilitation,2,ar,3,0
Grasping Profile Control of a Soft Pneumatic Robotic Gripper for Delicate Gripping,5,ar,3,0
Determining the Annealing Temperature Dependency of Wetting and Mechanical Features on Fe3Si Films,8,ar,3,0
Measurements of jet multiplicity and jet transverse momentum in multijet events in proton–proton collisions at √s=13TeV,2354,ar,2,0
Extraction of Hidden Authentication Factors from Possessive Information,3,ar,3,0
Efficiency Comparative Approach of Plant-Produced Monoclonal Antibodies against Rabies Virus Infection,6,ar,5,0
Addressing Nanovaccine Strategies for Tilapia,9,re,5,0
Simulation-Based Headway Optimization for the Bangkok Airport Railway System under Uncertainty,6,ar,5,0
Accuracy of Intra-Oral Radiography and Cone Beam Computed Tomography in the Diagnosis of Buccal Bone Loss,4,ar,4,0
Exploring the Apoptotic-Induced Biochemical Mechanism of Traditional Thai Herb (Kerra™) Extract in HCT116 Cells Using a Label-Free Proteomics Approach,7,ar,1,0
"Cost-effectiveness of treating serendipitously diagnosed anal pre-cancerous lesions among gay, bisexual and other men who have sex with men living with HIV",10,no,8,0
Natural Rubber/Hexagonal Mesoporous Silica Nanocomposites as Efficient Adsorbents for the Selective Adsorption of (−)-Epigallocatechin Gallate and Caffeine from Green Tea,7,ar,7,0
Immune Checkpoint Inhibitor-Associated Striatal Encephalitis Presenting with Subacute Progressive Parkinsonism,4,ar,2,1
Azimuthal correlations in Z +jets events in proton–proton collisions at √s=13TeV,2342,ar,2,0
"Brand Experience on Brand Attachment: The Role of Interpersonal Interaction, Feedback, and Advocacy",8,ar,1,0
Higher milk consumption is associated with a lower risk of diabetes mellitus: A case-control study,7,ar,1,0
Gene Association Classification for Autism Spectrum Disorder: Leveraging Gene Embedding and Differential Gene Expression Profiles to Identify Disease-Related Genes,2,ar,6,0
"Recycling of Plastics as a Strategy to Reduce Life Cycle GHG Emission, Microplastics and Resource Depletion",3,ar,8,0
Plant molecular farming-derived epidermal growth factor revolutionizes hydrogels for improving glandular epithelial organoid biofabrication,9,ar,1,0
Sustainability Matters: Unravelling the Power of ESG in Fostering Brand Love and Loyalty across Generations and Product Involvements,2,ar,8,0
Chitosan-Based Composites: Development and Perspective in Food Preservation and Biomedical Applications,7,re,2,0
Towards Cultural Adequacy of Experience-Based Design: A Qualitative Evaluation of Community-Integrated Intermediary Care to Enhance the Family-Based Long-Term Care for Thai Older Adults,8,ar,4,0
Atmospheric and Room Temperature Plasma (ARTP) Mutagenesis Improved the Anti-MRSA Activity of Brevibacillus sp. SPR20,7,ar,7,0
The Usefulness of Resistant Maltodextrin and Chitosan Oligosaccharide in Management of Gut Leakage and Microbiota in Chronic Kidney Disease,8,ar,2,0
Efficiency of Lactiplantibacillus plantarum JT-PN39 and Paenibacillus motobuensis JT-A29 for Fermented Coffee Applications and Fermented Coffee Characteristics,5,ar,5,0
First discovery of parasite eggs in a vertebrate coprolite of the Late Triassic in Thailand,6,ar,1,0
Thermal and barrier properties of nanocomposites prepared from poly(butylene succinate) reinforced with ZnO-decorated graphene,8,ar,3,0
Disagreement of Radial Peripapillary Capillary Density Among Four Optical Coherence Tomography Angiography Devices,7,ar,2,0
Generation of a Single-Chain Variable Fragment Antibody against Feline Immunoglobulin G for Biosensor Applications,7,ar,2,0
"Efficient, Green, and Low-Cost Conversion of Bivalve-Shell Wastes to Value-Added Calcium Lactate",9,ar,2,0
The permutations with n non-fixed points and the subsets with n elements of a set,2,ar,1,0
Combination of natural silica and alumina sources for synthesis of MCM-22 zeolite,6,ar,1,0
Efficacy and safety of the novel capsid inhibitor lenacapavir to treat multidrug-resistant HIV: week 52 results of a phase 2/3 trial,15,ar,4,1
Combined operando and ex-situ monitoring of the Zn/electrolyte interface in Zn-ion battery systems,7,ar,1,0
7-Methoxyheptaphylline Enhances TRAIL-Induced Apoptosis of Colorectal Adenocarcinoma Cell via JNK-Mediated DR5 Expression,7,ar,2,0
Dialysis and kidney transplant practices and challenges in Thailand,5,ar,1,0
Exploring hospital practice types and their impact on glomerular pathologic patterns: Insights from the largest kidney biopsy cohort in Thailand,16,ar,1,0
Constipation and clinical outcomes in peritoneal dialysis: Results from Thailand PDOPPS,35,ar,1,0
Enhancing healthcare quality and outcomes for peritoneal dialysis patients in Thailand: An evaluation of key performance indicators and PDOPPS cohort representativeness,18,ar,1,0
Changes in superoxide dismutase 3 (SOD3) expression in periodontal tissue during orthodontic tooth movement of rat molars and the effect of SOD3 on in vitro hypoxia-exposed rat periodontal ligament cells,7,ar,1,0
"Practice, confidence and continuity of breast self-examination among women in Thailand during COVID-19 pandemic: a cross-sectional study",9,ar,1,0
ZnO quantum dots-diacetylenes-zinc(II) nanocomposites for colorimetric detection of ultraviolet-B light: the size effects,3,ar,6,0
Regime Consolidation Through Deinstitutionalisation: A Case Study of the 2019 Elections in Thailand,3,ar,2,0
Administration of ketoprofen in postpartum sows to control the incidence of post-parturient disorders and improve piglet survival rate,8,ar,5,0
"Microencapsulation of Lactobacillus plantarum MB001 and its probiotic effect on growth performance, cecal microbiome and gut integrity of broiler chickens in a tropical climate",3,ar,5,0
Laparoscopic Abdominoperineal Resection With En Bloc Vaginal Resection and Immediate Neovaginal Reconstruction With Colonic Flap and Pelvic Floor Reconstruction With Mucosa-Removed Colonic Flap,2,ar,1,0
"BI6727 and GSK461364A, potent PLK1 inhibitors induce G2/M arrest and apoptosis against cholangiocarcinoma cell lines",7,ar,2,0
"Molecular phylogenetic and morphological analyses support recognition of a new species of Vincetoxicum (Apocynaceae, Asclepiadoideae) from eastern Thailand",2,ar,2,0
"Immunogenicity and Safety of a Hexavalent DTwP-IPV-HB-PRP∼T Vaccine Versus Separate DTwP-HB-PRP∼T, bOPV, and IPV Vaccines Administered at 2, 4, 6 Months of Age Concomitantly With Rotavirus and Pneumococcal Conjugate Vaccines in Healthy Infants in Thailand",10,ar,3,0
Haemodynamic support for paediatric septic shock: a global perspective,13,re,2,1
"The Role of Cell Cycle Arrest Biomarkers for Predicting Acute Kidney Injury in Critically Ill COVID-19 Patients: A Multicenter, Observational Study",26,ar,1,0
An innovative synthesis of (Ag0-pullulan-Ag+) as an optical nanoprobe for sensitive and selective detection of Fe2+ ion based on redox reaction,3,ar,6,0
A new formula for converting dose-area product to effective dose in dental cone-beam computed tomography,1,ar,3,0
A formal model for blockchain-based consent management in data sharing,2,ar,4,1
Possibility to Apply Strontium Aluminate to Produce Light-Emitting Plants: Efficiency and Safety,7,ar,5,0
Possible use of spent FCC catalyst for upgrading of wax from the pyrolysis of plastics to liquid fuel,4,ar,2,0
"Peroxiredoxin-4 supplementation modulates the immune response, shapes the intestinal microbiome, and enhances AHPND resistance in Penaeus vannamei",2,ar,4,0
Immunogenicity and Safety of Hepatitis B Virus (HBV) Vaccine With a Toll-Like Receptor 9 Agonist Adjuvant in HBV Vaccine-Naïve People With Human Immunodeficiency Virus,13,ar,2,0
Analysis of near-interface cracks in three-dimensional anisotropic multi-materials by efficient BIEM,5,ar,4,0
Co-application of citric acid and Nocardiopsis sp. strain RA07 enhances phytoremediation potentiality of Sorghum bicolor L.,6,ar,3,0
Negative current response of non–enzymatic glucose sensor based on pure PEDOT: PSS conductive polymer,4,ar,6,0
Oral delivery of a Streptococcus agalactiae vaccine to Nile tilapia (Oreochromis niloticus) using a novel cationic-based nanoemulsion containing bile salts,11,ar,4,1
In-line gas purging exploiting a novel converging flow-on paper optosensing device for the determination of total ammonia-nitrogen in water samples,5,ar,2,0
"Phenolic fingerprint, proximate analysis and nutraceutical effects of Garcinia talbotii, an under-utilized functional food endemic to Western Ghats",8,ar,2,0
Editorial Commentary: Restrictions in Spinal Motion Result in Lower Outcome Scores After Hip Arthroscopy,3,ed,1,0
Strategies to Prevent Mother-to-child Transmission of Hepatitis B Virus,3,ar,1,0
Effects of Mn and Cu on descaling of hot-rolled 304L stainless steel in HCl and H2O2mixtures,7,ar,3,0
"Development of morphology and lattice misfit in modified Ni-base superalloy with Al, Co and Ni additions",8,ar,3,0
Holes on surfaces of the weathered plastic fragments from coastal beaches,11,ar,3,1
Highly-efficient process for recovering gold from discarded mobile phones using pretreatment and mild extraction,3,ar,4,0
"Erratum to “Glucose-6-phosphate dehydrogenase is dispensable for human erythroid cell differentiation in vitro” [Exp Hematol 121 (2023): pp. 18-29.e2, (S0301472X23000309), (10.1016/j.exphem.2023.02.002)]",5,er,5,0
Potential production of carbon nanotubes from liquid aromatic hydrocarbons over Fe and Ni on alumina powder via catalytic chemical vapor deposition,11,ar,6,0
Artificial intelligence assists operators in real-time detection of focal liver lesions during ultrasound: A randomized controlled study,24,ar,1,0
Long-term immunogenicity in previously vaccinated healthcare workers with inactivated virus vaccine after SARS-CoV-2 infection or booster vaccination,8,ar,5,0
Prediction of new (TiO2)n n = 21–25 clusters by means of GA plus DFT calculations: A possible biological application,5,ar,3,0
EUS-Guided Choledocho-duodenostomy Using Lumen Apposing Stent Versus ERCP With Covered Metallic Stents in Patients With Unresectable Malignant Distal Biliary Obstruction: A Multicenter Randomized Controlled Trial (DRA-MBO Trial),22,ar,2,1
Detecting and shielding properties of Ce3+-doped zinc–gadolinium-fluoroborate glasses for X-ray and proton radiation,14,ar,7,0
A Copper Disk Electrode Biosensor Assay for Urinary 4-Hydroxyphenyl Acetate Testing,5,ar,2,0
"Initial stage of innovative cell-entrapped biofilter start-up for removal of manganese in water: Treatment performance, manganese speciation, and microbial community",7,ar,4,0
Gonadal and Germ Cells Morphology of Nuchequula gerreoides and Eubleekeria splendens (Leiognathidae) from the Pranburi River Estuary of Thailand,6,ar,2,0
Inclusive and productive ways forward needed for species-naming conventions,11,le,2,0
Mechanical/electrical properties and strain sensibility of epoxidized natural rubber nanocomposite filled with carbon nanotube: Effect of sodium alginate as a surfactant on latex technology process,2,ar,5,0
Green dispersants for oil spill response: A comprehensive review of recent advances,4,ar,3,0
Comparing Efficacy of Lumbar Disc Space Preparation via an Anterior-to-Psoas Approach Between Intraoperative Conventional Fluoroscopy and Computed Tomographic-Based Navigation System: A Cadaveric Study,7,ar,2,0
A Three-Year Follow-Up of Bone Density Among Thai Adolescents With Perinatally Acquired HIV After Completion of Vitamin D and Calcium Supplementation,7,ar,3,0
Enhanced CO2 desorption rate for rich amine solution regeneration over hierarchical HZSM-5 catalyst,4,ar,4,0
In-vitro antibacterial efficacy of propolis against E. faecalis as compared to other intracanal medicaments: A systematic review and meta-analysis,7,re,1,0
Status Level of Total Mercury (T-Hg) in Barracuda (Sphyraena putnamae) from the Gulf of Thailand,4,ar,1,0
Survival rates of adult patients with Hodgkin lymphoma who underwent ABVD versus escalated BEACOPP in a resource-limited country: An observational study,7,ar,2,0
Amorphous Cellulose: Graphene Oxide Composite Bead,3,ar,1,0
Degradation mechanisms of annealed GaAsPBi films grown by molecular beam epitaxy,9,ar,1,0
Role of periosteum during healing of alveolar critical size bone defects in the mandible: a pilot study,10,ar,1,0
Asia–Pacific association for study of liver guidelines on management of ascites in liver disease,37,no,1,0
"Species diversity of phlebotomine sand flies and sympatric occurrence of Leishmania (Mundinia) martiniquensis, Leishmania (Leishmania) donovani complex, and Trypanosoma spp. in the visceral leishmaniasis focus of southern Thailand",7,ar,2,0
Paraoxonase 1 status is a major Janus-faced component of mild and moderate acute ischemic stroke and consequent disabilities,9,ar,3,0
An international multidisciplinary consensus statement on MAFLD and the risk of CVD,48,ar,1,4
Factors affecting sibling bullying and its association with self-esteem and depression in middle school students,3,ar,1,0
"A cross-sectional study examining the prevalence of antibiotic-resistant Cutibacterium acnes isolated from patients with acne in Bangkok, Thailand",10,ar,1,0
Physical Activity and Its Synergistic Interaction With Low Platelet–Lymphocyte Ratio Levels Increasing the Sleep Quality in Type 2 Diabetes Mellitus,3,ar,3,0
Development and validation of an LC-MS/MS method for simultaneous determination of three organic azido impurities in tetrazole-containing sartans,4,ar,2,0
Utilization of agricultural waste to herbicide removal: Magnetic BEA zeolite adsorbents prepared by dry-gel conversion using rice husk ash–derived SiO2 for paraquat removal,13,ar,2,0
Practical considerations for the use of SGLT-2 inhibitors in the Asia–Pacific countries—An expert consensus statement,6,re,1,0
"KEYNOTE-033: Randomized phase 3 study of pembrolizumab vs docetaxel in previously treated, PD-L1-positive, advanced NSCLC",20,ar,2,2
Numerical investigation on the responses of existing single piles due to adjacent twin tunneling considering the lagging distance,6,ar,3,1
Three approaches to chiral form interactions,2,ar,3,2
Protective effects of Stephania pierrei tuber-derived oxocrebanine against LPS-induced acute lung injury in mice,10,ar,3,0
Immunoinflammatory and oxidative alterations in subjects with schizophrenia under clozapine: A meta-analysis,9,re,6,0
"Splitting one species into 22: an unusual tripling of molecular, morphological, and geographical differentiation in the fern family Didymochlaenaceae (Polypodiales)",13,ar,1,0
"Endoscopic anterior to psoas lumbar interbody fusion: indications, techniques, and clinical outcomes",5,ar,2,1
"Effects of vermicompost leachate on nitrogen, phosphorus, and microbiome in a food waste bioponic system",7,ar,3,0
pH-responsive nanofibrous membrane fabricated from gelatin and red radish anthocyanins for meat spoilage monitoring,6,ar,2,0
A label-free electrochemical immunosensor based on 11-mercaptoundecanoic acid grafted chitosan and poly(N-methylaniline) for the detection of carcinoembryonic antigen,4,ar,3,1
Morphology of the major duodenal papilla for the selection of advanced cannulation techniques in difficult biliary cannulation,7,ar,1,0
"Effects of sediment resuspension and changes in water nutrient concentrations on the remobilization of lead from contaminated sediments in Klity Creek, Thailand",3,ar,3,0
Atomic-level understanding on conformational flexibility of neochlorogenic and chlorogenic acids and their inclusion complexation with β-cyclodextrin,1,ar,3,0
Electrochemical lateral-flow device for rapid COVID-19 antigen-diagnostic testing,7,ar,3,2
Comparison of full-endoscopic and tubular-based microscopic decompression in patients with lumbar spinal stenosis: a randomized controlled trial,8,ar,2,1
Internal gelation of alginate microparticle prepared by emulsification and microfluidic method: Effect of Ca-EDTA as a calcium source,5,ar,3,0
Bibliometric analysis and description of research trends on transforaminal full-endoscopic approach on the spine for the last two-decades,14,ar,2,0
Comprehensive review and a novel technique on voltage unbalance compensation,3,re,3,0
Mnco2o4 spinel microsphere assembled with flake structure as a cathode for high-performance zinc ion battery,5,ar,3,0
Is navigation beneficial for transforaminal endoscopic lumbar foraminotomy? A preliminary comparison study with fluoroscopic guidance,8,ar,2,0
Strategic flexibility: a systematic review and future research directions,2,re,2,0
Factors associated with incomplete clinical improvement in patients undergoing transforaminal endoscopic lumbar discectomy for lumbar disc herniation,5,ar,2,1
Minimally invasive endoscopy in spine surgery: where are we now?,6,ar,2,6
Recovery after AKI: Effects on outcomes over 15 years,5,ar,1,1
Identifying the early predictors of non-response to steroids in patients with flare of autoimmune hepatitis causing acute-on-chronic liver failure,41,ar,1,0
Remediation of arsenic-contaminated water by green zero-valent iron nanoparticles,4,ar,3,1
Tuning composite solid-state electrolyte interface to improve the electrochemical performance of lithium-oxygen battery,9,ar,1,6
Ionic liquid method for the extraction of lipid from microalgae biomass: a review,6,re,1,1
Facility Location Placement Optimisation for Bagged Cement Distribution During the COVID-19 Pandemic,2,ar,1,0
Search for Nonresonant Pair Production of Highly Energetic Higgs Bosons Decaying to Bottom Quarks,2389,ar,1,0
The Prognostic Predictors of Airway Stenting in Malignant Airway Involvement From Esophageal Carcinoma,7,ar,1,0
Sericin coated thin polymeric films reduce keratinocyte proliferation via the mTOR pathway and epidermal inflammation through IL17 signaling in psoriasis rat model,8,ar,1,0
Geographic population structure of the honeybee microsporidian parasite Vairimorpha (Nosema) ceranae in the South West Indian Ocean,7,ar,1,0
Designing Potent α-Glucosidase Inhibitors: A Synthesis and QSAR Modeling Approach for Biscoumarin Derivatives,7,ar,2,0
The evolutionary background of ophidiophobia and ophidiophilia,3,ch,1,0
Ca-EDTA restores the activity of ceftazidime-avibactam or aztreonam against carbapenemase-producing Klebsiella pneumoniae infections,38,ar,1,0
Random matrices with row constraints and eigenvalue distributions of graph Laplacians,2,ar,5,1
COVID-19 monitoring with sparse sampling of sewered and non-sewered wastewater in urban and rural communities,33,ar,1,0
Experiments of Supervised Learning and Semi-Supervised Learning in Thai Financial News Sentiment: A Comparative Study,3,ar,1,0
Unusual manifestation of pulmonary Verruconis gallopava infection with synchronous reactive pericardial effusion in a non-transplanted patient,2,ar,1,0
Cost-effectiveness of tenofovir prophylaxis during pregnancy for the elimination of mother-to-child transmission of the hepatitis B virus: Real-world analysis from Thailand,8,ar,1,0
Climate change and food security at household level in the central dry zone in Myanmar,2,ar,2,0
Electrochemical capillary-driven microfluidic DNA sensor for HIV-1 and HCV coinfection analysis,9,ar,4,0
Fundamental Shift From Summer to Winter of Holocene Rainfall Regime in the Tropics,17,ar,2,0
Effect of superabsorbent polymer and polypropylene fiber on mechanical performances of alkali-activated high-calcium fly ash mortar under ambient and elevated temperatures,8,ar,5,3
"Comprehensive analysis (aerobic/anaerobic, molecular recognitions, band-position and degradation-mechanism) of undoped and Co-doped anatase-brookite - An experimental/theoretical evaluation of the less-studied TiO2 mixed phase",6,ar,2,0
Pollution characteristics and light-driven evolution of environmentally persistent free radicals in PM2.5 in two typical northern cities of China,10,ar,5,1
Dual-label vertical flow-based electrochemical immunosensor for rapid and simultaneous detection of hepatitis B surface and e virus antigens,5,ar,7,0
One-Pot Synthesis of Isothiocyanates from Amines Mediated by Carbon Tetrabromide,4,ar,1,0
Fe3O4 Nanoparticle/Graphene Oxide Composites as Selective Probes and Self-Matrixes for Pesticide Detection by Electrochemistry and Laser Desorption/Ionization Mass Spectrometry,4,ar,1,0
Nitrogen-Doped Graphene Quantum Dots as “Off-On” Fluorescent Probes in Paper-Based Test Kits for Selective Monitoring of Cyanide in Food,7,ar,1,1
Plastic debris in lakes and reservoirs,79,ar,1,3
A phase 2 randomized controlled dose-ranging trial of recombinant pertussis booster vaccines containing genetically inactivated pertussis toxin in pregnant women,19,ar,5,0
Low toxicity and excellent outcomes in patients with DLBCL without residual lymphoma at the time of CD19 CAR T-cell therapy,15,ar,1,5
Supramolecular self-assembled polymeric nanospheres based on hydrazino naphthalimide functionalised pillar[5]arene for long chain aldehyde detection,5,ar,7,0
Green Synthesis of Gold Nanoparticles using Peronema canescens Leaves Extract and Their Catalytic Performance for Dyes and Nitro Compounds,4,ar,4,0
Search for Higgs boson decays into Z and J/ψ and for Higgs and Z boson decays into J/ψ or Y pairs in pp collisions at s=13 TeV,2319,ar,1,0
Precision measurement of the Z boson invisible width in pp collisions at s=13 TeV,2322,ar,1,1
Measurement of the Bs0→μ+μ− decay properties and search for the B0 → μ+μ− decay in proton-proton collisions at s=13TeV,2297,ar,1,3
Introduction of an Ambient 3D-Printable Hydrogel Ink to Fabricate an Enzyme-Immobilized Platform with Tunable Geometry for Heterogeneous Biocatalysis,4,ar,4,0
Search for a massive scalar resonance decaying to a light scalar and a Higgs boson in the four b quarks final state with boosted topology,2313,ar,1,0
Search for nonresonant Higgs boson pair production in final state with two bottom quarks and two tau leptons in proton-proton collisions at s=13 TeV,2351,ar,1,2
"Search for electroweak production of charginos and neutralinos at s=13TeV in final states containing hadronic decays of WW, WZ, or WH and missing transverse momentum",2299,ar,1,4
Assessment on Energy Technology Toward Carbon Neutrality Policy Using Multi-Criteria Decision Analysis: A Case of Thailand,3,ar,2,0
Central Heating Policy and Population Migration in China: An Empirical Study,2,ar,2,0
The Effects of Radiotherapy on Microhardness and Mineral Composition of Tooth Structures,7,ar,1,0
Probing Heavy Majorana Neutrinos and the Weinberg Operator through Vector Boson Fusion Processes in Proton-Proton Collisions at sqrt[s]=13 TeV,2387,ar,1,1
Performance of Lithium-Ion Pouch Cells with Silicon Composite Anodes under External Mechanical Pressure,6,ar,3,0
Data sharing implementation in top 10 ophthalmology journals in 2021,4,ar,1,0
Microstructure refinement and strengthening mechanisms of additively manufactured Ti-Zr alloys prepared from pre-mixed feedstock,9,ar,4,0
"Structure of the river sediment microbiomes impacted by anthropogenic land uses, environmental and spatial variations",5,ar,2,1
Oxyresveratrol: A Potential Pharmacological Prospective Against Neurodegenerative Diseases,6,re,1,0
Cyanoacrylate Tissue Adhesives Compared With Sutures on Facial and Neck Wounds: A Meta-analysis,3,re,2,0
Fostering Learner Autonomy of Thai Lower Secondary School Students in Project-Based English Instruction,2,ar,3,0
How Do Art Critics Critique? A Move Analysis of Art Reviews Written by Professional Writers,2,ar,3,0
Effects of Structural Priming and Lexical Residual Activation on the Acquisition of the English “Noun + Relative Clause” by L1 Chinese Learners,2,ar,3,0
A Survey of Research into English Teaching Approaches and Instructional Media in Thailand,2,ar,3,0
From Real World to Classroom: Navigating English Language Learning through Autonomy-Supportive Instruction and Out-of-Class Resources in Thai EFL Context,2,ar,3,0
Phylogeography and species delimitation of the Asian cavity-nesting honeybees,5,ar,4,0
Metal-organic-framework-based materials as green catalysts for alcohol oxidation,10,re,2,0
Sentiment and Topic Modeling Analysis on Twitter Reveals Concerns over Cannabis-Containing Food after Cannabis Legalization in Thailand,4,ar,3,0
Developing Toponym Classification and Geolocation Estimation from Thai Tweets,3,ar,3,0
Cross-Border Capacity Planning in Air Traffic Management Under Uncertainty,6,ar,2,1
Simultaneous utilization of CO2 and nitrate wastes from compact recirculating aquaculture system for improving algal biomass (Scenedesmus armatus) production,4,ar,1,0
Measurement of the mass dependence of the transverse momentum of lepton pairs in Drell–Yan production in proton–proton collisions at √s=13TeV,2351,ar,2,0
"Poverty, Somatisation Tendency and Potency in Low-Income Adolescent Groups of India and Israel: Explorations from the Field",3,ar,1,0
Gastroesophageal Reflux Characteristics in Supragastric Belching Patients With Positive Versus Negative pH Monitoring: An Evidence of Secondary Gastroesophageal Reflux Disease From Excessive Belching,3,ar,2,0
Quantitative bioimaging of copper in frozen liver specimens from cats using laser ablation-inductively coupled plasma-mass spectrometry,7,ar,1,0
"Tourists' behavior and importance of marketing mix factors in decision to use community-based agritourism services under the new normal era in Rayong Province, Thailand",4,ar,1,0
Mood Symptoms and Chronic Fatigue Syndrome Due to Relapsing-Remitting Multiple Sclerosis Are Associated with Immune Activation and Aberrations in the Erythron,7,ar,1,0
Lower Nerve Growth Factor Levels in Major Depression and Suicidal Behaviors: Effects of Adverse Childhood Experiences and Recurrence of Illness,5,ar,1,0
Safety and Immunogenicity of Homologous and Heterologous Adenoviral-Vectored and mRNA COVID-19 Vaccine Regimens in Radiotherapy Patients,10,ar,5,0
SARS-CoV-2 Antibody Dynamics after COVID-19 Vaccination and Infection: A Real-World Cross-Sectional Analysis,19,ar,5,0
Effect of Reduction Methods on the Properties of Composite Films of Bacterial Cellulose-Silver Nanoparticles,2,ar,2,0
CMS pythia 8 colour reconnection tunes based on underlying-event data,2330,ar,2,0
"Chitooligosaccharide from Pacific White Shrimp Shell Chitosan Ameliorates Inflammation and Oxidative Stress via NF-κB, Erk1/2, Akt and Nrf2/HO-1 Pathways in LPS-Induced RAW264.7 Macrophage Cells",7,ar,5,0
Neuroprotective Effects of Albizia lebbeck (L.) Benth. Leaf Extract against Glutamate-Induced Endoplasmic Reticulum Stress and Apoptosis in Human Microglial Cells,9,ar,3,0
Chitosan-Based Hydrogel in the Management of Dermal Infections: A Review,10,re,4,0
Microbial Inhibition by UV Radiation Combined with Nisin and Shelf-Life Extension of Tangerine Juice during Refrigerated Storage,5,ar,5,0
Search for CP violating top quark couplings in pp collisions at √s = 13 TeV,2302,ar,1,0
Rare Earth Elements Recovery from Primary and Secondary Resources Using Flotation: A Systematic Review,10,re,6,0
Search for CP violation in t t ¯ H and tH production in multilepton channels in proton-proton collisions at √s = 13 TeV,2386,ar,1,0
Influence of Ion Nitriding on Microstructure and Properties of Haynes 282 Nickel Superalloy Specimens Produced Using DMLS Technique,8,ar,2,0
Influences and Isotherm Models on Phosphorus Removal from Wastewater by Using Fe3+-Type UBK10 Cation Exchange Resin as Absorbent,4,ar,2,0
A Systematic Review of Energy Management Systems for Battery/Supercapacitor Electric Vehicle Applications,6,re,8,0
Potential Natural Products Regulation of Molecular Signaling Pathway in Dermal Papilla Stem Cells,4,re,7,0
Optimal Meropenem Dosing Regimens in Patients Undergoing Continuous Renal Replacement Therapy: Systematic Review and Monte Carlo Simulations,9,re,2,0
"Diversity, astaxanthin production, and genomic analysis of Rhodotorula paludigena SP9-15",9,ar,1,0
