Title,cover_date,subject_area
"Characterization of Methyltestosterone Degrading Bacteria Isolated from Tilapia Masculinizing Ponds: Metabolic Intermediate, Glucose Amendments Effects, and Other Hormones Transformation",2020-10-01,"ENVI, ENVI, ENVI, ENVI, ENVI"
Experimental Investigation of Concrete Beams Strengthened with Embedded Through-Section Steel and FRP Bars,2020-10-01,"MATE, ENGI, ENGI, ENGI, ENGI"
Synthesis of Tri-S-Triazine Based g-C3N4 Photocatalyst for Cationic Rhodamine B Degradation under Visible Light,2020-10-01,"CENG, CHEM"
"Dataset on positive mental health of Indonesian, Malaysian, and Thailand university students",2020-10-01,MULT
State of the Mind: Growing up with HIV,2020-10-01,"MEDI, MEDI"
Reclassification of Statin Indication Among People Living With HIV Using Coronary Artery Calcium Scoring,2020-10-01,"MEDI, MEDI"
Strategic participation in IPOs by affiliated mutual funds: Thai evidence,2020-10-01,"ECON, ECON"
Independent families of functions and permutations,2020-10-01,MATH
Benefits of simultaneous laparoscopic colorectal surgery and liver resection for colorectal cancer with synchronous liver metastases: Retrospective case-matched study,2020-10-01,MEDI
Morphological plasticity of hyperelongated cells caused by overexpression of translation elongation factor P in Synechococcus elongatus PCC7942,2020-10-01,"BIOC, IMMU"
"Effect of Thunbergia laurifolia leaves on the growth performance, nutrient digestibility and liver antioxidant enzymes of broilers fed mycotoxin-contaminated feed",2020-10-01,"AGRI, AGRI"
Epidemiology of infective endocarditis in transcatheter aortic valve replacement: systemic review and meta-analysis,2020-10-01,MEDI
Immunohistochemical assessment of the peri-implant soft tissue around different abutment materials: A human study,2020-10-01,"DENT, DENT"
Defatted Chlorella biomass as a renewable carbon source for polyhydroxyalkanoates and carotenoids co-production,2020-10-01,AGRI
Integrative approaches for unmasking hidden species in herbal dietary supplement products: What is in the capsule?,2020-10-01,AGRI
Calf stretching and plantar fascia-specific stretching for plantar fasciitis: A systematic review and meta-analysis,2020-10-01,"HEAL, HEAL, MEDI, MEDI"
"Protective factors for caries of a school-based oral health program in Bangkok, Thailand: a retrospective cohort study",2020-10-01,MEDI
Performance characteristics and optimal cut-off value of triple adenylate nucleotides test versus adenosine triphosphate test as point-of-care testing for predicting inadequacy of duodenoscope reprocessing,2020-10-01,"MEDI, MEDI"
‘New Normal’ in Covid-19 Era: A Nursing Perspective From Thailand,2020-10-01,"NURS, MEDI, MEDI"
The impacts of collective threshold requirements for rewards in a CPR experiment,2020-10-01,"ECON, ENVI"
Telomere shortening is associated with poor physical performance in knee osteoarthritis,2020-10-01,"NEUR, BIOC, PHAR"
Robust transparent conducting electrode based on silver nanowire coating on polyelectrolytes multilayers,2020-10-01,"MATE, PHYS, MATE, MATE, MATE"
Density of the topological fundamental groups of quotient spaces,2020-10-01,MATH
Electrochemical promotion of propane oxidation at Pt/BiCuVOx-YSZ thin-film cells: Economical use of YSZ,2020-10-01,"CENG, ENVI, ENVI, CENG"
The pathophysiology of SARS-CoV-2: A suggested model and therapeutic approach,2020-10-01,"BIOC, PHAR"
β-Cyclodextrin Inclusion Complexation With Tricyclic Antidepressants Desipramine and Imipramine: A Structural Chemistry Perspective,2020-10-01,PHAR
"Implications of TP53 allelic state for genome stability, clinical presentation and outcomes in myelodysplastic syndromes",2020-10-01,BIOC
The carbohydrate content of medications prescribed to children treated with a ketogenic diet,2020-10-01,"HEAL, MEDI"
"Maternal Immune Activation Causes Schizophrenia-like Behaviors in the Offspring through Activation of Immune-Inflammatory, Oxidative and Apoptotic Pathways, and Lowered Antioxidant Defenses and Neuroprotection",2020-10-01,"NEUR, NEUR"
"Utilization of Cratoxylum formosum crude extract for synthesis of ZnO nanosheets: Characterization, biological activities and effects on gene expression of nonmelanoma skin cancer cell",2020-10-01,PHAR
The Microbiota-Gut-Immune-Glia (MGIG) Axis in Major Depression,2020-10-01,"NEUR, NEUR"
Thermoplastic polyurethane-based polycarbonate diol hot melt adhesives: The effect of hard-soft segment ratio on adhesion properties,2020-10-01,"MATE, CENG, MATE"
Synergistic infection of Ichthyophthirius multifiliis and Francisella noatunensis subsp. orientalis in hybrid red tilapia (Oreochromis sp.),2020-10-01,"IMMU, MEDI"
"Microbial-, fusulinid limestones with large gastropods and calcareous algae: an unusual facies from the Early Permian Khao Khad Formation of Central Thailand",2020-10-01,"EART, EART, EART"
The role of serum cystatin C in estimation of renal function in survivors of critical illness,2020-10-01,MEDI
Aqueous solubility of kinase inhibitors: III the effect of acidic counter ion on the dovitinib/γ-cyclodextrin complexation,2020-10-01,"AGRI, CHEM, PHYS"
Temperature and ethanol concentration effects on catalytic ethanol dehydration behaviors over alumina-spherical silica particle composite catalysts,2020-10-01,"CENG, CHEM, CENG"
Long-term patient-rated cosmetic and satisfactory outcomes of early breast cancer treated with conventional versus hypofractionated breast irradiation with simultaneous integrated boost technique,2020-10-01,"MEDI, MEDI, MEDI"
Anxiety and public responses to covid-19: Early data from Thailand,2020-10-01,"MEDI, NEUR"
Infections in hospitalized children with newly diagnosed systemic lupus erythematosus in underresourced areas,2020-10-01,MEDI
Significant impact of casein hydrolysate to overcome the low consumption of glycerol by Klebsiella aerogenes ATCC 29007 and its application to bioethanol production,2020-10-01,"ENER, ENER, ENER, ENER"
Comparison of Removable Rigid Dressing and Elastic Bandage for Residual Limb Maturation in Transtibial Amputees: A Randomized Controlled Trial,2020-10-01,"HEAL, MEDI"
Solvatochromic triazaborolopyridinium probes toward ultra-sensitive trace water detection in organic solvents,2020-10-01,"CENG, CENG"
Surface modification of SiO2 nanoparticles with PDMAEMA brushes and Ag nanoparticles as antifungal coatings using electron beam assisted synthesis,2020-10-01,"MATE, PHYS"
Comparison of the effects of Pueraria mirifica gel and of placebo gel on the vaginal microenvironment of postmenopausal women with Genitourinary Syndrome of Menopause (GSM),2020-10-01,"BIOC, MEDI"
"Development of assisted reproductive technology services in Thailand between 2008 and 2014 before the new law: Results generated from the National ART Registry, Royal Thai College of Obstetricians and Gynecologists",2020-10-01,BIOC
Expression of autophagic and ubiquitin-proteasome proteins in the peripheral nervous system after nerve injury,2020-10-01,BIOC
“Signal-On” electrochemical biosensor based on a competitive immunoassay format for the sensitive determination of oxytetracycline,2020-10-01,"MATE, PHYS, PHYS, MATE, MATE, ENGI, MATE"
Anatomical study of quadriceps tendon for anterior cruciate ligament reconstruction,2020-10-01,BIOC
Current understanding of the cyanobacterial CRISPR-Cas systems and development of the synthetic CRISPR-Cas systems for cyanobacteria,2020-10-01,"BIOC, CENG, BIOC, IMMU"
Imaging Enhancement in Angle-Domain Common-Image-Gathers Using the Connected-Component Labeling Method,2020-10-01,"EART, EART"
Computational design of oligosaccharide producing levansucrase from Bacillus licheniformis RN-01 to improve its thermostability for production of levan-type fructooligosaccharides from sucrose,2020-10-01,"BIOC, BIOC, BIOC, ECON, ENER"
Evaluating the efficiency of specimen pooling for PCR-based detection of COVID-19,2020-10-01,"IMMU, MEDI"
"Existence of α-mangostin conformers and effects of aprotic and protic solvents on their equilibria, UV–Vis spectra, and chemical descriptors: Density functional theory and time-dependent density functional theory study",2020-10-01,"CHEM, CHEM"
Meaningful improvement thresholds in measures of pain and quality of life in oral lichen planus,2020-10-01,"MEDI, DENT"
Endogenous research and development spillovers and asymmetric firms,2020-10-01,"BUSI, BUSI, DECI, BUSI"
The emergency reaction questionnaire – First steps towards a new method,2020-10-01,"ENGI, EART, SOCI, EART"
Sustainable reuse of dredged sediments as pavement materials by cement and fly ash stabilization,2020-10-01,"EART, EART"
Design equation for stability of shallow unlined circular tunnels in Hoek-Brown rock masses,2020-10-01,"EART, EART"
Optimization of ultrasound-assisted extraction of anthocyanins and bioactive compounds from butterfly pea petals using Taguchi method and Grey relational analysis,2020-10-01,AGRI
Economic Analysis of Swine Farm Management for the Enhancement of Biogas Production and Energy Efficiency,2020-10-01,"ENVI, ENER, ENVI"
"Recognition of the Trachypetidae stat.n. as a new extant family of Ichneumonoidea (Hymenoptera), based on molecular and morphological evidence",2020-10-01,"AGRI, AGRI"
Assessment of the Twin-Tunnel Interaction Mechanism in Kenny Hill Formation Using Contraction Ratio Method,2020-10-01,EART
Human Pythiosis: Emergence of Fungal-Like Organism,2020-10-01,"IMMU, IMMU, AGRI, VETE"
Clinical outcomes of chronic Achilles tendon rupture treated with flexor hallucis longus grafting and flexor hallucis longus grafting plus additional augmentation: A meta-analysis,2020-10-01,MEDI
Real-World Effectiveness of High- Versus Moderate-Intensity Statin Therapy in Thai Patients With Acute Coronary Syndrome and Who Had Undergone Primary Percutaneous Coronary Intervention,2020-10-01,"HEAL, MEDI"
Blockchain-based business process management (BPM) framework for service composition in industry 4.0,2020-10-01,"COMP, ENGI, COMP"
"Correction to: Blockchain-based business process management (BPM) framework for service composition in industry 4.0 (Journal of Intelligent Manufacturing, (2020), 31, 7, (1737-1748), 10.1007/s10845-018-1422-y)",2020-10-01,"COMP, ENGI, COMP"
Estimation of ascites volume in post-hepatectomy patients using flow in porous media model,2020-09-30,"COMP, COMP, COMP, COMP"
Optimal multi-reservoir operation for hydropower production in the Nam Ngum River basin,2020-09-30,ENGI
Economic analysis of the innovative eco-biofilter /membrane bioreactor (MBR) system for community wastewater recycling,2020-09-30,ENGI
Review on the suppression of Zn dendrite for high performance of Zn ion battery,2020-09-29,"MATE, ENGI"
"Template- And Magnetic Field-Free Chemical Reduction of Ni Nanochains for Ni-Al2O3Cermet Films: Growth Control, Characterization, and Application",2020-09-29,"CHEM, CENG"
Bryophytes Harbor Cultivable Actinobacteria With Plant Growth Promoting Potential,2020-09-29,"IMMU, MEDI"
Pembrolizumab- A nd ipilimumab-induced diabetic ketoacidosis and isolated adrenocorticotropic hormone deficiency: A case report,2020-09-29,MEDI
A comparative molecular study between chlorpyriphos and parathion using CuO nanohair pesticide sensor,2020-09-27,"BIOC, BIOC, CHEM, ENGI, MATE, PHYS"
"Flow-Based System, Microfluidic Chip, Paper-Based Device, Food Control and Safety, Clinical Diagnostic, Environmental Monitoring",2020-09-25,CHEM
"Candida Administration Worsens Cecal Ligation and Puncture-Induced Sepsis in Obese Mice Through Gut Dysbiosis Enhanced Systemic Inflammation, Impact of Pathogen-Associated Molecules From Gut Translocation and Saturated Fatty Acid",2020-09-25,"MEDI, IMMU"
"Material flow analysis and life cycle assessment of solid waste management in urban green areas, Thailand",2020-09-25,"ENVI, ENER, ENVI, ENVI, ENVI"
"Human Antibodies to VP4 Inhibit Replication of Enteroviruses Across Subgenotypes and Serotypes, and Enhance Host Innate Immunity",2020-09-25,"IMMU, MEDI"
STING Mediates Lupus via the Activation of Conventional Dendritic Cell Maturation and Plasmacytoid Dendritic Cell Differentiation,2020-09-25,MULT
KITSUNE: A Tool for Identifying Empirically Optimal K-mer Length for Alignment-Free Phylogenomic Analysis,2020-09-23,"BIOC, CENG, MEDI, ENGI"
Investigation of Kokumi Substances and Bacteria in Thai Fermented Freshwater Fish (Pla-ra),2020-09-23,"CHEM, AGRI"
Synergizing sulfonated hydrothermal carbon and microwave irradiation for intensified esterification reaction,2020-09-22,"CHEM, CENG"
Orbitocranial Fibrous Dysplasia: Immediate Reconstruction with Titanium 3-dimensional Printing,2020-09-21,MEDI
Recent advances in nitro-involved radical reactions,2020-09-21,CHEM
Influence of surface passivation on the electrical properties of p-i-n GaAsP nanowires,2020-09-21,PHYS
Controlling the degradation of cellulose scaffolds with Malaprade oxidation for tissue engineering,2020-09-21,"CHEM, ENGI, MATE"
Pressure-induced structural stability of alkali trihydrides and H2-desorption occurrence: Ab initio study for hydrogen storage improvement,2020-09-21,"ENER, ENER, PHYS, ENER"
"Corrigendum to “Antibacterial and cytotoxic activities of a green synthesized silver nanoparticles using corn silk aqueous extract” [Colloids Surf. A 598 (2020) 124827] (Colloids and Surfaces A: Physicochemical and Engineering Aspects (2020) 598, (S0927775720304209), (10.1016/j.colsurfa.2020.124827))",2020-09-20,"PHYS, CHEM, CENG"
Effects of colloidal TiO2 and additives on the interfacial polymerization of thin film nanocomposite membranes,2020-09-20,"PHYS, CHEM, CENG"
Gait biometric-based human recognition system using deep convolutional neural network in surveillance system,2020-09-18,"COMP, ENGI, PHYS"
Short-Term Travel Time Prediction from GPS Trace Data using Recurrent Neural Networks,2020-09-18,"COMP, ENGI, PHYS"
A Development of Family Continuity Management Training for Medical Staffs Based on Business Continuity Management Concept,2020-09-18,"COMP, COMP, COMP, COMP"
"Temporal trend of disease recognition, treatment paradigm, and clinical outcomes of Crohn disease in Thailand from 2000 through 2017: Is early use of thiopurines beneficial?",2020-09-18,MEDI
Assessment of left atrial function in feline hypertrophic cardiomyopathy by using two- dimensional speckle tracking echocardiography,2020-09-18,VETE
A Ladder-like Dopant-free Hole-Transporting Polymer for Hysteresis-less High-Efficiency Perovskite Solar Cells with High Ambient Stability,2020-09-18,"ENVI, CENG, MATE, ENER"
Characterization of network bonding created by intercalated functionalized graphene and polyvinyl alcohol in nanocomposite films for reinforced mechanical properties and barrier performance,2020-09-18,"CENG, CHEM, MATE, ENGI, ENGI, ENGI"
Event-free survival at 12 months is a strong surrogate endpoint for stage 1 diffuse large B cell lymphoma: a report from Nation Wide Registry Thai Lymphoma Study Group,2020-09-18,"MEDI, MEDI, BIOC"
Effect of surface fluorination on the hydrophilicity of the anodised films for dental implant applications,2020-09-18,"MATE, PHYS, ENGI, ENGI"
A general Bayesian approach to meet different inferential goals in poverty research for small areas,2020-09-17,"MATH, DECI"
"Botulinum Neurotoxin-A Injection in Adult Cervical Dystonia and Spastic Paresis: Results From the INPUT (INjection Practice, Usage and Training) Survey",2020-09-16,"NEUR, MEDI"
A case of Madelung's disease presenting with obstructive sleep apnea,2020-09-15,"MEDI, NEUR, MEDI"
Cost-utility and budget impact analysis of tocilizumab for the treatment of refractory systemic juvenile idiopathic arthritis in Thailand,2020-09-15,MEDI
High sensitivity room temperature sulfur dioxide sensor based on conductive poly(p-phenylene)/ZSM-5 nanocomposite,2020-09-15,"CHEM, BIOC, ENVI, CHEM"
Control structure design of a solid oxide fuel cell and molten carbonate fuel cell integrated system: Bottom-up analysis,2020-09-15,"ENER, ENER, ENER, ENER"
Analysis of the sorption-enhanced chemical looping biomass gasification process: Performance assessment and optimization through design of experiment approach,2020-09-15,"ENGI, ENGI, ENVI, ENGI, ENGI, ENGI"
High-efficient of graphene nanocomposite: Application to rapidly simultaneous identification and quantitation of fat-soluble vitamins in different matric samples,2020-09-15,"CHEM, CENG, CHEM"
Tuning of metal oxides photocatalytic performance using Ag nanoparticles integration,2020-09-15,"MATE, PHYS, PHYS, CHEM, CHEM, MATE"
Heteroatom doped iron-based catalysts prepared by urea self-combustion method for efficient CO2 hydrogenation,2020-09-15,"CENG, ENER, ENER, CHEM"
Improving the Performance of an All-Vanadium Redox Flow Battery under Imbalance Conditions: Online Dynamic Optimization Approach,2020-09-14,"CHEM, ENVI, CENG, ENER"
Seeding primordial black holes in multifield inflation,2020-09-14,PHYS
In-gel digestion coupled with mass spectrometry (GeLC-MS/MS)-based salivary proteomic profiling of canine oral tumors,2020-09-14,VETE
A multiple state model for the working-age disabled population using cross-sectional data,2020-09-13,"MATH, ECON, DECI"
Occupational hazard exposures and health risks at wooden toys industry in Southern Thailand,2020-09-13,"ENVI, ENVI, ENVI"
Integrative protocols for an in vitro generation of pancreatic progenitors from human dental pulp stem cells,2020-09-10,"BIOC, BIOC, BIOC, BIOC"
Measurement of CKM matrix elements in single top quark t-channel production in proton-proton collisions at s=13 TeV,2020-09-10,PHYS
Measurement of the Y(1S) pair production cross section and search for resonances decaying to Y(1S)μ+μ− in proton-proton collisions at s=13TeV,2020-09-10,PHYS
A multi-target dsRNA for simultaneous inhibition of yellow head virus and white spot syndrome virus in shrimp,2020-09-10,"BIOC, CENG, IMMU"
Auxin Response Factor 2A Is Part of the Regulatory Network Mediating Fruit Ripening Through Auxin-Ethylene Crosstalk in Durian,2020-09-09,AGRI
Volume estimation of cassava using consumer-grade RGB-D camera,2020-09-08,"ENVI, ENER, EART"
Analyzing impact of changing fuel-mix composition of Thailand power generation,2020-09-08,"ENVI, ENER, EART"
Examining the effect of biofuel industry on Thailand's economy dependent on input-yield model,2020-09-08,"ENVI, ENER, EART"
Intrahepatic CXCL10 is strongly associated with liver fibrosis in HIV-Hepatitis B coinfection,2020-09-08,"IMMU, IMMU, IMMU, BIOC, BIOC, IMMU"
"Knowledge, attitude and practice of pesticide use and serum cholinesterase levels among rice farmers in Nakhon Nayok Province, Thailand",2020-09-08,"MEDI, MEDI"
Acute liver failure and death predictors in patients with dengue-induced severe hepatitis,2020-09-07,MEDI
Induction of ZCCHC6 expression in peripheral blood mononuclear cells by HNSCC secretions,2020-09-05,BIOC
Development of modified airlift reactor (MALR) for improving oxygen transfer: optimize design and operation condition using ‘design of experiment’ methodology,2020-09-05,"ENVI, ENVI, ENVI"
Studies of Charm Quark Diffusion inside Jets Using Pb-Pb and pp Collisions at sNN =5.02 TeV,2020-09-04,PHYS
Predict the percentage error of LM35 temperature sensor readings using simple linear regression analysis,2020-09-03,"COMP, COMP, COMP, ENER, ENER, ENGI, MATH, MEDI"
Applying GANs for Generating Image with Varied Facial Attributes from Sketch,2020-09-03,PHYS
Applying Reinforcement Learning for Customer Churn Prediction,2020-09-03,PHYS
GUI Test Case Prioritization using Social Network Analysis,2020-09-03,PHYS
Morphometric study of the ciliary ganglion and its pertinent intraorbital procedure,2020-09-03,"MEDI, MEDI"
New aspect of morphometric study of the superior peroneal retinaculum: Pertinent data for surgical repair and reconstruction,2020-09-03,"MEDI, MEDI"
"Combined Small-Angle Neutron Scattering, Diffusion NMR, and Molecular Dynamics Study of a Eutectogel: Illuminating the Dynamical Behavior of Glyceline Confined in Bacterial Cellulose Gels",2020-09-03,"CHEM, MATE, MATE"
"Mapping the natural distribution of bamboo and related carbon stocks in the tropics using google earth engine, phenological behavior, landsat 8, and sentinel-2",2020-09-02,EART
"A comparison of virulence genes, antimicrobial resistance profiles and genetic diversity of avian pathogenic Escherichia coli (APEC) isolates from broilers and broiler breeders in Thailand and Australia",2020-09-02,"VETE, AGRI, IMMU"
Effects of different pollinators and herbivores on the fruit set height of the mammal-pollinated tree-climbing vine Mucuna macrocarpa,2020-09-02,AGRI
Enhancing performance of maintenance in solar power plant,2020-09-02,"ENGI, BUSI, ENGI"
The Buppaesanniwas phenomenon: ‘Thainess’ and national identity as a film tourism motivation,2020-09-02,"SOCI, SOCI, SOCI, BUSI, ENVI"
Influence of religious and cultural beliefs on contact with bats in thailand,2020-09-01,"MEDI, MEDI"
Chondroprotective efficacy of undenatured collagen type II on canine osteoarthritis secondary to medial patellar luxation,2020-09-01,VETE
Detection of Lymph Nodes using CNN from Contrast-Enhanced CT Images,2020-09-01,"COMP, COMP, COMP, COMP, DECI"
Blood Vessel Structure Analysis in Endoscopic Images for Computer-Aided Diagnosis,2020-09-01,"COMP, COMP, COMP, COMP, DECI"
Beliefs and businesses: Existence and value of current religious magazines,2020-09-01,"ARTS, SOCI"
Presence of the knockdown resistance (kdr) mutations in the head lice (Pediculus humanus capitis) collected from primary school children of Thailand,2020-09-01,"MEDI, MEDI"
Flowcharts for Easy Periodontal Diagnosis Based on the 2018 New Periodontal Classification,2020-09-01,MEDI
Are customer satisfaction and firm image mediators for environmental corporate strategies and economic performance of thai green smes in food manufacturing?,2020-09-01,SOCI
How self-control influences thai women’s aggression: The moderating role of moral disengagement,2020-09-01,SOCI
How “Thailand 4.0” principals applied leadership and technology towards teacher learning: Three case studies,2020-09-01,SOCI
Cognitive skills of secondary school students: A tentative model and an online test,2020-09-01,SOCI
The development of a causal relationship model of factors influencing the loyalty of football clubs’ fans in the thai premier football league,2020-09-01,SOCI
Examining and controlling rater severity and leniency effects on alignment evaluation between science items and science learning indicators using many-facets rasch modeling,2020-09-01,SOCI
Developing students’ english writing quality through the incorporation of anonymous online peer feedback,2020-09-01,SOCI
Cheiro-oral-pedal syndrome as the presenting symptom of brainstem cavernous malformation: A case report,2020-09-01,"IMMU, IMMU, MEDI"
Pileup mitigation at CMS in 13 TeV data,2020-09-01,"PHYS, MATH"
Nagashima-Type Palmoplantar Keratosis with Compound Heterozygous Mutations in SERPINB7,2020-09-01,MEDI
Rewriting Ibsen's Nora: Fiction and the New Woman in Thailand (1920s-1940s),2020-09-01,"SOCI, ARTS, SOCI"
Assessing Minimum Parking Requirements and Parking Capacities of Residential Development in the Bangkok Metropolitan Region,2020-09-01,"ENGI, ENGI"
Development and Validation of a Universal One-Step RT-PCR Assay for Broad Detection of Duck Tembusu Virus,2020-09-01,"VETE, AGRI, IMMU"
Hypothalamic-pituitary axis dysfunction and metabolic derangements in Thai childhood leukemia survivors,2020-09-01,"MEDI, MEDI"
Lightweight pvidnet: A priority vehicles detection network model based on deep learning for intelligent traffic lights,2020-09-01,"CHEM, COMP, BIOC, PHYS, PHYS, ENGI"
Bottleneck based gridlock prediction in an urban road network using long short-term memory,2020-09-01,"ENGI, COMP, COMP, COMP, ENGI"
Partial hydrogenation of palm oil-derived biodiesel over ni/electrospun silica fiber catalysts,2020-09-01,"CENG, CHEM"
Motivational factors for knowledge sharing in Co-working spaces: Co-working spaces in Thailand from the management perspective,2020-09-01,"BUSI, ARTS, SOCI, ECON"
Impact of abdominal obesity and smoking on respiratory muscle strength and lung function,2020-09-01,MEDI
Influence of surface Sn species and hydrogen interactions on the OH group formation over spherical silica-supported tin oxide catalysts,2020-09-01,"CENG, CHEM, CENG, CENG, CENG"
Boundary bit: Architectural bound checking for Buffer-overflow protection,2020-09-01,"COMP, COMP, DECI, ENGI"
COVID-19 in children: Heterogeneity within the disease and hypothetical pathogenesis,2020-09-01,"MEDI, IMMU"
Potential role of bacillus calmette-guérin (Bcg) vaccination in covid-19 pandemic mortality: Epidemiological and immunological aspects,2020-09-01,"MEDI, IMMU"
"Applications of the google earth engine and phenology-based threshold classification method for mapping forest cover and carbon stock changes in Siem Reap province, Cambodia",2020-09-01,EART
Antibacterial Nanocomposites of Polypropylene Modified with Silver-Decorated Multiwalled Carbon Nanotubes,2020-09-01,"MATE, PHYS"
"Climate factors influence seasonal influenza activity in Bangkok, Thailand",2020-09-01,"BIOC, AGRI, MULT"
Non-target-like syntactic representation: An investigation of l2 english article substitutions by l1 thai learners,2020-09-01,"SOCI, SOCI"
In vivo quantification of mandibular bone remodeling and vascular changes in a wistar rat model: A novel HR-MRI and micro-CT fusion technique,2020-09-01,"HEAL, DENT, MEDI"
Diagnostic Challenges of Acute Kidney Injury in Asia,2020-09-01,MEDI
"Repeatability, reproducibility, agreement, and safety of Tono-Pen tip cover for intraocular measurement using latex and polyethylene wrap",2020-09-01,"BIOC, AGRI, MULT"
Thermal adaptation in the honeybee (Apis mellifera) via changes to the structure of malate dehydrogenase,2020-09-01,"AGRI, BIOC, AGRI, AGRI, BIOC, AGRI"
Treatment Outcomes Using the PAUL Glaucoma Implant to Control Intraocular Pressure in Eyes with Refractory Glaucoma,2020-09-01,MEDI
Dissecting the tectal output channels for orienting and defense responses,2020-09-01,NEUR
Exact stiffness method for multi-layered saturated soils under moving dynamic loads,2020-09-01,EART
Determinants of breastfeeding practices in Myanmar: Results from the latest nationally representative survey,2020-09-01,"BIOC, AGRI, MULT"
"ACE inhibitory peptides derived from de-fatted lemon basil seeds: Optimization, purification, identification, structure-activity relationship and molecular docking analysis",2020-09-01,AGRI
Neuroprotective effects of oolong tea extracts against glutamate-induced toxicity in cultured neuronal cells and ß-amyloid-induced toxicity in: Caenorhabditis elegans,2020-09-01,AGRI
3d mirrors of the circle reduction of twisted A 2N theories of class S,2020-09-01,PHYS
"Suspected pulmonary embolism in the first 2,000 incidents reports of perioperative and anesthetic adverse events in Thailand (PAAd Thai) study",2020-09-01,MEDI
Search for supersymmetry in proton-proton collisions at √s = 13 TeV in events with high-momentum Z bosons and missing transverse momentum,2020-09-01,PHYS
Natural rubber latex foam reinforced with micro-and nanofibrillated cellulose via dunlop method,2020-09-01,"CHEM, MATE"
Ten-year estimation of net primary productivity in a mangrove forest under a tropical monsoon climate in Eastern Thailand: Significance of the temperature environment in the dry season,2020-09-01,AGRI
How to construct a bottom-up nomothetic network model and disclose novel nosological classes by integrating risk resilience and adverse outcome pathways with the phenome of schizophrenia,2020-09-01,NEUR
The ALPINE-ALMA [C ii] Survey: Size of Individual Star-forming Galaxies at z = 4-6 and Their Extended Halo Structure,2020-09-01,"PHYS, EART"
Indirect Decompression Effect to Central Canal and Ligamentum Flavum After Extreme Lateral Lumbar Interbody Fusion and Oblique Lumbar Interbody Fusion,2020-09-01,"MEDI, MEDI"
"Curcumin diglutaric acid, a prodrug of curcumin reduces pain hypersensitivity in chronic constriction injury of sciatic nerve induced-neuropathy in mice",2020-09-01,"BIOC, PHAR, PHAR"
Evaluation of intravenous fosfomycin disodium dosing regimens in critically ill patients for treatment of carbapenem-resistant enterobacterales infections using monte carlo simulation,2020-09-01,"IMMU, BIOC, PHAR, MEDI, MEDI, MEDI"
Simple Colorimetric Assay for Vibrio parahaemolyticus Detection Using Aptamer-Functionalized Nanoparticles,2020-09-01,"CHEM, CENG"
Characteristics of suboptimal immune response after initiating antiretroviral therapy among people living with HIV with a pre-treatment CD4 T cell count <200 ​cells/mm3 in Thailand: Suboptimal Immune Response in PLHIV with low pre-ART CD4 cell count,2020-09-01,"MEDI, IMMU, MEDI, MEDI, IMMU"
"Draft genome sequence of Diaporthe sp. strain HANT25, an endophytic fungus producing Mycoepoxydiene",2020-09-01,"BIOC, IMMU, BIOC"
Towards the elimination of viral hepatitis in Thailand by the year 2030,2020-09-01,"IMMU, IMMU, MEDI, MEDI, MEDI"
Designing solar power purchase agreement of rooftop pvs with battery energy storage systems under the behind-the-meter scheme,2020-09-01,"ENER, ENER, ENER, MATH, ENGI"
Heavy metals in the soils of placer small-scale gold mining sites in Myanmar,2020-09-01,"ENVI, MEDI, ENVI"
Co-administration of Pregabalin and Curcumin Synergistically Decreases Pain-Like Behaviors in Acute Nociceptive Pain Murine Models,2020-09-01,"CHEM, CHEM, BIOC, PHAR, PHAR, CHEM, CHEM"
Dibromopinocembrin and Dibromopinostrobin Are Potential Anti-Dengue Leads with Mild Animal Toxicity,2020-09-01,"CHEM, CHEM, BIOC, PHAR, PHAR, CHEM, CHEM"
TLR3 activation modulates immunomodulatory properties of human periodontal ligament cells,2020-09-01,DENT
Identification and plant growth-promoting activities of proteobacteria isolated from root nodules and rhizospheric soils,2020-09-01,"BIOC, ENVI, AGRI, AGRI"
The Potential of Algal Biotechnology to Produce Antiviral Compounds and Biopharmaceuticals,2020-09-01,"CHEM, CHEM, BIOC, PHAR, PHAR, CHEM, CHEM"
"Interconnected micro, meso, and macro porous activated carbon from bacterial nanocellulose for superior adsorption properties and effective catalytic performance",2020-09-01,"CHEM, CHEM, BIOC, PHAR, PHAR, CHEM, CHEM"
Transfersomes: A promising nanoencapsulation technique for transdermal drug delivery,2020-09-01,PHAR
Improving cardiopulmonary resuscitation (Cpr) performance using an audio-visual feedback device for healthcare providers in an emergency department setting in malaysia: A quasi-experimental study,2020-09-01,MEDI
Hydrocarbon production from catalytic pyrolysis-gc/ms of sacha inchi residues using sba-15 derived from coal fly ash,2020-09-01,"CENG, CHEM"
Fabrication of poly(Pentaerythritol tetrakis (3-mercaptopropionate)/dipentaerythritol penta-/hexa-acrylate)hipes macroporous scaffold with alpha hydroxyapatite via photopolymerization for fibroblast regeneration,2020-09-01,"CENG, MATE, PHYS, CHEM"
Olfactory and gustatory dysfunctions in covid-19 patients: A systematic review and meta-analysis,2020-09-01,"MEDI, IMMU"
Bangkok motorcycle taxis as eyes on the street?,2020-09-01,"ENGI, ENGI, SOCI, DECI"
Enhanced photocatalytic degradation of caffeine using titanium dioxide photocatalyst immobilized on circular glass sheets under ultraviolet C irradiation,2020-09-01,"CENG, CHEM"
