Title,cover_date,authkey_word,Year
Defining a Digital Twin: A Data Science-Based Unification,2023-09-01,complex adaptive systems | data science | digital twin | general systems theory | machine learning,2023
Energy Consumption and Human Well-Being: A Systematic Review,2023-09-01,bottom-up | consumption-based accounting | energy | energy footprint | eudaimonic well-being | hedonic well-being | quality of life | top-down,2023
Leveraging large language models to monitor climate technology innovation,2023-09-01,climate technologies | innovation | large language models | machine learning,2023
"Leveraging explainable machine learning models to assess forest health: A case study in Hainan, China",2023-09-01,CRITIC method | decision tree modeling | forest health assessment | forest health indicators | Hainan tropical rainforest national park | tropical rainforest health,2023
Modelling growing season carbon fluxes at a low-center polygon ecosystem in the Mackenzie River Delta,2023-09-01,carbon fluxes | climate change | machine learning | permafrost | polygonal tundra,2023
Developing machine learning models with multiple environmental data to predict stand biomass in natural coniferous-broad leaved mixed forests in Jilin Province of China,2023-09-01,Climate and soil variables | Machine learning | Stand biomass | Variable importance,2023
Coupling LSTM and CNN Neural Networks for Accurate Carbon Emission Prediction in 30 Chinese Provinces,2023-09-01,carbon emission prediction | carbon peak | deep learning | LSTM-CNN model | neural network | scenario analysis,2023
"Weather Forecasting Using Radial Basis Function Neural Network in Warangal, India",2023-09-01,forecasting | humidity | machine learning | radial basis function neural network | temperature | weather,2023
Contingent Valuation Machine Learning (CVML): A Novel Method for Estimating Citizens’ Willingness to Pay for a Safer and Cleaner Environment,2023-09-01,CVML method | high performance | improved environment | low cost | willingness to pay,2023
Modeling Hydrodynamic Behavior of the Ottawa River: Harnessing the Power of Numerical Simulation and Machine Learning for Enhanced Predictability,2023-09-01,Expanded Framework of Group Method of Data Handling (EFGMDH) | floodplain width | flow velocity | machine learning forecasting | numerical model | Ottawa River | river flow depth | water resource management,2023
Dynamic global-scale crop and irrigation monitoring,2023-09-01,,2023
Donor activity is associated with US legislators’ attention to political issues,2023-09-01,,2023
"Projection of future precipitation change using CMIP6 multimodel ensemble based on fusion of multiple machine learning algorithms: A case in Hanjiang River Basin, China",2023-09-01,general circulation models | Hanjiang River Basin | machine learning algorithms | multimodel ensemble | precipitation | projection,2023
"Data analytics for prediction of solar PV power generation and system performance: A real case of Bui Solar Generating Station, Ghana",2023-09-01,Deterministic predictions | Gradient boosting | Machine learning | Probabilistic predictions | Random forest | Solar energy,2023
"Assessing Land Use/Land Cover Changes and Urban Heat Island Intensification: A Case Study of Kamrup Metropolitan District, Northeast India (2000–2032)",2023-09-01,cellular automata–artificial neural network | LST | LULC | maximum likelihood algorithm | NDBI | NDVI,2023
"Soil Salinity Estimation for South Kazakhstan Based on SAR Sentinel-1 and Landsat-8,9 OLI Data with Machine Learning Models",2023-09-01,elastic net | LightGBM | machine learning | random forest | regression | soil salinity | support vector machines | synthetic aperture radar | XGBoost,2023
"Monitoring Agricultural Land and Land Cover Change from 2001–2021 of the Chi River Basin, Thailand Using Multi-Temporal Landsat Data Based on Google Earth Engine",2023-09-01,agriculture | change detection | Earth Observation | Google Earth Engine (GEE) | land cover | Landsat | multi-temporal image | random forest,2023
Reconstructing 42 Years (1979–2020) of Great Lakes Surface Temperature through a Deep Learning Approach,2023-09-01,Great Lakes | lake surface temperature | Long Short-Term Memory | machine learning | Regional Climate Models | spatiotemporal climate change,2023
Machine Learning as a Strategic Tool for Helping Cocoa Farmers in Côte D’Ivoire,2023-09-01,cocoa farmers | deforestation | drought prevision | low-cost smart agriculture | remote sensors monitoring | SITS | socio-technical transition | U-NET | water resources forecasting | YOLO,2023
"Integrating climate change adaptation policies in spatial development planning in hyperarid regions of Kerman province, Iran",2023-09-01,Climate change scenarios | Human development | Land cover | Supply and demand,2023
Impacts of COVID-19 on Stress in Middle School Teachers and Staff in Minnesota: An Exploratory Study Using Random Forest Analysis,2023-09-01,COVID-19 | machine learning | mental health | occupational health | random forest | stress | variable importance,2023
"Groundwater Level Trend Analysis and Prediction in the Upper Crocodile Sub-Basin, South Africa",2023-09-01,autocorrelation | characterisation | cross-correlation | gradient boosting | groundwater | lag time | machine learning | Mann–Kendall | rainfall | support vector regression | upper crocodile,2023
AIDSII: An AI-based digital system for intelligent irrigation,2023-09-01,Convolutional neural network | Irrigation | Long Short-Term Memory | Mobile | Web,2023
"CO<inf>2</inf> Hydrogenation to Gasoline and Aromatics: Mechanistic and Predictive Insights from DFT, DRIFTS and Machine Learning",2023-09-01,"CO  utilization 2 | DFT, gasoline-range hydrocarbons | machine learning | reaction mechanisms",2023
"Assessment of drought conditions and prediction by machine learning algorithms using Standardized Precipitation Index and Standardized Water-Level Index (case study: Yazd province, Iran)",2023-09-01,Drought monitoring | Groundwater | Machine learning | Regression | SPI | SWI | Water resource,2023
Digital Twins for Protecting Cultural Heritage Against Climate Change,2023-09-01,,2023
Predicting sea levels using ML algorithms in selected locations along coastal Malaysia,2023-09-01,Coastal regions | Machine learning | Sea level rise prediction,2023
Spatiotemporal Analysis of the Impacts of Climate Change on Mangroves Located in the United Arab Emirates,2023-09-01,Carbon stock | Climate change | Land surface temperature | Machine learning algorithms | Mangroves | Normalised difference vegetation index | Salinity,2023
Delayed Antarctic melt season reduces albedo feedback,2023-09-01,Antarctic ice sheet | sea ice | season delay | snowmelt | solar irradiance,2023
Probabilistic machine learning for predicting desiccation cracks in clayey soils,2023-09-01,Desiccation crack | Ensemble trees | Monte Carlo simulation | Neural networks | Sensitivity analysis | SVM,2023
Flash flood detection and susceptibility mapping in the Monsoon period by integration of optical and radar satellite imagery using an improvement of a sequential ensemble algorithm,2023-09-01,Machine learning | Monsoon floods | Satellite imagery | Spatial modeling | Swarm-based algorithms,2023
Carbon emissions and overall sustainability assessment in eco-friendly machining of Monel-400 alloy,2023-09-01,Industry 4.0 | Machine learning | Metal cutting | Resource savings | Sustainable manufacturing,2023
Sensor-based indoor air temperature prediction using deep ensemble machine learning: An Australian urban environment case study,2023-09-01,Australia | Deep ensemble machine learning | Indoor temperature | Low-cost air quality sensors | Urban environment,2023
MODIS observations reveal decrease in lake suspended particulate matter across China over the past two decades,2023-09-01,Machine learning | Remote sensing | Satellite | SPM | Turbidity | Water clarity,2023
Assessment of Bitcoin carbon footprint,2023-09-01,Bitcoin blockchain | Bitcoin energy consumption | Carbon footprint | Cryptocurrency | Proof-of-work,2023
Estimation of soil inorganic carbon with visible near-infrared spectroscopy coupling of variable selection and deep learning in arid region of China,2023-09-01,Deep learning | Northwest China | Soil inorganic carbon | Variable selection | Visible near−infrared spectroscopy,2023
S2MetNet: A novel dataset and deep learning benchmark for methane point source quantification using Sentinel-2 satellite imagery,2023-09-01,Emission monitoring | Large Eddy simulation (LES) | Machine learning | Methane | Quantification | Remote sensing | Sentinel-2,2023
Integrating machine learning and environmental variables to constrain uncertainty in crop yield change projections under climate change,2023-09-01,Climate change impact | Crop modelling | Extreme climate event | Machine learning model | Model uncertainty | Yield projections,2023
Atlantis Ecosystem Model Summit 2022: Report from a workshop,2023-09-01,Artificial intelligence | Atlantis ecosystem model | Climate projections | Ecosystem models | Fisheries management | Meeting report,2023
Assessing water scarcity narratives in Brazil – Challenges for urban governance,2023-09-01,City response | Climate change | Urban governance | Urban water security | Water justice | Water management | Water policy | Water scarcity,2023
Let's talk about risk! Stock market effects of risk disclosure for European energy utilities,2023-09-01,Climate change | Energy utilities | Risk disclosure | Risk reporting | Topic modeling,2023
European Patent Office (EPO) en Twitter: A content analysis,2023-09-01,Content analysis | EPO | European Patent Office | Twitter,2023
Trends and applications of google earth engine in remote sensing and earth science research: a bibliometric analysis using scopus database,2023-09-01,Cloud computing platform | Google Earth Engine (GEE) | Science mapping | Scientometrics,2023
The effectiveness of machine learning-based multi-model ensemble predictions of CMIP6 in Western Ghats of India,2023-09-01,machine learning | multi-model ensemble | TOPSIS ranking | XGBoost,2023
Climate change attention and carbon futures return prediction,2023-09-01,carbon futures | climate attention | Google Trends index | machine learning | text mining,2023
Human and natural impacts on the U.S. freshwater salinization and alkalinization: A machine learning approach,2023-09-01,Alkalinization | Machine learning | Rivers | Road salt | Salinization | Weathering,2023
Low-energy residential building optimisation for energy and comfort enhancement in semi-arid climate conditions,2023-09-01,Building optimisation | Energy efficiency | Machine learning | Phase change materials | Semi-arid climate | Thermal comfort,2023
Dynamic nowcast of the New Zealand greenhouse gas inventory,2023-09-01,Agriculture | Dynamic Carbon Tracker | Emissions prediction | Energy | Extra trees | Random forest,2023
"Smart and sustainable agriculture: Fundamentals, enabling technologies, and future directions",2023-09-01,Artificial intelligence | Blockchain | Food security | Internet of things | Machine learning | Precision agriculture | Secured agriculture | Smart agriculture | Supply chain management,2023
Increasing riverine export of dissolved organic carbon from China,2023-09-01,China | climate change | dissolved organic carbon | land cover | machine learning method | net primary production | river chemistry | soil organic carbon,2023
Predicting soil organic carbon stocks in different layers of forest soils in the Czech Republic,2023-09-01,Cambisol | Climate change | Cubist | Digital soil mapping | Forest soils | Machine learning | Random forests,2023
Artificial intelligence for carbon emissions using system of systems theory,2023-09-01,"Artificial intelligence, machine learning | Carbon emission | Carbon footprint | Sustainability | System of systems theory",2023
Spatial patterns of China's carbon sinks estimated from the fusion of remote sensing and field-observed net primary productivity and heterotrophic respiration,2023-09-01,Carbon sink | China | Ecosystem type | Machine learning | Scale matching | Spatial pattern,2023
A cloud-integrated GIS for forest cover loss and land use change monitoring using statistical methods and geospatial technology over northern Algeria,2023-09-01,Algeria | Forest cover | Geographic information system | Google earth engine | Management | Nonparametric methods,2023
Mongolia Contributed More than 42% of the Dust Concentrations in Northern China in March and April 2023,2023-09-01,dust aerosol | HYSPLIT model | Mongolian dust | transboundary contribution | WRF-Chem,2023
Machine-learning-based prediction of oil recovery factor for experimental CO<inf>2</inf>-Foam chemical EOR: Implications for carbon utilization projects,2023-09-01,CFNN-BR | CFNN-LM | CO -EOR 2 | CO -Foam experiments 2 | GRNN | XGBoost,2023
"Modelling Green Volume Using Sentinel-1, -2, PALSAR-2 Satellite Data and Machine Learning for Urban and Semi-Urban Areas in Germany",2023-09-01,Climate change adaptation | Green volume | Machine learning | Remote sensing | Sentinel 2 | Urban green infrastructure,2023
Spatiotemporal analysis of bidimensional wind speed forecasting: Development and thorough assessment of LSTM and ensemble graph neural networks on the Dutch database,2023-09-01,Forecasting | Graph neural networks | Machine learning | Renewable energy | Wind energy | Wind speed,2023
Machine learning and remote sensing integration for leveraging urban sustainability: A review and framework,2023-09-01,Deep learning | Machine learning | Remote sensing | Sustainable urban development | Urban analytics | Urban studies | Urban sustainability,2023
Multitemporal relative landslide exposure and risk analysis for the sustainable development of rapidly growing cities,2023-09-01,Cuenca | Ecuador | Landslide susceptibility | Latin America | Machine learning algorithm | Relative risk assessment,2023
Classification of satellite images for ecology management using deep features obtained from convolutional neural network models,2023-09-01,Convolutional neural network | Deep learning | Ecology | Feature selection | Satellite image,2023
Machine Learning Research Trends in Africa: A 30 Years Overview with Bibliometric Analysis Review,2023-09-01,,2023
Hybrid multi-model ensemble learning for reconstructing gridded runoff of Europe for 500 years,2023-09-01,Ensemble machine learning | Hybrid Ensemble Multi-Model Framework (HEMMF) | Machine learning | Spatial auto-correlation,2023
Explainable automated anuran sound classification using improved one-dimensional local binary pattern and Tunable Q Wavelet Transform techniques,2023-09-01,Anuran sound classification | Bioacoustics | Feature engineering | Improved local binary pattern | Machine learning,2023
A knowledge graph for standard carbonate microfacies and its application in the automatical reconstruction of the relative sea-level curve,2023-09-01,Dengying Formation | Ediacaran | Knowledge graph | Sea-level curve | Standard microfacies,2023
Fast Optimal Power Flow With Guarantees via an Unsupervised Generative Model,2023-09-01,Machine learning | optimization | smart grid,2023
Carbon offsets aren’t helping the planet — four ways to fix them,2023-08-31,Climate change | Economics | Policy,2023
"Artificial intelligence, internet of things, and machine-learning: To smart irrigation and precision agriculture",2023-08-25,,2023
"AutoTerm: An automated pipeline for glacier terminus extraction using machine learning and a ""big data"" repository of Greenland glacier termini",2023-08-24,,2023
IceTFT v1.0.0: interpretable long-term prediction of Arctic sea ice extent with deep learning,2023-08-18,,2023
Advances in machine learning technology for sustainable biofuel production systems in lignocellulosic biorefineries,2023-08-15,Artificial intelligence | Circular bioeconomy | Energy development | Lignocellulosic biomass | Machine learning | Optimization,2023
Marine big data-driven ensemble learning for estimating global phytoplankton group composition over two decades (1997–2020),2023-08-15,Artificial intelligence | Ensemble learning | HPLC pigments | Marine big data | Phytoplankton group composition,2023
Artificial intelligence enabled carbon capture: A review,2023-08-15,AI in carbon capture | Machine learning | Patent landscape | Prediction capability,2023
Mapping of peatlands in the forested landscape of Sweden using lidar-based terrain indices,2023-08-08,,2023
Machine learning-enhanced text mining as a support tool for research on climate change: Theoretical and technical considerations,2023-08-04,,2023
Identifying the Suitability of Artificial Intelligence Technology for Modern Farming,2023-08-03,Agriculture | Artificial Intelligence | Crop. | Deep learning | Machine learning | precision farming | Prediction,2023
Understanding trends and gaps in global research of crop evapotranspiration: a bibliometric and thematic review,2023-08-03,bibliographic coupling | co-authorship and citation networks | crop evapotranspiration | crop water requirements | Web of Science,2023
Non-intrusive soil carbon content quantification methods using machine learning algorithms: A comparison of microwave and millimeter wave radar sensors,2023-08-01,Carbon sequestration | Machine learning | Microwave radar | Millimeter wave radar | Proximal sensing | Soil carbon content sensing,2023
"Temporal and spatial estimation of groundwater electrical conductivity using soft computing approaches: Analysis of East Azerbaijan Province, Iran",2023-08-01,climate | geological structure | groundwater resources | land use feature | wavelet theory,2023
Application of machine learning models in assessing the hydrological changes under climate change in the transboundary 3S River Basin,2023-08-01,climate change | CNN | hydrological modeling | LSTM | machine learning | streamflow,2023
PWV Inversion Model Based on Random Forest and the Trend of Its Conversion Rate with Precipitation in Hubei from 1960 to 2020,2023-08-01,precipitation | precipitation conversion rate | PWV,2023
A Bibliometric Analysis of Research Hotspots and Trends in Coastal Building from 1988 to 2023: Based on the Web of Science and CiteSpace,2023-08-01,bibliometric analysis | CiteSpace | coastal building | research hotspots | trends | Web of Science,2023
Meteorological-Data-Driven Rubber Tree Powdery Mildew Model and Its Application on Spatiotemporal Patterns: A Case Study of Hainan Island,2023-08-01,emerging hotspot analysis | factor expansion | feature selection | machine learning | meteorological factors,2023
Towards Cleaner Ports: Predictive Modeling of Sulfur Dioxide Shipping Emissions in Maritime Facilities Using Machine Learning,2023-08-01,AutoML TPOT | interaction effects | linear regression | non-linear regression | port emissions,2023
Model Retraining: Predicting the Likelihood of Financial Inclusion in Kiva’s Peer-to-Peer Lending to Promote Social Impact,2023-08-01,AI | bias | equitable | funding | Kiva | machine learning | natural language processing | regression analysis | social impact,2023
Evaluating the Impact of Future Seasonal Climate Extremes on Crop Evapotranspiration of Maize in Western Kansas Using a Machine Learning Approach,2023-08-01,climate change | crop evapotranspiration | extreme weather events | machine learning,2023
Review of Bioplastics Characterisation by Terahertz Techniques in the View of Ensuring a Circular Economy,2023-08-01,bioplastics | biopolymer | biotechnology | circular economy | terahertz imaging | terahertz spectroscopy,2023
Alnus Airborne Pollen Trends during the Last 26 Years for Improving Machine Learning-Based Forecasting Methods,2023-08-01,Alnus | machine learning | pollen | random forest | trends,2023
Potential of Artificial Intelligence-Based Techniques for Rainfall Forecasting in Thailand: A Comprehensive Review,2023-08-01,artificial intelligence | deep learning | forecasting | machine learning | neural networks | rainfall,2023
Retrieving Ocean Surface Winds and Waves from Augmented Dual-Polarization Sentinel-1 SAR Data Using Deep Convolutional Residual Networks,2023-08-01,convolutional residual networks | ocean wave | SAR | sea surface wind | Sentinel-1,2023
Supporting Decision Making for Building Decarbonization: Developing Surrogate Models for Multi-Criteria Building Retrofitting Analysis,2023-08-01,building energy retrofits | building performance analysis | carbon emissions | life cycle cost analysis | machine learning | surrogate modelling,2023
Impact of Green Energy Transportation Systems on Urban Air Quality: A Predictive Analysis Using Spatiotemporal Deep Learning Techniques,2023-08-01,deep learning | green energy | remotesensing | Sentinel-5P | urban air pollution,2023
Exploring Random Forest Machine Learning and Remote Sensing Data for Streamflow Prediction: An Alternative Approach to a Process-Based Hydrologic Modeling in a Snowmelt-Driven Watershed,2023-08-01,climate change | hydrologic modeling | random forest machine learning | remote sensing data | streamflow prediction | water resource management,2023
Deepening the Accuracy of Tree Species Classification: A Deep Learning-Based Methodology,2023-08-01,convolutional neural networks (CNNs) | deep learning | forest management | multi-temporally integrated imageries | tree species classification,2023
Evolution of research on climate risk insurance: A bibliometric analysis from 1975 to 2022,2023-08-01,Adaptation | Bibliometric analysis | Climate change | Climate risk insurance | Network analysis,2023
Evaluation and Modelling of Reference Evapotranspiration Using Different Machine Learning Techniques for a Brazilian Tropical Savanna,2023-08-01,artificial intelligence | artificial neural networks | climate change | combination | Pantanal,2023
An Integrative Framework for Assessment of Urban Flood Response to Changing Climate,2023-08-01,climate impacts | extreme events | floods | modeling | precipitation | uncertainty assessment,2023
Toward Improved Real-Time Rainfall Intensity Estimation Using Video Surveillance Cameras,2023-08-01,convolutional neural networks (CNNs) | deep learning | extraction of raindrop information | image decomposition | rainfall intensity estimation | surveillance camera imagery | urban flooding,2023
An updated estimation approach for SEIR models with stochastic perturbations: Application to COVID-19 data in Bogotá,2023-08-01,,2023
Reconstructing Centennial-Scale Water Level of Large Pan-Arctic Lakes Using Machine Learning Methods,2023-08-01,lake | machine learning | pan-Arctic | water level,2023
Climate Change Causes Salinity To Become Determinant in Shaping the Microeukaryotic Spatial Distribution among the Lakes of the Inner Mongolia-Xinjiang Plateau,2023-08-01,climate change | Inner Mongolia-Xinjiang Plateau | machine learning | microeukaryotic community | network complexity | network stability | salinity,2023
Fusion of Remotely-Sensed Fire-Related Indices for Wildfire Prediction through the Contribution of Artificial Intelligence,2023-08-01,FWI | Google Earth Engine | Greece | NDVI | neural networks | wildfires,2023
Identification of Paddy Croplands and Its Stages Using Remote Sensors: A Systematic Review,2023-08-01,machine learning | multisource | multispectral | radar | rice crops | vegetation indices,2023
Fine-Grained 3D Modeling and Semantic Mapping of Coral Reefs Using Photogrammetric Computer Vision and Machine Learning †,2023-08-01,3D analysis | coral reefs | deep learning | semantic segmentation | underwater photogrammetry,2023
Global water use efficiency saturation due to increased vapor pressure deficit,2023-08-01,,2023
"Estimating Monthly Surface Air Temperature Using MODIS LST Data and an Artificial Neural Network in the Loess Plateau, China",2023-08-01,"air temperature | artificial neural network (ANN) | climate change | land surface temperature (LST) | Loess Plateau, China | remote sensing",2023
"Resilience of riparian vegetation productivity to early 21st century drought in northern California, USA",2023-08-01,climate extremes | gross primary productivity (GPP) | Landsat | machine learning | NIR V | remote sensing,2023
Exploring the land-use urban heat island nexus under climate change conditions using machine learning approach: A spatio-temporal analysis of remotely sensed data,2023-08-01,Built-up index | Google earth engine | Machine learning | Spatio-temporal | Surface UHI intensity | Vegetation index,2023
Advances in Earth observation and machine learning for quantifying blue carbon,2023-08-01,Blue Carbon | Deep learning | Earth observation | Machine learning | Mangrove | Optimisation | Saltmarsh | Seagrass,2023
The skill of statistical downscaling in future climate with high-resolution climate models as pseudo-reality,2023-08-01,Change factors | Climate change | Extreme precipitation | Machine learning | Perfect predictor experiment | Quantile mapping | Statistical downscaling,2023
"The role of machine learning in carbon neutrality: Catalyst property prediction, design, and synthesis for carbon dioxide reduction",2023-08-01,Carbon dioxide reduction reaction | Carbon neutrality | Catalyst | Machine learning | Rational design,2023
"Development of multi-model ensembles using tree-based machine learning methods to assess the future renewable energy potential: case of the East Thrace, Turkey",2023-08-01,Climate change projection | Forecasting | Global climate model | Machine learning | Multi model ensemble | Renewable energy | Shared socioeconomic pathway scenarios,2023
Image-based machine learning for monitoring the dynamics of deltaic islands in the Atchafalaya River Delta Complex between 1991 and 2019,2023-08-01,Atchafalaya River Delta Complex | Deltaic islands | Machine learning | Morphodynamics,2023
Characterization of seawater intrusion based on machine learning and implications for offshore management under shared socioeconomic paths,2023-08-01,Bias correction | Feature selection | Machine learning | Seawater intrusion | Shared socioeconomic paths,2023
Global estimates of gap-free and fine-scale CO<inf>2</inf> concentrations during 2014–2020 from satellite and reanalysis data,2023-08-01,CO 2 | Deep learning | Gap-free | Global coverage | Growth rate,2023
Techno-environmental assessment and machine learning-based optimization of a novel dual-source multi-generation energy system,2023-08-01,Emission reduction | Gas turbine | Machine learning | Multi-objective optimization | Multigeneration system | Techno-environmental,2023
Machine learning unravels controls on river water temperature regime dynamics,2023-08-01,Machine learning | Random forest | River water temperature | Thermal regimes,2023
Reconstructing 3D ocean subsurface salinity (OSS) from T–S mapping via a data-driven deep learning model,2023-08-01,Data-driven | Deep learning | Generative adversarial networks | Ocean subsurface salinity | T–S​ mapping,2023
Statistical downscaling and projection of climatic extremes using machine learning algorithms,2023-08-01,,2023
Assessing the influence of variation in forage availability on spatial patterns of beehive migration using a hybrid modelling approach – B-Agent,2023-08-01,Agent-based model | B-Agent | Beekeeping system | Climate change | Decision-making | Social-ecological interactions,2023
Advancements in earth observation for water resources monitoring and management in Africa: A comprehensive review,2023-08-01,African hydrology | Climate change | Sustainable development | Water resource availability | Water security,2023
Parametric versus nonparametric machine learning modelling for conditional density estimation of natural events: Application to harmful algal blooms,2023-08-01,Conditional density estimation | Harmful algal blooms | Machine learning | Nearest neighbour Kernel | Nonparametric | Parametric | Random forest,2023
Spatio-temporal analysis and cellular automata-based simulations of biophysical indicators under the scenario of climate change and urbanization using artificial neural network,2023-08-01,Artificial neural network | Climate change | Land cover change | Rainfall anomaly | Remote sensing,2023
Downscaling wind speed based on coupled environmental factors and machine learning,2023-08-01,environmental factors | machine learning | statistical downscaling | wind speed,2023
The start of frozen dates over northern permafrost regions with the changing climate,2023-08-01,climate warming | permafrost | start of frozen | start of thawing,2023
Detection of forest fire using deep convolutional neural networks with transfer learning approach[Formula presented],2023-08-01,Artificial intelligence | Computer vision | Deep learning | Hyper-parameter optimization | Transfer learning | Wildfires detection,2023
Observational constraints reduce model spread but not uncertainty in global wetland methane emission estimates,2023-08-01,benchmarking | bottom-up models | eddy covariance | methane emissions | observational constraints | top-down models | wetland modeling,2023
The impacts of ambient ozone pollution on China's wheat yield and forest production from 2010 to 2021,2023-08-01,Interannual trend | Main driver | Ozone damage | Simplified metric | Spatial distribution,2023
Predicting air quality via multimodal AI and satellite imagery,2023-08-01,Air pollution | Air quality | Multi-modal AI | NO  estimation 2 | O  estimation 3 | PM  estimation 10,2023
Crop yield prediction algorithm (CYPA) in precision agriculture based on IoT techniques and climate changes,2023-08-01,Active learning | Crop yield prediction | IoT | Precision agriculture,2023
Comments on “New insights into glioma frequency maps: From genetic and transcriptomic correlate to survival prediction”,2023-08-01,,2023
Drought tolerance classification of grapevine rootstock by machine learning for the São Francisco Valley,2023-08-01,Algorithm | Artificial intelligence | Climatic changes | Hydric stress | Supervised learning | Vitis spp.,2023
The wisdom of crowds for improved disaster resilience: a near-real-time analysis of crowdsourced social media data on the 2021 flood in Germany,2023-08-01,2021 flood Germany | Latent Dirichlet Allocation | Online survey | Topic modeling | Transformative disaster resilience | Twitter,2023
Machine learning soil-environmental impacts on agroecosystems for relating microbial biomass to soil carbon sequestration,2023-08-01,Carbon sequestration | Labile carbon | Machine-learning agroecosystem | Precision agricultural management | Random Forest and AdaBoost models | Soil microbial-biomass carbon | Soil-health management,2023
Carbon dioxide separation and capture by adsorption: a review,2023-08-01,Adsorption technology | Biogas upgrading | Carbon dioxide capture | Climate change mitigation | Sustainability,2023
UAV-BASED MULTISPECTRAL DATA FOR SUGARCANE RESISTANCE PHENOTYPING OF ORANGE AND BROWN RUST,2023-08-01,Digital agriculture | Disease | High throughput phenotyping | Remote sensing,2023
Hallucinating functional protein sequences,2023-08-01,,2023
Investigating the effect of different support vector classifier variants to predict the flood risk of Himalayan river,2023-08-01,Climate change | Disasters | Flood prediction model | Global warming | Machine learning,2023
Multi-Temporal Pacific Madrone Leaf Blight Assessment with Unoccupied Aircraft Systems,2023-07-31,,2023
Method of identifying urban heat islands by remote sensing based on big data,2023-07-25,,2023
Modeling of hydrological processes in cryospheric watersheds based on machine learning,2023-07-25,climate change | cryospheric watersheds | hydrological process simulation | machine learning | parameterization,2023
Toward machine-assisted tuning avoiding the underestimation of uncertainty in climate change projections,2023-07-21,,2023
Expeditions in post-war Colombia have found hundreds of new species. But rich ecosystems are now under threat,2023-07-20,Biodiversity | Ecology | Evolution,2023
Ml-based finger-vein biometric authentication and hardware implementation strategies,2023-07-19,,2023
A machine learning approach targeting parameter estimation for plant functional type coexistence modeling using ELM-FATES (v2.0),2023-07-17,,2023
"Agricultural Research Service Weed Science Research: Past, Present, and Future",2023-07-16,Biological control | climate change | genome sequencing | herbicide resistance | integrated weed management | invasive plant ecology | machine learning | robotics,2023
Daily runoff prediction during flood seasons based on the VMD–HHO–KELM model,2023-07-15,daily runoff | KELM | Lower Yellow River | prediction | VMD,2023
Digital mapping of the soil available water capacity: tool for the resilience of agricultural systems to climate change,2023-07-15,Climate change | Ecosystem services | Machine learning | Remote sensing | Shapley value | Soil functions | Soil health | Soil quality,2023
Decarbonization in waste recycling industry using digitalization to promote net-zero emissions and its implications on sustainability,2023-07-15,Circular economy | Digitalization | E-Waste | Net-zero emission | Resource recovery | Zero waste,2023
A novel global solar exposure forecasting model based on air temperature: Designing a new multi-processing ensemble deep learning paradigm,2023-07-15,Deep learning | Empirical mode decomposition | Ensemble deep random vector functional link | Extra tree feature selection | Solar exposure | Time-varying filtering based empirical mode decomposition,2023
Comparative study: Using machine learning techniques about rainfall prediction,2023-07-14,,2023
The impact of climate change and sustainability standards on the insurance market,2023-07-14,,2023
Role of artificial intelligence in the agricultural system,2023-07-14,Crops | Deep learning | Forecasting | IoT | Machine learning | Machine learning | UAVs,2023
Forecasting coal power plant retirement ages and lock-in with random forest regression,2023-07-14,coal-fired power plants | DSML 3: Development/pre-production: Data science output has been rolled out/validated across multiple domains/problems | emissions | forecasting | lock-in | phase-out | retirement,2023
Global PM<inf>2.5</inf> Prediction and Associated Mortality to 2100 under Different Climate Change Scenarios,2023-07-11,climate change | deep learning | global | mortality | PM 2.5,2023
Spatiotemporal characteristics of ozone and the formation sensitivity over the Fenwei Plain,2023-07-10,COVID | Data mining | Limiting precursors | Ozone control optimization | Satellite air quality,2023
Indicator-to-impact links to help improve agricultural drought preparedness in Thailand,2023-07-06,,2023
Constructing an Internet of things wetland monitoring device and a real-time wetland monitoring system,2023-07-01,environmental maintenance | internet of things (IoT) technology | nature-based solution (NbS) | patent | real-time monitoring | wetland,2023
Cascading Ensemble Machine Learning Algorithms for Maize Yield Level Prediction,2023-07-01,Bernoulli Naïve Bayes | Decision Tree Classifier | K Nearest Neighbors Classifier | Multinomial Naïve Bayes | Quadratic Discriminant Analysis,2023
Tracking Local Sea Ice Extent in the Beaufort Sea Using Distributed Acoustic Sensing and Machine Learning,2023-07-01,,2023
Satellite-Based Ranking of the World’s Hottest and Coldest Cities Reveals Inequitable Distribution of Temperature Extremes,2023-07-01,Automatic weather stations | Climate change | Climate records | Machine learning | Remote sensing | Temperature,2023
"Sub-watershed prioritization using morphometric analysis, principal component analysis, hypsometric analysis, land use/land cover analysis, and machine learning approaches in the Peddavagu River Basin, India",2023-07-01,HA | LDA | LULC | morphometric analysis | PCA,2023
Reef-Insight: A Framework for Reef Habitat Mapping with Clustering Methods Using Remote Sensing,2023-07-01,clustering | Great Barrier Reef | machine learning | reef habitat mapping,2023
A Novel Bio-Inspired Optimization Algorithm Design for Wind Power Engineering Applications Time-Series Forecasting,2023-07-01,Al-Biruni Earth Radius | artificial intelligence | forecasting wind power | metaheuristic algorithm,2023
Forest Canopy Water Content Monitoring Using Radiative Transfer Models and Machine Learning,2023-07-01,canopy water content | copula | Google Earth Engine | MODIS | random forest,2023
"Dynamic Vegetation Responses to Climate and Land Use Changes over the Inner Mongolia Reach of the Yellow River Basin, China",2023-07-01,attribution | land use and land cover change | sensitivity | SHapley Additive exPlanations (SHAP) | vegetation change,2023
