Title,cover_date,authkey_word
Genome-wide Association Study Identifies Genetic Variants Associated with Early and Sustained Response to (Pegylated) Interferon in Chronic Hepatitis B Patients: The GIANT-B Study,2019-11-13,"chronic hepatitis B, genetics, GWAS, peginterferon, response"
Health education through mass media announcements by loudspeakers about malaria care: Prevention and practice among people living in a malaria endemic area of northern Myanmar,2019-11-12,"Announcement, Loudspeaker, Malaria care, Malaria infection, Rural Myanmar"
Multidimensional gas chromatography investigation of concentration and temperature effects of oxime interconversion on ionic liquid and poly(ethylene glycol) stationary phases,2019-11-12,"2D interconversion, Cryogenic modulation, Deans switch, Isomer ratio, Multidimensional gas chromatography, On-line isomerisation"
Search for MSSM Higgs bosons decaying to μ+μ-in proton-proton collisions at √s=13TeV,2019-11-10,"BSM, CMS, Higgs, Model independent, MSSM, Muon"
Combination of CMS searches for heavy resonances decaying to pairs of bosons or leptons,2019-11-10,"B2G, CMS, Diboson, Dilepton, Graviton, HVT"
Search for anomalous electroweak production of vector boson pairs in association with two jets in proton-proton collisions at 13 TeV,2019-11-10,"Charged Higgs, CMS, Physics, VBS"
Simple and effective technology for sustainable biodiesel production using high-power household fruit blender,2019-11-10,"Biodiesel, FAME, Household fruit blender, Yield efficiency"
Development and characterization of graphitic carbon nitride as nonblack filler in natural rubber composites,2019-11-10,"graphitic carbon nitride, mechanical properties, rubber composites, rubber–filler interaction"
Impact of Facebook Advertising on Purchase Intention,2019-11-09,"Facebook Advertising, Facebook Advertising Attributes, Facebook Page Credibility, Purchase Intention, Social Media"
Laser-triggered shape memory based on thermoplastic and thermoset matrices with silver nanoparticles,2019-11-07,"Benzoxazine, Light-thermal responsive, Light-triggered shape memory polymer, Polycaprolactone, Silver nanoparticle"
Low prevalence of p16-positive HPV-related head-neck cancers in Thailand: Tertiary referral center experience,2019-11-06,"Epidemiology, Head and neck cancer, Human papillomavirus (HPV), Laryngeal cancer, Oral cancer, Oropharyngeal cancer, p16, Squamous cell carcinoma, Thailand"
Differences and diversity of autoimmune encephalitis in 77 cases from a single tertiary care center,2019-11-06,"Autoimmune encephalitis, Encephalitis, Limbic encephalitis, Paraneoplastic encephalitis"
Isocitrate lyase plays important roles in plant salt tolerance,2019-11-06,"Calmodulin, Isocitrate lyase, OsCam1-1, OsICL, Salt stress"
"Removal of the antibiotic sulfamethoxazole from environmental water by mesoporous silica-magnetic graphene oxide nanocomposite technology: Adsorption characteristics, coadsorption and uptake mechanism",2019-11-05,"Adsorption, Coadsorption, Mesoporous silica-magnetic graphene oxide, Sulfamethoxazole"
Facile synthesis of gelatin-coated Fe3O4 nanoparticle: Effect of pH in single-step co-precipitation for cancer drug loading,2019-11-05,"Cancer drug carrier, Chemical co-precipitation, Magnetite nanoparticle, Synthesis"
Green Synthesis of Size-Tunable Iron Oxides and Iron Nanoparticles in a Salt Matrix,2019-11-04,"iron nanoparticles, iron oxide nanoparticles, reduction, salt matrix"
Photosynthetic Parameters and Biomass Recovery of a Rice Chromosome Segment Substitution Line with a ‘KDML 105’ Genetic Background under Drought Conditions,2019-11-01,"Biomass, Chlorophyll fluorescence, Chromosome segment substitution line (CSSL), Drought stress, Leaf gas exchange"
Temperature Control for Hydrogel Bio-Printing,2019-11-01,"Bio-printer, Bioink, Gelatin, Temperature control"
Exploring the Best Environmental Conditions for the Growth of Butterhead Lettuce in a Closed System,2019-11-01,"bayesian neural network, butterhead lettuce, genetics algorithms, hydroponics"
Vehicle rollover detection using recurrent neural networks,2019-11-01,"Neural Network, Recurrent Neural Network, Rollover Detection, Rollover Prevention"
Recognizing the illegal parking patterns of cars on the road in front of the bus stop using the support vector machine,2019-11-01,"CCTV, Linear Regression, Personal vehicles, Support Vector Machine (SVM)"
"Deep Neural Network Approach for Hand, Wrist, Grasping and Functional Movements Classification using Low-cost sEMG Sensors",2019-11-01,"Deep Neural Network, Hand movement classification, Prosthetic hand, sEMG"
Alginate-silk fibroin Bioink: A printable hydrogel for tissue engineering,2019-11-01,"alginate, bioink, Silk fibroin, tissue regeneration"
Polyvinyl alcohol-carboxymethyl cellulose scaffolds for cartilage tissue formation,2019-11-01,"cartilage, polyvinyl alcohol, scaffold, sodium carboxymethyl cellulose, tissue engineering"
Development of Smart Diaper with 3D Printed Sensor-Supporter for Elderly Care,2019-11-01,"Elderly care, Electrodes, mart diaper, Urine, Wireless"
Automatic Counting for Canine Red Blood Cell based on Two-stage Circular Hough Transform,2019-11-01,"Automatic Counting, Circular Hough transform, Red Blood Cell"
WAAM: Wearable Assessment Arm Motion System,2019-11-01,"assessment, Fugl-Meyer, IMU, motion, protocol, stroke, upper extremity"
A Novel Iterative Method for Automatic Avian Red Blood Cell Counting,2019-11-01,"avian hematology, digital image processing, red blood cell count"
Gamification-driven process: Financial literacy in Thailand,2019-11-01,"Driven-process, Financial Literacy, Game design, Gamification, Persuasive Behavior"
Stock market sentiment classification from fintech news,2019-11-01,"Finance technology news, Machine learning, Sentiment classification, Social media, Stock market"
A smart domestic refrigerator with energy efficiency improvement,2019-11-01,"energy efficient, Internet of Things, smart appliance, smart refrigerator"
A Low Voltage CMOS Current Comparator with Offset Compensation,2019-11-01,"current comparator, frequency compensation, input offset current, offset current compensation, variation model"
Power Baseline Modeling for Split-Type Air Conditioner in Building Energy Management Systems Using Deep Learning,2019-11-01,"Building Energy Management Systems, Deep Learning, Power Baseline, Split-Type Air Conditioner"
GNSS Precise Positioning Determinations Using Smartphones,2019-11-01,"antenna phase centre, CORS, raw GNSS measurements, relative positioning"
Deep Neural Network based on Genetic Algorithm and Ensemble Methods for Regional Solar Power Forecasting in Thailand,2019-11-01,"Ensemble Methods, Genetic Algorithm, Neural Network, Solar power forecast, Weather forecast"
Creating a coffee tourism network in the north of Thailand,2019-11-01,"coffee tourism, Northern Thailand, special interest tourism, tourism, tourism network"
"Reply to rockey et al., “genomics and chlamydial persistence in vivo”",2019-11-01,"Chlamydia trachomatis, Indole, Interferon gamma, Sexually transmitted diseases, TrpA, Tryptophan synthase"
Search for supersymmetry using Higgs boson to diphoton decays at √s = 13 TeV,2019-11-01,"Hadron-Hadron scattering (experiments), Higgs physics, Supersymmetry"
The encounter between Italy and siam at the dawn of the twentieth century: Italian artists and architects in the modernising kingdom of siam,2019-11-01,"Cultural encounters, Italian-Thai, Italians in Asia, Italy-Asia, Siamese modernisation"
Search for the production of four top quarks in the single-lepton and opposite-sign dilepton final states in proton-proton collisions at √s = 13 TeV,2019-11-01,"Hadron-Hadron scattering (experiments), Top physics"
Masterbatch silica filled natural rubber nanocomposites from latex: The role of styrene maleic anhydride derivative on cure characteristic and mechanical properties,2019-11-01,"Natural rubber, Silica, Styrene maleic anhydride, Wet grinding"
Assessing protection strategies for urban rail transit systems: A case-study on the Central London Underground,2019-11-01,"Critical infrastructures (CI), Optimisation, Protection to disruptions, Railway systems"
Significant association between skeletal bone mineral density and moderate to severe periodontitis in fair oral hygiene individuals,2019-11-01,"bone density, oral hygiene, osteoporosis, periodontal-systemic disease interactions, periodontitis"
Correlation of clinicopathological characteristics and direct immunofluorescence studies in oral lichenoid lesion in Thai patients,2019-11-01,"antinuclear antibody, direct immunofluorescence, dysplasia, oral lichen planus, oral lichenoid lesion"
Validation of Thai version of the Health Literacy in Dentistry scale: Validation among Thai adults with physical disabilities,2019-11-01,"Health Literacy in Dentistry scale, physical disability, Thailand, validation study, working-age adults"
Investigation of leukocyte viability and damage in spiral microchannel and contraction-expansion array,2019-11-01,"Cell morphology, Cell viability, Contraction-expansion array, Intracellular structures, Leukocytes, Microfluidics, Spiral microchannel"
Polygonum odoratum essential oil inhibits the activity of mushroom derived tyrosinase,2019-11-01,"Biochemistry, Biotechnology, Enzyme inhibition, Food preservation, Food science, Food technology, Mushroom tyrosinase, Natural products, Plant biology, Polygonum odoratum"
Mesenchymal stem cell-based bone tissue engineering for veterinary practice,2019-11-01,"Biomedical engineering, Bone tissue engineering, Canine, Mesenchymal stem cells, Stem cell research, Veterinary medicine"
Effect of heat flux on temperature oscillation for two-phase natural circulation in a rectangular loop,2019-11-01,"Fast Fourier Transform (FFT), Flow instability, Rectangular natural circulation loop, Temperature oscillation, Two-phase flow"
Duality walls in the 4d N = 2 SU(N) gauge theory with 2N flavours,2019-11-01,"Duality in Gauge Field Theories, Supersymmetric Gauge Theory, Supersymmetry and Duality"
Short communication: Carotid intima-media thickness is not associated with neurocognitive impairment among people older than 50 years with and without hiv infection from Thailand,2019-11-01,"aging, carotid intima-media thickness, HIV, neurocognitive"
Low cd4 cell counts are associated with carotid plaque and intima-media thickness in virologically suppressed HIV-infected asians older than 50 years,2019-11-01,"Asia, carotid plaque, cIMT, subclinical atherosclerosis, Thailand, well-suppressed HIV-infected patients"
Investigating the impact of critical factors on continuance intention towards cross-border shopping websites,2019-11-01,"Continuance intention, Cross-border shopping websites, Cultural difference, Satisfaction"
Strategies for developing functional secretory epithelia from porcine salivary gland explant outgrowth culture models,2019-11-01,"Neurons, Porcine, Primary cells, Progenitor cells, Salivary glands, Secretory epithelia, Xerostomia"
Kinetic monte-carlo simulation of methane steam reforming over a nickel surface,2019-11-01,"Kinetic behavior, Kinetic Monte-Carlo simulation, Methane steam reforming, Nickel catalyst"
Effects of the cell and triangular microwell size on the cell-trapping efficacy and specificity,2019-11-01,"Cell trapping, Flow circulation, Microfluidics, Triangular microwell, White blood cells"
Experimental modeling of PEM fuel cells using a new improved seagull optimization algorithm,2019-11-01,"Lévy flight, Modeling, Proton exchange membrane fuel cells, Seagull optimization algorithm"
"Notes on the sinistral helicoid snail bertia cambojiensis (reeve, 1860) from Vietnam (eupulmonata, dyakiidae)",2019-11-01,"Conservation, DNA barcoding, Endangered, Left-handed, Systematics"
Molecular Characterization and Antimicrobial Resistance of Livestock-Associated Methicillin-Resistant Staphylococcus aureus Isolates from Pigs and Swine Workers in Central Thailand,2019-11-01,"antimicrobial resistance, central Thailand, molecular characteristics, MRSA, pigs, swine workers"
TTTCA repeat insertions in an intron of YEATS2 in benign adult familial myoclonic epilepsy type 4,2019-11-01,"Epilepsy, Molecular genetics, Movement disorders, Myoclonic epilepsy, Whole-genome sequencing"
Cross-sectional investigation and risk factor analysis of community-acquired and hospital-associated canine viral infectious respiratory disease complex,2019-11-01,"CIRDC, Clinical research, Community-acquired, Dogs, Hospital association, Infectious disease, Respiratory system, Respiratory virus, Thailand, Veterinary medicine, Zoology"
Intravenous Glibenclamide Reduces Lesional Water Uptake in Large Hemispheric Infarction,2019-11-01,"brain edema, glyburide, humans, infarction, white matter"
Multi-objective optimization of a PEMFC based CCHP system by meta-heuristics,2019-11-01,"Combined cooling, heat and power system, Emperor penguin optimization algorithm, Improved, Multi-criteria assessment, Proton exchange membrane"
Arsenic health risk assessment related to rice consumption behaviors in adults living in Northern Thailand,2019-11-01,"Consumption pattern, Eating behavior, Ingestion rate, Sticky rice, Thailand, White rice"
Impact of Cellulose and Surfactants on Mass Transfer of Bubble Columns,2019-11-01,"Bubble column, Cellulose, Interfacial area, Mass transfer coefficient, Surfactant"
"The 24-hr, 28-day, and 7-day post-moisturizing efficacy of ceramides 1, 3, 6-II containing moisturizing cream compared with hydrophilic cream on skin dryness and barrier disruption in senile xerosis treatment",2019-11-01,"aging, ceramides, hydrophilic, moisturizer, senile, xerosis"
On the Structure of Solid Lipid Nanoparticles,2019-11-01,"Brij O10, molecular dynamics simulations, small angle neutron scattering, solid lipid nanoparticles, tripalmitin"
"Analysis of Neuroretinal Rim by Age, Race, and Sex Using High-Density 3-Dimensional Spectral-Domain Optical Coherence Tomography",2019-11-01,"neuroretinal rim, optic nerve, optical coherence tomography"
Kinetics of CO2 Absorption in Novel Tertiary N-Methyl-4-Piperidinol Solvent,2019-11-01,"Absorption, Amine, Carbon Dioxide, Kinetics, N-methyl-4-piperidinol"
"Tracing underground sources of pollution to coastal waters off Map Ta Phut, Rayong, Thailand",2019-11-01,"Coastal, Pollution, Radon, Submarine groundwater discharge, Thailand, Thoron"
Production of cutinase from Fusarium falciforme and its application for hydrophilicity improvement of polyethylene terephthalate fabric,2019-11-01,"Cutin, Esterase, Fusarium sp, Hydrophilicity, Polyethylene terephthalate"
Consumer grade brain sensing for emotion recognition,2019-11-01,"affective computing, Consumer grade EEG, emotion recognition, low-cost EEG, OpenBCI"
Increased Risk of Executive Function and Emotional Behavioral Problems among Virologically Well-Controlled Perinatally HIV-Infected Adolescents in Thailand and Cambodia,2019-11-01,"executive function, HIV, mental health, perinatally infected youth"
"Switching to Fixed-Dose Bictegravir, Emtricitabine, and Tenofovir Alafenamide (B/F/TAF) in Virologically Suppressed HIV-1 Infected Women: A Randomized, Open-Label, Multicenter, Active-Controlled, Phase 3, Noninferiority Trial",2019-11-01,"bictegravir, HIV, INSTI, tenofovir alafenamide, women"
Non-Diagnostic CT-Guided Percutaneous Needle Biopsy of the Lung: Predictive Factors and Final Diagnoses,2019-11-01,"Adults, Biopsy/needle aspiration, Complications, Lungs, Non-diagnostic"
Management of Spastic Paresis and Cervical Dystonia: Access to Therapeutic Innovations Through an International Program of Practical Courses,2019-11-01,"Botulinum toxin, cerebral palsy, cervical dystonia, continuous medical education, patient management, spastic paresis"
"Micromonospora musae sp. nov., an endophytic actinomycete isolated from roots of Musa species",2019-11-01,"Average nucleotide identity, Endophytic actinomycetes, Micromonospora, Musa sp."
A clinical and epidemiological survey of the largest dengue outbreak in Southern Taiwan in 2015,2019-11-01,"Antibody-dependent enhancement, Dengue fever, Dengue hemorrhagic fever, Risk factors, Taiwan"
System identification of PEM fuel cells using an improved Elman neural network and a new hybrid optimization algorithm,2019-11-01,"FSO, Improved Elman neural network, Optimization, Parameter identification, Proton exchange membrane fuel cell, WCO"
Clinical outcomes in ocular pythiosis patients treated with a combination therapy protocol in Thailand: A prospective study,2019-11-01,"beta-d-glucan, fungal endophthalmitis, fungal markers, P.insidiosum; fungal keratitis, pythiosis"
Adjunctive antibacterial agents as a salvage therapy in relapsed vascular pythiosis patients,2019-11-01,"Azithromycin, Clarithromycin, Doxycycline, Vascular pythiosis, Voriconazole"
Investigation on the kinetics of methane hydrate formation in the presence of methyl ester sulfonate,2019-11-01,"Bio-based surfactant, Gas hydrates, Methyl ester sulfonate, Morphology, Promoter, Solidified natural gas"
Secure land tenure for urban slum-dwellers: A conjoint experiment in Kenya,2019-11-01,"Africa, Conjoint experiment, Informal settlement, Kenya, Land tenure security, Slum dwelling"
Ag2O-Ag/CAC/SiO2 composite for visible light photocatalytic degradation of cumene hydroperoxide in water,2019-11-01,"Ag2O-Ag, Cement, Cumene hydroperoxide, Photocatalytic activity, Visible light"
Ocular manifestations of dengue,2019-11-01,"dengue eye disease, dengue fever, foveolitis"
The First 10 Thrombolysis for Acute Ischemic Stroke in Lao People's Democratic Republic under Teleconsultation from Thailand,2019-11-01,"acute ischemic stroke, Laos, telestroke, thrombolytic"
"Nonlinear Analysis for Bending, Buckling and Post-buckling of Nano-Beams with Nonlocal and Surface Energy Effects",2019-11-01,"Euler-Bernoulli beam, Gurtin-Murdoch, nano-beams, nonlocal elasticity, size-dependency, surface stresses"
Soft and highly responsive multi-walled carbon nanotube/pullulan hydrogel composites as electroactive materials,2019-11-01,"Electromechanical properties, Hydrogel, Multi-walled carbon nanotube, Pullulan"
Bioaugmentation coupled with phytoremediation for the removal of phenolic compounds and color from treated palm oil mill effluent,2019-11-01,"Bioaugmentation, Decolorization, Dephenolization, Palm oil mill effluent, Phenol-degrading bacteria, Phytoremediation"
Novel H2S-Releasing hydrogel for wound repair via in situ polarization of M2 macrophages,2019-11-01,"Controlled release, HA hydrogels, Hydrogen sulfide, M2 macrophage, pH responsive, Wound healing"
Computational design of Bacillus licheniformis RN-01 levansucrase for control of the chain length of levan-type fructooligosaccharides,2019-11-01,"Docking, Levan, Levansucrase, Molecular dynamics, Oligosaccharides, Protein design"
Transmission of Francisella noatuensis subsp. orientalis from subclinically infected hybrid red tilapia broodstock (Oreochromis sp.) to their offspring,2019-11-01,"Francisella noatunensis subsp. orientalis, Francisellosis, Hybrid red tilapia, Transmission"
Influence of the start-up rate on the electrochemical impedance of a low-temperature solid oxide fuel cell fabricated by reactive sputtering,2019-11-01,"Grain boundary, Grain growth, Solid oxide fuel cell, Start up, Thin film"
Undrained basal stability of braced circular excavations in non-homogeneous clays with linear increase of strength with depth,2019-11-01,"Basal stability, Circular excavation, Lower bound, Non-homogeneity, Second-order cone programming"
Determination of cell expansion and surface molecule expression on anti-CD3/28 expanded CD4+ T cells,2019-11-01,"CD4+ T lymphocytes, cell expansion, cell surface molecules"
Saving online copyright: Virtual markets need real intervention,2019-11-01,"copyright infringement, cyberlocker, DMCA, internet, P2P"
"Acute kidney injury from sepsis: current concepts, epidemiology, pathophysiology, prevention and treatment",2019-11-01,"epidemiology, inflammation, metabolic reprogramming, microvascular dysfunction, prevention, sepsis-associated acute kidney injury, sepsis-induced acute kidney injury, treatment"
Botulinum toxin and occupational therapy for Writer's cramp,2019-11-01,"Botulinum, Dystonia, Focal, Hand, Occupational, Therapy, Toxin, Writer's cramp"
Efficient hydrolysis of glycogen from engineered Synechocystis sp. PCC 6803 catalyzed by recyclable surface functionalized nanoparticles for ethanol production,2019-11-01,"Cyanobacterium, ethanol, Hydrolysis, Metal oxide, Nanocatalyst, Ultrasound"
Binding recognition of substrates in NS2B/NS3 serine protease of Zika virus revealed by molecular dynamics simulations,2019-11-01,"Molecular dynamics, NS2B/NS3 serine protease, Substrate specificity, Zika virus"
Glochidion zeylanicum leaf extracts exhibit lifespan extending and oxidative stress resistance properties in Caenorhabditis elegans via DAF-16/FoxO and SKN-1/Nrf-2 signaling pathways,2019-11-01,"Aging, Antioxidants, Caenorhabditis elegans, DAF-16/FoxO, Glochidion zeylanicum, SKN-1/Nrf2"
"Geographical differentiation and cryptic diversity in the monocled cobra, Naja kaouthia (Elapidae), from Thailand",2019-11-01,"cryptic species, molecular phylogenetics, monocled cobra, phylogeography, snakes"
Use and Outcomes of Antiretroviral Monotherapy and Treatment Interruption in Adolescents With Perinatal HIV Infection in Asia,2019-11-01,"Adolescent, Antiretroviral therapy, HIV, Monotherapy, Treatment interruption"
Cyclic tensile force-upregulated IL6 increases MMP3 expression by human periodontal ligament cells,2019-11-01,"Cyclic tensile force, Human periodontal ligament cells, IL6, MMP3"
Effect of reservoir characteristics on the productivity and production forecasting of the Montney shale gas in Canada,2019-11-01,"Completion quality (CQ), Montney, Productivity, Reservoir quality (RQ), Shale gas"
Next-generation sequencing reveals predominant bacterial communities during fermentation of Thai fish sauce in large manufacturing plants,2019-11-01,"Fermented food, Metagenomics, Microbial diversity, Microbiota, Seafood"
Diagnosis and management of children with Blue Rubber Bleb Nevus Syndrome: A multi-center case series,2019-11-01,"Gastrointestinal bleeding, Paediatrics, Sirolimus, Vascular malformations"
"Magnetic Nanoparticles Impregnated, Cross-Linked, Porous Chitosan Microspheres for Efficient Adsorption of Methylene Blue from Pharmaceutical Waste Water",2019-11-01,"Adsorption, Chitosan, Kinetics, Manganese ferrite, Methylene blue"
"Intraperitoneal Cefepime Monotherapy Versus Combination Therapy of Cefazolin Plus Ceftazidime for Empirical Treatment of CAPD-Associated Peritonitis: A Multicenter, Open-Label, Noninferiority, Randomized, Controlled Trial",2019-11-01,"Antibacterial agents, antibiotic regimen, catheter removal, cefazolin, cefepime, ceftazidime, complete cure, continuous ambulatory peritoneal dialysis (CAPD), end-stage renal disease (ESRD), monotherapy, outcomes, peritonitis, primary response, randomized controlled trial (RCT)"
Improvement of magnetic property of Fe nanoparticles dispersed in single-walled carbon nanohorns by a vacuum heat treatment,2019-11-01,"Arc discharges, Composite materials, Magnetic properties, Nanostructures"
"Acetobacter sacchari sp. nov., for a plant growth-promoting acetic acid bacterium isolated in Vietnam",2019-11-01,"Acetic acid bacteria, Acetobacter sacchari sp. nov, Plant growth-promoting bacteria, Vietnam"
Synthesis of silver microfibers with ultrahigh aspect ratio by galvanic replacement reaction,2019-11-01,"Galvanic replacement, Silver microfiber, Surface enhanced Raman scattering"
Temperature-dependent inulin nanoparticles synthesized by Lactobacillus reuteri 121 inulosucrase and complex formation with flavonoids,2019-11-01,"Encapsulation, Flavonoids, Inulin nanoparticles, Inulosucrase"
"Quantitative interpretation of seismic attributes for reservoir characterization of Early-Middle Miocene syn- and post-rift successions (Songkhla Basin, Gulf of Thailand)",2019-11-01,"Depositional environment, Fluvial, Gulf of Thailand, Post-rift, Reservoir characterization, Seismic attributes, Songkhla Basin, Syn-rift"
Effects of temperature and pressure on the methane hydrate formation with the presence of tetrahydrofuran (THF) as a promoter in an unstirred tank reactor,2019-11-01,"Formation, Gas hydrates, Hydrate structure, Promoter, Solidified natural gas, Tetrahydrofuran"
Ultrasonically-assisted surface modified TiO2/rGO/CeO2 heterojunction photocatalysts for conversion of CO2 to methanol and ethanol,2019-11-01,"CO2 photoconversion, Photocatalyst, Sono-assisted exfoliation, Titanium dioxide"
Analysis of hard tissue regeneration and Wnt signalling in dental pulp tissues after direct pulp capping with different materials,2019-11-01,"cell cycle, cyclin D1, direct pulp capping, rat molars, β-catenin"
In-depth study of the changes in properties and molecular structure of cassava starch during resistant dextrin preparation,2019-11-01,"Dextrinization, Dietary fiber, Manihot esculenta, Molecular structure, Properties, Resistant dextrin, Pyrodextrin"
Natural rubber/reduced-graphene oxide composite materials: Morphological and oil adsorption properties for treatment of oil spills,2019-11-01,"Adsorption isotherm, Composite material, Natural rubber, Oil sorbent, Reduced graphene oxide, Reusability"
"Optimizing Use of Nonalcoholic Fatty Liver Disease Fibrosis Score, Fibrosis-4 Score, and Liver Stiffness Measurement to Identify Patients With Advanced Fibrosis",2019-11-01,"Fibroscan, GO ASIA, Noninvasive, Transient Elastography"
Gelation Process and Physicochemical Properties of Thai Silk Fibroin Hydrogels Induced by Various Anionic Surfactants for Controlled Release of Curcumin,2019-11-01,"Anionic surfactant, Controlled release, Curcumin, Gelation, Hydrogel, Silk fibroin"
"Development of a Novel Neuro-immune and Opioid-Associated Fingerprint with a Cross-Validated Ability to Identify and Authenticate Unknown Patients with Major Depression: Far Beyond Differentiation, Discrimination, and Classification",2019-11-01,"Cytokines, Inflammation, Major depression, Neuro-immune, Opioids, Supervised learning"
"Synthesis, spectral characterization, molecular docking studies, biological activity of (E)-2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene) and (E)-N-phenyl 2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene)hydrazinecarbothioamides and their Cu(II) complexes",2019-11-01,"Anti-oxidant activity, EPR spectra, HOMO-LUMO calculations, MDA-MB231 cell lines, Molecular docking studies"
"Preincubation format for a sensitive immunochromatographic assay for monocrotaline, a toxic pyrrolizidine alkaloid",2019-11-01,"anti-monocrotaline monoclonal antibody, Crotalaria, monocrotaline, preincubation format for immunochromatographic assay"
Flame behavior and mechanical properties of polyester fabrics coated with intumescent coatings via layer-by-layer assembly,2019-11-01,"coatings, intumescent, layer-by-layer, properties, protective and other high-performance clothing systems, surface modification"
Regional thickness of facial skin and superficial fat: Application to the minimally invasive procedures,2019-11-01,"facial skin, regional thickness, superficial fat, three-dimensional scanning system"
Larvicidal activity of synthesized silver nanoparticles from curcuma zedoaria essential oil against culex quinquefasciatus,2019-11-01,"Mosquito control, Plant-based insecticide, Silver nanoparticles, White turmeric, Zedoary"
Phosphorus removal from wastewater using eggshell ash,2019-11-01,"Adsorption, Eggshell ash, Phosphorus, Pyrolysis, Wastewater"
Effect of salt stress on antioxidant enzyme activity and hydrogen peroxide content in chromosome segment substitution line of 'Khao Dawk Mali 105' rice,2019-10-31,"NaCl, Oryza sativa, Reactive oxygen species, Salt tolerance"
A paper-based analytical device coupled with electrochemical detection for the determination of dexamethasone and prednisolone in adulterated traditional medicines,2019-10-31,"Dexamethasone, Electrochemical paper-based analytical device (ePAD), Herbal medicine, Paper chromatography, Prednisolone"
Effect of natural fibre reinforced polymers on confined compressive strength of concrete,2019-10-30,"Compressive strength, Concrete, Confinement, Natural fibre reinforced polymer"
Mapping and Ablation of Ventricular Fibrillation Associated With Early Repolarization Syndrome,2019-10-29,"arrhythmia, catheter ablation, mapping, sudden death, ventricular fibrillation"
High-throughput microRNA profiles of permissive madin-darby canine kidney cell line infected with influenza B viruses,2019-10-25,"Canis lupus familiaris, Influenza B viruses, MDCK, MicroRNAs, Next-generation sequencing, Victoria, Yamagata"
Clinical outcomes of acute respiratory distress syndrome in a university hospital,2019-10-24,"acute respiratory distress syndrome, intensive care units, positive pressure respiration"
Proportion of vulvar premalignant and malignant lesions in overall vulvar specimens in Thailand,2019-10-24,"carcinoma, squamous cell, vulvar diseases, vulvar neoplasms"
Osteogenic differentiation of rat bone marrow-derived mesenchymal stem cells encapsulated in Thai silk fibroin/collagen hydrogel: A pilot study in vitro,2019-10-24,"collagen, fibroins, hydrogels, mesenchymal stem cells, silk"
Combining attentional cnn and gru networks for ocean current prediction based on hf radar observations,2019-10-23,"Attention mechanism, Convolutional neural network, Deep learning, Gated recurrent unit, Hf radar, Spatiotemporal, Surface current forecasting, Transfer learning."
Socioeconomic inequality and dental caries among Thai working age population: Analysis of Thailand National Oral Health Survey,2019-10-23,"Dental caries, Oral health, Socioeconomic inequality, Thai adult population"
"Musculoskeletal disorders among rice farmers in Phimai District, Nakhon Ratchasima Province, Thailand",2019-10-23,"Agricultural work, Musculoskeletal disorders, Occupational health, Rice farmers, Thailand"
High diversity and novel enteric viruses in fecal viromes of healthy wild and captive Thai cynomolgus macaques (Macaca fascicularis),2019-10-22,"High-throughput sequencing, Long-tailed macaque, Viral discovery, Virome"
Finite element analysis comparison between superior clavicle locking plate with and without screw holes above fracture zone in midshaft clavicular fracture,2019-10-22,"Implant failure, Midshaft clavicular fracture, Peak stress, Plate fixation, Screw hole, Superior clavicle locking plate"
Altered activity in the nucleus raphe magnus underlies cortical hyperexcitability and facilitates trigeminal nociception in a rat model of medication overuse headache,2019-10-21,"Acetaminophen, Cortical spreading depression, Extracellular recording, Nitroglycerin, Nucleus raphe magnus, Paracetamol, Trigeminal nucleus caudalis"
The History of Enterovirus A71 Outbreaks and Molecular Epidemiology in the Asia-Pacific Region,2019-10-18,"Asia-Pacific region, Enterovirus A71, Molecular epidemiology"
"Seroprevalence of an antibody against diphtheria, tetanus, and pertussis among the elderly in Khon Kaen, Thailand",2019-10-18,"Diphtheria, Elderly, Pertussis, Seroprevalence, Tetanus"
Changes in Vedolizumab Utilization Across US Academic Centers and Community Practice Are Associated with Improved Effectiveness and Disease Outcomes,2019-10-18,"hospitalization, surgery, trends utilization, vedolizumab"
Egenjiko: Scent Matching Game using a Computer-Controlled Censer,2019-10-17,"Censer, Computer-Controlled, Games, Kodo, Olfaction, Scent Matching, Smell"
Shared microglial mechanisms underpinning depression and chronic fatigue syndrome and their comorbidities,2019-10-17,"Chronic fatigue syndrome, Cytokines, Major depressive disorder, Microglia, Neuro-immune, Oxidative stress"
Clinical outcomes and prognostic factors to predict treatment response in high risk neuroblastoma patients receiving topotecan and cyclophosphamide containing induction regimen: A prospective multicenter study,2019-10-16,"High risked neuroblastoma, Induction therapy, Prognostic factor, Topotecan, Treatment response, Treatment-related toxicity"
Measuring causal relations and identifying critical drivers for corporate sustainability: the quadruple bottom line approach,2019-10-15,"Corporate sustainability, Developed markets, Emerging markets, Quadruple bottom line, Sustainable development"
Predisposing and enabling factors associated with public denture service utilization among older Thai people: A cross-sectional population-based study,2019-10-15,"Andersen model, Denture service, Older people, Oral health, Socioeconomic inequalities, Tooth loss"
"Wireless, Battery-Less Biosensors Based on Direct Electron Transfer Reactions",2019-10-15,"battery-less, biosensor, direct electron transfer, internet-of-things, wireless"
