Title,Author_count,subtype,Subject_area_count,Cite_count
Antimicrobial resistance in commensal Escherichia coli isolated from pigs and pork derived from farms either routinely using or not using in-feed antimicrobials,7,ar,4,26
One-pass-throw-away learning for cybersecurity in streaming non-stationary environments by dynamic stratum network,4,ar,3,3
Effect of Combined Treatment with MLC601 (NeuroAiDTM) and Rehabilitation on Post-Stroke Recovery: The CHIMES and CHIMES-E Studies,36,ar,3,12
"Carbapenemase-producing carbapenem-resistant enterobacteriaceae from Bangkok, Thailand, and their detection by the Carba NP and modified carbapenem inactivation method tests",5,ar,4,47
Search for additional neutral MSSM Higgs bosons in the τ τ final state in proton-proton collisions at √s=13 TeV,2305,ar,1,124
Laparoscopic-assisted techniques in overcoming bulky sigmoid colon cancer – a video vignette,2,le,1,0
"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",9,ar,2,22
The cosmological constant in supergravity,4,ar,2,23
A genome scan of diversifying selection in Ophiocordyceps zombie-ant fungi suggests a role for enterotoxins in co-evolution and host specificity,6,ar,2,14
Search for third-generation scalar leptoquarks decaying to a top quark and a τ lepton at √s=13Te,2291,ar,2,49
Approaches to suicide prevention: Ideas and models presented by Japanese and international early career psychiatrists,20,le,4,1
Measurement of the Z / γ∗→ ττ cross section in pp collisions at √s=13TeV and validation of τ lepton analysis techniques,2278,ar,2,7
"Efficacy and safety of low-dose prophylaxis of highly purified plasma-derived factor VIII concentrate produced by the National Blood Centre, Thai Red Cross Society",12,le,2,7
"Screening and application of microsatellite markers for genetic diversity analysis of captive eastern sarus crane Grus antigone sharpii Blanford, 1895 in Thailand",3,ar,1,3
Measurement of charged particle spectra in minimum-bias events from proton–proton collisions at √s=13TeV,2293,ar,2,16
Measurement of the weak mixing angle using the forward–backward asymmetry of Drell–Yan events in p p collisions at 8 TeV,2292,ar,2,73
The first record of dizygotic twins in semi-wild stump-tailed macaques (Macaca arctoides) tested using microsatellite markers and the occurrence of supernumerary nipples,2,ar,1,3
Effect of Endoscopic Sinus Surgery on Bronchiectasis Patients With Chronic Rhinosinusitis,2,ar,2,10
Achieving higher full-diversity gain of downlink STBC-MIMO SCMA system,1,ar,1,3
Effect of surface modifications of SBA-15 with aminosilanes and 12-tungstophosphoric acid on catalytic properties in environmentally friendly esterification of glycerol with oleic acid to produce monoolein,5,ar,2,14
Preparation and properties of gelatin nanofibers containing liopeptide biosurfactant by electrospinning technique as the prototype of wound covering and healing materials,2,ar,5,8
Association between HLA-B ∗ 44:03-HLA-C ∗ 07:01 haplotype and cold medicine-related Stevens-Johnson syndrome with severe ocular complications in Thailand,9,ar,3,31
Severe allergic contact dermatitis mimicking angioedema caused by propolis used as a traditional remedy,5,ar,2,6
Mortality following diagnosis of tuberculosis in HIV-infected patients in Asia,16,le,3,0
Native Top-Down Mass Spectrometry and Ion Mobility MS for Characterizing the Cobalt and Manganese Metal Binding of α-Synuclein Protein,6,ar,2,53
Real-World Safety of Intravitreal Bevacizumab and Ranibizumab Treatments for Retinal Diseases in Thailand: A Prospective Observational Study,17,ar,1,9
Diversity and characterization of cultivable oleaginous yeasts isolated from mangrove forests,5,ar,3,13
Re-estimating software effort using prior phase efforts and data mining techniques,3,ar,1,4
Inhibitory effects and killing kinetics of lactic acid rice gel against pathogenic bacteria causing bovine mastitis,6,ar,1,11
Synthesis of three-dimensional hierarchical CuO flower-like architecture and its photocatalytic activity for rhodamine b degradation,4,ar,4,24
Proteome-wide identification of epitope-based vaccine candidates against multi-drug resistant Proteus mirabilis,5,ar,5,11
Non-Abelian T-duality and modular invariance,3,ar,1,3
Comparison of specific IgE detection by immunoblotting anfluorescence enzyme assay with in vivo skin prick test,4,ar,2,12
Inhibitory effects of mycosporine-2-glycine isolated from a halotolerant cyanobacterium on protein glycation and collagenase activity,5,ar,1,28
BEstream: Batch Capturing with Elliptic Function for One-Pass Data Stream Clustering,3,ar,1,5
Healthy behaviours and productive activities among Thai older adults: A repeated cross-sectional analysis,1,ar,2,7
Genotype and clinical characteristics of congenital long QT syndrome in Thailand,8,ar,2,3
Diesel oil removal by Serratia sp. W4-01 immobilized in chitosan-activated carbon beads,4,ar,3,18
Physical and cognitive functions affecting road traffic injuries among senior drivers,3,ar,4,3
Endotypes of Chronic Rhinosinusitis Across Ancestry and Geographic Regions,5,re,3,14
Multi-column trajectory to advanced methods in comprehensive two-dimensional gas chromatography,7,re,2,11
Biomass gasification integrated with CO2 capture processes for high-purity hydrogen production: Process performance and energy analysis,4,ar,4,55
"Rapid design and fielding of four diagnostic technologies in Sierra Leone, Thailand, Peru, and Australia: Successes and challenges faced introducing these biosensors",39,ar,4,9
Heterogeneously catalyzed transesterification of palm oil with methanol to produce biodiesel over calcined dolomite: The role of magnesium oxide,2,ar,4,29
"Memory loss and memory reorganization patterns in temporal lobe epilepsy patients undergoing anterior temporal lobe resection, as demonstrated by pre-versus post-operative functional MRI",7,ar,4,10
From phylogeny to protein dynamics: A computational hierarchical quest for potent drug identification against an emerging enteropathogen “Yersinia enterocolitica”,6,ar,6,10
Direct conversion of simulated propene-rich bio-syngas to liquid iso-hydrocarbons via FT-oligomerization integrated catalytic process,10,ar,4,10
Prevalence and determinants risk factors of underweight and overweight among women in Bangladesh,5,ar,3,10
"Detection of Leishmania DNA in saliva among patients with HIV/AIDS in Trang Province, southern Thailand",11,ar,4,9
Insights into the structural features and stability of peptide nucleic acid with a D-prolyl-2-aminocyclopentane carboxylic acid backbone that binds to DNA and RNA,3,ar,4,3
A closed-culture system using a GMP-grade culture bag and anti-CD3/28 coated bead stimulation for CD4+ T cell expansion from healthy and HIV-infected donors,7,ar,2,1
The Sukhothai Zone (Permian–Triassic island-arc domain of Southeast Asia) in Northern Laos: Insights from Triassic carbonates and foraminifers,7,ar,1,12
Theoretical analysis of orientations and tautomerization of genistein in β-cyclodextrin,10,ar,6,10
"Fast, affordable and eco-friendly enzyme kinetic method for the assay of α-ketoglutaric acid in medical product and sports supplements",7,ar,4,3
Conceptual design and life cycle assessment of decentralized power generation by HT-PEMFC system with sorption enhanced water gas shift loop,6,ar,4,20
Vascular pythiosis of carotid artery with meningitis and cerebral septic emboli: A case report and literature review,6,ar,2,10
"Deproteinized Natural Rubber as an Electrically Controllable, Transdermal Drug-Delivery Patch",4,ar,3,7
Optimizing Pueraria candollei var. mirifica cell suspension culture for prolonged maintenance and decreased variation of isoflavonoid from single cell lines,4,ar,1,7
rs11567842 SNP in SLC13A2 gene associates with hypocitraturia in Thai patients with nephrolithiasis,7,ar,3,3
A review of antibiotic prophylaxis protocols in oral and maxillofacial surgery,2,re,4,7
Short dispersal distance of males in a wild white-handed gibbon (Hylobates lar) population,4,ar,2,14
Dynamic contrast-enhanced MRI of orbital and anterior visual pathway lesions,6,ar,3,8
Noninvasive Follicular Thyroid Neoplasm with Papillary-Like Nuclear Features in Asian Practice: Perspectives for Surgical Pathology and Cytopathology,4,re,3,66
Factors influencing achievement of regional league division 2 football tournament management,3,ar,1,1
Noncontact pulse wave detection by two-band infrared video-based measurement on face without visible lighting,7,ar,2,6
A Randomized Multicenter Trial Comparing Low-Dose Prednisolone Versus Observation for Prevention of Recurrences in Adult Immune Thrombocytopenia,5,ar,1,7
Simplified two-group two-fluid model for three-dimensional two-phase flow Computational Fluid Dynamics for vertical upward flow,5,ar,4,7
Epithelial hyperplasia is responsible for the compensatory enlargement of remaining thyroid lobe after thyroidectomy,1,le,1,4
"Efficacy and safety of frontline rituximab, cyclophosphamide, doxorubicin and prednisone plus bortezomib (VR-CAP) or vincristine (R-CHOP) in a subset of newly diagnosed mantle cell lymphoma patients medically eligible for transplantation in the randomized, phase 3 LYM-3002 study",17,ar,3,14
Characteristics of pericytes in diethylstilbestrol (DES)-induced pituitary prolactinoma in rats,5,ar,2,8
"Discriminative sensing performances of ZSM-5, Y, mordenite, ferrierite, beta, 3A, 4A, 5A, and 13X zeolites towards sulfur dioxide",2,ar,4,10
Influence of thiol groups on the ethylene adsorption and conductivity properties of the modified porous clay heterostructures (PCHS) using as ethylene scavenger in smart packaging,3,ar,4,10
The masseteric nerve: An anatomical study in Thai population with an emphasis on its use in facial reanimation,2,ar,1,4
Insulin does not rescue cortical and trabecular bone loss in type 2 diabetic Goto-Kakizaki rats,7,ar,1,8
Drug-induced stevens-johnson syndrome and toxic epidermal necrolysis call for optimum patient stratification and theranostics via pharmacogenomics,5,re,3,19
Nitric oxide promotes cancer cell dedifferentiation by disrupting an Oct4:caveolin-1 complex: A new regulatory mechanism for cancer stem cell formation,9,ar,3,31
Coregulation of Biosynthetic Genes and Transcription Factors for Aporphine-Type Alkaloid Production in Wounded Lotus Provides Insight into the Biosynthetic Pathway of Nuciferine,7,ar,2,12
Undrained lateral capacity of rectangular piles under a general loading direction and full flow mechanism,2,ar,1,39
Control of enzymatic browning in fresh-cut mangosteen using alginate coating,3,cp,1,0
"Antioxidant of green tea and pickle tea product, miang, from northern Thailand",3,cp,1,5
Effect of storage temperature on antioxidant activities of Citrus medica L. var. limetta,4,cp,1,0
Imaging genetics paradigms in depression research: Systematic review and meta-analysis,12,re,2,16
Adsorption of hydrogen and hydrogen–containing gases on Pd– and Ag–single atoms doped on anatase TiO 2 (1 0 1) surfaces and their sensing performance,3,ar,5,7
Fabrication of yttria stabilized zirconia thin films on powder-injected anode substrates by electrophoretic deposition technique for solid oxide fuel cell application,5,ar,5,19
Observation of the χb1 (3P) and χb2 (3P) and Measurement of their Masses,2300,ar,1,28
Noise suppression using amplitude-shaping OCDM with 16-Chip multi-level phase-shifted En/Decoder,2,ar,3,1
"GARCH(1,1) model of the financial market with the minkowski metric",2,ar,3,7
Imaging improvement in angle-domain common-image-gathers by a local stack utilizing segmentation method,4,cp,2,0
Application of Sensor Technology for Warning Unsafe Conditions from Moving Objects above Construction Workers,2,cp,6,5
Shaft Crack Monitoring by Using Acoustic Emission Technique,3,cp,6,2
Comparing Filtering Techniques in Restaurant Recommendation System,3,cp,6,7
Movie Revenue Prediction Using Regression and Clustering,3,cp,6,2
Influence of Anodizing Current on Structure and Color Intensity of Anodized Aluminium Alloys,6,cp,6,1
Design and Development of an Assistive Hand Device for Enhancing Compatibility and Comfortability,2,cp,6,3
IR-Compatible PDMS microfluidic devices for monitoring of enzyme kinetics,4,ar,4,28
Risk profiles and pattern of antithrombotic use in patients with non-valvular atrial fibrillation in Thailand: A multicenter study,12,ar,1,31
Diagnosis of Heart Disease Using a Mixed Classifier,3,cp,5,2
C-Anomalous Assemblage Detection to Recognize Outliers Using kth-Nearest Neighbor Distance,2,cp,5,1
Elliptic Flow of Charm and Strange Hadrons in High-Multiplicity p+Pb Collisions at sNN =8.16 TeV,2289,ar,1,67
Development of an emergy computation algorithm for complex systems using depth first search and track summing methods,3,ar,4,4
Event-B formalization of basic supply chain patterns,2,cp,6,2
Improving short text classification using fast semantic expansion on multichannel convolutional neural network,2,cp,6,11
An ontology-based knowledge acquisition for PDM,2,cp,6,1
Formalism of stochastic queueing network using stochastic petri nets,2,cp,6,2
Effectiveness of voriconazole and corneal cross-linking on Phialophora verrucosa keratitis: A case report,5,ar,1,4
Magnifying elements in semigroups of linear transformations with invariant subspaces,2,ar,2,5
"Lamesticumin G, a new α-glucosidase inhibitor from the fruit peels of Lansium parasiticum",3,ar,4,13
Gold nanoparticles attenuates bacterial sepsis in cecal ligation and puncture mouse model through the induction of M2 macrophage polarization,9,ar,2,61
A Global Research Agenda for Adolescents Living With HIV,14,ar,2,45
Significance of H461 at subsite +1 in substrate binding and transglucosylation activity of amylomaltase from Corynebacterium glutamicum,5,ar,3,3
"Synthesis, spectroscopic characterization, single crystal X-ray analysis and DFT calculation of isomeric Cu(MR)2(β/γ-pic)2 complexes: First transition metal complexes of methyl red",4,ar,4,3
Narrowing band gap energy of defective black TiO2 fabricated by solution plasma process and its photocatalytic activity on glycerol transformation,4,ar,4,39
X-ray absorption spectroscopy investigation of relationship between Mg vacancy and magnetic properties of MgO powder,13,ar,2,13
"β-Cyclodextrin encapsulation elevates antioxidant capacity of tea: A closing chapter on non-epicatechins, atomistic insights from X-ray analysis, DFT calculation and DPPH assay",2,ar,3,22
Amphiregulin modifies the Minnesota acute graft-versus-host disease risk score: Results from BMT CTN 0302/0802,37,ar,1,21
Effect of calcium precursors on pelletized property and cyclic CO2 capture performance,8,cp,3,1
"Detection of arsenite-oxidizing bacteria in groundwater with low arsenic concentration in Rayong province, Thailand",5,cp,3,2
Designing number of Kanban in glove box assembly,2,cp,3,0
Synthesis of glycerol carbonate from dimethyl carbonate and glycerol using CaO derived from eggshells,9,cp,3,13
The effect of ethoxylate nonionic surfactants on phase inversion temperature and salinity: An alternative approach for vegetable oil recovery from spent bleaching earth,3,cp,3,1
Re-evaluation of pediatric 18F-FDG dosimetry: Cristy-Eckerman versus UF/NCI hybrid computational phantoms,10,ar,2,5
Risk-based N-2 contingency ranking in transmission system using operational condition,2,cp,4,4
Feature reduction on fuzzy SVM-based coding unit decision in HEVC,3,cp,4,0
Classification models for stock's performance prediction: A case study of finance sector in the stock exchange of Thailand,2,cp,4,2
China Studies In South And Southeast Asia: Between Pro-china And Objectivism,3,bk,1,1
A long journey from Chinese-language newspaperman to Chinese specialist: The oral history from two senior Chinese intellectuals in Thailand,1,ch,1,0
Design and Optimisation of a Power Efficient High-Altitude Platform for Equatorial Operation,1,cp,4,2
Taxes and risk-taking behavior: evidence from mergers and acquisitions in the G7 nations,1,ar,1,3
"Search for R-parity violating supersymmetry in pp collisions at s=13TeV using b jets in a final state with a single lepton, many jets, and high sum of large-radius jet masses",2282,ar,1,17
Inhibitory Activities of Protein Hydrolysates from Spotted Babylon Snails on Tyrosinase and Melanogenesis,5,ar,2,8
Experimental study of dual fixed bed biochar-catalytic gasification with simultaneous feed of O2-steam-CO2 for synthesis gas or hydrogen production,4,ar,4,11
Balancing relapses versus cognitive impairment in primary central nervous system lymphoma: a single-center experience,5,ar,1,7
Hofstadter Points for Exterior Angles,1,ar,1,0
Green transportation system to promote sustainable lifestyle in Chulalongkorn University,3,cp,3,1
Constraining Gluon Distributions in Nuclei Using Dijets in Proton-Proton and Proton-Lead Collisions at sNN =5.02 TeV,2298,ar,1,31
TRH site-specific methylation in oral and oropharyngeal squamous cell carcinoma,9,ar,3,17
Preface,1,ed,3,0
Lowercase Letters in Text-Based CAPTCHA: A Visual Perception Analysis,1,cp,3,1
Message from General Chair,1,ed,3,0
Message from Technical Program Chair,6,ed,3,0
High performance of photosynthesis and osmotic adjustment are associated with salt tolerance ability in rice carrying drought tolerance QTL: Physiological and co-expression network analysis,7,ar,1,59
Influence of silica sources on structural property and activity of Pd-supported on mesoporous MCM-41 synthesized with an aid of microwave heating for partial hydrogenation of soybean methyl esters,6,ar,2,17
Effect of pH on fluorescence quenching of organic dyes by graphene oxide,3,ar,3,25
Investigation of Ni/SiO2 fiber catalysts prepared by different methods on hydrogen production from ethanol steam reforming,5,ar,2,19
"Factors related to methamphetamine relapse risk among clients in the substance rehabilitation center of national narcotics board in West Java, Indonesia",2,ar,2,2
Prevalence and predictors of tobacco use among bhutanese adolescents,3,ar,2,3
Universal health coverage (UHC),1,ar,2,3
Delaying first pregnancy in reducing burden of unintended pregnancy among married adolescents in urban slums of Bangladesh: A situation analysis,6,ar,2,2
"The effects of an educational program on knowledge, attitudes and intentions regarding condom and emergency contraceptive pill use among thai female university students",3,ar,2,8
Efficient all-and-one support vector machines based on one-versus-all data inseparability,2,cp,6,0
Comparison of EEG measurement of upper limb movement in motor imagery training system,3,ar,4,23
Real-Time Rollover Warning in Tripped and Un-tripped Rollovers with A Neural Network,2,cp,1,12
A Global Research Agenda for Pediatric HIV,8,ar,2,17
Exponential bounds via Stein's method and exchangeable pairs,3,ar,1,1
CU-MAC: A duty-cycle MAC protocol for internet of things in wireless sensor networks,3,ar,2,6
Molecular aggregation of four modified xyloglucan models in aqueous solution,5,ar,5,0
Powder injection moulding of dental ceramic brackets using water soluble binder,3,ar,5,1
Endocardial Ablation Approach for Brugada Syndrome,2,ed,2,3
Optimizing Clinical Trial Design to Maximize Evidence Generation in Pediatric HIV,13,ar,2,7
Risk factors for human papillomavirus infection and abnormal cervical cytology among perinatally human immunodeficiency virus-infected and uninfected asian youth,16,ar,2,18
Multiple sections per slide for immunohistochemistry: A cost-effective alternative in resource-limited settings,2,le,3,4
Constraints on models of scalar and vector leptoquarks decaying to a quark and a neutrino at s =13 TeV,2303,ar,1,68
Search for vector-like T and B quark pairs in final states with leptons at √s=13 TeV,2291,ar,1,84
Novel dual regulators of Pseudomonas aeruginosa essential for productive biofilms and virulence,10,ar,2,12
The structure-function analysis of the Mpr1 metalloprotease determinants of activity during migration of fungal cells across the blood-brain barrier,5,ar,1,15
Constructing an academic thai plagiarism corpus for benchmarking plagiarism detection systems,2,ar,3,6
Are there maximum compatible concentrations of calcium gluconate and sodium glycerophosphate in infant parenteral nutrition solutions?,2,ar,1,1
Cooperative corpus consultation for acquisition of adjective + preposition collocations,2,ar,3,3
Tenofovir versus placebo to prevent perinatal transmission of hepatitis B,38,no,1,1
Search for narrow and broad dijet resonances in proton-proton collisions at √s=13 TeV and constraints on dark matter mediators and other new particles,2304,ar,1,139
Effect of obstructive sleep apnea and its treatment of atrial fibrillation recurrence after radiofrequency catheter ablation: A meta-analysis,10,ar,1,30
Search for resonant pair production of Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at 13 TeV,2304,ar,1,45
Outcomes of clinical practice guideline for sepsis patients in Taksin hospital,4,ar,1,0
"Prevalence of psychiatric disorders in homeless population in Bangkok, Thailand",5,ar,1,0
"Utilization of immunization service and predictors among under 3-year-old children in urban slums of Chanmyathazi Township, Mandalay, Myanmar",4,ar,1,1
Minimal invasive posterior cervical laminoforaminotomy for treatment of degenerative cervical radiculopathy: A technical report and review of the literatures,4,ar,1,0
"Reintubation in the post-anesthesia care unit [PACU] from the first 2,000 incidents: Perioperative and anesthetic adverse events in Thailand [PAAd Thai] study",9,ar,1,0
"Long-term clinical and histological evaluation of PoreSkin: A human acellular dermal matrix in burn scars, a descriptive clinical study",4,ar,1,1
Unraveling the structural and molecular properties of 34-residue levans with various branching degrees by replica exchange molecular dynamics simulations,3,ar,3,4
"The association of PNPLA3, COX-2 and DHCR7 polymorphisms with advanced liver fibrosis in patients with HCV mono- infection and HCV/HIV co-infection",5,ar,4,0
Birth-cohort HCV screening target in Thailand to expand and optimize the national HCV screening for public health policy,15,ar,3,5
Measurement of the cross section for top quark pair production in association with a W or Z boson in proton-proton collisions at √s=13 TeV,2258,ar,1,63
Search for beyond the standard model Higgs bosons decaying into a b b ¯ pair in pp collisions at √s=13 TeV,2293,ar,1,50
"Evidence for associated production of a Higgs boson with a top quark pair in final states with electrons, muons, and hadronically decaying τ leptons at √s=13 TeV",2301,ar,1,46
Implementation of hepatitis B vaccine in high-risk young adults with waning immunity,7,ar,3,15
DNA barcoding of Aristolochia plants and development of species-specific multiplex PCR to aid HPTLC in ascertainment of Aristolochia herbal materials,4,ar,3,19
Higgs mechanism in nonlocal field theories,5,ar,1,9
Computerized Cytomorphometric and Cytomorphological Analysis of Canine Transmissible Venereal Tumours,4,ar,2,5
Search for disappearing tracks as a signature of new long-lived particles in proton-proton collisions at √s=13 TeV,2290,ar,1,51
"Topical Botulinum Toxin Type A Liposomal Cream for Primary Axillary Hyperhidrosis: A Double-Blind, Randomized, Split-Site, Vehicle-Controlled Study",3,ar,2,17
Holographic RG flows in N= 4 SCFTs from half-maximal gauged supergravity,2,ar,2,10
Associations of sleep quality with incident atrial fibrillation: a meta-analysis,6,ar,1,24
A Cadaveric Study of Ultrasound-Guided Maxillary Nerve Block Via the Pterygopalatine Fossa: A Novel Technique Using the Lateral Pterygoid Plate Approach,3,ar,1,11
Characterization of Cellular Immune Responses in Thai Individuals with and Without HIV-Associated Neurocognitive Disorders,26,ar,3,7
Topography of the dorsal nasal artery and its clinical implications for augmentation of the dorsum of the nose,7,ar,1,27
Cole-Carpenter syndrome in a patient from Thailand,4,ar,2,11
Comparative safety and efficacy of apixaban versus warfarin in patients with end stage renal disease: Meta-analysis,6,le,1,3
Monitoring anti-pythium insidiosum IgG antibodies and (1¡3)-D-Glucan in vascular pythiosis,10,ar,1,14
"Effects of donor age, donor sex, blood-component processing, and storage on cell-derived microparticle concentrations in routine blood-component preparation",2,ar,1,15
Lowered quality of life in mood disorders is associated with increased neuro-oxidative stress and basal thyroid-stimulating hormone levels and use of anticonvulsant mood stabilizers,13,ar,2,17
Towards a new classification of stable phase schizophrenia into major and simple neuro-cognitive psychosis: Results of unsupervised machine learning analysis,8,ar,2,28
Fabrication of a chitin/chitosan hydrocolloid wound dressing and evaluation of its bioactive properties,4,ar,1,19
Erectile dysfunction and atrial fibrillation: A systematic review and meta-analysis,7,ar,1,4
The patchy tremor landscape: Recent advances in pathophysiology,5,re,2,28
Synergistic study between CaO and MgO sorbents for hydrogen rich gas production from the pyrolysis-gasification of sugarcane leaves,2,ar,4,23
A comprehensive person-centered approach to adult spastic paresis: A consensus-based framework,12,ar,2,29
Cadmium Removal from Contaminated Sediment Using EDTA and DTPA with Water Hyacinth,2,ar,1,8
Emerging roles of the protease allergen Der p 1 in house dust mite–induced airway inflammation,2,ed,2,34
"Effect of Lactobacillus salivarius on growth performance, diarrhea incidence, fecal bacterial population and intestinal morphology of suckling pigs challenged with F4+ enterotoxigenic Escherichia coli",4,ar,2,37
Poly(acrylic acid) with benzoxazine-based supramolecular crosslinker for responsive and reversible functional hydrogel,2,ar,4,1
"Social capital, outpatient care utilization and choice between different levels of health facilities in rural and urban areas of Bhutan",2,ar,2,31
Modified Robert Jones bandage can not reduce invisible blood loss after total knee arthroplasty: a randomized-controlled trial,5,ar,2,5
Auditors’ going concern reporting accuracy during and after the global financial crisis,1,ar,1,10
Late Middle Pleistocene ecology and climate in Northeastern Thailand inferred from the stable isotope analysis of Khok Sung herbivore tooth enamel and the land mammal cenogram,5,ar,5,26
"Potential microbial consortium involved in the biodegradation of diesel, hexadecane and phenanthrene in mangrove sediment explored by metagenomics analysis",5,ar,3,38
Normative Database and Color-code Agreement of Peripapillary Retinal Nerve Fiber Layer and Macular Ganglion Cell-inner Plexiform Layer Thickness in a Vietnamese Population,8,ar,1,10
Subcutaneous infiltration of carbon dioxide (carboxytherapy) for abdominal fat reduction: A randomized clinical trial,14,ar,1,16
The protective effect of some Thai plants and their bioactive compounds in UV light-induced skin carcinogenesis,2,ar,4,9
"Prevalence and genotypic diversity of Entamoeba species in inhabitants in Kathmandu, Nepal",10,ar,4,8
Preparation of mangosteen extract-loaded poly(vinyl acetate) for use as an antibacterial spray-on dressing,6,ar,1,19
Structural stabilities of calcium proteins: Human intelectin-1 and frog lectin XEEL,4,ar,2,0
Samaria-doped ceria nanopowders for heavy metal removal from aqueous solution,3,ar,2,23
Preparation of magnetic hierarchical porous carbon spheres with graphitic features for high methyl orange adsorption capacity,3,ar,2,71
Control of parturition in swine using PGF2α in combination with carbetocin,7,ar,2,29
"Physicochemical, antioxidant and sensory characteristics of sponge cakes fortified with Clitoria ternatea extract",7,ar,1,28
Insights into the Li+ storage mechanism of TiC@C-TiO2 core-shell nanostructures as high performance anodes,10,ar,3,43
Silencing of a Kazal-type serine proteinase inhibitor SPIPm2 from Penaeus monodon affects YHV susceptibility and hemocyte homeostasis,4,ar,2,6
"Erythrosaponins A–J, triterpene saponins from the roots and stem bark of Gardenia erythroclada",5,ar,4,11
DNA barcoding reveals the Palaearctic species Histeromerus mystacinus (Hymenoptera: Braconidae: Rhyssalinae) in eastern North America,3,ar,5,1
In-line carbon nanofiber reinforced hollow fiber-mediated liquid phase microextraction using a 3D printed extraction platform as a front end to liquid chromatography for automatic sample preparation and analysis: A proof of concept study,4,ar,1,33
The prevalence of molecular markers of drug resistance in Plasmodium vivax from the border regions of Thailand in 2008 and 2014,5,ar,3,28
Vertical vibrations of rigid foundations of arbitrary shape in a multi-layered poroelastic medium,3,ar,2,25
Gold Nanoparticle-labeled Electrochemical Immunoassay Using Open Circuit Potential for Human Chorionic Gonadotropin Detection,5,ar,2,7
Current practice of diagnosis and management of acute kidney injury in intensive care unit in resource limited settings,7,ar,1,10
Caryophyllene oxide extraction from lemon basil (Ocimum citriodorum Vis.) straw by hydrodistillation and supercritical CO2,3,ar,3,10
"Dipentylammonium Binds to the Sigma-1 Receptor and Protects Against Glutamate Toxicity, Attenuates Dopamine Toxicity and Potentiates Neurite Outgrowth in Various Cultured Cell Lines",4,ar,2,21
"In major affective disorders, early life trauma predict increased nitro-oxidative stress, lipid peroxidation and protein oxidation and recurrence of major affective disorders, suicidal behaviors and a lowered quality of life",10,ar,3,29
Deficit schizophrenia is a discrete diagnostic category defined by neuro-immune and neurocognitive features: results of supervised machine learning,8,ar,3,33
Paediatric oral pathology in Thailand: a 15-year retrospective review from a medical teaching hospital,4,ar,1,4
"In Thai Nationals, the ApoE4 Allele Affects Multiple Domains of Neuropsychological, Biobehavioral, and Social Functioning Thereby Contributing to Alzheimer’s Disorder, while the ApoE3 Allele Protects Against Neuropsychiatric Symptoms and Psychosocial Deficits",11,ar,2,7
Multiple Immune-Inflammatory and Oxidative and Nitrosative Stress Pathways Explain the Frequent Presence of Depression in Multiple Sclerosis,7,re,2,46
"Intergenerational transfers, demographic transition, and altruism: Problems in developing Asia",2,ar,2,4
Developing educators of European undergraduate dental students: Towards an agreed curriculum,3,ar,2,5
Health Risk Contamination of Heavy Metals in Yolk and Albumen of Duck Eggs Collected in Central and Western Thailand,7,ar,5,11
The Effects of Electro-Chemical Chloride Extraction on the Migration of Ions and the Corrosion State of Embedded Steel in Reinforced Concrete,3,ar,1,15
Stock market return predictability: Does network topology matter?,1,ar,3,8
Euler quotients and Wilson quotients for polynomials over finite local rings,2,ar,2,0
Hypertensive phase and its association with surgical outcomes in Baerveldt implantation,4,ar,1,10
Variations of characteristics of consecutive rainfall days over northern Thailand,3,ar,1,6
Estimation of fatality ratios and investigation of influential factors in the 2011 Great East Japan Tsunami,5,ar,4,21
Tsunami evacuation experiment using a mobile application: A design science approach,6,ar,4,14
Influences of moisture content on resilient modulus of unbound crushed limestone,2,ar,1,1
Study of aeration and CO2 absorption using filtration membranes in terms of physical properties and mass transfer parameters,6,ar,1,2
Fire resistance performance of reactive powder concrete columns,5,ar,1,2
A two-step adaptive noise cancellation system for dental-drill noise reduction,2,ar,1,3
Important role of abiotic sulfide oxidation in microbial fuel cells treating high-sulfate wastewater,3,ar,1,9
Corrosion behavior of Ni steels in aerated 3.5-wt.% NaCl solution at 25ºC by potentiodynamic method,4,ar,1,4
Automatic transformation of ordinary timed petri nets into Event-B for formal verification,2,ar,1,1
Designing prediction markets to achieve convergence speed,3,ar,1,0
On Schur multiple zeta functions: A combinatoric generalization of multiple zeta functions,3,ar,1,9
Why Cochrane should prioritise sharing data,22,le,1,14
The dynamics of the piglet gut microbiome during the weaning transition in association with health and nutrition,12,ar,4,133
A new formaldehyde sensor from silver nanoclusters modified Tollens’ reagent,6,ar,2,44
Are consumers forward looking? Evidence from used iPhones,2,ar,1,1
Vertebral body metastasis,2,ch,1,0
Heuristic based scheduling for tablets film coating process,2,cp,4,2
The roles of cyclooxygenase (COX)-2 and prostaglandin E2 (PGE2)-EP4 receptors in HPV-induced carcinogenesis,3,ch,1,0
"Retraction notice to “The solubility of maleic acid in various inorganic salts and organic solvents: Thermodynamics model and parameters” [Fluid Phase Equilibria volume 450, 2018 75–85](S0378381217302807)(10.1016/j.fluid.2017.07.012)",6,er,3,0
Introduction,3,ch,1,0
Security studies in Thailand,1,ch,1,1
European studies in Thailand,1,ch,1,0
International relations as a discipline in Thailand: Theory and sub-fields,3,bk,1,1
Minding the gap: Poststructuralist IR theory in Thailand,1,ch,1,0
