Title,cover_date,authkey_word
Mapping hyperspectral NIR images using supervised self-organizing maps: Discrimination of weedy rice seeds,2023-07-01,"Cultivated rice, Hyperspectral NIR camera, Image pixel, Self-organizing map, Weedy rice"
"Micropollutants characteristics, fate, and sustainable removal technologies for landfill leachate: A technical perspective",2023-07-01,"Advanced treatment, Bioremediation, Landfill leachate, Micropollutants, Pesticides"
Sequential most probable point update combining Gaussian process and comprehensive learning PSO for structural reliability-based design optimization,2023-07-01,"Comprehensive learning particle swarm optimization, Expected feasibility function, Gaussian process regression, Inverse MCS constraint boundary, Most probable point, Reliability-based design optimization"
Microbial inhibition and shelf-life extension of longan (Dimocarpus longan) juice by UV radiation,2023-07-01,"Longan juice, Microbial inhibition, Shelf life, UV radiation"
"Determination of conditioning factors for mapping nickel contamination susceptibility in groundwater in Kanchanaburi Province, Thailand, using random forest and maximum entropy",2023-07-01,"Groundwater, Maximum entropy, Nickel, Random forest, Recursive feature elimination, Thailand"
Reconstructing the ancient route network in the Thailand–Cambodia borders: A case study of the Angkorian Royal Road,2023-07-01,"Angkor period, digital elevation model, Khmer Royal Road, least cost path analysis, moated site, mountain pass"
Magnetic- and light-responsive shape memory polymer nanocomposites from bio-based benzoxazine resin and iron oxide nanoparticles,2023-07-01,"Benzoxazine resin, Iron oxide nanoparticles, Nanocomposites, Shape memory polymers, Soft robotics"
Switching from subcutaneous to sublingual immunotherapy during the maintenance phase in patients with house dust mite allergy,2023-07-01,"allergen immunotherapy, allergic rhinitis, HDM, SCIT, SLIT tablets"
“I’m in a Bloody Battle without Being Able to Stop It”: The Dissociative Experiences of Child Sexual Abuse Survivors,2023-07-01,"child sexual abuse, depersonalization, derealization, dissociation, incest"
Saving the World? How CSR Practitioners Live Their Calling by Constructing Different Types of Purpose in Three Occupational Stages,2023-07-01,"Calling, CSR practitioners, International companies, Meaningful work, Occupational stages, Purpose, Social/commercial tensions"
Preindustrial levels and temporal enrichment trends of mercury in sediment cores from the Gulf of Thailand,2023-07-01,"210Pb dating, CVAAS, DTD-AAS, Gulf of Thailand, Petroleum exploration, Total mercury"
"Sustainability, asset redeployability, and board gender diversity",2023-07-01,"asset redeployability, board gender diversity, corporate governance, female directors, redeployable assets, sustainability"
Triboelectric Nanogenerators Based on Immobilized Living Microalgae for Biomechanical Energy Harvesting,2023-07-01,"Biomechanical, Energy harvester, Living material, Microalgae, Triboelectric"
Managing prolific sows in tropical environments,2023-07-01,"fertility, gilt, heat stress, litter size, puberty, sow"
"Effect of multiple analgesic pathways including local infiltration analgesia, peripheral nerve blocks, and intrathecal morphine for controlling pain after total knee arthroplasty",2023-07-01,"Adductor canal block, Femoral nerve block, Intrathecal morphine, Local infiltration analgesia, Pain control, Total knee arthroplasty"
Low-cost novel nano-constructed granite composites for removal of hazardous Terasil dye from wastewater,2023-07-01,"Adsorption, Composite material, Dyes, FTIR, Granite"
Prognostic factors and impact of CMV reactivation on acute myeloid leukemia patients after HLA-matched myeloablative allogeneic stem cell transplantation in a high CMV prevalence country,2023-07-01,"Acute myeloid leukemia, Allogeneic stem cell transplantation, CMV reactivation, Cytomegalovirus, Relapsed AML"
The discursive representation of male sex workers in Thai newspapers,2023-07-01,"Corpus-assisted discourse analysis, discursive strategy, male sex workers, media representation, online newspapers, Thailand"
Optimization of ionic liquid 1-ethyl-3-methylimidazolium acetate pretreatment of Napier grass combined with acetic acid and ferric chloride under microwave radiation by response surface methodology,2023-07-01,"1-Ethyl-3-methylimidazolium acetate, Metal salt catalyst, Napier grass, Pretreatment, Response surface methodology"
A corpus-based study of LGBT-related news discourse in Thailand's and international English-language newspapers,2023-07-01,"collocations, corpus linguistics, discourse analysis, LGBT, news"
Fe2O3/CaO-Al2O3 multifunctional catalyst for hydrogen production by sorption-enhanced chemical looping reforming of ethanol,2023-07-01,"Ethanol, Hydrogen production, Iron oxides, SECLR, Sorption-enhanced chemical looping reforming"
Development of a Data-Driven Soft Sensor for Multivariate Chemical Processes Using Concordance Correlation Coefficient Subsets Integrated with Parallel Inverse-Free Extreme Learning Machine,2023-06-30,"concordance correlation coefficient, Data-driven soft sensor, extreme learning machine, multivariate chemical process"
Reinvention of starch for oral drug delivery system design,2023-06-30,"Drug delivery, Oral, Starch, Starch derivative"
Paper spray mass spectrometry as an effective tool for differentiating coffees based on their geographical origins,2023-06-30,"Chemometrics, Coffee, Geographical Indication, Paper Spray Mass Spectrometry, Principal Component Analysis"
"The first evidence of blaCTX-M-55, QnrVC5, and novel insight into the genome of MDR Vibrio vulnificus isolated from Asian sea bass (Lates calcarifer) identified by resistome analysis",2023-06-30,"Antimicrobial resistance-genes, Asian sea bass, MDRs, Resistome analysis, V.vulnificus"
How susceptible are rainbow trout and brown trout to infection with tilapia lake virus at increased water temperature – Is there any potential for climate change driven host jump?,2023-06-30,"Antiviral responses, Brown trout, Disease resistance, Permissivity, Rainbow trout, Susceptibility, Tilapia lake virus"
On the enhanced performance of Pt-based high-entropy alloys catalyst during water–gas shift reaction: A density functional theory study,2023-06-30,"CO poisoning, first-principles, Heterogeneous electron distribution, high-entropy materials, pre-water-gas shift reaction"
Visualizing hyperparathyroidism: A pictorial essay of Tc-99m MIBI parathyroid imaging across different etiologies,2023-06-26,"hyperparathyroidism, parathyroid scintigraphy, radionuclide imaging"
A DFT study on how vanadium affects hydrogen storage kinetics in magnesium nickel hydride,2023-06-26,"First-principles, Hydrogen diffusion, Hydrogen-vacancy diffusion, Magnesium-based hydrides"
Hybrid GA-ANN and PSO-ANN methods for accurate prediction of uniaxial compression capacity of CFDST columns,2023-06-25,"artificial neural networks, concrete filled double skin steel tubes, genetic algorithm, machine learning, particle swarm optimization"
Emergent technological variation in archaeological landscapes: A primate perspective,2023-06-21,"long-tailed macaques, percussive technology, primate archaeology"
Electron-phonon coupling in La3In under pressure,2023-06-21,"conventional superconductivity, electron-phonon coupling, Eliashberg-Migdal formalism, positive hydrostatic pressure, spin-orbit coupling"
Cellulose acetate/nanoclay composite membranes with enhanced mechanical properties and improved permeance in gas separation,2023-06-20,"cellulose acetate, composite membranes, ethanol dehydration, gas separation, nanoclay"
Hypsochromically-shifted Emission of Metal-organic Frameworks Generated through Post-synthetic Ligand Reduction,2023-06-19,"Blue-Light, Dual-Emission, Hypsochromic, Multivariate-MOFs, Post-Synthetic Modification"
"An Integrated Tool for Imputing and Evaluating the Performance of Single-Cell RNA Sequencing Imputation: Facilitating imputation, benchmarking and reproducibility in scRNA-seq analysis",2023-06-16,"Benchmarking, Reproducibility, Scrna-Seq Imputation, Single-Cell RNA-Seq"
Identifying target customer needs for a Master's Degree Program in Industrial Engineering by conjoint analysis and Kano model,2023-06-15,"choice-based conjoint analysis, Customer preference, discrete choice experiment, kano model, latent class analysis"
"Morphology and Ultrastructural Characteristics of Platynosomum fastosum Kossack, 1910 Adults and Eggs",2023-06-15,"Adult, Egg, Morphology, Platynosomum fastosum, Scanning Electron Microscopy, Transmission Electron Microscopy, Ultrastructure"
400GBASE-LR4 and 400GBASE-LR8 Transmission Reach Maximization Using Bismuth-Doped Fiber Amplifiers,2023-06-15,"400GBASE-LR4, 400GBASE-LR8, BDFA"
Universal health coverage mitigated COVID-19 health-related consequences in Asia Oceania,2023-06-15,"And universal health coverage, Asia oceania, Health coverage, Health risk management frameworks, International health regulation"
Compositions and sources of sedimentary organic carbon on the tropical epicontinental sea,2023-06-15,"Marine sediments, Organic carbon, Radiocarbon, River sediments, Tropical epicontinental sea"
Development of water-resistant paper using chitosan and plant-based wax extracted from banana leaves,2023-06-15,"Banana leaves, Hydrophobicity, Mechanical properties, Oil sorption, Oleophilicity, Packaging, Water resistance, Waterproof, Wax"
Catalytic performance of copper and ruthenium loaded on N-doped modified PBZ-derived carbons for CO2 hydrogenation,2023-06-15,"Carbon-based, CO2, Copper, Hydrogenation, Methanol, Ruthenium"
Role of Lifshitz transition stabilized carbon hexagon structure from biaxial strain: A case of sodium carbide with superconducting condition,2023-06-15,"Biaxial strain, Eliashberg theory, First-principles calculations, Lifshitz transition, Sodium carbide, Superconductivity, Thermodynamic stability"
"The physio-affective phenome of major depression is strongly associated with biomarkers of astroglial and neuronal projection toxicity which in turn are associated with peripheral inflammation, insulin resistance and lowered calcium",2023-06-15,"Affective disorders, Chronic fatigue syndrome, Inflammation, Major depression, Oxidative stress, Psychiatry"
Riverine and submarine groundwater nutrients fuel high primary production in a tropical bay,2023-06-15,"Atmospheric deposition, Bandon Bay, Nutrient sources, Primary production, Riverine input, SGD"
Supplementation of magnetic nanoparticles for enhancement of dark fermentative hydrogen production from pretreated garden wastes using Enterobacter aerogenes,2023-06-15,"Acid hydrolysis, Biohydrogen, Enterobacter aerogenes, Enzymatic hydrolysis, Magnetic nanoparticles"
Dual electro- and magneto-induced bending actuators of magnetite-loaded agarose ionogels,2023-06-15,"Actuator, Agarose, Bending responses, Ionic liquid, Magnetic gel, Magnetite"
"Immunogenicity of the pentavalent DTwP-HB-Hib vaccine (Shan-5) used in the Thai Expanded Program on Immunization compared to the hexavalent DTaP-HB-Hib-IPV and DTwP-HB-Hib (Quinvaxem) vaccines administered to infants at 2, 4, 6 months of age",2023-06-13,"Diphtheria, Hepatitis B, Hexavalent, Immunogenicity, Pentavalent, Pertussis, Tetanus, Vaccine"
Bonding behavior of interface between reinforced concrete after fire and carbon fiber-reinforced polymer,2023-06-13,"Bond length, Bond test, CFRP, Concrete cover, Fire exposure, Interfacial fracture energy, Shear stress–slip model"
Observation of electroweak W+W− pair production in association with two jets in proton-proton collisions at s=13TeV,2023-06-10,"CMS, VBS, W pairs"
Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice,2023-06-10,"Alginate, Chitosan, Co-delivery, Inflammation, Nanoparticles, Pain"
"Succinic Acid Production from Glycerol by Actinobacillus succinogenes: Techno-economic, environmental, and exergy analyses",2023-06-10,"Bacterial fermentation, Dimethyl sulfoxide, Downstream processing, Exergy analysis, Techno-economic study"
"Prevalence of gastroesophageal reflux disease in children with extraesophageal manifestations using combined-video, multichannel intraluminal impedance-pH study",2023-06-09,"Children, Extraesophageal reflux, Gastroesophageal reflux, Mean nocturnal baseline impedance, pH-impedance"
Interfacial Reconstruction for Regulating Zn2+ Deposition toward Ultrastable Zn Metal Anodes,2023-06-07,"deposition orientation, hopeite, interfacial modification, zinc-ion batteries, Zn anodes"
Transient depersonalisation/derealisation syndrome from tramadol,2023-06-06,"Drug interactions, Psychiatry, Toxicology"
Systematic process for crop insurance development: area-yield rice insurance with machine learning technology implementation in Thailand,2023-06-06,"Area yield, Crop insurance, Insurance product development process, Machine learning"
The takeover market’s effect on managerial ownership: evidence from hostile takeover susceptibility,2023-06-06,"Agency theory, Corporate governance, Hostile takeovers, Managerial ownership, Takeover susceptibility, Takeover vulnerability"
"Starch-Reinforced Vinylogous Urethane Vitrimer Composites: An Approach to Biobased, Reprocessable, and Biodegradable Materials",2023-06-05,"biobased vitrimers, biodegradable, covalent adaptable networks, starch, vinylogous urethane vitrimers, vitrimer-composites"
A simple and fast flow injection amperometry for the determination of methimazole in pharmaceutical preparations using an unmodified boron-doped diamond electrode,2023-06-04,"boron-doped diamond thin film electrode, drug formulations, flow injection analysis, Methimazole"
Search for nonresonant Higgs boson pair production in the four leptons plus twob jets final state in proton-proton collisions at √s = 13 TeV,2023-06-01,"Hadron-Hadron Scattering, Higgs Physics"
"Search for heavy resonances and quantum black holes in eμ, eτ, and μτ final states in proton-proton collisions at √s = 13 TeV",2023-06-01,"Beyond Standard Model, Hadron-Hadron Scattering"
Search for top squarks in the four-body decay mode with single lepton final states in proton-proton collisions at √s = 13 TeV,2023-06-01,"Hadron-Hadron Scattering, Supersymmetry, Top Squark"
CHARACTERIZATIONS OF ORDERED ALMOST IDEALS AND FUZZIFICATIONS IN PARTIALLY ORDERED TERNARY SEMIGROUPS,2023-06-01,"Fuzzy ordered almost ideals, Ordered almost ideals, Partially ordered ternary semigroups"
Comparison of the effects of simulated and actual short trail running tests on neuromuscular function in master trail runners,2023-06-01,"counter movement jump, fatigue sensation, maximal voluntary contraction, neuromuscular fatigue, trail running"
Effects of Metformin on Prevention and Treatment of Biliary Tract Cancer: A Meta-analysis of Observational Studies,2023-06-01,"Cholangiocarcinoma, Diabetes mellitus, Metformin, Risk factor, Survival"
Search for CP violation using (Formula presented.) events in the lepton+jets channel in pp collisions at √s = 13 TeV,2023-06-01,"CP Violation, Hadron-Hadron Scattering, Top Physics"
The utilization of basal luteinizing hormone in combination with the basal luteinizing hormone and follicle-stimulating hormone ratio as a diagnostic tool for central precocious puberty in girls,2023-06-01,"Central precocious puberty, Follicle-stimulating hormone, Luteinizing hormone, Premature thelarche"
Search for long-lived particles decaying to a pair of muons in proton-proton collisions at √s = 13 TeV,2023-06-01,"Exotics, Hadron-Hadron Scattering, Lifetime"
Antioxidant and anti-inflammatory effects of Aegle marmelos fruit and Moringa oleifera leaf extracts on lipopolysaccharide-stimulated BV2 microglial cells,2023-06-01,"Aegle marmelos fruit, BV2 microglia, Moringa oleifera, Neuroinflammation, Reactive oxygen species (ROS)"
Prehospital and emergency management of pediatric traumatic brain injury: a multicenter site survey,2023-06-01,"Asia, emergency department, guideline, Latin America, pediatric, prehospital, traumatic brain injury"
"Biomechanical Comparison Between Posterior Long-Segment Fixation, Short-Segment Fixation, and Short-Segment Fixation With Intermediate Screws for the Treatment of Thoracolumbar Burst Fracture: A Finite Element Analysis",2023-06-01,"burst fracture, intermediate screw, long-segment, short-segment, thoracolumbar"
"Enhanced and selective gold recovery from phone waste: Use of thiosulfate, dissolved oxygen, and an agriculture-based, low-cost adsorbent",2023-06-01,"Adsorption, Dissolved oxygen, Modified activated carbon, Printed circuit board, Thiosulfate gold extraction"
"Depth Profiles of Microplastic in Sediment Cores in the Mangrove Area of Kuala Gula Mangrove, Malaysia",2023-06-01,"aquatic pollution, mangrove area, marine debris, microplastic, sediment core"
Real-World Management of High Stool Output in Patients with Short Bowel Syndrome: An International Multicenter Survey,2023-06-01,"antimotility medication, antisecretory medication, dietary management, high stool output, intestinal failure, short bowel syndrome"
"Less Severe Polymicrobial Sepsis in Conditional mgmt-Deleted Mice Using LysM-Cre System, Impacts of DNA Methylation and MGMT Inhibitor in Sepsis",2023-06-01,"epigenetics, lipopolysaccharide, macrophages, mgmt, sepsis"
The Role and Clinical Outcomes of Endoscopic Spine Surgery of Treating Spinal Metastases; Outcomes of 29 Cases From 8 Countries,2023-06-01,"Endoscopic spine surgery, Minimally invasive spine surgery, Palliative surgery, Quality of life, Spinal metastases"
Outcomes of young children hospitalized with acute wheezing,2023-06-01,"hospitalization, incidence, preschool, recurrent wheeze, risk factors"
Less Severe Lipopolysaccharide-Induced Inflammation in Conditional mgmt-Deleted Mice with LysM-Cre System: The Loss of DNA Repair in Macrophages,2023-06-01,"epigenetics, lipopolysaccharide, macrophages, mgmt, sepsis"
Investigation of the Molecular Epidemiology and Evolution of Circulating Severe Acute Respiratory Syndrome Coronavirus 2 in Thailand from 2020 to 2022 via Next-Generation Sequencing,2023-06-01,"complete genome sequencing, COVID-19, evolution, molecular epidemiology, next-generation sequencing, SARS-CoV-2"
Larval performance and adult phenotypic variation of Acraea terpsicore (Lepidoptera: Nymphalidae) on congeneric Passiflora host plants,2023-06-01,"ecological niche, exotic plant, invasive species, microhabitat"
Salivary gland regeneration: from salivary gland stem cells to three-dimensional bioprinting,2023-06-01,"Adult stem cells, Bioprinting, Dry mouth syndrome, Head and neck cancer, Hypofunction, Organoids, Radiotherapy, Salivary glands"
Nano-Magnetic CaO/Fe2O3/Feldspar Catalysts for the Production of Biodiesel from Waste Oils,2023-06-01,"biodiesel, feldspar, nano-magnetic catalyst, transesterification, waste oils"
Antimicrobial Activity against Foodborne Pathogens and Antioxidant Activity of Plant Leaves Traditionally Used as Food Packaging,2023-06-01,"antimicrobial activity, antioxidant, bioassay-guided isolation, natural food packaging, natural preservative, phenolics"
Electrolessly Deposited Carbon-Supported CuNiSn Electrocatalysts for the Electrochemical Reduction of CO2,2023-06-01,"carbon dioxide, copper, electroless deposition, nickel, tin"
Mild Dealumination of H-ZSM-5 Zeolite for Enhanced Conversion of Glucose into 5-Hydroxymethylfurfural in a Biphasic Solvent System,2023-06-01,"5-hydroxymethylfurfural, acid leaching, dealumination, glucose, H-ZSM-5"
Oxyresveratrol Attenuates Inflammation in Human Keratinocyte via Regulating NF-kB Signaling and Ameliorates Eczematous Lesion in DNCB-Induced Dermatitis Mice,2023-06-01,"anti-inflammation, anti-proliferation, dermatitis, eczema, oxyresveratrol, skin inflammation"
Calcitriol Protects against Acetaminophen-Induced Hepatotoxicity in Mice,2023-06-01,"acetaminophen, APAP, calcitriol, hepatotoxicity, liver injury, vitamin D"
Reconstruction of Critical Sized Maxillofacial Defects Using Composite Allogeneic Tissue Engineering: Systematic Review of Current Literature,2023-06-01,"composite graft, maxillofacial defects, tissue engineering"
Genomic Insight and Optimization of Astaxanthin Production from a New Rhodotorula sp. CP72-2,2023-06-01,"astaxanthin production, biotechnological potential, genomic analysis, optimization, Rhodotorula, yeast"
Intra-Articular Facet Joint Injection of Normal Saline for Chronic Low Back Pain: A Systematic Review and Meta-Analysis,2023-06-01,"chronic low back pain, facet joint injection, meta-analysis, normal saline, patient reported clinical outcomes"
Plasma and Urine Pharmacokinetics of Oral Fosfomycin Tromethamine in Dogs,2023-06-01,"dogs, Fosfomycin tromethamine, liquid chromatography tandem mass spectrometry (LC- MS/MS), pharmacokinetic, plasma, urine"
Comparison of Antibody Persistence up to 6 Months after Additional Booster Vaccination with ChAdOx1 nCoV-19 Vaccine,2023-06-01,"booster, ChAdOx1 nCoV-19, COVID-19, durability, immunogenicity, neutralizing antibodies, SARS-CoV-2"
Fracture Characteristics of Commercial PEEK Dental Crowns: Combining the Effects of Aging Time and TiO2 Content,2023-06-01,"aging time, fracture load, polyetheretherketone crown, TiO2 content"
The Misguided Veneration of Averageness in Clinical Neuroscience: A Call to Value Diversity over Typicality,2023-06-01,"central tendency, cognitive assessment, degeneracy, evolution, idiographic, neurodiversity, neuropsychological assessment, normative data, premorbid function, psychometrics"
GIS-based potential assessment of floating photovoltaic systems in reservoirs of Tamil Nadu in India,2023-06-01,"carbon emission, evaporation, floating photovoltaic system, geographic information system, solar energy"
Effect of Elevated Temperatures on Mechanical Properties of Spliced and Non-Spliced Steel Reinforcements: Experimental Study,2023-06-01,"exposed temperature, post-fire strength, reinforcement splices, residual strength, steel reinforcement, threaded mechanical couplers"
Variable Damping Actuator Using an Electromagnetic Brake for Impedance Modulation in Physical Human–Robot Interaction,2023-06-01,"actuators, electromagnetic brake, friction mechanism, variable physical damping"
"Potential Influence of Shading in Freshwater Ponds on the Water Quality Parameters and the Hematological and Biochemical Profiles of Nile tilapia (Oreochromis niloticus Linnaeus, 1758)",2023-06-01,"biochemical analysis, hematology, Nile tilapia, shading, water quality"
Evaluation of Anti-S1 IgA Response to Different COVID-19 Vaccination Regimens,2023-06-01,"COVID-19 vaccine, heterologous, homologous, intradermal (ID), intramuscular (IM), severe acute respiratory virus 2 (SARS-CoV-2), spike 1 specific immunoglobulin A (anti-S1 IgA)"
Effect of Magnesium Chloride in Supporting Electrolyte for Enhancing Sensitive and Selective Electrochemical Sensor: An Approach for Anti-Rheumatic Sulfasalazine Detection,2023-06-01,"Drug, Electrolyte Components, Screen-Printed Graphene Electrode, Serum, Sulfasalazine, Urine"
Analytical modelling of adaptive optics systems: Role of the influence function,2023-06-01,"Instrumentation: adaptive optics, Instrumentation: high angular resolution, Methods: analytical, Methods: numerical, Techniques: high angular resolution"
A tale of 2-groups: Dp(USp(2N)) theories,2023-06-01,"Extended Supersymmetry, Global Symmetries, Supersymmetric Gauge Theory"
"Overexpressing Carotenoid Biosynthetic Genes in Synechocystis sp. PCC 6803 Improved Intracellular Pigments and Antioxidant Activity, Which Can Decrease the Viability and Proliferation of Lung Cancer Cells In Vitro",2023-06-01,"antioxidant activity, carotenoids, lung cancer cells, Synechocystis sp. PCC 6803"
High-Dose Exposure to Polymer-Coated Iron Oxide Nanoparticles Elicits Autophagy-Dependent Ferroptosis in Susceptible Cancer Cells,2023-06-01,"autophagy, cobalt, ferroptosis, iron oxide nanoparticles, lipid peroxidation"
"Effects of Mangosteen (Garcinia mangostana) Peel Extract Loaded in Nanoemulsion on Growth Performance, Immune Response, and Disease Resistance of Nile Tilapia (Oreochromis niloticus) against Aeromonas veronii Infection",2023-06-01,"Aeromonas veronii, antimicrobial, disease resistance, growth performance, immune response, mangosteen peel extract, nanoemulsion, Nile tilapia"
Community Pharmacists’ Experiences and Attitudes towards the Provision of Sexual and Reproductive Health Services: An International Survey,2023-06-01,"community pharmacy services, international cooperation, pharmacists, reproductive health, sexual health, survey"
Syncope with autonomic dysfunction assessed with the Thai-COMPASS 31 questionnaire,2023-06-01,"Autonomic nervous system, Dysautonomia, Syncope, Syncope due to orthostatic hypotension, Vasovagal syncope"
High biogas evolution of distillery wastewater under potassium toxicity in a three-stage upflow anaerobic sludge blanket,2023-06-01,"Distillery wastewater, Granular sludge, Methane production, Potassium toxicity, Three-stage upflow anaerobic sludge blanket (UASB) system"
"Selenomonas caprae sp. nov., an obligately anaerobic and volatile fatty acid producing bacterium from ruminal fluid of domestic goat (Capra hircus L.)",2023-06-01,"anaerobe, goat, polyphasic taxonomy, rumen, Selenomonas caprae"
Factors Associated with Morbidity and Mortality Among Sexually Active Asian Adolescents and Young Adults with Perinatally Acquired HIV,2023-06-01,"adolescent, Asia, HIV, morbidity, mortality, youth"
"Residential radon exposure in Astana and Aqsu, Kazakhstan",2023-06-01,"Kazakhstan, radon, thoron"
Effect of Menaquinone-7 Supplementation on Arterial Stiffness in Chronic Hemodialysis Patients: A Multicenter Randomized Controlled Trial,2023-06-01,"arterial stiffness, carotid-femoral pulse wave velocity, chronic hemodialysis, menaquinone-7"
In vitro antidiabetic and advanced glycation end products inhibitory activity of methanol extracts of various Dendrobium species,2023-06-01,"advanced glycation end products inhibition, antidiabetic, Dendrobium orchids, phytochemical, α-amylase, α-glucosidase"
"Streptomyces zingiberis sp. nov., an endophytic actinobacterium isolated from the root tissue of Zingiber montanum",2023-06-01,"16S rRNA gene, endophytic actinomycete, Streptomyces, whole-genome analysis, Zingiber montanum"
Prognostic Role of 68Ga-PSMA11 PET–Based Response in Patients with Prostate Cancer Undergoing Taxane-Based Chemotherapy,2023-06-01,"68Ga-PSMA11 PET/CT, metastatic prostate cancer, survival, taxane-based chemotherapy, treatment monitoring"
Structural and binding studies of a new chitin-active AA10 lytic polysaccharide monooxygenase from the marine bacterium Vibrio campbellii,2023-06-01,"chitin oxidation, copper-dependent enzymes, lytic polysaccharide monooxygenases, Vibrio spp."
Titanium (IV) oxide composite hollow nanofibres with silver oxide outgrowth by combined sol–gel and electrospinning techniques and their potential applications in energy and environment,2023-06-01,"Electrospinning, Hollow fibre, Silver oxide, Titanium oxide nanofibres"
"The prevalence and treatment outcomes of Helicobacter pylori infection in a tertiary hospital in Thailand, 2018–2021",2023-06-01,"eradication rate, H. pylori, treatment regimen, urea breath test"
The NH-OSA score in prediction of clinically significant obstructive sleep apnea among the Thai population: derivation and validation studies,2023-06-01,"Clinical score, Obstructive sleep apnea, OSA, Screening score"
"Thailand as a new international higher education hub: Major challenges and opportunities, a policy analysis",2023-06-01,"Asian Institute of Technology, Assumption University, Chulalongkorn University, enrollment crisis in Thailand, higher education in Thailand, internationalization of Thai higher education, new architecture for study abroad in Thailand, Thailand, Thailand as an international higher education hub"
Diamond-like carbon (DLC)-coated titanium surface inhibits bacterial growth and modulates human alveolar bone cell responses in vitro,2023-06-01,"Alveolar bone cells, DLC, Plasma-based ion implantation, Titanium"
"Pan-Asian adapted ESMO Clinical Practice Guidelines for the diagnosis, treatment and follow-up of patients with metastatic colorectal cancer",2023-06-01,"ESMO, guidelines, metastatic colorectal cancer, Pan-Asian, treatment"
"Large-scale fabrication of ion-selective electrodes for simultaneous detection of Na+, K+, and Ca2+ in biofluids using a smartphone-based potentiometric sensing platform",2023-06-01,"Carbon nanomaterial, Ion-selective electrode, Mass-production, Point-of-care diagnosis, Wireless detection"
"Design of preliminary groundwater monitoring networks for the coastal Tra Vinh province in Mekong Delta, Vietnam",2023-06-01,"Coastal groundwater, Groundwater models, Kriging interpolation, Monitoring network design, Saltwater intrusion"
Untripped and Tripped Rollovers with a Neural Network,2023-06-01,"Feedforward neural network, gated recurrent unit (GRU), LSTM, Recurrent neural network, Rollover index, Tanh, Tripped rollover, Untripped rollover"
"Streptomyces telluris sp. nov., a promising terrestrial actinobacterium with antioxidative potentials",2023-06-01,"16S rRNA gene, Actinomycetes, Antioxidant, Streptomyces, Whole-genome analysis"
Degradation of EGFR on lung epithelial cells by neutrophil elastase contributes to the aggravation of pneumococcal pneumonia,2023-06-01,"Akt, cell proliferation, epidermal growth factor, epidermal growth factor receptor, epithelial cell, neutrophil"
Association of prosthetic angles of the Implant Supracrestal Complex with peri-implant tissue mucositis,2023-06-01,"dental implants, emergence angle, Implant Supracrestal Complex, peri-implant tissue"
Enhanced syngas production from waste lubricant oil reforming with transition metal catalysts,2023-06-01,"Catalyst, Liquid waste, Steam reforming, Syngas, Waste lubricant oil"
Feeling psychologically unsafe at school and university: bullying and youth living with depression in Indonesia,2023-06-01,"Bullying, Psychologically unsafe, School, Student, University"
2009–2022 Thailand public perception analysis of nuclear energy on social media using deep transfer learning technique,2023-06-01,"Deep transfer learning, Facebook, Nuclear energy, Public perception, Sentiment analysis"
Genome sequences and functional analysis of Levilactobacillus brevis LSF9-1 and Pediococcus acidilactici LSF1-1 from fermented fish cake (Som-fak) with gamma-aminobutyric acid (GABA) production,2023-06-01,"Gamma-aminobutyric acid (GABA), Glutamate decarboxylase (GAD) genes, Levilactobacillus brevis, Pediococcus acidilactici, Som-fak"
Cyanostilbene-based fluorescent paper array for monitoring fish and meat freshness via amino content detection,2023-06-01,"Biogenic amines, Food spoilage, Optoelectronic nose, Paper-based sensor, Sensor array"
Soluble Sema4D cleaved from osteoclast precursors by TACE suppresses osteoblastogenesis,2023-06-01,"membrane type-1 matrix metalloproteinase, osteoblastogenesis, osteoclasts, semaphorin 4D, sheddase, tumor necrosis factor alpha converting enzyme"
"Pan-Asian adapted ESMO Clinical Practice Guidelines for the diagnosis, staging and treatment of patients with metastatic breast cancer",2023-06-01,"ESMO, guidelines, metastatic breast cancer, Pan-Asian, treatment"
Genetic Movement Disorders Commonly Seen in Asians,2023-06-01,"Asia, genetic, movement disorders"
In-situ electrodeposited Ag/Cu for electrochemical reduction of acetic acid to nanodiamond under ambient conditions,2023-06-01,"Ag growth, Ag nanocluster, Carbon nanostructure, Electrodeposition, Electroreduction"
"Hydrogen adsorption on zigzag (4,0), (5,0) and (6,0) hg-C3N4-NTs and their surfaces decorated by selected-elements (periods 3 and 4): A DFT study",2023-06-01,"DFT method, H2 adsorption, Heptazine-based graphitic carbon nitride nanotubes, hg-C3N4-NTs, Hydrogen storage and sensing"
"Evaluating the performance of an inexpensive, commercially available, NFC-powered and smartphone controlled potentiostat for electrochemical sensing",2023-06-01,"battery-less, electrochemical sensing, near-field communication, potentiostat, smartphone"
"DnaJC16, the molecular chaperone, is implicated in hemocyte apoptosis and facilitates of WSSV infection in shrimp",2023-06-01,"Apoptosis, Chaperone, DnaJC16, Penaeus vannamei, White spot syndrome virus"
Co-torrefaction of rice straw and waste medium density fiberboard: A process optimization study using response surface methodology,2023-06-01,"Co-torrefaction, Medium density fiberboard (MDF), Optimization, Response surface methodology (RSM), Rice straw"
