Title,cover_date,authkey_word
"Lethal effects of Copper oxide nanoparticles exposure on biochemical, oxidative stress, hematological and histopathological effects in fish: A review",2020-11-01,"Biomarkers, CUONPs, Fish, Toxicity"
"Transcriptomic analysis of red-spotted grouper nervous necrosis virus infected Asian seabass Lates calcarifer (Bloch, 1790)",2020-11-01,"Asian seabass, Red-spotted grouper nervous necrosis virus, RGNNV, Transcriptome"
"Thermal Degradation Kinetics and pH-Rate Profiles of Iriflophenone 3,5-C-β-d-diglucoside, Iriflophenone 3-C-β-d-Glucoside and Mangiferin in Aquilaria crassna Leaf Extract",2020-11-01,"Aquilaria crassna, Arrhenius plot, pH-rate profile, thermal degradation kinetics"
Toxorhynchites species: A review of current knowledge,2020-11-01,"Biological vector control, Elephant mosquito, Toxorhynchites"
"Dual functional composite of montmorillonite-rich/chitosan (Mcc) for decolorizing the water used in joss paper process: Thermodynamic, isotherm, and kinetic studies",2020-11-01,"Adsorption, Chitosan, Composites, Joss paper, Montmorillonite-rich"
Effects of chemical compositions on plating characteristics of alkaline non-cyanide electrogalvanized coatings,2020-11-01,"Characterization, Electrodeposition, Nanostructures, Zinc"
Analgesic efficacy of infiltration between the popliteal artery and capsule of the knee (iPACK) block added to local infiltration analgesia and continuous adductor canal block after total knee arthroplasty: A randomized clinical trial,2020-11-01,"acute pain, continuous peripheral techniques, lower extremity, pain measurement, ultrasound in pain medicine"
Normal liver stiffness and influencing factors in healthy children: An individual participant data meta-analysis,2020-11-01,"FibroScan, healthy controls, liver stiffness, steatosis, transient elastography"
GOODS-ALMA: Using IRAC and VLA to probe fainter millimeter galaxies,2020-11-01,"Galaxies: evolution, Galaxies: fundamental parameters, Galaxies: high-redshift, Galaxies: photometry, Galaxies: star formation, Submillimeter: galaxies"
GOODS-ALMA: The slow downfall of star formation in z = 2-3 massive galaxies,2020-11-01,"Galaxies: active, Galaxies: evolution, Galaxies: fundamental parameters, Galaxies: high-redshift, Galaxies: star formation, Submillimeter: galaxies"
Echocardiographic Findings Among Virally Suppressed HIV-Infected Aging Asians Compared with HIV-Negative Individuals,2020-11-01,"aging, Asia, echocardiography, HIV infection, Thai"
Successful prone positioning after recent caesarean section in severe ARDS with postpartum pulmonary haemorrhage,2020-11-01,"Caesarean section, postpartum stage, prone positioning, pulmonary haemorrhage, severe ARDS"
Adsorption isotherms and kinetics for the removal of cationic dye by Cellulose-based adsorbent biocomposite films,2020-11-01,"Activated Carbon, Cellulose Biocomposite Film, Isotherm, Kinetic, Methylene Blue Adsorption"
A novel approach to develop spray-dried encapsulated curcumin powder from oil-in-water emulsions stabilized by combined surfactants and chitosan,2020-11-01,"antioxidant activity, bioaccessibility, emulsion stability, encapsulation efficiency, simulated digestion, spray drying"
"Research trends in Belt and Road Initiative studies on logistics, supply chains, and transportation sector",2020-11-01,"Belt and Road Initiative (BRI), container shipping, infrastructure investment, literature review, Maritime Silk Road, text mining"
Children drawing violence: To what extent does it reflect actual experience,2020-11-01,"Children, Drawings, Narratives, Somatic dissociation, Violence"
Case Report: The role of intradermal micro-droplet hyaluronic acid injection in the correction of filler nodules complication,2020-11-01,"filler complication, filler nodules, hyaluronic acid injection, treatment"
"Molecular phylogeny reveals high diversity and endemism in the limestone karst-restricted land snail genus Sophina Benson, 1859 from Myanmar (Eupulmonata: Helicarionidae), with description of four new species",2020-11-01,"DNA barcode, endemic species, Indochina, limestone, Pulmonata"
Hereditary haematologic disorders in Najaf province-Iraq,2020-11-01,"Consanguinity, Epidemiology, Hereditary haematological disorder, Najaf, Thalassemia"
Tetrahydroxanthone–chromanone heterodimers from lichen Usnea aciculifera and their cytotoxic activity against human cancer cell lines,2020-11-01,"Cytotoxicity, Dimeric xanthones, Tetrahydroxanthone chromanone heterodimers, Usnea aciculifera, Usneaxanthones E–H"
Oral-fecal mycobiome in wild and captive cynomolgus macaques (Macaca fascicularis),2020-11-01,"Cynomolgus macaques, High-throughput sequencing, Mycobiome, Ribosomal internal transcribed spacer 2"
"Syk Inhibitor Attenuates Polymicrobial Sepsis in FcgRIIb-Deficient Lupus Mouse Model, the Impact of Lupus Characteristics in Sepsis",2020-11-01,"Endotoxin, FcgRIIb-deficient mice, Gut leakage, Sepsis, Spleen tyrosine kinase, Systemic lupus erythematosus"
Effects of particulate matters and climate condition on photovoltaic system efficiency in tropical climate region,2020-11-01,"Climate condition, Photovoltaic system, PM2.5, Tropical climate region"
Effects of α-mangostin on embryonic development and liver development in zebrafish,2020-11-01,"Hepatogenesis, Toxicity, Xanthone, Zebrafish, α-Mangostin"
Microwave-assisted chemical recycling of polylactide (PLA) by alcoholysis with various diols,2020-11-01,"Alcoholysis, Chemical recycling, Microwave, Polylactide, Polyurethane"
"Antidiabetic, Antithrombin and Cytotoxic bioactive compounds in five cultivars of Piper betle L.",2020-11-01,"Anti-diabetic, Anti-thrombin, Betelvine, Cytotoxicity, Piper betle"
Leiomyosarcoma of the renal pelvis diagnosed by percutaneous endoscopic resection,2020-11-01,"Kidney tumor, Leiomyosarcoma, Renal pelvis"
Lactobacillus gastricus BTM 7 prevents intestinal colonization by biofilm forming Cronobacter sakazakii in Caenorhabditis elegans model host,2020-11-01,"Antimicrobial activity, Biofilm, Caenorhabditis elegans, Cronobacter sakazakii, Probiotics"
Expression profile of selected genes of the E-11 cell line in response to red-spotted grouper nervous necrosis virus infection,2020-11-01,"E-11 cell, Gene expression, Immune, Innate responses, Red-spotted grouper nervous necrosis virus (RGNNV)"
Digital phenotyping in Parkinson's disease: Empowering neurologists for measurement-based care,2020-11-01,"Accelerometer, Digital footprint, Digital phenotyping, Digital technology, Parkinson's disease, Smartphone"
Catalytic activity of silver nanoparticles anchored on layered double hydroxides and hydroxyapatite,2020-11-01,"4-nitrophenol reduction, Hydrogen bond, Hydroxyapatite, Layered double hydroxide, Silver nanoparticles"
Effect of COVID-19 virus on reducing GHG emission and increasing energy generated by renewable energy sources: A brief study in Malaysian context,2020-11-01,"COVID-19, Environment pollution, GHG emissions, Photovoltaic, Renewable energy systems, SARS-CoV-2"
Replica-permutation molecular dynamics simulations of an amyloid-β(16–22) peptide and polyphenols,2020-11-01,"Aggregation, Amyloid fibril, Amyloid-β peptide, Inhibitor, Molecular dynamics, Oligomer, Polyphenol, Replica-permutation method"
Salazinic Acid-Derived Depsidones and Diphenylethers with α -Glucosidase Inhibitory Activity from the Lichen Parmotrema dilatatum,2020-11-01,"depsidones, Diphenylethers, Lichens, Parmotrema dilatatum, Polyphenolics, α -glucosidase"
Factors Related to the Clinical Competence of Registered Nurses: Systematic Review and Meta-Analysis,2020-11-01,"Burnout, clinical competence, humans, job satisfaction, nurses"
Resin Composite Core and Fiber Post Improved the Fracture Parameters of Endodontically Treated Maxillary Premolars with Wedge-shaped Cervical Lesions,2020-11-01,"Cervical lesion, endodontically treated tooth, fiber post, fracture, maxillary premolar, resin composite"
Two-year surveillance of tilapia lake virus (TiLV) reveals its wide circulation in tilapia farms and hatcheries from multiple districts of Bangladesh,2020-11-01,"Bangladesh, disease surveillance, genome, Nile tilapia, TiLV"
Feline Morbillivirus Infection Associated With Tubulointerstitial Nephritis in Black Leopards (Panthera pardus),2020-11-01,"chronic kidney disease, Felidae, feline morbillivirus, leopard, Panthera pardus, Thailand, tubulointerstitial nephritis"
UCST-Type Copolymer through the Combination of Water-Soluble Polyacrylamide and Polycaprolactone-Like Polyester,2020-11-01,"biodegradable polymers, radical ring-opening polymerization, thermoresponsive polymers, upper critical solution temperature, water-soluble polymers"
A SNP of the hemocyanin gene (LvHc) is a marker for high growth and ammonia-tolerance in Pacific white shrimp Litopenaeus vannamei,2020-11-01,"Ammonia stress, Gene expression, Growth, Litopenaeus vannamei, Pacific white shrimp, SNP"
Preventive treatments to slow substantia nigra damage and Parkinson's disease progression: A critical perspective review,2020-11-01,"Antioxidants, Inflammation, Neuroimmunomodulation, Nutrition, Oxidative stress, Parkinson's disease"
Cost-effectiveness and budget impact analysis of infliximab and its biosimilar in patients with refractory moderate-to-severe Crohn’s disease using real world evidence in Thailand,2020-11-01,"biosimilar, Cost-effectiveness analysis, Crohn's disease, infliximab, Thailand"
Coal bottom ash use in traditional ceramic production: evaluation of engineering properties and indoor air pollution removal ability,2020-11-01,"Adsorption, Clay ceramic, Coal bottom ash, Indoor air pollution, Waste utilization"
Selective fluorescent sensors for gold(III) ion from N-picolyl sulfonamide spirobifluorene derivatives,2020-11-01,"Fluorescence, Gold(III) ion, Sensor, Spirobifluorene, Sulfonamide"
Cone-beam Computed Tomographic–based Assessment of Filled C-shaped Canals: Artifact Expression of Cone-beam Computed Tomography as Opposed to Micro–computed Tomography and Nano–computed Tomography,2020-11-01,"Artefact, beam hardening, CBCT, microCT, nanoCT, root canal filling"
Progress in utilisation of waste cooking oil for sustainable biodiesel and biojet fuel production,2020-11-01,"Alternative energy, Biodiesel, Biojet fuel, Intensification, Waste cooking oil"
Estimation of hybrid jig separation efficiency using a modified concentration criterion based on apparent densities of plastic particles with attached bubbles,2020-11-01,"Attached-bubble volume, Hybrid jig, Jig, Plastic separation, Recycling"
Development and validation of a lateral flow immunoassay for the detection of aflatoxin M1 in raw and commercialised milks,2020-11-01,"Aflatoxin M1, Detection, Lateral flow immunoassay, Milk, Strip test, Validation"
Lowered Antioxidant Defenses and Increased Oxidative Toxicity Are Hallmarks of Deficit Schizophrenia: a Nomothetic Network Psychiatry Approach,2020-11-01,"Antioxidants, Biomarkers, Inflammation, Neuro-immune, Oxidative stress, Tryptophan"
Meningococcal disease surveillance in the Asia–Pacific region (2020): The global meningococcal initiative,2020-11-01,"Antibiotic resistance, Asia-Pacific, Bacterial meningitis, Carriage, Conjugate vaccine, Emerging strains, High-risk groups, Immunization program, Meningococcal disease, Neisseria meningitidis, Polysaccharide vaccine, Refugees, Serogroup, Surveillance, Vaccination"
"Environmental, Neuro-immune, and Neuro-oxidative Stress Interactions in Chronic Fatigue Syndrome",2020-11-01,"Chronic fatigue syndrome, Environmental factors, Infection, Inflammation, Ionizing radiation, Myalgic encephalomyelitis, Neuro-immune, Nutritional deficiencies"
Perceived musculoskeletal discomfort and its association with postural shifts during 4-h prolonged sitting in office workers,2020-11-01,"Computers, Low back pain, Musculoskeletal disorders, Office workers"
"Structural diversity, natural selection and intragenic recombination in the Plasmodium vivax merozoite surface protein 9 locus in Thailand",2020-11-01,"Complete coding sequence, Malaria, Merozoite surface protein 9, Natural selection, Plasmodium vivax, Recombination, Thailand"
Postoperative analgesic efficacy of modified continuous transversus abdominis plane block in laparoscopic colorectal surgery: a triple-blind randomized controlled trial,2020-11-01,"Colorectal cancer, Laparoscopic surgery, Postoperative pain, Transversus abdominis plane block"
"Modulation of non-steroidal anti-inflammatory drug-induced, ER stress-mediated apoptosis in Caco-2 cells by different polyphenolic antioxidants: a mechanistic study",2020-11-01,"apoptosis, Caco-2 cells, ER stress, non-steroidal anti-inflammatory drugs, polyphenolic antioxidants"
"Clinical characteristics, trichoscopy, histopathology and treatment outcomes of frontal fibrosing alopecia in an Asian population: A retro-prospective cohort study",2020-11-01,"Asian, frontal fibrosing alopecia, lichen planopilaris, scaring alopecia, trichoscopy"
Production of biodiesel over waste seashell-derived active and stable extrudate catalysts in a fixed-bed reactor,2020-11-01,"Extrudate catalyst, FAME, Fixed-bed reactor, Micro-CT, Seashell"
"Acetylcholinesterase (AChE) polyclonal antibody from hybrid catfish (C. macrocephalus × C. gariepinus): Specification, sensitivity and cross reactivity",2020-11-01,"Acetylcholinesterase (AChE), Biomarker, Glyphosate, Hybrid catfish, Polyclonal antibody (PAb)"
Facile formation of agarose hydrogel and electromechanical responses as electro-responsive hydrogel materials in actuator applications,2020-11-01,"Agarose, Electro-induced bending response, Electro-responsive hydrogel, Electromechanical properties, Soft actuator"
A core outcome set for pre-eclampsia research: an international consensus development study,2020-11-01,"Consensus development study, core outcome set, modified Delphi method, modified nominal group technique, outcome reporting bias, pre-eclampsia"
Preparation and characterization of curdlan/polyvinyl alcohol/ thyme essential oil blending film and its application to chilled meat preservation,2020-11-01,"Blending film, Chilled meat preservation, Curdlan, Polyvinyl alcohol, Thyme essential oil"
New organic/inorganic nanohybrids of targeted pullulan derivative/gold nanoparticles for effective drug delivery systems,2020-11-01,"Drug delivery systems, Organic/inorganic nanohybrids, Pullulan derivative/gold nanoparticles"
Colorimetric assay for determination of Cu (II) ions using L-cysteine functionalized silver nanoplates,2020-11-01,"Aggregation, Colorimetric method, Copper, L-Cysteine, Silver nanoplates"
"Swine influenza viruses and pandemic H1N1-2009 infection in pigs, Myanmar",2020-11-01,"influenza, Myanmar, pandemic H1N1, pigs"
Optimal parameters estimation of PEMFCs model using Converged Moth Search Algorithm,2020-11-01,"A total of the squared deviations, Moth Search Algorithm, Optimal parameter estimation, PEMFC"
Managing diversity through transgender inclusion in developing countries: A collaborative corporate social responsibility initiative from Bangladesh,2020-11-01,"Bangladesh, collaborative corporate social responsibility, discrimination, diversity management, Hijra community, transgender inclusion"
Colorimetric sensor and LDI-MS detection of biogenic amines in food spoilage based on porous PLA and graphene oxide,2020-11-01,"Cadaverine, Calcium carbonate nanoparticles, Dual detection, Food spoilage sensor, Putrescine"
Amylomaltase from Thermus filiformis: expression in Saccharomyces cerevisiae and its use in starch modification,2020-11-01,"amylomaltase, disproportionation reaction, GRAS, Saccharomyces cerevisiae, starch modification, Thermus filiformis"
"Simultaneous determination of benzoic acid, sorbic acid, and propionic acid in fermented food by headspace solid-phase microextraction followed by GC-FID",2020-11-01,"Fermented food, Headspace SPME, Preservatives"
"Surveillance of influenza A virus subtype H5N1 in a live bird market in Yangon, Myanmar: 2017–2018",2020-11-01,"characterization, H5N1, live bird market, Myanmar, surveillance"
Modern biologics for rabies prophylaxis and the elimination of human cases mediated by dogs,2020-11-01,"Antibodies, encephalitis, lyssavirus, mononegavirales, prophylaxis, rabies, rhabdovirus, vaccine, Virus, zoonosis"
Optimal Designing and Synthesis of a Hybrid PV/Fuel cell/Wind System using Meta-heuristics,2020-11-01,"Elephant herding optimization algorithm, Hybrid system, Lithium-ion battery, Lévy flight, Proton exchange membrane fuel cell, PV, Wind"
Pre-Procedural Hyperglycemia Increases the Risk of Contrast-Induced Nephropathy in Patients Undergoing Coronary Angiography: A Systematic Review and Meta-Analysis,2020-11-01,"Contrast-induced nephropathy, Coronary angiography, Coronary artery disease, Hyperglycemia"
NiCoP nanoleaves array for electrocatalytic alkaline H2 evolution and overall water splitting,2020-11-01,"Alkaline media, Electrocatalysis, Hydrogen evolution reaction, Solar-driven electrolysis, Water splitting"
An optimal configuration for a battery and PEM fuel cell-based hybrid energy system using developed Krill herd optimization algorithm for locomotive application,2020-11-01,"Converged Krill herd optimization algorithm, Energy management optimization, Hybrid energy system, Lithium-ion battery, Locomotive, PEM fuel cell"
Proatlas anomalies in craniofacial malformations: 5-year experience in King Chulalongkorn Memorial Hospital,2020-11-01,"Craniovertebral malformation, Os odontoideum, Pre-basioccipital arch, Proatlas segmental anomalies"
PEM fuel cells model parameter identification based on a new improved fluid search optimization algorithm,2020-11-01,"Chaos theory, FSO, Optimization, Parameter identification, Proton exchange membrane fuel cell, Total of square deviations"
NiCo-LDH/Ti3C2 MXene hybrid materials for lithium ion battery with high-rate capability and long cycle life,2020-11-01,"First-principles calculation, Lithium ion battery, MXene, NiCo-LDH, Ti3C2"
An efficient terminal voltage control for PEMFC based on an improved version of whale optimization algorithm,2020-11-01,"Chaotic, LQR, Parameter estimation, Proton exchange membrane fuel cell, Whale optimization algorithm"
Effect of partial posterior vitreous detachment on spectral-domain optical coherence tomography retinal nerve fibre layer thickness measurements,2020-11-01,"glaucoma, imaging, vitreous"
A new optimized configuration for capacity and operation improvement of CCHP system based on developed owl search algorithm,2020-11-01,"Capacity, Combined cooling heating and power system, Improved, Operation strategy, Owl search algorithm"
"Pb, Cd, and Cu Play a Major Role in Health Risk from Contamination in Duck Meat and Offal for Food Production in Thailand",2020-11-01,"Duck, Heavy metals, Meat, Offal, Thailand"
Efficient stoneware hand mold for slip casting in natural rubber latex glove preparation,2020-11-01,"Ceramic hand mold, mechanical properties, medical gloves, natural rubber latex film"
Online optimal stationary reference frame controller for inverter interfaced distributed generation in a microgrid system,2020-11-01,"Distributed generation, Fuzzy logic, Microgrid, Particle swarm optimization (PSO) algorithm, Proportional-resonant controller"
Does economic policy uncertainty influence executive risk-taking incentives?,2020-11-01,"Economic policy uncertainty, Instrumental variable, Managerial risk-taking, Risk-taking incentives"
How do socially controversial companies do during a stressful time? Evidence from the Great Recession,2020-11-01,"Controversial stocks, Financial crisis, Great Recession, Sin stocks"
"Potential applications of graphene-based nanomaterials in biomedical, dental, and implant applications",2020-10-31,"Bone regeneration, Coatings, Dental implant, Graphene"
Lightweight PVIDNet: A Priority Vehicles Detection Network Model Based on Deep Learning for Intelligent Traffic Lights,2020-10-31,"deep learning, image detection, intelligent traffic light, vehicle classification"
Leadership that matters: creating cultures of academic optimism that support teacher learning in Thailand,2020-10-31,"Academic optimism, Leadership, Leadership effects, Multi-level SEM, Teacher learning, Thailand"
3D Scanning with AI-powered Embedded System Streaming Digital Signage via Redundant Network Attached Storage and Hybrid Cloud Storage,2020-10-29,"3D image, 3D Scanning, Digital Signage, Embedded System Cluster, Hybrid Cloud, Network Attached Storage, Redundant Network Attached Storage, Spatial Filter"
Unremitting diarrhoea in a girl diagnosed anti-N-methyl-D-aspartate-receptor encephalitis: A case report,2020-10-26,"Autoimmune encephalitis, Case report, Children, Cytomegalovirus, Diarrhoea, Gastrointestinal, Vomiting"
Two Faces of Brugada Syndrome: Electrical and Structural Diseases,2020-10-26,"arrhythmogenic cardiomyopathy, Brugada syndrome, ion channelopathy, sudden death, ventricular fibrillation"
Structurally Abnormal Myocardium Underlies Ventricular Fibrillation Storms in a Patient Diagnosed With the Early Repolarization Pattern,2020-10-26,"ablation, conduction, early repolarization, ventricular fibrillation"
Experimental and Numerical Study on the Charge Decay on Solid Insulator Surface,2020-10-25,"acrylic, charge decay, DC corona, solid insulator, surface charge"
New Fluorene Derivatives from Dendrobium gibsonii and Their α-Glucosidase Inhibitory Activity,2020-10-25,"Dendrobium gibsonii, dihydrophenanthrenes, fluorene derivative, Orchidaceae, α-glucosidase inhibitory activity"
Stockify: A Web Application of Fundamental Stock Analysis for New Investors,2020-10-21,"fundamental stock analysis, new investor, SET50 index, stock exchange of Thailand (SET), web application"
"Thai Traffic Sign Classification and Recognition System Based on Histogram of Gradients, Color Layout Descriptor, and Normalized Correlation Coefficient",2020-10-21,"driving assistance technology, traffic sign classification, traffic sign recognition"
"Freedom of expression, social media censorship, and property rights",2020-10-20,"Censorship, Freedom of expression, Property rights, SDG 16.10, Social media"
"Health Risk Assessment of Passive Air Sampler-derived Polychlorinated biphenyl and Polycyclic Aromatic Hydrocarbons in Bangkok and Chiang Mai, Thailand",2020-10-20,"Air pollution, Health risk assessment, PAH, PCB, Thailand cities"
Optimization of Microwave Hydrothermal Carbonization Conditions of Hydrochar for Ammonium Adsorption,2020-10-20,"Ammonium, Box-Behnken design, Hydrochar, Microwave hydrothermal carbonization"
Potential Contribution of Solar Drying Systems to Development of Rural Communities: A Case Study in Thailand 農村コミュニティの発展における太陽熱乾燥システムの貢献可能性：タイにおけるケースタディ,2020-10-20,"Community enterprise, Learning, Local sustainability, Motivation, Renewable energy, Sharing, Solar thermal energy"
Achieving reversible thermochromism of bisdiynamide polydiacetylene via self-assembling in selected solvents,2020-10-20,"Crystal growth, Polydiacetylene, Reversible thermochromism, Self-Assembling, Solvent effect"
A new Chinatown? Authenticity and conflicting discourses on Pracha Rat Bamphen Road,2020-10-20,"Authenticity, Bangkok, Chinatown, discourses of contestation, linguistic landscape, production of space"
Diagnostic accuracy of HbA1c in detecting gestational diabetes mellitus,2020-10-17,"Diagnosis, gestational diabetes mellitus, HbA1c, OGTT"
Design of kinetic-energy harvesting floors,2020-10-16,"Electromagnetic generator, Energy floor tile, Energy harvesting, Energy harvesting paver, Footstep energy harvesting, Piezoelectric, Power management system"
Target Induced-DNA strand displacement reaction using gold nanoparticle labeling for hepatitis E virus detection,2020-10-16,"DNA strand displacement, Gold reporter probe, Hepatitis E virus, No-wash biosensor, One-pot detection"
Newly-isolated hydrogen-producing bacteria and biohydrogen production by Bacillus coagulans MO11 and Clostridium beijerinckii CN on molasses and agricultural wastewater,2020-10-16,"Bacillus coagulans MO11, Biohydrogen technology, Clostridium beijerinckii CN, Ethanol refinery wastewater utilization, Molasses"
Incidence and Persistence of High-risk Anogenital Human Papillomavirus Infection among Female Youth with and Without Perinatally Acquired Human Immunodefiency Virus Infection: A 3-year Observational Cohort Study,2020-10-15,"adolescent, HIV, human papillomavirus, perinatal, persistence"
Comparative exergoeconomic analysis of indirect and direct bio-dimethyl ether syntheses based on air-steam biomass gasification with CO2 utilization,2020-10-15,"Biomass gasification, CO2 emission, Dimethyl ether, Direct process, Exergoeconomic, Indirect process"
BoundWarden: Thread-enforced spatial memory safety through compile-time transformations,2020-10-15,"Bound checking thread, Buffer overflows, Compile-time transformation, Concurrent monitoring, Spatial memory safety"
Adsorptive performance of activated carbon reused from household drinking water filter for hexavalent chromium-contaminated water,2020-10-15,"Chromium-contaminated water, Heavy metal, Hexavalent chromium, Powdered activated carbon block, Surface complexation"
Improving the in vitro cell differentiation and in vivo osseointegration of titanium dental implant through oxygen plasma immersion ion implantation treatment,2020-10-15,"Cell differentiation, Osseointegration, Oxygen plasma immersion ion implantation, Titanium dental implant, Titanium dioxide"
Cotton thread-based wearable sensor for non-invasive simultaneous diagnosis of diabetes and kidney failure,2020-10-15,"Cellulose nanofiber, Chitosan, Cotton thread-based sensor, Glucose, Graphene oxide, Urea"
Pinning the conformation of a protein (CorA) in a solute matrix with selective binding,2020-10-15,"Coarse-grained model, Interacting solute matrix, Monte Carlo simulation, Protein CorA, Protein folding"
Orofacial dystonia and asssociated bulbar symptoms in multiple system atrophy: A blinded video analysis,2020-10-15,"Multiple system atrophy, Orofacial dystonia, Oromandibular dystonia, Red flags, Risus sardonicus"
Bi-metallic CuO-NiO based multifunctional material for hydrogen production from sorption-enhanced chemical looping autothermal reforming of ethanol,2020-10-15,"Bi-metallic multifunctional material, Ethanol reforming, Hydrogen production, Sorption-enhanced chemical looping autothermal reforming"
"Levels of antibodies specific to diphtheria toxoid, tetanus toxoid, and Haemophilus influenzae type b in healthy children born to Tdap-vaccinated mothers",2020-10-14,"Diphtheria toxoid, Hemophilus influenzae, Immunization, Infant, Pregnancy, Tetanus toxoid"
Gold sensing with rhodamine immobilized hydrogel-based colorimetric sensor,2020-10-14,"Agarose hydrogel, DFT calculation, gold probe, rhodamine, solvatochromism"
A Dependent Activities Elicitation Method for Designing Area Business Continuity Management,2020-10-12,"Area Business Continuity, Business Impact Analysis, Public-Private Partnership, Risk Assessment"
"Inverse Vulcanization of Styrylethyltrimethoxysilane–Coated Surfaces, Particles, and Crosslinked Materials",2020-10-12,"alkoxy silanes, coatings, inverse vulcanization, mercury remediation, sulfur"
"Serum miRNA125a-5p, miR-125b-5p, and miR-433-5p as biomarkers to differentiate between posterior circulation stroke and peripheral vertigo",2020-10-10,"Acute vertigo, Central vertigo, microRNA, Peripheral vertigo, Posterior circulation stroke, Stroke biomarker"
Measurements of production cross sections of WZ and same-sign WW boson pairs in association with two jets in proton-proton collisions at s=13TeV,2020-10-10,"CMS, Diboson, Electroweak, Physics"
Designing an optimized configuration for a hybrid PV/Diesel/Battery Energy System based on metaheuristics: A case study on Gobi Desert,2020-10-10,"Elephant herd optimization algorithm, Gobi desert, Hybrid renewable energy system, Multi-objective optimization, Sensitivity analysis, ε-Constraint method"
Laboratory investigation of the properties of cement fly ash gravel for use as a column-supported embankment,2020-10-10,"Cement fly ash gravel, Deep mixing, Permeability, Porous concrete, Soft clay, Soil improvement, Stone column"
Generating Test Scripts for Web-Based Applications,2020-10-09,"Automation Testing, Robot Framework, Selenium Boundary Value Testing, Software Testing, Test Automation Framework, Test Script"
Receptor-interacting protein kinase 1 is a key mediator in TLR3 ligand and Smac mimetic-induced cell death and suppresses TLR3 ligand-promoted invasion in cholangiocarcinoma,2020-10-09,"Cholangiocarcinoma, Invasion, Necroptosis, Receptor-interacting protein kinase 1 (RIPK1), Smac mimetic, Toll-like receptor 3"
Molecular detection and genetic characterization of Anaplasma marginale and Anaplasma platys-like (Rickettsiales: Anaplasmataceae) in water buffalo from eight provinces of Thailand,2020-10-08,"Anaplasma marginale, Anaplasma platys, Detection, Genetic characterization, Thailand, Water buffalo"
"Two new species of the southeast asian dwarf tarantula genus phlogiellus pocock, 1887 (Theraphosidae, Selenocosmiinae) and a discussion on the taxonomic problem of the genus",2020-10-08,"Burma, Philippines, Spider"
Development of Electrocoagulation and Detection Approaches for Manipulation of Volatile Compound Profiles in Organic Medium Supported Using Two-Phase Electrolyte System,2020-10-08,"2-phase electrochemical treatment, Electrochemical Synthesis, Electrocoagulation, Green synthesis, Two-phase electrolysis."
"Assessing customer intention use of mobile money application and the antecedent of perceived value, economic trust and service trust",2020-10-08,"Economy trust, Mobile money application, Perceived value, Service trust"
Identification of a Novel Pathogen Using Family-Wide PCR: Initial Confirmation of COVID-19 in Thailand,2020-10-07,"coronavirus, COVID-19, family-wide PCR, NGS, novel pathogen, SARS-CoV-2, Thailand"
"Macroscopic-microscopic characteristics and aflp fingerprint for identification of erythroxylum novogranatense, E. Cambodianum and E. cuneatum endemic to thailand",2020-10-07,"AFLP fingerprint, Genus Erythroxylum, Macroscopic characterisation, Microscopic characterisation"
Development of a health literacy hypertension test in Thailand,2020-10-05,"Health literacy, Hypertension test, Thailand"
Poly(methyl methacrylate)-graphene emulsion prepared via RAFT polymerization and the properties of NR/PMMA-graphene composites,2020-10-05,"Composites, Graphene oxide, Hydrophilic, RAFT polymerization, Reduced graphene oxide"
Association between clinical signs of oral lichen planus and oral health-related quality of life: A preliminary study,2020-10-04,"OIDP, Oral health-related quality of life, Oral impact on daily activities, Oral lichen planus, Thongprasom sign score"
Proteomic profiles of unilateral cryptorchidism in pigs at different ages using MALDI-TOF mass spectrometry and in-gel digestion coupled with mass spectrometry (GeLC-MS/MS) approaches,2020-10-02,"Cryptorchidism, In-gel digestion coupled with mass spectrometry (GeLC-MS/MS), Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS), Pig, Tumor necrosis factor receptor superfamily member 18 (TNFRSF18)"
Using sigma-ligands as part of a multi-receptor approach to target diseases of the brain,2020-10-02,"Alzheimer’s disease, multi-targeting drugs, multiple Sclerosis, neurological disease, Parkinson’s disease, sigma receptors"
"Diabetes mellitus as a prognostic factor for dengue severity: Retrospective study from Hospital for Tropical Diseases, Bangkok",2020-10-01,"Dengue severity, Diabetes mellitus, Prognostic factor"
Image Analysis for Reading out Embedden Information inside 3D printed Object using Deep Learning,2020-10-01,"3D-printing, CNN, deep learning, embeding information, image analysis, near-infrared image"
Chemical constituents of Launaea sarmentosa roots,2020-10-01,"DMAP-catalyzed benzoylation, Launaea sarmentosa, mixture of triterpenes"
Results of intraoperative radiotherapy given as a boost after breast conserving-surgery,2020-10-01,"boost, cosmetic outcomes, early breast cancer, Intraoperative radiotherapy (IORT), local recurrence, whole breast irradiation"
Antiviral Dosing Modification for Coronavirus Disease 2019–Infected Patients Receiving Extracorporeal Therapy,2020-10-01,"antivirals, continuous renal replacement therapy, coronavirus disease 2019, extracorporeal membrane oxygenation, extracorporeal therapy"
Adverse effects of mercury exposure in ddw strain mice during organogenesis,2020-10-01,"Fetus, Mercury, Mice, Organogenesis, Retention, Toxicity"
