Title,Author_count,Open_access,Unique_affiliations_count,cite_count
Indirect Immobilised Jagged-1 Enhances Matrisome Proteins Associated with Osteogenic Differentiation of Human Dental Pulp Stem Cells: A Proteomic Study,9,1,4,0
"Effectiveness of a community-integrated intermediary care (CIIC) service model to enhance family-based long-term care for Thai older adults in Chiang Mai, Thailand: a cluster-randomized controlled trial TCTR20190412004",8,1,7,2
Anti-neuroinflammatory effects of Cleistocalyx nervosum var. paniala berry-seed extract in BV-2 microglial cells via inhibition of MAPKs/NF-κB signaling pathway,7,1,3,0
How Does Ambient Light Affect the Image Quality of Phosphor Plate Digital Radiography? A Quantitative Analysis Using Contemporary Digital Radiographic Systems,6,1,3,0
Types of Retears After Knot-tying and Knotless Suture Bridge Rotator Cuff Repair: A Systematic Review and Meta-analysis,4,1,3,1
Bcl-2 Family Members Bcl-xL and Bax Cooperatively Contribute to Bortezomib Resistance in Mantle Cell Lymphoma,6,1,3,0
"In Schizophrenia, the Effects of the IL-6/IL-23/Th17 Axis on Health-Related Quality of Life and Disabilities Are Partly Mediated by Generalized Cognitive Decline and the Symptomatome",7,1,8,2
Gendered vulnerability and inequality: understanding drivers of climate-smart agriculture dis-and nonadoption among smallholder farmers in Malawi and Zambia,3,1,2,1
Cervical Microbiome in Women Infected with HPV16 and High-Risk HPVs,7,1,3,1
Effect of delayed distal radius fracture fixation on the difficulty of surgical operation,5,1,1,0
Interpenetrating Low-Molecular Weight Hyaluronic Acid in Hyaluronic Acid-Based In Situ Hydrogel Scaffold for Periodontal and Oral Wound Applications,8,1,2,2
Increased Lipid Peroxidation and Lowered Antioxidant Defenses Predict Methamphetamine Induced Psychosis,5,1,6,1
Assessing the Cooling and Air Pollution Tolerance among Urban Tree Species in a Tropical Climate,11,1,6,1
Epidemiology of foot-and-mouth disease outbreaks in Thailand from 2011 to 2018,9,1,3,0
Phytochemicals from Vanda bensonii and Their Bioactivities to Inhibit Growth and Metastasis of Non-Small Cell Lung Cancer Cells,8,1,2,0
"SARS-CoV-2 Transmission from Human to Pet and Suspected Transmission from Pet to Human, Thailand",8,1,2,4
DNA Barcoding of Culicoides Latreille (Diptera: Ceratopogonidae) From Thailand Reveals Taxonomic Inconsistencies and Novel Diversity Among Reported Sequences,5,0,5,4
Potential economic and clinical implications of improving access to snake antivenom in five ASEAN countries: A cost-effectiveness analysis,6,1,5,1
A New Paradigm Shift in Gastroparesis Management,3,1,1,2
Home-based exercise using balance disc and smartphone inclinometer application improves balance and activity of daily living in individuals with stroke: A randomized controlled trial,2,1,1,2
Bone mineral density among virologically suppressed Asians older than 50 years old living with and without HIV: A cross-sectional study,12,1,4,0
The effect of board independence on dividend payouts: A quasi-natural experiment,4,0,3,1
Special Section on Recent Advances in Simulation Techniques and Their Applications for Electronics,15,1,15,0
"Adrenocortical Carcinoma: Clinical Presentation, Outcomes of Treatment and Survival Analysis from a 15-Year Experience",4,0,1,0
Reduction of bubble coalescence by louver baffles in fluidized bed gasifier,3,1,1,1
Effectiveness of Vojta Therapy on Gross Motor Function in Children with Cerebral Palsy at GMFCS Levels 4 and 5: A Randomized Controlled Trial,5,0,2,0
Comparison of Clinical and Ultrasound Imaging Outcomes Between Corticosteroid and Hypertonic Dextrose Injections for Chronic Supraspinatus Tendinopathy,6,1,5,0
Genetic characterization of Marek's disease virus in chickens in Thailand reveals a high genetic diversity of circulating strains,5,1,3,0
Population Pharmacokinetics/Pharmacodynamics and Clinical Outcomes of Meropenem in Critically Ill Patients,7,2,4,2
"Chemical Constituents of Huberantha jenkinsii Leaves and Their Glucose Uptake Stimulatory, Anti-Adipogenic, and Neuroprotective Activities",9,0,4,0
The future of digital donation crowdfunding,4,1,3,0
"Expression of plant-produced anti-PD-L1 antibody with anoikis sensitizing activity in human lung cancer cells via., suppression on epithelial-mesenchymal transition",12,1,7,3
Optimal Loss of Load Expectation for Generation Expansion Planning Considering Fuel Unavailability,2,1,1,1
Low-Cost Fiber Chopped Strand Mat Composites for Compressive Stress and Strain Enhancement of Concrete Made with Brick Waste Aggregates,7,1,6,1
Inhibitory Effect of Dietary Defatted Rice Bran in an AOM/DSS-Induced Colitis-Associated Colorectal Cancer Experimental Animal Model,7,1,5,3
Shareholder litigation rights and ESG controversies: A quasi-natural experiment,3,1,3,7
Chitosan-Coated Bacterial Cellulose (BC)/Hydrolyzed Collagen Films and Their Ascorbic Acid Loading/Releasing Performance: A Utilization of BC Waste from Kombucha Tea Fermentation,4,1,3,2
The Effect of Morpholine on Composite-to-Composite Repair Strength Contaminated with Saliva,6,1,3,1
Eight Indole Alkaloids from the Roots of Maerua siamensis and Their Nitric Oxide Inhibitory Effects,8,1,3,1
A Deterministic Branch Prediction Technique for a Real-Time Embedded Processor Based on PicoBlaze Architecture,2,1,1,0
Hierarchical Porous Carbon Fibers Synthesized by Solution-Plasma-Generated Soot Deposition and Their CO2 Adsorption Capacity,4,1,2,1
Cisplatin Induces Senescent Lung Cancer Cell-Mediated Stemness Induction via GRP78/Akt-Dependent Mechanism,4,1,1,3
"Assessment of Climate Change Impacts on the Water, Food, and Energy Sectors in Sittaung River Basin, Myanmar",5,1,3,1
Clinical Characteristics and In-Hospital Mortality in Patients with STEMI during the COVID-19 Outbreak in Thailand,10,1,2,0
The Prevalence of Cleft Lip and Palate and Their Effect on Growth and Development: A Narrative Review,5,1,3,0
Comparison of Tacrolimus Intra-Patient Variability during 6–12 Months after Kidney Transplantation between CYP3A5 Expressers and Nonexpressers,10,1,5,1
Multiple Venous and Pulmonary Artery Thrombosis as the Presenting Features of Spontaneously Reversible Nephrotic Syndrome after Exposure to SARS-CoV-2 Virus (Pfizer/BioNTech BNT162b2) Vaccination,7,1,3,0
Arrhythmias after SARS-CoV-2 Vaccination in Patients with a Cardiac Implantable Electronic Device: A Multicenter Study,10,1,4,5
Factors Associated with Farrowing Duration in Hyperprolific Sows in a Free Farrowing System under Tropical Conditions,4,1,3,5
Immunogenicity of an mRNA-Based COVID-19 Vaccine among Adolescents with Obesity or Liver Transplants,7,1,2,3
Development of Duplex LAMP Technique for Detection of Porcine Epidemic Diarrhea Virus (PEDV) and Porcine Circovirus Type 2 (PCV 2),9,1,4,2
An Efficient Hybrid QHCP-ABE Model to Improve Cloud Data Integrity and Confidentiality,7,1,9,5
Cyber Trust Index: A Framework for Rating and Improving Cybersecurity Performance,3,1,2,1
Comparative Study of DNA Extraction Methods for the PCR Detection of Intestinal Parasites in Human Stool Samples,7,1,2,1
The Roles of Vitamins in Diabetic Retinopathy: A Narrative Review,2,1,3,0
Electrochemical Biosensors for Pathogen Detection: An Updated Review,7,1,9,6
Mobility-Aware Data Caching to Improve D2D Communications in Heterogeneous Networks,8,1,6,0
The ‘knee’ pattern in spirometry flow-volume curves in children: Does it relate to tracheomalacia?,7,0,4,0
"Effects of Irvingia gabonensis Extract on Metabolism, Antioxidants, Adipocytokines, Telomere Length, and Aerobic Capacity in Overweight/Obese Individuals",5,1,3,0
Mulberry-Derived 1-Deoxynojirimycin Prevents Type 2 Diabetes Mellitus Progression via Modulation of Retinol-Binding Protein 4 and Haptoglobin,7,1,3,2
Data-Driven Prediction of Stability of Rock Tunnel Heading: An Application of Machine Learning Models,8,1,3,9
Fabrication of pH-Responsive Zn2+-Releasing Glass Particles for Smart Antibacterial Restoratives,10,1,3,1
Is Biportal Endoscopic Spine Surgery More Advantageous Than Uniportal for the Treatment of Lumbar Degenerative Disease? A Meta-Analysis,8,1,8,1
Malaria Preventive Practices among People Residing in Different Malaria-Endemic Settings in a Township of Myanmar: A Mixed-Methods Study,3,1,3,1
Telomere Length Is Correlated with Resting Metabolic Rate and Aerobic Capacity in Women: A Cross-Sectional Study,6,1,3,0
"Chemical Composition, Sources, and Health Risk Assessment of PM2.5 and PM10 in Urban Sites of Bangkok, Thailand",10,1,4,4
Selective Conversion of Glycerol to Methanol over CaO-Modified HZSM-5 Zeolite,10,1,3,0
In Silico-Based Vaccine Design Against Hepatopancreatic Microsporidiosis in Shrimp,3,1,3,0
Splitter-based Non-cryogenic Artificial Trapping (SNAT): Novel modulation mechanism in comprehensive two dimensional gas chromatography,2,1,1,3
Standardized Thunbergia laurifolia Extract Inhibits PM2.5-Induced Oxidative Stress by Regulating p62–KEAP1–NRF2 Signaling Pathway,6,1,1,0
Suicide prevention research is crucial to achieving health equity for people with HIV,6,0,8,0
Lower Nose Arterial Plexus and Implications for Safe Filler Injections,4,0,2,1
"TIGIT Monoallelic Nonsense Variant in Patient with Severe COVID-19 Infection, Thailand",8,1,2,0
Emergence of canine parvovirus type 2c (CPV-2c) of Asian origin in domestic dogs in Myanmar,7,0,2,0
Importance of amine in carbon dioxide conversion to methanol catalyzed by Ru-PNP complex,5,0,2,1
Improvement of Poly(L-lactide)-b-poly(ethylene glycol)-b-poly(L-lactide) Film Properties with Nanocellulose,4,1,2,0
Quantitative evaluation approach for translation of perceptual soundscape attributes: Initial application to the Thai Language,11,2,6,4
INTUITIONISTIC FUZZY UNIFORM MODULES,2,,3,0
Factors affecting worriedness: A study of the COVID-19 pandemic in Japan,13,1,3,1
Measurement of the Higgs boson width and evidence of its off-shell contributions to ZZ production,2358,1,280,5
"Global review of groundwater potential models in the last decade: Parameters, model techniques, and validation",4,0,2,7
An Unusual Complication of Endoscopic Cyanoacrylate Injection for Gastric Varix,2,0,1,0
Brief Report: Mortality after Loss to Follow-Up - A Linkage Study of People Living with HIV in Thailand and Malaysia,9,0,9,0
Sustainable utilization of unavoidable food waste into nutritional media for the isolation of bacterial culture for the removal of heavy metals,2,0,1,0
Composting time minimization of mature vermicompost using desirability and response surface methodology approach,4,0,3,1
Life-threatening cardiac arrhythmia and sudden death during electronic gaming: An international case series and systematic review,15,1,13,6
A DFT study on N2O oxidation and methanol synthesis over Bi4O6: single-site catalytic model of α-Bi2Mo3O12,4,0,3,0
Effectiveness of Mindfulness – Based Therapy and Counseling programs (MBTC) on relapses to methamphetamine dependence at a substance dependency treatment center,3,0,2,1
Simulated daily readout for maintaining nuclear medicine education in residency training amidst declining case volume: Evidence from the COVID-19 pandemic,3,0,2,0
Dental Screening Including Panoramic Radiograph for Gorlin-Goltz Syndrome in Patients With Multiple Basal Cell Carcinomas,9,1,7,1
Effect of Basic Fibroblast Growth Factor on Expression of Let-7 MicroRNA in Proliferation of Human Dental Pulp Cells,3,1,2,0
Validity and Reliability of the Thai Version of the Cardiac Anxiety Questionnaire-Revised Among Thai Cardiac Patients,4,1,1,0
SARS-CoV-2 Omicron variant emerged under immune selection,23,1,15,9
Family still matters: Human social motivation across 42 countries during a global pandemic,66,2,53,4
A new series of chrysin derivatives as potent non-saccharide ⍺-glucosidase inhibitors,2,0,1,2
Sleep impairments and quality of life in Thai adolescents with systemic lupus erythematosus,5,0,2,1
Genetic basis of sudden death after COVID-19 vaccination in Thailand,20,2,6,5
Reservoir Assessment Tool 2.0: Stakeholder driven improvements to satellite remote sensing based reservoir monitoring,9,2,6,3
A new double signal on electrochemical aptasensor based on gold nanoparticles/graphene nanoribbons/MOF-808 as enhancing nanocomposite for ultrasensitive and selective detection of carbendazim,5,1,2,2
Successful management of colonic pythiosis in two dogs in Thailand using antifungal therapy,5,1,2,1
Bacterial contamination and organic residue after reprocessing in duodenoscopes with disposable distal caps compared with duodenoscopes with fixed distal caps: a randomized trial,9,0,2,5
Curving of graphene quantum dots by external electric field,2,0,1,1
Reddy’s third-order shear deformation shell theory for free vibration analysis of rotating stiffened advanced nanocomposite toroidal shell segments in thermal environments,5,0,4,9
Neuronal Ceroid Lipofuscinoses Presenting as Rett-like Phenotype: A Two-Case Report From Thailand,5,0,2,0
Enhancing growth environment for attached microalgae to populate onto spent coffee grounds in producing biodiesel,12,0,9,2
Palbociclib plus letrozole versus placebo plus letrozole in Asian postmenopausal women with oestrogen receptor–positive/human epidermal growth factor receptor 2–negative advanced breast cancer: Primary results from PALOMA-4,18,1,17,9
"Probiotic Gac fruit beverage fermented with Lactobacillus paracasei: Physiochemical properties, phytochemicals, antioxidant activities, functional properties, and volatile flavor compounds",8,1,2,8
Classification of salivary bacteriome in asymptomatic COVID-19 cases based on long-read nanopore sequencing,5,2,3,6
Butanol production from Thai traditional beverage (Sato) factory wastewater using newly isolated Clostridium beijerinckii CUEA02,4,0,2,1
Immediate Effect of Working From Home During the COVID-19 Pandemic on the Incidence of Non-Specific Neck and Low Back Pain: A Prospective Cohort Study,4,2,3,2
Corrosion properties of Cu/Sn–3.0Ag–0.5Cu/Cu solder butt joints fabricated by conventional reflow and microwave hybrid heating,5,0,4,1
Ultrasonically assisted surface modified CeO2 nanospindle catalysts for conversion of CO2 and methanol to DMC,3,1,2,3
Eco-friendly poly(aniline boronic acid)/gum tragacanth stabilized silver nanoparticles nanocomposite for selective sensing of Hg2+,4,0,3,2
Indirect Effects on Adjacent Segments After Minimally Invasive Transforaminal Lumbar Interbody Fusion,6,0,5,1
3D printing filaments from plasticized Polyhydroxybutyrate/Polylactic acid blends reinforced with hydroxyapatite,8,0,3,6
Accuracy and agreement of a large panel of endosonographers for endomicroscopy-guided virtual biopsy of pancreatic cystic lesions,17,2,16,4
"Severe coarctation of the aorta, developmental delay, and multiple dysmorphic features in a child with SMAD6 and SMARCA4 variants",6,0,4,0
Fatal haemolytic transfusion reaction due to anti-Ena and identification of a novel GYPA c.295delG variant in a Thai family,9,0,4,1
Anodic polarization characteristics in hydrogen and methane oxidations at nickel-cobalt yttria-stabilized zirconia cermet relating to prolonged cell performance stability,3,0,2,1
Optimising zero-valent iron from industrial waste using a modified air-Fenton system to treat cutting oil wastewater using response surface methodology,4,1,2,2
Dibenzothiazole appended 4-hydroxyphenyl acrylonitrile as a highly selective visual and fluorimetric detection of cyanide ion,5,0,2,3
A Comprehensive Motion Compensation Method for In-Plane and Out-of-Plane Motion in Dynamic Contrast-Enhanced Ultrasound of Focal Liver Lesions,9,2,5,0
Direct growth of InSb nanowires on CdTe (0 0 1) substrates by molecular beam epitaxy,8,0,2,2
Bioproducts from proteins in neem seed oil meals,6,0,3,2
"Comparative study on structural, biological and functional activities of hydrolysates from Adzuki bean (Vigna angularis) and mung bean (Vigna radiata) protein concentrates using Alcalase and Flavourzyme",5,0,2,6
"A comparative review on photo and mixotrophic mode of algae cultivation: Thermochemical processing of biomass, necessity of bio-oil upgrading, challenges and future roadmaps",10,0,4,11
Effect of cotton fiber addition and carbonization temperature to the structural-and-surface-property change of C/C composite xerogels as electrodes for electric double layer capacitors,4,0,2,1
Reimbursement Savings Associated With Tissue Versus Mechanical Surgical Aortic Valve Replacement in Thailand,4,1,4,0
"New insights and updated correlations for density, viscosity, refractive index, and associated properties of aqueous 4-diethyl-amino-2-butanol solution",5,0,3,3
"Molecular detection of Mycoplasma wenyonii and its closely related hemotropic Mycoplasma sp. in blood-sucking flies from a buffalo farm in Chachoengsao province, Thailand",7,0,1,1
"In-situ TiO2-Coated CsPbBr3 quantum dots with enhanced stability, photoluminescence quantum yields, and charge transport properties",5,0,2,4
Hydrodynamic model for renal microvascular filtration: Effects of physiological and hemodynamic changes on glomerular size-selectivity,4,0,4,2
Application of Bi2O3/TiO2 heterostructures on glycerol photocatalytic oxidation to chemicals,5,1,4,5
Novel hybrid natural rubber nanocomposites with carbon nanotube and cellulose nanofiber for strain-sensitive sensor,2,0,1,2
Elevated cell-free DNA in respiratory viral infection and associated lung allograft dysfunction,16,0,6,2
Physicochemical properties and viscoelastic behavior of rice–mung bean composite flour systems as potential ingredients for plant-based foods,3,0,1,0
What factors predict craniomandibular disorders in severe COVID-19 survivors after prolonged intubation?,7,2,6,2
"A Systematic Review on Generalized Fuzzy Numbers and Its Applications: Past, Present and Future",9,0,9,8
KCl-induced repetitive cortical spreading depression inhibiting trigeminal neuronal firing is mediated by 5-HT1B/1D and opioid receptors,4,1,4,0
Comparison of airway changes after maxillomandibular advancement with or without genial tubercle advancement in obstructive sleep apnea using cone-beam computed tomography,3,0,3,1
Enhancement of the properties of carbon-black-filled natural rubber compounds containing soybean oil cured with peroxide through the addition of coagents,2,0,1,7
Efficacy of Potassium Supplementation in Hypokalemic Patients Receiving Peritoneal Dialysis: A Randomized Controlled Trial,15,0,11,5
Current challenges of biomass refinery and prospects of emerging technologies for sustainable bioproducts and bioeconomy,6,0,3,7
Coverage of the Left Subclavian Artery in Blunt Thoracic Aortic Injury Repair Is Rarely Indicated,6,0,1,0
The immediate patch test reaction to fragrance in patients with allergic contact dermatitis to fragrance: A prospective study,6,0,2,3
A comparison of artificial intelligence versus radiologists in the diagnosis of thyroid nodules using ultrasonography: a systematic review and meta-analysis,3,0,1,1
Relationship difficulties and “technoference” during the COVID-19 pandemic,13,1,12,4
Inflammatory Modulation of miR-155 Inhibits Doxorubicin-Induced Testicular Dysfunction via SIRT1/FOXO1 Pathway: Insight into the Role of Acacetin and Bacillus cereus Protease,5,1,4,3
Global prevalence and clinical manifestations of cutaneous adverse reactions following COVID-19 vaccination: A systematic review and meta-analysis,6,1,3,12
Pharmacokinetic characteristics of azithromycin in freshwater crocodiles (Crocodylus siamensis) after intramuscular administration at three different dosages,9,0,4,0
Enhancing active ageing in later life: Can community networks enhance elderly health behaviours? Insights from a bracketing qualitative method,3,0,3,1
A systematic review on pharmacists’ turnover and turnover intention,6,0,3,1
Can the Borg CR-10 scale for neck and low back discomfort predict future neck and low back pain among high-risk office workers?,5,1,3,0
"Myofibroblasts, B Cells, and Mast Cells in Different Types of Long-Standing Acne Scars",4,1,2,2
"Thai translation and validation of the Pelvic Organ Prolapse/Urinary Incontinence Sexual Questionnaire, IUGA-Revised (PISQ-IR) and Pelvic Floor Distress Inventory (PFDI-20)",2,0,1,1
Board gender diversity and environmental emissions,3,1,4,12
Comparative Effectiveness between Expanded Hemodialysis (Hemodialysis Using a Medium Cut-Off Dialyzer) and Mixed-Dilution Online Hemodiafiltration Using a High-Flux Dialyzer in Removing Middle-Molecule Uremic Toxins,6,0,1,4
Impacts of human resource management and knowledge management on non-financial organizational performance: Evidence of Thai infrastructure construction firms,4,1,2,4
Long-term Outcomes of Pediatric Tracheostomy Home Care in a Limited Resource Setting of Professional Home Nurse,6,0,1,0
Assisted peritoneal dialysis performed by caregivers and its association with patient outcomes,14,0,15,4
Why does the WTO treat export subsidies and import tariffs differently?,2,0,2,0
Delivery and diffusion of retinal in dermis and epidermis through the combination of prodrug nanoparticles and detachable dissolvable microneedles,9,2,3,1
The Efficacy of Early Additional Hemoperfusion Therapy for Severe COVID-19 Patients: A Prospective Cohort Study,2,1,4,7
"Impact of insulin-like growth factor 1, immunoglobulin G and vitamin A in colostrum on growth of newborn Black Bengal goats and its crossbred",6,0,2,0
Feeding performance of the larval stag beetle Aegus chelifer (Coleoptera: Lucanidae) explains adult body size variation and sexual dimorphism,3,0,1,3
Oral pemphigus after COVID-19 vaccination,4,1,2,16
The Accuracy of Continuous Glucose Monitoring in the Medical Intensive Care Unit,5,1,3,7
Buckling Analysis of Nonlocal Nanocolumns Using Finite Element Method,5,1,3,0
Influence of Surface Stresses on the Deflection of Circular Nanoplate with Two-Parameter Elastic Substrate,2,1,2,0
Processing of electroplating industry wastewater through dual chambered microbial fuel cells (MFC) for simultaneous treatment of wastewater and green fuel production,7,0,7,22
Editorial: Data sciences in transportation and transit systems,5,1,5,0
Programmable Millifluidic Platform Integrating Automatic Electromembrane Extraction Cleanup and In-Line Electrochemical Detection: A Proof of Concept,6,1,4,1
Accuracy of CCL20 expression level as a liquid biopsy-based diagnostic biomarker for ovarian carcinoma,6,1,2,1
Phase transitions and suppression of magnetoresistance in WTe 2 − x Sex system,6,0,3,0
Comparison of the Immune Response After an Extended Primary Series of COVID-19 Vaccination in Kidney Transplant Recipients Receiving Standard Versus Mycophenolic Acid-sparing Immunosuppressive Regimen,14,1,5,1
Resistance-Based Lateral Flow Immunosensor with a NFC-Enabled Smartphone for Rapid Diagnosis of Leptospirosis in Clinical Samples,13,0,8,5
Direct Contact Membrane Distillation for Treatment of Mixed Wastewater of Humic Acid and Reactive Dye: Membrane Flux Decline and Fouling Analysis,2,1,1,0
Understanding the Catalytic Kinetics of Polysulfide Redox Reactions on Transition Metal Compounds in Li-S Batteries,12,0,5,42
BRAF V600E Immunohistochemistry Predicts Prognosis of Patients with Cutaneous Melanoma in Thai population,10,1,5,1
"Corrigendum: Microalgae-based wastewater treatment for developing economic and environmental sustainability: Current status and future prospects, (Front. Bioeng. Biotechnol, (2022), 10, (904046), 10.3389/fbioe.2022.904046)",5,1,2,3
Comprehensive drug response profiling and pan-omic analysis identified therapeutic candidates and prognostic biomarkers for Asian cholangiocarcinoma,8,1,4,1
Catalytic Hydrogenolysis of Lignin into Phenolics by Internal Hydrogen over Ru Catalyst,10,0,6,3
Supercapacitor and high k properties of CNT-PbS reinforced quinoxaline amine based polybenzoxazine composites,8,0,5,3
Improvement of Methane Hydrate Formation Using Biofriendly Amino Acids for Natural Gas Storage Applications: Kinetic and Morphology Insights,7,0,4,3
Assessment and validation of the TREAT-B score to assess the treatment eligibility of patients with chronic hepatitis B virus infection,6,1,3,1
Pandemic origins and a One Health approach to preparedness and prevention: Solutions based on SARS-CoV-2 and other RNA viruses,14,1,17,19
Effects of Carboxymethyl Cellulose/Nano-Calcium Carbonate Hydrogel Amendment of Loamy Sand Soil for Maize Growth,6,0,2,6
Magnetoconductance oscillations in electron-hole hybridization gaps and valley splittings in tetralayer graphene,5,2,2,0
"Omicron BA.1, BA.2 and COVID-19 Booster Vaccination",11,1,6,1
Effects of estrogen receptor β or G protein-coupled receptor 30 activation on anxiety-like behaviors in relation to GABAergic transmission in stress-ovariectomized rats,3,0,2,1
Neutralizing Activities Against the Omicron Variant After a Heterologous Booster in Healthy Adults Receiving Two Doses of CoronaVac Vaccination,19,2,6,33
Gilt reproductive performance in a tropical environment after oestrus synchronization and fixed-time artificial insemination,7,0,5,2
"Activity-based exposure levels and lifetime cancer risk for workers exposed to polychlorinated biphenyls during electronic waste dismantling in Buriram province, Thailand",3,0,3,1
"Experimental and DFT investigations on enhanced stability found on Re-, Rh-, and Nb-promoted Pt/WOx/γ-Al2O3 catalyst during aqueous-phase glycerol hydrogenolysis",10,0,3,3
3D carbon nanotubes-graphene hybrids for energy conversion and storage applications,6,0,3,14
Novel selective “on–off” fluorescence sensor based on julolidine hydrazone-Al3+ complex for Cu2+ ion: DFT study,8,0,3,4
Digital financing for SMEs' recovery in the post-COVID era: A bibliometric review,2,1,2,0
mRNA vaccine with unmodified uridine induces robust type I interferon-dependent anti-tumor immunity in a melanoma model,7,1,4,2
"Effects of Various Agroecosystem Landscape on Arthropod Diversity: A Study Case in Kemiri Village, Jember, Indonesia",6,1,2,0
Effects of multimedia integrated fine arts education on students' learning attitude and learning satisfaction,4,1,3,0
Acceptance and Perception of Artificial Intelligence Usability in Eye Care (APPRAISE) for Ophthalmologists: A Multinational Perspective,44,1,33,5
Disruption of white matter integrity and its relationship with cognitive function in non-severe traumatic brain injury,37,1,11,1
Vanadium-Doped Porous Cobalt Oxide for Its Superior Peroxidase-like Activity in Simultaneous Total Cholesterol and Glucose Determination in Whole Blood Based on a Simple Two-Dimensional Paper-Based Analytical Device,4,0,2,6
Highly dense diamond particle-reinforced Ni-P coatings fabricated by pulse-stirring co-electrodeposition,6,,3,0
Axial load-strain relationships of partially encased composite columns with H-shaped steel sections,3,,1,0
Self-rated oral health among elderly patients attending a university dental hospital in Thailand: a telephone-based cross-sectional survey study,4,1,1,0
Improvement of stress-strain behavior of brick-waste aggregate concrete using low-cost FCSM composites,8,0,6,1
Chronoampermetric detection of enzymatic glucose sensor based on doped polyindole/MWCNT composites modified onto screen-printed carbon electrode as portable sensing device for diabetes,2,1,1,2
Creating behavioral engagement among higher education’s prospective students through social media marketing activities: The role of brand equity as mediator,4,1,4,0
Phage-resistant Pseudomonas aeruginosa against a novel lytic phage JJ01 exhibits hypersensitivity to colistin and reduces biofilm production,6,1,3,3
Zwitterionic nano-objects having functionalizable hydrophobic core: Formation via polymerization-induced self-assembly and their morphology,3,0,2,0
"Spawning aggregation of bigeye trevally, Caranx sexfasciatus, highlights the ecological importance of oil and gas platforms",11,1,6,1
A DFT investigation of lithium adsorption on carbonaceous compounds as a potential anode material in lithium-ion batteries,4,0,1,1
Case report: BCL-2 and CD31 immunoexpression related to clinical and histopathological evaluation of renal dysplasia in a Welsh Corgi Puppy,6,1,2,0
Reactive argon-plasma activation of screen-printed carbon electrodes for highly selective dopamine determination,4,0,2,2
Factors influencing Muslim tourists’ decision making on choosing a destination: Case study of Muslim tourists from Organization of Islamic Cooperation,2,,4,1
Axial load-strain relationships of partially encased composite columns with H-shaped steel sections,3,,1,0
Purge and trap in-tube colorimetric detection method for the determination of ethanol in alcoholic and non-alcoholic beverages,6,1,2,0
Prospects for detecting the diffuse supernova neutrino background with JUNO,599,2,75,7
An Algae-Made RBD from SARS-CoV-2 Is Immunogenic in Mice,5,1,2,2
Quantitative morphokinetic parameters identify novel dynamics of oocyte meiotic maturation and cumulus expansion,5,1,2,3
Recent Developments in Microfluidic Paper-based Analytical Devices for Pharmaceutical Analysis,6,0,2,1
Microfluidic Paper-based Device for Medicinal Diagnosis,7,0,3,1
"Morphological and molecular characterisation of Asian Clam, Corbicula fluminea Megerle von Mühlfeld, 1811 (Venerida, Cyrenidae) elucidates geographical variation in Thailand",4,,2,0
The Interaction Effect of Text-Based Corporate Innovation and Economic Policy Uncertainty on Firm Performance,4,1,2,0
Butterfly-parasitoid-hostplant interactions in Western Palaearctic Hesperiidae: a DNA barcoding reference library,15,1,12,2
The effects of Litsea cubeba essential oil inhalation on brain wave activity,6,,5,0
Bounds on quantum evolution complexity via lattice cryptography,5,1,2,1
Thermal response of main protease of SARS and COVID-19 via a coarse-grained approach,3,1,2,0
Multivariate statistics and hydrogeochemistry of deep groundwater at southwestern part of Bangladesh,5,1,2,0
Clinical and Radiographic Comparisons among Minimally Invasive Lumbar Interbody Fusion: A Comparison with Three-Way Matching,8,1,4,9
Aqueous Prostaglandin Eye Drop Formulations,2,1,2,2
End-to-End Deep Convolutional Recurrent Models for Noise Robust Waveform Speech Enhancement,7,1,3,3
Reshaping the Management of Allergic Rhinitis in Primary Care: Lessons from the COVID-19 Pandemic,4,1,4,1
Benefits of Switching Mycophenolic Acid to Sirolimus on Serological Response after a SARS-CoV-2 Booster Dose among Kidney Transplant Recipients: A Pilot Study,13,1,3,0
Immunogenicity of a Fractional Dose of mRNA BNT162b2 COVID-19 Vaccine for Primary Series and Booster Vaccination among Healthy Adolescents,11,1,4,3
Clove Oil-Nanostructured Lipid Carriers: A Platform of Herbal Anesthetics in Whiteleg Shrimp (Penaeus vannamei),7,1,3,0
Comparative immune responses after vaccination with the formulated inactivated African horse sickness vaccine serotype 1 between naïve horses and pretreated horses with the live-attenuated African horse sickness vaccine,6,1,2,0
"Molecular Identification of Host Blood Meals and Detection of Blood Parasites in Culicoides Latreille (Diptera: Ceratopogonidae) Collected from Phatthalung Province, Southern Thailand",5,1,2,8
An Empirical Examination of Knowledge Management and Organizational Learning as Mediating Variables between HRM and Sustainable Organizational Performance,3,1,1,2
Synergetic Roles of Mangrove Vegetation on Sediment Accretion in Coastal Mangrove Plantations in Central Thailand,5,1,3,1
"Risk factors of Bartonella spp. infection and the association between Bartonella spp. and T-lymphocyte subset alteration in asymptomatic retrovirus-infected cats in Bangkok Metropolitan, Thailand",4,1,1,0
High Performance Composites Based on Highly Filled Glass Fiber-Reinforced Polybenzoxazine for Post Application,7,1,3,2
Identification of Shared Neoantigens in BRCA1-Related Breast Cancer,5,1,2,2
"Substituting Whole Wheat Flour with Pigeon Pea (Cajanus cajan) Flour in Chapati: Effect on Nutritional Characteristics, Color Profiles, and In Vitro Starch and Protein Digestion",3,1,1,1
