Title,Author_count,subtype,Subject_area_count,Cite_count
A simple high-throughput protocol for the extraction and quantification of inorganic phosphate in rice leaves,3,ar,2,5
Gut microbiota profiles of treatment-naïve adult acute myeloid leukemia patients with neutropenic fever during intensive chemotherapy,11,ar,3,10
ASIAN PACIFIC SOCIETY OF NEPHROLOGY CLINICAL PRACTICE GUIDELINE ON DIABETIC KIDNEY DISEASE,17,ar,1,11
CyclinA1 Promoter Methylation in Self-Sampling Test,6,ar,4,1
ASIAN PACIFIC SOCIETY OF NEPHROLOGY CLINICAL PRACTICE GUIDELINE ON DIABETIC KIDNEY DISEASE - EXECUTIVE SUMMARY,17,ar,1,4
Ocular sparganosis: The first report of spirometra ranarum in Thailand,7,ar,2,3
Carboxymethyl cellulose-based polyelectrolyte as cationic exchange membrane for zinc-iodine batteries,6,ar,1,11
Development and validation of an ultra-performance liquid chromatography mass spectrometry/mass spectrometry method for simultaneous quantification of total and free mycophenolic acid and its metabolites in human plasma,7,ar,1,1
"Combined application of extended depth of field imaging, image stitching and polarized microscopy techniques in identification of Spatholobus suberectus",7,ar,3,2
"Insights into the genetic diversity, recombination, and systemic infections with evidence of intracellular maturation of hepadnavirus in cats",8,ar,3,22
Natural Polymorphisms in Mycobacterium tuberculosis Conferring Resistance to Delamanid in Drug-Naive Patients,16,ar,3,7
A numerical and experimental investigation on the selective separation of Pd (II) from wastewater using Aliquat 336 via hollow fiber supported liquid membrane,4,ar,4,16
Characterization of reversible and irreversible foulants in membrane bioreactor (MBR) for eucalyptus pulp and paper mill wastewater treatment using fluorescence regional integration,4,ar,4,39
GOODS-ALMA: Optically dark ALMA galaxies shed light on a cluster in formation at z = 3.5,33,ar,2,19
Effects of H2O2 and temperature on electrolytic pickling of austenitic stainless steel 304L in Na2SO4 solution,3,ar,3,1
"Trabecular bone score, a new bone quality index, is associated with severe periodontitis",5,ar,1,4
Special issue on “hydrogen production technologies”,4,ed,3,2
"Curing behavior, rheological, and thermal properties of dgeba modified with synthesized bpa/peg hyperbranched epoxy after their photo-initiated cationic polymerization",3,ar,2,2
The systematic work up to identify etiology of non-immune hydrops fetalis: A perspective view of pathologist,1,re,1,0
Drought-tolerance gene identification using genome comparison and co-expression network analysis of chromosome substitution lines in rice,9,ar,2,5
"The perioperative and anesthetic adverse events in Thailand (PAAd Thai) study of endobronchial intubation: An analysis of 2,000 incident reports",8,ar,1,0
Rate and reasons for the use of oral anticoagulants in patients with non-valvular atrial fibrillation and a CHA2DS2-VASc score of 0 in Thailand: The COOL-AF registry,33,ar,1,0
Accuracy of CHULA (Class-4 hemorrhage unresponsive to lactated ringer’s) criteria for massive transfusion protocol activation in trauma patients,10,ar,1,1
Effects of vitamin D and calcium supplementation on bone mineral density among Thai youth using daily HIV pre-exposure prophylaxis,8,ar,2,6
Antibody responses to SARS-CoV-2 in patients with differing severities of coronavirus disease 2019,7,ar,3,50
"Peri-implantitis update: Risk indicators, diagnosis, and treatment",5,re,1,67
Enhancing the antibacterial properties of PVDF membrane by hydrophilic surface modification using titanium dioxide and silver nanoparticles,7,ar,3,29
A modeling study on the effects of pH and partial wetting on the removal of ammonia nitrogen from wastewater by membrane contactors,2,ar,4,11
Diagnostic utility of CT for suspected immune checkpoint inhibitor enterocolitis,9,ar,6,11
The epidemiology and characteristics of acute kidney injury in the Southeast Asia intensive care unit: A prospective multicentre study,33,ar,2,44
Localization and topography of the arteries on the middle forehead region for eluding complications following forehead augmentation: Conventional cadaveric dissection and ultrasonography investigation,6,ar,2,2
Quasi-normal modes of near-extremal black holes in generalized spherically symmetric spacetime and strong cosmic censorship conjecture,3,ar,2,9
Completing the census of AGN in GOODS-S/HUDF: New ultradeep radio imaging and predictions for JWST,5,ar,2,10
Multimodality imaging of malignant course of anomalous left main coronary artery: A cause of sudden cardiac arrest,6,ar,2,0
"Propagators, BCFW recursion and new scattering equations at one loop",5,ar,1,15
Effect of water in fabricating copper nanoparticles onto reduced graphene oxide nanosheets: Application in catalytic ullmann-coupling reactions,8,ar,1,1
Postprandial effect of yogurt enriched with anthocyanins from riceberry rice on glycemic response and antioxidant capacity in healthy adults,4,ar,2,16
Primordial black holes from modified supergravity,3,ar,2,34
Enhanced cycling performance of rechargeable zinc–air flow batteries using potassium persulfate as electrolyte additive,7,ar,7,30
Citrus hystrix extracts protect human neuronal cells against high glucose-induced senescence,2,ar,3,10
Supramolecular complexes of β-cyclodextrin with clomipramine and doxepin: Effect of the ring substituent and component of drugs on their inclusion topologies and structural flexibilities,1,ar,2,10
Optimal hang time of enteral formula at standard room temperature and high temperature,4,ar,1,2
Whether Antibiotic Prophylaxis Is Necessary in Peritoneal Dialysis Patients Undergoing Elective Colonoscopy With Postprocedural Peritoneal Lavage,13,ar,1,3
"Geochemical characteristics of gold mineralization of the Huai Kham On deposit, Sukhothai Fold Belt, Northern Thailand",3,ar,2,1
Long-term Outcome in Severe Left Ventricular Primary Graft Dysfunction Post Cardiac Transplantation Supported by Early Use of Extracorporeal Membrane Oxygenation,7,ar,1,3
Mcm-41/pva composite as a separator for zinc–air batteries,3,ar,7,7
Congenital myasthenic syndromes in the Thai population: Clinical findings and novel mutations,8,ar,4,5
HIV Coinfection Is Associated with low-fitness rpoB variants in rifampicin-resistant mycobacterium tuberculosis,21,ar,3,3
Statistical study of the effect of particle properties on the particle penetration in the idealized trachea,2,ar,1,0
"Density, viscosity, and physical CO2 diffusivity of novel formulated solvent n-methyl-4-piperidinol and 2-amino-2-methyl-1-propanol for carbon capture",5,ar,1,4
"Characterization of Methyltestosterone Degrading Bacteria Isolated from Tilapia Masculinizing Ponds: Metabolic Intermediate, Glucose Amendments Effects, and Other Hormones Transformation",4,ar,5,5
Experimental Investigation of Concrete Beams Strengthened with Embedded Through-Section Steel and FRP Bars,3,ar,5,14
Synthesis of Tri-S-Triazine Based g-C3N4 Photocatalyst for Cationic Rhodamine B Degradation under Visible Light,2,ar,2,22
"Dataset on positive mental health of Indonesian, Malaysian, and Thailand university students",7,dp,1,2
State of the Mind: Growing up with HIV,4,re,2,2
Reclassification of Statin Indication Among People Living With HIV Using Coronary Artery Calcium Scoring,5,le,2,1
Strategic participation in IPOs by affiliated mutual funds: Thai evidence,2,ar,2,0
Independent families of functions and permutations,2,ar,1,1
Benefits of simultaneous laparoscopic colorectal surgery and liver resection for colorectal cancer with synchronous liver metastases: Retrospective case-matched study,6,ar,1,7
Morphological plasticity of hyperelongated cells caused by overexpression of translation elongation factor P in Synechococcus elongatus PCC7942,6,ar,2,1
"Effect of Thunbergia laurifolia leaves on the growth performance, nutrient digestibility and liver antioxidant enzymes of broilers fed mycotoxin-contaminated feed",3,ar,2,0
Epidemiology of infective endocarditis in transcatheter aortic valve replacement: systemic review and meta-analysis,7,ar,1,5
Immunohistochemical assessment of the peri-implant soft tissue around different abutment materials: A human study,4,ar,2,10
Defatted Chlorella biomass as a renewable carbon source for polyhydroxyalkanoates and carotenoids co-production,7,ar,1,21
Integrative approaches for unmasking hidden species in herbal dietary supplement products: What is in the capsule?,7,ar,1,4
Calf stretching and plantar fascia-specific stretching for plantar fasciitis: A systematic review and meta-analysis,2,re,4,15
"Protective factors for caries of a school-based oral health program in Bangkok, Thailand: a retrospective cohort study",3,ar,1,3
Performance characteristics and optimal cut-off value of triple adenylate nucleotides test versus adenosine triphosphate test as point-of-care testing for predicting inadequacy of duodenoscope reprocessing,8,ar,2,8
‘New Normal’ in Covid-19 Era: A Nursing Perspective From Thailand,3,le,3,13
The impacts of collective threshold requirements for rewards in a CPR experiment,2,ar,2,1
Telomere shortening is associated with poor physical performance in knee osteoarthritis,6,ar,3,9
Robust transparent conducting electrode based on silver nanowire coating on polyelectrolytes multilayers,4,ar,5,3
Density of the topological fundamental groups of quotient spaces,1,ar,1,1
Electrochemical promotion of propane oxidation at Pt/BiCuVOx-YSZ thin-film cells: Economical use of YSZ,3,ar,4,0
The pathophysiology of SARS-CoV-2: A suggested model and therapeutic approach,11,re,2,62
β-Cyclodextrin Inclusion Complexation With Tricyclic Antidepressants Desipramine and Imipramine: A Structural Chemistry Perspective,1,ar,1,12
"Implications of TP53 allelic state for genome stability, clinical presentation and outcomes in myelodysplastic syndromes",79,ar,1,266
The carbohydrate content of medications prescribed to children treated with a ketogenic diet,3,ar,2,0
"Maternal Immune Activation Causes Schizophrenia-like Behaviors in the Offspring through Activation of Immune-Inflammatory, Oxidative and Apoptotic Pathways, and Lowered Antioxidant Defenses and Neuroprotection",7,ar,2,46
"Utilization of Cratoxylum formosum crude extract for synthesis of ZnO nanosheets: Characterization, biological activities and effects on gene expression of nonmelanoma skin cancer cell",6,ar,1,22
The Microbiota-Gut-Immune-Glia (MGIG) Axis in Major Depression,2,re,2,36
Thermoplastic polyurethane-based polycarbonate diol hot melt adhesives: The effect of hard-soft segment ratio on adhesion properties,3,ar,3,21
Synergistic infection of Ichthyophthirius multifiliis and Francisella noatunensis subsp. orientalis in hybrid red tilapia (Oreochromis sp.),8,ar,2,16
"Microbial-, fusulinid limestones with large gastropods and calcareous algae: an unusual facies from the Early Permian Khao Khad Formation of Central Thailand",4,ar,3,4
The role of serum cystatin C in estimation of renal function in survivors of critical illness,6,ar,1,3
Aqueous solubility of kinase inhibitors: III the effect of acidic counter ion on the dovitinib/γ-cyclodextrin complexation,3,ar,3,3
Temperature and ethanol concentration effects on catalytic ethanol dehydration behaviors over alumina-spherical silica particle composite catalysts,3,ar,3,6
Long-term patient-rated cosmetic and satisfactory outcomes of early breast cancer treated with conventional versus hypofractionated breast irradiation with simultaneous integrated boost technique,6,ar,3,7
Anxiety and public responses to covid-19: Early data from Thailand,5,ar,2,31
Infections in hospitalized children with newly diagnosed systemic lupus erythematosus in underresourced areas,2,ar,1,2
Significant impact of casein hydrolysate to overcome the low consumption of glycerol by Klebsiella aerogenes ATCC 29007 and its application to bioethanol production,10,ar,4,17
Comparison of Removable Rigid Dressing and Elastic Bandage for Residual Limb Maturation in Transtibial Amputees: A Randomized Controlled Trial,3,ar,2,4
Solvatochromic triazaborolopyridinium probes toward ultra-sensitive trace water detection in organic solvents,7,ar,2,31
Surface modification of SiO2 nanoparticles with PDMAEMA brushes and Ag nanoparticles as antifungal coatings using electron beam assisted synthesis,4,ar,2,17
Comparison of the effects of Pueraria mirifica gel and of placebo gel on the vaginal microenvironment of postmenopausal women with Genitourinary Syndrome of Menopause (GSM),4,ar,2,5
"Development of assisted reproductive technology services in Thailand between 2008 and 2014 before the new law: Results generated from the National ART Registry, Royal Thai College of Obstetricians and Gynecologists",2,ar,1,0
Expression of autophagic and ubiquitin-proteasome proteins in the peripheral nervous system after nerve injury,3,ar,1,0
“Signal-On” electrochemical biosensor based on a competitive immunoassay format for the sensitive determination of oxytetracycline,7,ar,7,24
Anatomical study of quadriceps tendon for anterior cruciate ligament reconstruction,6,ar,1,3
Current understanding of the cyanobacterial CRISPR-Cas systems and development of the synthetic CRISPR-Cas systems for cyanobacteria,4,ar,4,18
Imaging Enhancement in Angle-Domain Common-Image-Gathers Using the Connected-Component Labeling Method,4,ar,2,0
Computational design of oligosaccharide producing levansucrase from Bacillus licheniformis RN-01 to improve its thermostability for production of levan-type fructooligosaccharides from sucrose,5,ar,5,21
Evaluating the efficiency of specimen pooling for PCR-based detection of COVID-19,18,ar,2,63
"Existence of α-mangostin conformers and effects of aprotic and protic solvents on their equilibria, UV–Vis spectra, and chemical descriptors: Density functional theory and time-dependent density functional theory study",2,ar,2,0
Meaningful improvement thresholds in measures of pain and quality of life in oral lichen planus,7,ar,2,9
Endogenous research and development spillovers and asymmetric firms,2,ar,4,2
The emergency reaction questionnaire – First steps towards a new method,4,ar,4,7
Sustainable reuse of dredged sediments as pavement materials by cement and fly ash stabilization,5,ar,2,55
Design equation for stability of shallow unlined circular tunnels in Hoek-Brown rock masses,2,ar,2,49
Optimization of ultrasound-assisted extraction of anthocyanins and bioactive compounds from butterfly pea petals using Taguchi method and Grey relational analysis,6,ar,1,12
Economic Analysis of Swine Farm Management for the Enhancement of Biogas Production and Energy Efficiency,5,ar,3,5
"Recognition of the Trachypetidae stat.n. as a new extant family of Ichneumonoidea (Hymenoptera), based on molecular and morphological evidence",5,ar,2,13
Assessment of the Twin-Tunnel Interaction Mechanism in Kenny Hill Formation Using Contraction Ratio Method,6,ar,1,4
Human Pythiosis: Emergence of Fungal-Like Organism,3,re,4,16
Clinical outcomes of chronic Achilles tendon rupture treated with flexor hallucis longus grafting and flexor hallucis longus grafting plus additional augmentation: A meta-analysis,4,re,1,8
Real-World Effectiveness of High- Versus Moderate-Intensity Statin Therapy in Thai Patients With Acute Coronary Syndrome and Who Had Undergone Primary Percutaneous Coronary Intervention,4,ar,2,1
Blockchain-based business process management (BPM) framework for service composition in industry 4.0,4,ar,3,152
"Correction to: Blockchain-based business process management (BPM) framework for service composition in industry 4.0 (Journal of Intelligent Manufacturing, (2020), 31, 7, (1737-1748), 10.1007/s10845-018-1422-y)",4,er,3,0
Estimation of ascites volume in post-hepatectomy patients using flow in porous media model,1,cp,4,0
Optimal multi-reservoir operation for hydropower production in the Nam Ngum River basin,3,ar,1,2
Economic analysis of the innovative eco-biofilter /membrane bioreactor (MBR) system for community wastewater recycling,3,ar,1,2
Review on the suppression of Zn dendrite for high performance of Zn ion battery,4,ar,2,18
"Template- And Magnetic Field-Free Chemical Reduction of Ni Nanochains for Ni-Al2O3Cermet Films: Growth Control, Characterization, and Application",3,ar,2,3
Bryophytes Harbor Cultivable Actinobacteria With Plant Growth Promoting Potential,5,ar,2,7
Pembrolizumab- A nd ipilimumab-induced diabetic ketoacidosis and isolated adrenocorticotropic hormone deficiency: A case report,4,ar,1,7
A comparative molecular study between chlorpyriphos and parathion using CuO nanohair pesticide sensor,7,cp,6,4
"Flow-Based System, Microfluidic Chip, Paper-Based Device, Food Control and Safety, Clinical Diagnostic, Environmental Monitoring",4,ar,1,4
"Candida Administration Worsens Cecal Ligation and Puncture-Induced Sepsis in Obese Mice Through Gut Dysbiosis Enhanced Systemic Inflammation, Impact of Pathogen-Associated Molecules From Gut Translocation and Saturated Fatty Acid",7,ar,2,27
"Material flow analysis and life cycle assessment of solid waste management in urban green areas, Thailand",3,ar,5,23
"Human Antibodies to VP4 Inhibit Replication of Enteroviruses Across Subgenotypes and Serotypes, and Enhance Host Innate Immunity",11,ar,2,12
STING Mediates Lupus via the Activation of Conventional Dendritic Cell Maturation and Plasmacytoid Dendritic Cell Differentiation,12,ar,1,33
KITSUNE: A Tool for Identifying Empirically Optimal K-mer Length for Alignment-Free Phylogenomic Analysis,9,ar,4,5
Investigation of Kokumi Substances and Bacteria in Thai Fermented Freshwater Fish (Pla-ra),10,ar,2,29
Synergizing sulfonated hydrothermal carbon and microwave irradiation for intensified esterification reaction,6,ar,2,9
Orbitocranial Fibrous Dysplasia: Immediate Reconstruction with Titanium 3-dimensional Printing,2,ar,1,0
Recent advances in nitro-involved radical reactions,5,re,1,33
Influence of surface passivation on the electrical properties of p-i-n GaAsP nanowires,11,ar,1,4
Controlling the degradation of cellulose scaffolds with Malaprade oxidation for tissue engineering,4,ar,3,15
Pressure-induced structural stability of alkali trihydrides and H2-desorption occurrence: Ab initio study for hydrogen storage improvement,4,ar,4,14
"Corrigendum to “Antibacterial and cytotoxic activities of a green synthesized silver nanoparticles using corn silk aqueous extract” [Colloids Surf. A 598 (2020) 124827] (Colloids and Surfaces A: Physicochemical and Engineering Aspects (2020) 598, (S0927775720304209), (10.1016/j.colsurfa.2020.124827))",7,er,3,1
Effects of colloidal TiO2 and additives on the interfacial polymerization of thin film nanocomposite membranes,4,ar,3,12
Gait biometric-based human recognition system using deep convolutional neural network in surveillance system,2,cp,3,11
Short-Term Travel Time Prediction from GPS Trace Data using Recurrent Neural Networks,2,cp,3,3
A Development of Family Continuity Management Training for Medical Staffs Based on Business Continuity Management Concept,4,cp,4,0
"Temporal trend of disease recognition, treatment paradigm, and clinical outcomes of Crohn disease in Thailand from 2000 through 2017: Is early use of thiopurines beneficial?",9,ar,1,3
Assessment of left atrial function in feline hypertrophic cardiomyopathy by using two- dimensional speckle tracking echocardiography,2,ar,1,3
A Ladder-like Dopant-free Hole-Transporting Polymer for Hysteresis-less High-Efficiency Perovskite Solar Cells with High Ambient Stability,11,ar,4,11
Characterization of network bonding created by intercalated functionalized graphene and polyvinyl alcohol in nanocomposite films for reinforced mechanical properties and barrier performance,12,ar,6,25
Event-free survival at 12 months is a strong surrogate endpoint for stage 1 diffuse large B cell lymphoma: a report from Nation Wide Registry Thai Lymphoma Study Group,21,ar,3,1
Effect of surface fluorination on the hydrophilicity of the anodised films for dental implant applications,3,ar,4,3
A general Bayesian approach to meet different inferential goals in poverty research for small areas,2,ar,2,0
"Botulinum Neurotoxin-A Injection in Adult Cervical Dystonia and Spastic Paresis: Results From the INPUT (INjection Practice, Usage and Training) Survey",6,ar,2,2
A case of Madelung's disease presenting with obstructive sleep apnea,2,ar,3,0
Cost-utility and budget impact analysis of tocilizumab for the treatment of refractory systemic juvenile idiopathic arthritis in Thailand,11,ar,1,2
High sensitivity room temperature sulfur dioxide sensor based on conductive poly(p-phenylene)/ZSM-5 nanocomposite,2,ar,4,7
Control structure design of a solid oxide fuel cell and molten carbonate fuel cell integrated system: Bottom-up analysis,3,ar,4,5
Analysis of the sorption-enhanced chemical looping biomass gasification process: Performance assessment and optimization through design of experiment approach,4,ar,6,25
High-efficient of graphene nanocomposite: Application to rapidly simultaneous identification and quantitation of fat-soluble vitamins in different matric samples,6,ar,3,10
Tuning of metal oxides photocatalytic performance using Ag nanoparticles integration,10,ar,6,308
Heteroatom doped iron-based catalysts prepared by urea self-combustion method for efficient CO2 hydrogenation,14,ar,4,26
Improving the Performance of an All-Vanadium Redox Flow Battery under Imbalance Conditions: Online Dynamic Optimization Approach,4,ar,4,18
Seeding primordial black holes in multifield inflation,3,ar,1,76
In-gel digestion coupled with mass spectrometry (GeLC-MS/MS)-based salivary proteomic profiling of canine oral tumors,9,ar,1,8
A multiple state model for the working-age disabled population using cross-sectional data,3,ar,3,1
Occupational hazard exposures and health risks at wooden toys industry in Southern Thailand,4,ar,3,3
Integrative protocols for an in vitro generation of pancreatic progenitors from human dental pulp stem cells,4,ar,4,5
Measurement of CKM matrix elements in single top quark t-channel production in proton-proton collisions at s=13 TeV,2279,ar,1,15
Measurement of the Y(1S) pair production cross section and search for resonances decaying to Y(1S)μ+μ− in proton-proton collisions at s=13TeV,2276,ar,1,39
A multi-target dsRNA for simultaneous inhibition of yellow head virus and white spot syndrome virus in shrimp,4,ar,3,7
Auxin Response Factor 2A Is Part of the Regulatory Network Mediating Fruit Ripening Through Auxin-Ethylene Crosstalk in Durian,2,ar,1,18
Volume estimation of cassava using consumer-grade RGB-D camera,5,cp,3,0
Analyzing impact of changing fuel-mix composition of Thailand power generation,3,cp,3,0
Examining the effect of biofuel industry on Thailand's economy dependent on input-yield model,3,cp,3,0
Intrahepatic CXCL10 is strongly associated with liver fibrosis in HIV-Hepatitis B coinfection,18,ar,6,18
"Knowledge, attitude and practice of pesticide use and serum cholinesterase levels among rice farmers in Nakhon Nayok Province, Thailand",3,ar,2,11
Acute liver failure and death predictors in patients with dengue-induced severe hepatitis,5,ar,1,13
Induction of ZCCHC6 expression in peripheral blood mononuclear cells by HNSCC secretions,8,ar,1,3
Development of modified airlift reactor (MALR) for improving oxygen transfer: optimize design and operation condition using ‘design of experiment’ methodology,6,ar,3,12
Studies of Charm Quark Diffusion inside Jets Using Pb-Pb and pp Collisions at sNN =5.02 TeV,2303,ar,1,7
Predict the percentage error of LM35 temperature sensor readings using simple linear regression analysis,2,cp,8,6
Applying GANs for Generating Image with Varied Facial Attributes from Sketch,2,cp,1,0
Applying Reinforcement Learning for Customer Churn Prediction,2,cp,1,2
GUI Test Case Prioritization using Social Network Analysis,2,cp,1,1
Morphometric study of the ciliary ganglion and its pertinent intraorbital procedure,3,ar,2,3
New aspect of morphometric study of the superior peroneal retinaculum: Pertinent data for surgical repair and reconstruction,5,ar,2,0
"Combined Small-Angle Neutron Scattering, Diffusion NMR, and Molecular Dynamics Study of a Eutectogel: Illuminating the Dynamical Behavior of Glyceline Confined in Bacterial Cellulose Gels",8,ar,3,13
"Mapping the natural distribution of bamboo and related carbon stocks in the tropics using google earth engine, phenological behavior, landsat 8, and sentinel-2",5,ar,1,8
"A comparison of virulence genes, antimicrobial resistance profiles and genetic diversity of avian pathogenic Escherichia coli (APEC) isolates from broilers and broiler breeders in Thailand and Australia",5,ar,3,9
Effects of different pollinators and herbivores on the fruit set height of the mammal-pollinated tree-climbing vine Mucuna macrocarpa,9,ar,1,2
Enhancing performance of maintenance in solar power plant,2,ar,3,4
The Buppaesanniwas phenomenon: ‘Thainess’ and national identity as a film tourism motivation,2,ar,5,4
Influence of religious and cultural beliefs on contact with bats in thailand,7,ar,2,0
Chondroprotective efficacy of undenatured collagen type II on canine osteoarthritis secondary to medial patellar luxation,2,ar,1,2
Detection of Lymph Nodes using CNN from Contrast-Enhanced CT Images,7,cp,5,2
Blood Vessel Structure Analysis in Endoscopic Images for Computer-Aided Diagnosis,7,cp,5,1
Beliefs and businesses: Existence and value of current religious magazines,2,ar,2,0
Presence of the knockdown resistance (kdr) mutations in the head lice (Pediculus humanus capitis) collected from primary school children of Thailand,7,ar,2,17
Flowcharts for Easy Periodontal Diagnosis Based on the 2018 New Periodontal Classification,3,ar,1,7
Are customer satisfaction and firm image mediators for environmental corporate strategies and economic performance of thai green smes in food manufacturing?,2,ar,1,0
How self-control influences thai women’s aggression: The moderating role of moral disengagement,2,ar,1,1
How “Thailand 4.0” principals applied leadership and technology towards teacher learning: Three case studies,2,ar,1,0
Cognitive skills of secondary school students: A tentative model and an online test,6,ar,1,1
The development of a causal relationship model of factors influencing the loyalty of football clubs’ fans in the thai premier football league,1,ar,1,0
Examining and controlling rater severity and leniency effects on alignment evaluation between science items and science learning indicators using many-facets rasch modeling,3,ar,1,1
Developing students’ english writing quality through the incorporation of anonymous online peer feedback,2,ar,1,1
Cheiro-oral-pedal syndrome as the presenting symptom of brainstem cavernous malformation: A case report,2,ar,3,0
Pileup mitigation at CMS in 13 TeV data,2303,ar,2,66
Nagashima-Type Palmoplantar Keratosis with Compound Heterozygous Mutations in SERPINB7,6,re,1,2
Rewriting Ibsen's Nora: Fiction and the New Woman in Thailand (1920s-1940s),1,re,3,2
Assessing Minimum Parking Requirements and Parking Capacities of Residential Development in the Bangkok Metropolitan Region,4,ar,2,2
Development and Validation of a Universal One-Step RT-PCR Assay for Broad Detection of Duck Tembusu Virus,5,ar,3,1
Hypothalamic-pituitary axis dysfunction and metabolic derangements in Thai childhood leukemia survivors,2,ar,2,0
Lightweight pvidnet: A priority vehicles detection network model based on deep learning for intelligent traffic lights,5,ar,6,7
Bottleneck based gridlock prediction in an urban road network using long short-term memory,4,ar,5,1
Partial hydrogenation of palm oil-derived biodiesel over ni/electrospun silica fiber catalysts,5,ar,2,9
Motivational factors for knowledge sharing in Co-working spaces: Co-working spaces in Thailand from the management perspective,4,re,4,0
Impact of abdominal obesity and smoking on respiratory muscle strength and lung function,3,ar,1,2
Influence of surface Sn species and hydrogen interactions on the OH group formation over spherical silica-supported tin oxide catalysts,8,ar,5,2
Boundary bit: Architectural bound checking for Buffer-overflow protection,2,ar,4,0
COVID-19 in children: Heterogeneity within the disease and hypothetical pathogenesis,4,re,2,17
Potential role of bacillus calmette-guérin (Bcg) vaccination in covid-19 pandemic mortality: Epidemiological and immunological aspects,3,re,2,13
"Applications of the google earth engine and phenology-based threshold classification method for mapping forest cover and carbon stock changes in Siem Reap province, Cambodia",4,ar,1,15
Antibacterial Nanocomposites of Polypropylene Modified with Silver-Decorated Multiwalled Carbon Nanotubes,13,ar,2,18
"Climate factors influence seasonal influenza activity in Bangkok, Thailand",7,ar,3,18
Non-target-like syntactic representation: An investigation of l2 english article substitutions by l1 thai learners,1,ar,2,0
In vivo quantification of mandibular bone remodeling and vascular changes in a wistar rat model: A novel HR-MRI and micro-CT fusion technique,12,ar,3,4
Diagnostic Challenges of Acute Kidney Injury in Asia,7,re,1,0
"Repeatability, reproducibility, agreement, and safety of Tono-Pen tip cover for intraocular measurement using latex and polyethylene wrap",5,ar,3,1
Thermal adaptation in the honeybee (Apis mellifera) via changes to the structure of malate dehydrogenase,6,ar,6,4
Treatment Outcomes Using the PAUL Glaucoma Implant to Control Intraocular Pressure in Eyes with Refractory Glaucoma,13,cp,1,21
Dissecting the tectal output channels for orienting and defense responses,6,ar,1,24
Exact stiffness method for multi-layered saturated soils under moving dynamic loads,3,ar,1,9
Determinants of breastfeeding practices in Myanmar: Results from the latest nationally representative survey,3,ar,3,7
"ACE inhibitory peptides derived from de-fatted lemon basil seeds: Optimization, purification, identification, structure-activity relationship and molecular docking analysis",7,ar,1,33
Neuroprotective effects of oolong tea extracts against glutamate-induced toxicity in cultured neuronal cells and ß-amyloid-induced toxicity in: Caenorhabditis elegans,6,ar,1,21
3d mirrors of the circle reduction of twisted A 2N theories of class S,4,ar,1,13
"Suspected pulmonary embolism in the first 2,000 incidents reports of perioperative and anesthetic adverse events in Thailand (PAAd Thai) study",6,ar,1,1
Search for supersymmetry in proton-proton collisions at √s = 13 TeV in events with high-momentum Z bosons and missing transverse momentum,2361,ar,1,8
Natural rubber latex foam reinforced with micro-and nanofibrillated cellulose via dunlop method,4,ar,2,27
Ten-year estimation of net primary productivity in a mangrove forest under a tropical monsoon climate in Eastern Thailand: Significance of the temperature environment in the dry season,9,ar,1,15
How to construct a bottom-up nomothetic network model and disclose novel nosological classes by integrating risk resilience and adverse outcome pathways with the phenome of schizophrenia,4,ar,1,15
The ALPINE-ALMA [C ii] Survey: Size of Individual Star-forming Galaxies at z = 4-6 and Their Extended Halo Structure,34,ar,2,75
Indirect Decompression Effect to Central Canal and Ligamentum Flavum After Extreme Lateral Lumbar Interbody Fusion and Oblique Lumbar Interbody Fusion,6,ar,2,26
"Curcumin diglutaric acid, a prodrug of curcumin reduces pain hypersensitivity in chronic constriction injury of sciatic nerve induced-neuropathy in mice",7,ar,3,11
Evaluation of intravenous fosfomycin disodium dosing regimens in critically ill patients for treatment of carbapenem-resistant enterobacterales infections using monte carlo simulation,8,ar,6,9
Simple Colorimetric Assay for Vibrio parahaemolyticus Detection Using Aptamer-Functionalized Nanoparticles,5,ar,2,18
Characteristics of suboptimal immune response after initiating antiretroviral therapy among people living with HIV with a pre-treatment CD4 T cell count <200 ​cells/mm3 in Thailand: Suboptimal Immune Response in PLHIV with low pre-ART CD4 cell count,11,ar,5,8
"Draft genome sequence of Diaporthe sp. strain HANT25, an endophytic fungus producing Mycoepoxydiene",5,ar,3,5
Towards the elimination of viral hepatitis in Thailand by the year 2030,7,re,5,8
Designing solar power purchase agreement of rooftop pvs with battery energy storage systems under the behind-the-meter scheme,2,ar,5,2
Heavy metals in the soils of placer small-scale gold mining sites in Myanmar,3,ar,3,19
Co-administration of Pregabalin and Curcumin Synergistically Decreases Pain-Like Behaviors in Acute Nociceptive Pain Murine Models,6,ar,7,15
Dibromopinocembrin and Dibromopinostrobin Are Potential Anti-Dengue Leads with Mild Animal Toxicity,10,ar,7,14
TLR3 activation modulates immunomodulatory properties of human periodontal ligament cells,3,ar,1,7
Identification and plant growth-promoting activities of proteobacteria isolated from root nodules and rhizospheric soils,4,ar,4,4
The Potential of Algal Biotechnology to Produce Antiviral Compounds and Biopharmaceuticals,6,re,7,43
"Interconnected micro, meso, and macro porous activated carbon from bacterial nanocellulose for superior adsorption properties and effective catalytic performance",5,ar,7,10
Transfersomes: A promising nanoencapsulation technique for transdermal drug delivery,3,re,1,176
Improving cardiopulmonary resuscitation (Cpr) performance using an audio-visual feedback device for healthcare providers in an emergency department setting in malaysia: A quasi-experimental study,6,ar,1,3
