Title,ref_count,Author_count,Subject_area_count,Unique_affiliations_count,Open_access,subtype,Cite_count
Morphometric study of the ciliary ganglion and its pertinent intraorbital procedure,29,3,2,2,1,ar,3
New aspect of morphometric study of the superior peroneal retinaculum: Pertinent data for surgical repair and reconstruction,25,5,2,1,1,ar,0
"Combined Small-Angle Neutron Scattering, Diffusion NMR, and Molecular Dynamics Study of a Eutectogel: Illuminating the Dynamical Behavior of Glyceline Confined in Bacterial Cellulose Gels",68,8,3,5,0,ar,13
"Mapping the natural distribution of bamboo and related carbon stocks in the tropics using google earth engine, phenological behavior, landsat 8, and sentinel-2",72,5,1,6,1,ar,8
"A comparison of virulence genes, antimicrobial resistance profiles and genetic diversity of avian pathogenic Escherichia coli (APEC) isolates from broilers and broiler breeders in Thailand and Australia",38,5,3,4,0,ar,9
Effects of different pollinators and herbivores on the fruit set height of the mammal-pollinated tree-climbing vine Mucuna macrocarpa,32,9,1,7,2,ar,2
Enhancing performance of maintenance in solar power plant,21,2,3,1,0,ar,4
The Buppaesanniwas phenomenon: ‘Thainess’ and national identity as a film tourism motivation,56,2,5,2,0,ar,4
Influence of religious and cultural beliefs on contact with bats in thailand,19,7,2,3,,ar,0
Chondroprotective efficacy of undenatured collagen type II on canine osteoarthritis secondary to medial patellar luxation,22,2,1,1,,ar,2
Detection of Lymph Nodes using CNN from Contrast-Enhanced CT Images,6,7,5,4,0,cp,2
Blood Vessel Structure Analysis in Endoscopic Images for Computer-Aided Diagnosis,10,7,5,3,0,cp,1
Beliefs and businesses: Existence and value of current religious magazines,23,2,2,1,,ar,0
Presence of the knockdown resistance (kdr) mutations in the head lice (Pediculus humanus capitis) collected from primary school children of Thailand,45,7,2,2,1,ar,17
Flowcharts for Easy Periodontal Diagnosis Based on the 2018 New Periodontal Classification,,3,1,2,2,ar,7
Are customer satisfaction and firm image mediators for environmental corporate strategies and economic performance of thai green smes in food manufacturing?,47,2,1,2,1,ar,0
How self-control influences thai women’s aggression: The moderating role of moral disengagement,51,2,1,1,1,ar,1
How “Thailand 4.0” principals applied leadership and technology towards teacher learning: Three case studies,14,2,1,2,1,ar,0
Cognitive skills of secondary school students: A tentative model and an online test,21,6,1,5,1,ar,1
The development of a causal relationship model of factors influencing the loyalty of football clubs’ fans in the thai premier football league,19,1,1,1,1,ar,0
Examining and controlling rater severity and leniency effects on alignment evaluation between science items and science learning indicators using many-facets rasch modeling,27,3,1,2,1,ar,1
Developing students’ english writing quality through the incorporation of anonymous online peer feedback,30,2,1,1,1,ar,1
Cheiro-oral-pedal syndrome as the presenting symptom of brainstem cavernous malformation: A case report,9,2,3,2,1,ar,0
Pileup mitigation at CMS in 13 TeV data,42,2303,2,208,1,ar,66
Nagashima-Type Palmoplantar Keratosis with Compound Heterozygous Mutations in SERPINB7,18,6,1,2,1,re,2
Rewriting Ibsen's Nora: Fiction and the New Woman in Thailand (1920s-1940s),18,1,3,1,0,re,2
Assessing Minimum Parking Requirements and Parking Capacities of Residential Development in the Bangkok Metropolitan Region,27,4,2,2,0,ar,2
Development and Validation of a Universal One-Step RT-PCR Assay for Broad Detection of Duck Tembusu Virus,31,5,3,1,0,ar,1
Hypothalamic-pituitary axis dysfunction and metabolic derangements in Thai childhood leukemia survivors,37,2,2,1,1,ar,0
Lightweight pvidnet: A priority vehicles detection network model based on deep learning for intelligent traffic lights,79,5,6,2,1,ar,7
Bottleneck based gridlock prediction in an urban road network using long short-term memory,37,4,5,2,1,ar,1
Partial hydrogenation of palm oil-derived biodiesel over ni/electrospun silica fiber catalysts,34,5,2,1,1,ar,9
Motivational factors for knowledge sharing in Co-working spaces: Co-working spaces in Thailand from the management perspective,49,4,4,3,,re,0
Impact of abdominal obesity and smoking on respiratory muscle strength and lung function,35,3,1,2,1,ar,2
Influence of surface Sn species and hydrogen interactions on the OH group formation over spherical silica-supported tin oxide catalysts,59,8,5,3,0,ar,2
Boundary bit: Architectural bound checking for Buffer-overflow protection,41,2,4,1,1,ar,0
COVID-19 in children: Heterogeneity within the disease and hypothetical pathogenesis,50,4,2,2,,re,17
Potential role of bacillus calmette-guérin (Bcg) vaccination in covid-19 pandemic mortality: Epidemiological and immunological aspects,52,3,2,2,1,re,13
"Applications of the google earth engine and phenology-based threshold classification method for mapping forest cover and carbon stock changes in Siem Reap province, Cambodia",76,4,1,5,1,ar,15
Antibacterial Nanocomposites of Polypropylene Modified with Silver-Decorated Multiwalled Carbon Nanotubes,65,13,2,10,0,ar,18
"Climate factors influence seasonal influenza activity in Bangkok, Thailand",48,7,3,1,1,ar,18
Non-target-like syntactic representation: An investigation of l2 english article substitutions by l1 thai learners,73,1,2,1,1,ar,0
In vivo quantification of mandibular bone remodeling and vascular changes in a wistar rat model: A novel HR-MRI and micro-CT fusion technique,43,12,3,6,1,ar,4
Diagnostic Challenges of Acute Kidney Injury in Asia,68,7,1,3,0,re,0
"Repeatability, reproducibility, agreement, and safety of Tono-Pen tip cover for intraocular measurement using latex and polyethylene wrap",29,5,3,2,1,ar,1
Thermal adaptation in the honeybee (Apis mellifera) via changes to the structure of malate dehydrogenase,57,6,6,3,1,ar,4
Treatment Outcomes Using the PAUL Glaucoma Implant to Control Intraocular Pressure in Eyes with Refractory Glaucoma,25,13,1,8,0,cp,21
Dissecting the tectal output channels for orienting and defense responses,48,6,1,7,1,ar,24
Exact stiffness method for multi-layered saturated soils under moving dynamic loads,34,3,1,2,,ar,9
Determinants of breastfeeding practices in Myanmar: Results from the latest nationally representative survey,38,3,3,2,1,ar,7
"ACE inhibitory peptides derived from de-fatted lemon basil seeds: Optimization, purification, identification, structure-activity relationship and molecular docking analysis",94,7,1,3,0,ar,33
Neuroprotective effects of oolong tea extracts against glutamate-induced toxicity in cultured neuronal cells and ß-amyloid-induced toxicity in: Caenorhabditis elegans,51,6,1,5,0,ar,21
3d mirrors of the circle reduction of twisted A 2N theories of class S,90,4,1,4,1,ar,13
"Suspected pulmonary embolism in the first 2,000 incidents reports of perioperative and anesthetic adverse events in Thailand (PAAd Thai) study",27,6,1,5,0,ar,1
Search for supersymmetry in proton-proton collisions at √s = 13 TeV in events with high-momentum Z bosons and missing transverse momentum,86,2361,1,269,1,ar,8
Natural rubber latex foam reinforced with micro-and nanofibrillated cellulose via dunlop method,52,4,2,3,1,ar,27
Ten-year estimation of net primary productivity in a mangrove forest under a tropical monsoon climate in Eastern Thailand: Significance of the temperature environment in the dry season,65,9,1,5,1,ar,15
How to construct a bottom-up nomothetic network model and disclose novel nosological classes by integrating risk resilience and adverse outcome pathways with the phenome of schizophrenia,39,4,1,7,1,ar,15
The ALPINE-ALMA [C ii] Survey: Size of Individual Star-forming Galaxies at z = 4-6 and Their Extended Halo Structure,93,34,2,25,1,ar,75
Indirect Decompression Effect to Central Canal and Ligamentum Flavum After Extreme Lateral Lumbar Interbody Fusion and Oblique Lumbar Interbody Fusion,17,6,2,4,0,ar,26
"Curcumin diglutaric acid, a prodrug of curcumin reduces pain hypersensitivity in chronic constriction injury of sciatic nerve induced-neuropathy in mice",51,7,3,2,1,ar,11
Evaluation of intravenous fosfomycin disodium dosing regimens in critically ill patients for treatment of carbapenem-resistant enterobacterales infections using monte carlo simulation,38,8,6,4,1,ar,9
Simple Colorimetric Assay for Vibrio parahaemolyticus Detection Using Aptamer-Functionalized Nanoparticles,38,5,2,2,1,ar,18
Characteristics of suboptimal immune response after initiating antiretroviral therapy among people living with HIV with a pre-treatment CD4 T cell count <200 ​cells/mm3 in Thailand: Suboptimal Immune Response in PLHIV with low pre-ART CD4 cell count,46,11,5,4,1,ar,8
"Draft genome sequence of Diaporthe sp. strain HANT25, an endophytic fungus producing Mycoepoxydiene",10,5,3,5,1,ar,5
Towards the elimination of viral hepatitis in Thailand by the year 2030,53,7,5,3,1,re,8
Designing solar power purchase agreement of rooftop pvs with battery energy storage systems under the behind-the-meter scheme,41,2,5,1,1,ar,2
Heavy metals in the soils of placer small-scale gold mining sites in Myanmar,50,3,3,1,1,ar,19
Co-administration of Pregabalin and Curcumin Synergistically Decreases Pain-Like Behaviors in Acute Nociceptive Pain Murine Models,71,6,7,1,1,ar,15
Dibromopinocembrin and Dibromopinostrobin Are Potential Anti-Dengue Leads with Mild Animal Toxicity,50,10,7,3,1,ar,14
TLR3 activation modulates immunomodulatory properties of human periodontal ligament cells,47,3,1,2,0,ar,7
Identification and plant growth-promoting activities of proteobacteria isolated from root nodules and rhizospheric soils,38,4,4,2,,ar,4
The Potential of Algal Biotechnology to Produce Antiviral Compounds and Biopharmaceuticals,224,6,7,2,1,re,43
"Interconnected micro, meso, and macro porous activated carbon from bacterial nanocellulose for superior adsorption properties and effective catalytic performance",35,5,7,1,1,ar,10
Transfersomes: A promising nanoencapsulation technique for transdermal drug delivery,139,3,1,1,1,re,176
Improving cardiopulmonary resuscitation (Cpr) performance using an audio-visual feedback device for healthcare providers in an emergency department setting in malaysia: A quasi-experimental study,21,6,1,4,,ar,3
Hydrocarbon production from catalytic pyrolysis-gc/ms of sacha inchi residues using sba-15 derived from coal fly ash,40,5,2,2,1,ar,7
Fabrication of poly(Pentaerythritol tetrakis (3-mercaptopropionate)/dipentaerythritol penta-/hexa-acrylate)hipes macroporous scaffold with alpha hydroxyapatite via photopolymerization for fibroblast regeneration,36,5,4,2,1,ar,3
Olfactory and gustatory dysfunctions in covid-19 patients: A systematic review and meta-analysis,37,6,2,3,1,re,38
Bangkok motorcycle taxis as eyes on the street?,27,2,4,1,1,ar,4
Enhanced photocatalytic degradation of caffeine using titanium dioxide photocatalyst immobilized on circular glass sheets under ultraviolet C irradiation,49,4,2,3,1,ar,16
A comparison of intramuscular and subcutaneous administration of liga subunit vaccine adjuvanted with neutral liposomal formulation containing monophosphoryl lipid a and qs21,42,8,5,3,1,ar,10
International Survey on Determinants of Antibiotic Duration and Discontinuation in Pediatric Critically Ill Patients,51,21,2,14,0,ar,8
The Capulana study: A prospective evaluation of cervical cancer screening using human papillomavirus testing in Mozambique,29,15,2,10,0,cp,6
What drives continuance intention towards social media? Social influence and identity perspectives,62,5,9,5,1,ar,26
Dynamic System Optimum Analysis of Multi-Region Macroscopic Fundamental Diagram Systems with State-Dependent Time-Varying Delays,53,6,3,4,0,ar,9
"The Endogenous Opioid System in Schizophrenia and Treatment Resistant Schizophrenia: Increased Plasma Endomorphin 2, and κ and µ Opioid Receptors Are Associated with Interleukin-6",94,7,1,6,1,ar,16
Modifying the catalyst layer using polyvinyl alcohol for the performance improvement of proton exchange membrane fuel cells under low humidity operations,21,3,2,2,1,ar,10
"Seroprevalence of Dengue, Zika, and Chikungunya Viruses in Wild Monkeys in Thailand",37,14,3,4,1,ar,11
Potential Anti-Diabetic Activity of Pueraria lobata Flower (Flos Puerariae) Extracts,31,5,7,3,1,ar,12
Ephemeranthol a suppresses epithelial to mesenchymal transition and FAK-Akt signaling in lung cancer cells,45,7,2,1,1,ar,11
Aza-BODIPY dye as near infrared fluorescent marker for tagging petroleum products,22,7,5,3,,ar,0
Ccl-11 or eotaxin-1: An immune marker for ageing and accelerated ageing in neuro-psychiatric disorders,93,6,2,8,1,re,26
"Immune modulatory effect of a novel 4,5-dihydroxy-3,3´,4´-trimethoxybibenzyl from Dendrobium lindleyi",47,8,3,2,1,ar,9
Single observation adaptive search for discrete and continuous stochastic optimization,27,3,4,3,1,ar,1
Provision of Differentiated Reliability Services under a Market-Based Investment Decision Making,33,2,1,3,0,ar,2
Neuroprotective Properties of Green Tea (Camellia sinensis) in Parkinson’s Disease: A Review,150,7,7,2,1,re,34
In silico finding of key interaction mediated α3β4 and α7 nicotinic acetylcholine receptor ligand selectivity of quinuclidine-triazole chemotype,51,6,7,6,1,ar,4
Youth-friendly services and a mobile phone application to promote adherence to pre-exposure prophylaxis among adolescent men who have sex with men and transgender women at-risk for HIV in Thailand: a randomized control trial,67,59,2,7,1,ar,22
Rapid antiretroviral initiation among Thai youth living with HIV in the National AIDS programme in the era of treatment at any CD4 cell count: a national registry database study,37,5,2,5,1,ar,7
A newly designed duodenoscope with detachable distal cap significantly reduces organic residue contamination after reprocessing,30,9,1,1,0,ar,19
Curcumin-Loaded Bacterial Cellulose/Alginate/Gelatin as A Multifunctional Biopolymer Composite Film,65,4,7,2,1,ar,36
Persistent Verrucous Plaques in an HIV-Positive Patient with Secondary and Neurosyphilis,14,3,4,2,0,ar,0
"Plasma miR-370-3P as a Biomarker of Sepsis-Associated Encephalopathy, the Transcriptomic Profiling Analysis of Microrna-Arrays From Mouse Brains",35,8,2,3,1,ar,35
Social/digital media exposure early in life associated with autistic symptoms,3,1,1,1,1,ar,0
"Concepts, selectivity options and experimental design approaches in multidimensional and comprehensive two-dimensional gas chromatography",69,3,2,2,0,re,26
Rapid transient expression of functional human vascular endothelial growth factor in Nicotiana benthamiana and characterization of its biological activity,52,7,2,1,1,ar,7
Progressive fibrosing interstitial lung disease: treatable traits and therapeutic strategies,,3,1,2,0,ar,15
Experimental infection of Leishmania (Mundinia) martiniquensis in BALB/c mice and Syrian golden hamsters,37,7,4,4,2,ar,4
GaAsPBi epitaxial layer grown by molecular beam epitaxy,45,7,4,3,0,ar,4
Bioeconomic peace research and policy,24,2,4,2,0,ar,1
Naturally occurring point mutation Cys460Trp located in the I-EGF1 domain of integrin β3 alters the binding of some anti-HPA-1a antibodies,40,11,3,5,2,ar,4
Provision of Sexual Medicine Services During the Coronavirus Disease-2019 Pandemic: An Asia Pacific Society of Sexual Medicine Position Statement,,14,4,14,1,re,3
Identification of carotenoids and chlorophylls from green algae Chlorococcum humicola and extraction by liquefied dimethyl ether,50,6,4,4,0,ar,24
Billing system and health care utilization: Evidence from Thailand,24,2,2,2,0,ar,0
Coexisting cancers with atypical glandular abnormalities by liquid-based cytology: A retrospective study in tertiary hospital in a high cervical cancer incident country,22,2,1,2,1,ar,0
Secondary contact and genomic admixture between rhesus and long-tailed macaques in the Indochina Peninsula,91,7,1,4,1,ar,8
Transcatheter aortic valve implantation during the COVID-19 pandemic: Clinical expert opinion and consensus statement for Asia,4,18,3,14,1,ar,6
"Large transmission cluster of acute hepatitis C identified among HIV-positive men who have sex with men in Bangkok, Thailand",22,14,1,6,0,ar,8
Design and use of a phantom for testing and comparing the performance of computed tomography automatic tube current modulation systems,29,3,2,3,0,ar,5
Estimating canopy gross primary production by combining phloem stable isotopes with canopy and mesophyll conductances,136,10,2,4,1,ar,7
Syk inhibitor attenuates inflammation in lupus mice from FcgRIIb deficiency but not in pristane induction: the influence of lupus pathogenesis on the therapeutic effect,55,5,1,2,0,ar,25
A New High-Performance Proton-Conducting Electrolyte for Next-Generation Solid Oxide Fuel Cells,69,9,1,6,2,ar,8
“It is really so exhausting”: Exploring intensive care nurses’ perceptions of 24-hour long shifts,51,3,1,3,0,ar,10
Single-operator peroral cholangioscopy cystic duct cannulation for transpapillary gallbladder stent placement in patients with acute cholecystitis at moderate to high surgical risk (with videos),33,6,2,3,0,cp,19
Why Patients Visit Dentists – A Study in all World Health Organization Regions,27,33,1,35,2,ar,31
Characterization of natural rubber as a bolus material for electron beam radiotherapy,21,4,2,3,2,ar,4
Dependence of MWCNT production via co-pyrolysis of industrial slop oil and ferrocene on growth temperature and heating rate,54,8,2,6,0,ar,2
Pathological aspects of mucinous cholangiocarcinoma: A single-center experience and systematic review,37,2,1,2,0,ar,4
Axial compression behavior of concrete-encased cellular steel columns,41,3,4,1,0,ar,5
Biosorption of dicloxacillin from pharmaceutical waste water using tannin from Indian almond leaf: Kinetic and equilibrium studies,64,4,2,2,1,ar,14
Pre-existing liver disease is associated with poor outcome in patients with SARS CoV2 infection; The APCOLIS Study (APASL COVID-19 Liver Injury Spectrum Study),30,47,1,33,1,ar,170
"Synthesis, α-glucosidase inhibition, and molecular docking studies of novel N-substituted hydrazide derivatives of atranorin as antidiabetic agents",24,12,7,9,0,ar,17
Selective-area growth and characterization of cubic GaN grown by metalorganic vapor phase epitaxy,21,3,5,2,0,ar,2
Preferential oxidation of carbon monoxide in a hydrogen-rich gas stream over supported gold catalysts: the effect of a mixed ceria–zirconia support composition,65,3,1,1,0,ar,6
Temporal changes in enzyme activities associated with ectomycorrhizas and soil from secondary deciduous dipterocarp forest fragments,67,3,2,1,0,ar,2
Correlation between Detergency of Different Oily and Solid Non-Particulate Soils and Hydrophilic–Lipophilic Deviation,28,3,3,2,0,ar,7
Amphiphilic biodegradable co-networks of Poly(butylene succinate)-Poly(ethylene glycol) chains for nano-gelation via Click chemistry and its potential dispersant for multi-walled carbon nanotubes,47,2,4,1,0,ar,10
Carnivore Protoparvovirus-1 Associated With an Outbreak of Hemorrhagic Gastroenteritis in Small Indian Civets,30,4,1,1,1,ar,7
A prebiotic fructo-oligosaccharide promotes tight junction assembly in intestinal epithelial cells via an AMPK-dependent pathway,59,8,1,4,1,ar,27
"Corrigendum to “A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder”. [J Affect Disord. 15 (2020) 233-238] (Journal of Affective Disorders (2020) 15 (233-238) (S0165032719319299), (10.1016/j.jad.2020.01.050))",,15,2,16,0,er,0
Double heterozygous variants in FBN1 and FBN2 in a Thai woman with Marfan and Beals syndromes,21,4,2,3,0,ar,1
Matrix graphs and MRD codes over finite principal ideal rings,34,2,4,2,0,ar,0
Ideals of Γ-seminearrings,19,2,4,2,,ar,0
Phylogenetic and recombinant analyses of complete coding sequences of DENV-1 from field-caught mosquitoes in Thailand,38,4,3,2,0,ar,2
Hearing-impaired population performance and the effect of hearing interventions on Montreal Cognitive Assessment (MoCA): Systematic review and meta-analysis,42,5,2,4,1,re,18
Pleiotropic effects of antidiabetic agents on renal and cardiovascular outcomes: a meta-analysis of randomized controlled trials,41,7,2,3,0,ar,3
"Influence of compatibilizer and multifunctional additive loadings on flame retardation, plasticization, and impact modification of polylactide and poly(butylene adipate-co-terephthalate) biodegradable blends",43,4,1,2,0,ar,6
Projected future changes in rainfall in Southeast Asia based on CORDEX–SEA multi-model simulations,138,25,1,23,1,ar,89
Physical properties and morphology of siloxane–polyacrylate dispersion and coating films,34,2,4,1,0,ar,4
Combining biochar and zerovalent iron (BZVI) as a paddy field soil amendment for heavy cadmium (Cd) contamination decreases Cd but increases zinc and iron concentrations in rice grains: a field-scale evaluation,91,7,4,3,0,ar,20
The pathophysiological effects of russell's viper (Daboia siamensis) venom and its fractions in the isolated perfused rabbit kidney model: A potential role for platelet activating factor,95,7,1,2,1,ar,6
Effects of antiepileptic drugs on electroencephalography (EEG): Insights and applicability,29,5,3,3,0,ar,3
"Response of Scenedesmus sp. to microwave treatment: Enhancement of lipid, exopolysaccharide and biomass production",50,5,4,5,0,ar,35
Clay/au nanoparticle composites as acetylcholinesterase carriers and modified-electrode materials: A comparative study,55,7,2,3,0,ar,12
IoT Enabled Quality of Experience Measurement for Next Generation Networks in Smart Cities,26,6,4,5,0,ar,26
Driving factors and impact of land-use change in a fragile rainfed lowland rice-sugar palm cultural agroforestry system in southern Thailand,60,3,7,3,0,ar,6
Sensitization to major Dermatophagoides pteronyssinus allergens in house dust mite allergic patients from North Eastern Poland developing rhinitis or asthma,30,8,1,3,1,ar,6
Continuous production of fatty acid methyl esters and high-purity glycerol over a dolomite-derived extrudate catalyst in a countercurrent-flow trickle-bed reactor,50,5,1,1,0,ar,12
Endoscopic sphenopalatine foramen cauterization is an effective treatment modification of endoscopic sphenopalatine artery ligation for intractable posterior epistaxis,17,4,1,4,0,ar,6
"Correction to: Dominance status and copulatory vocalizations among male stump-tailed macaques in Thailand (Primates, (2020), 61, 5, (685-694), 10.1007/s10329-020-00820-7)",,4,1,5,1,er,0
Reducing Smart Contract Runtime Errors on Ethereum,10,2,1,1,0,re,3
Enhanced sensitivity and separation for simultaneous determination of tin and lead using paper-based sensors combined with a portable potentiostat,32,6,7,2,0,ar,26
Acemannan induces rapid early osseous defect healing after apical surgery: A 12-month follow-up of a randomized controlled trial,36,5,1,2,1,ar,3
Wss1 homolog from Candida albicans and its role in DNA–protein crosslink tolerance,63,6,2,6,2,ar,5
Optimal multi-instrument management of interrelated resources and a groundwater dependent ecosystem,38,3,3,2,1,ar,1
Response Surface Optimization of Multilayer Graphene Growth on Alumina-Supported Bimetallic Cobalt–Nickel Substrate,36,8,1,5,0,ar,1
Dominance status and copulatory vocalizations among male stump-tailed macaques in Thailand,54,4,1,5,0,ar,2
"AHP-GIS analysis for flood hazard assessment of the communities nearby the world heritage site on Ayutthaya Island, Thailand",64,6,3,4,1,ar,79
"Field trials evaluating the efficacy of porcine epidemic diarrhea vaccine, RNA (Harrisvaccine) in the Philippines",12,6,2,2,0,ar,4
Effects of pedagogy and information technology utilization on innovation creation by SECI model,47,2,2,1,0,ar,10
A SNP panel for early detection of artificial chimerism in HSCT patients using TaqMan technology,22,5,1,2,0,ar,2
Effects of season and single layer centrifugation on bull sperm quality in thailand,33,6,3,4,1,ar,7
SARS-CoV-2 and HIV,3,2,2,4,1,le,47
Protein dynamics of five FMN binding protein isomers revealed by residue electrostatic energies between ionic residues: correlation coefficients,22,8,5,5,0,ar,0
Development of amphotericin B nanosuspensions for fungal keratitis therapy: effect of self-assembled γ-cyclodextrin,47,8,2,3,0,ar,14
In vitro immune responses of human peripheral blood mononuclear cells to silk fibroin: IL-10 stimulated anti-inflammatory and hypoallergenic properties,42,7,3,1,0,ar,4
Development of novel cationic microemulsion as parenteral adjuvant for influenza vaccine,35,4,2,1,1,ar,7
The Value of a Statistical Life in Thailand: Evidence from the Labour Market,30,2,2,1,0,ar,2
Bacopa monnieri (L.) wettst. Extract protects against glutamate toxicity and increases the longevity of Caenorhabditis elegans,40,4,1,2,1,ar,28
A cross-national analysis of the psychometric properties of the geriatric anxiety inventory,35,32,3,22,2,ar,5
Affective EEG-Based Person Identification Using the Deep Learning Approach,56,6,2,5,2,ar,99
Additive adjugate-commuting preservers between matrix spaces,8,3,1,3,0,ar,0
Feeling Good by Doing Good: A Selfish Motivation for Ethical Choice,59,4,5,6,0,ar,11
The role of live streaming in building consumer trust and engagement with social commerce sellers,156,2,1,2,0,ar,351
Neutral hip position for the oblique lumbar interbody fusion (OLIF) approach increases the retroperitoneal oblique corridor,16,6,2,4,1,ar,7
Development of in situ gel containing asiaticoside/cyclodextrin complexes. Evaluation in culture human periodontal ligament cells (HPLDCs),45,4,1,1,0,ar,14
"Fermented unpolished black rice (Oryza sativa L.) inhibits melanogenesis via ERK, p38, and AKT phosphorylation in B16F10 melanoma cells",50,2,2,1,1,ar,10
Treatment for vaginal atrophy using microablative fractional CO2laser: A randomized double-blinded sham-controlled trial,28,2,1,1,0,ar,28
A performance study of a wearable balance assistance device consisting of scissored-pair control moment gyroscopes and a two-axis inclination sensor,19,4,4,1,0,ar,3
Nineteenth century public relations: Siam's campaign to defend national sovereignty,77,1,2,1,0,ar,1
Cytokinin accumulation and flowering gene expression are orchestrated for floral meristem development in longan (Dimocarpus longan Lour.) after chemical flower induction,47,4,1,2,0,ar,9
Alginate/Pluronic F127-based encapsulation supports viability and functionality of human dental pulp stem cell-derived insulin-producing cells,64,7,4,2,1,ar,6
Phenoxide-Modified Half-Titanocenes Supported on Star-Shaped ROMP Polymers as Catalyst Precursors for Ethylene Copolymerization,93,5,3,2,0,ar,6
Dissecting factors influencing response to CAR T cell therapy in B lymphoid hematologic malignancies: from basic to practice,84,2,3,3,0,re,6
Selective etching and hardness properties of quenched SAC305 solder joints,36,6,3,4,2,ar,4
Vitamin D supplement on prevention of fall and fracture: A Meta-analysis of Randomized Controlled Trials,81,6,1,2,1,re,33
Exploring how independent directors view CSR inequality using a quasi-natural experiment,31,3,1,5,0,ar,16
Do analysts’ recommendations reflect co-opted boards?,38,4,1,2,0,ar,6
Bangkok Tours and Activities Data Analysis via User-Generated Content,9,2,5,1,0,cp,1
Distinguishing Enantiomers by Tip-Enhanced Raman Scattering: Chemically Modified Silver Tip with an Asymmetric Atomic Arrangement,52,7,2,3,0,ar,11
Roles of nitrogen substitution and surface reconstruction in stabilizing nonpassivated single-layer diamond,45,5,2,3,2,ar,12
Long-Term TDF-Inclusive ART and Progressive Rates of HBsAg Loss in HIV-HBV Coinfection-Lessons for Functional HBV Cure?,42,8,2,8,0,ar,12
"Solubility modelling and solvent effect on solid-liquid equilibrium of 2,2-bis(hydroxymethyl)butyric acid at different temperatures",34,6,6,3,0,ar,8
Influence of TiO2 charge and BSA-metal ion complexation on retention of Cr (VI) in ultrafiltration process,46,6,4,4,0,ar,5
"Integrative taxonomy of the new millipede genus Coxobolellus, gen. nov. (Diplopoda: Spirobolida: Pseudospirobolellidae), with descriptions of ten new species",34,4,1,5,1,ar,12
Quenching of fluorescently labeled pyrrolidinyl peptide nucleic acid by oligodeoxyguanosine and its application in DNA sensing,65,2,3,1,0,ar,5
Current Perspectives and Unmet Needs of Primary Immunodeficiency Care in Asia Pacific,36,24,2,16,1,ar,11
Automatic Requirements Elicitation from Social Media (ARESM),22,2,4,1,0,cp,3
Extractive Text Summarization for Thai Travel News Based on Keyword Scored in Thai Language,21,2,4,1,0,cp,1
"Effects of vaginal administration of conjugated estrogens tablet on sexual function in postmenopausal women with sexual dysfunction: A double-blind, randomized, placebo-controlled trial",44,7,2,2,1,ar,7
Chitosan-polyacrylamide graft copolymers prepared with gamma irradiation for gold cyanide adsorption,21,4,3,2,0,ar,11
Formulation of Bio-Based Washing Agent and Its Application for Removal of Petroleum Hydrocarbons From Drill Cuttings Before Bioremediation,57,7,4,3,1,ar,9
Pertosylated pillar[5]arene: Self-template assisted synthesis and supramolecular polymer formation,37,8,7,4,0,ar,7
The characterization of extracellular vesicles-derived microRNAs in Thai malaria patients,65,7,2,3,1,ar,19
Meta-analysis of genome-wide association study identifies FBN2 as a novel locus associated with systemic lupus erythematosus in Thai population,69,16,3,7,1,ar,11
"Changes in inflammatory cytokines, antioxidants and liver stiffness after chelation therapy in individuals with chronic lead poisoning",24,4,1,1,1,ar,8
Estimating PM2.5 concentrations with statistical distribution techniques for health risk assessment in Bangkok,21,2,3,2,0,ar,10
Mixed-integer linear program for the operational harvest scheduling problem: An application to the thai sugar industry,9,2,4,1,0,cp,0
Production cost analysis of plastic woven sack manufacturer,12,2,4,1,0,cp,0
"The effects of the supporting electrolyte on the simultaneous determination of vitamin B2, vitamin B6, and vitamin C using a modification-free screen-printed carbon electrode",48,4,3,3,0,ar,12
Efficient heterogeneous catalysis by pendant metalloporphyrin-functionalized polythiophenes for the electrochemical reduction of carbon dioxide,79,4,3,2,0,ar,5
Measurements of t t ¯ H Production and the CP Structure of the Yukawa Interaction between the Higgs Boson and Top Quark in the Diphoton Decay Channel,61,2326,1,211,1,ar,64
Host-derived circular RNAs display proviral activities in Hepatitis C virus-infected cells,75,10,6,5,1,ar,25
A new alternative assay for sensitive analysis of ethylenethiourea and propylenethiourea in fruit samples after their separation,26,6,3,3,0,ar,3
Self-assembly of three-dimensional oxalate-bridged alkali(i)-lanthanide(iii) heterometal-organic frameworks,55,8,3,6,0,ar,6
Effectiveness of a Qigong program on sleep quality among community-dwelling older adults with mild to moderate depression: A randomized controlled trial,41,5,2,1,1,ar,2
"The evolving knowledge base on leadership and teacher professional learning: a bibliometric analysis of the literature, 1960-2018",115,2,1,3,0,re,43
Evaluation of vacuum phenomenon in dogs with coxofemoral degenerative joint disease using computed tomography,36,8,1,1,1,ar,2
Acne detection with deep neural networks,14,6,4,3,0,cp,12
An enhanced time series motif discovery using approximated matrix profile,18,2,4,1,0,cp,2
Antibacterial and cytotoxic activities of a green synthesized silver nanoparticles using corn silk aqueous extract,38,7,3,2,0,ar,19
Molecular insight into the anti-inflammatory effects of the curcumin ester prodrug curcumin diglutaric acid in vitro and in vivo,33,7,7,2,1,ar,18
