Title,ref_count,Author_count,Subject_area_count,Unique_affiliations_count,Open_access,subtype,Cite_count
Bile salt hydrolase activity and cholesterol assimilation of lactic acid bacteria isolated from flowers,31,5,3,3,1,ar,8
Biofuel preparation from waste chicken fat using coal fly ash as a catalyst: Optimization and kinetics study in a batch reactor,47,4,4,1,0,ar,9
Chemical Looping Combustion of Methane or Coal by Fe 2O 3/ CaSO 4 Mixed Oxygen Carrier,28,3,1,3,0,ar,5
Chemical-Looping Combustion of Methane Using CaSO 4 as an Oxygen Carrier: Effects of MgO Addition,27,3,1,3,0,ar,4
Genetic characterization of reticuloendotheliosis virus in chickens in Thailand,38,3,1,2,1,ar,7
"A Longitudinal Study of Behavioral Risk, Adherence, and Virologic Control in Adolescents Living with HIV in Asia",64,13,2,11,1,ar,10
Prevalence of poliovirus vaccine strains in randomized stool samples from 2010 to 2018: encompassing transition from the trivalent to bivalent oral poliovirus vaccine,28,8,2,2,2,ar,2
Dipicolylamino quinoline derivative as novel dual fluorescent detecting system for Hg2+ and Fe3+,48,5,4,1,1,ar,15
Interleukin-34 as a promising clinical biomarker and therapeutic target for inflammatory arthritis,81,3,4,2,0,re,17
Influence of vertical skeletal pattern on cortical and alveolar bone thickness and root spacing in the anterior maxilla assessed by cone beam computed tomography,33,3,1,1,0,ar,0
A polymer electrolyte by ozonolysis of poly(3-(trimethoxysilyl) propyl methacrylate) grafted on natural rubber latex in colloid state and its application,59,2,3,2,0,ar,3
Anti‑breast cancer potential of frullanolide from Grangea maderaspatana plant by inducing apoptosis,43,6,2,2,1,ar,16
Combination of 5-fluorouracil and thymoquinone targets stem cell gene signature in colorectal cancer cells,58,17,4,5,1,ar,45
Response to Letter to the Editor on “Opioid-Sparing Analgesia and Enhanced Recovery After Total Knee Arthroplasty Using Combined Triple Nerve Blocks With Local Infiltration Analgesia”,3,2,1,1,1,le,0
Studies on the Extraction of Several Polyphenols with Different Silica Hydride Stationary Phases,36,7,4,3,0,ar,2
A Case of Very Early Kidney Allograft Dysfunction,5,7,1,2,1,no,0
The accuracy of static vs. dynamic computer-assisted implant surgery in single tooth space: A randomized controlled trial,32,5,1,2,0,ar,93
The differences in the relationship between obstructive sleep apnea severity and trabecular bone score in men and women with type 2 diabetes,36,8,2,4,1,ar,2
Adenotonsillectomy in children with syndromic craniosynostosis: a systematic review and meta-analysis,31,4,1,3,0,re,4
Inhibition of melanin production by sesquiterpene lactones from Saussurea lappa and their analogues,22,4,2,2,0,ar,4
Incorporation of chitosan whisker and hydroxyapatite: A synergistic approach to reinforce chitosan/ Poly(ethylene glycol) gel,40,6,4,1,0,ar,2
Bmp signaling in molar cusp formation,31,11,3,4,0,ar,5
Curcumin inhibits angiogenesis in endothelial cells using downregulation of the PI3K/Akt signaling pathway,28,11,2,6,0,ar,9
Further terpenoids from Euphorbia tirucalli,82,11,2,9,1,ar,22
Progesterone receptor isoform B expression in pulmonary neuroendocrine cells decreases cell proliferation,83,5,7,3,2,ar,4
Development of bacterial cellulose/alginate/chitosan composites incorporating copper (II) sulfate as an antibacterial wound dressing,34,5,1,2,0,ar,67
A novel mutation in COL1A2 leads to osteogenesis imperfecta/Ehlers-Danlos overlap syndrome with brachydactyly,32,6,4,3,1,ar,20
Development of gamma ray scanning coupled with computed tomographic technique to inspect a broken pipe structure inside laboratory scale vessel,9,3,1,1,1,ar,7
Cytotoxic chalcones and isoflavones from the stems of Dalbergia velutina,24,5,4,2,0,ar,7
"Furofuran lignans as a new series of antidiabetic agents exerting α-glucosidase inhibition and radical scarvenging: Semisynthesis, kinetic study and molecular modeling",32,6,4,1,0,ar,11
Factors influencing colostrum consumption by piglets and their relationship with survival and growth in tropical climates,46,4,2,3,0,ar,11
Antigen host response differences between the animal-type strain and human-clinical Pythium insidiosum isolates used for serological diagnosis in Thailand,20,8,1,2,0,ar,5
Enhanced Bone Defect Repair by Polymeric Substitute Fillers of MultiArm Polyethylene Glycol-Crosslinked Hyaluronic Acid Hydrogels,38,5,5,4,0,ar,11
Natural anticoagulant deficiencies in Thais: A population-based study,39,6,1,1,0,ar,3
Integrated catalytic hydrodeoxygenation of Napier grass pyrolysis vapor using a Ni2P/C catalyst,32,9,2,5,0,ar,10
Tunable size and shape of conductive poly(N-methylaniline) based on surfactant template and doping,75,2,3,1,0,ar,6
Precision medicine in Thailand,70,5,2,6,0,ar,15
Prophylactic allergen immunotherapy with Der p 2 prevents murine asthma by regulating lung GM-CSF,12,7,2,4,1,ar,5
The normal tissue complication probability model-based approach considering uncertainties for the selective use of radiation modality in primary liver cancer patients,35,12,3,7,1,ar,15
Ca–Mg–Al ternary mixed oxides derived from layered double hydroxide for selective etherification of glycerol to short-chain polyglycerols,35,4,2,3,0,ar,15
Increasing the percutaneous absorption and follicular penetration of retinal by topical application of proretinal nanoparticles,38,7,2,2,0,ar,12
Low susceptibility of asunaprevir towards R155K and D168A point mutations in HCV NS3/4A protease: A molecular dynamics simulation,54,5,4,2,0,ar,23
Potential of near infrared spectroscopy as a rapid method to detect aflatoxins in brown rice,34,3,1,2,0,ar,8
A review of underlying reasons for intergranular cracking for a variety of failure modes and materials and examples of case histories,50,1,2,3,0,re,35
Correlation between genotypes and geographic distribution of Entamoeba nuttalli isolates from wild long-tailed macaques in Central Thailand,39,7,6,4,0,ar,6
Insect assemblages attacking seeds and fruits in a rainforest in Thailand,54,18,2,13,2,ar,3
Catalytic upgrading of bio-oils over high alumina zeolites,46,7,1,2,0,ar,37
"Paranoid schizophrenia and methamphetamine-induced paranoia are both characterized by a similar LINE-1 partial methylation profile, which is more pronounced in paranoid schizophrenia",47,4,2,5,2,ar,16
Phenolic enrichment of Ma-Kieng seed extract using absorbent and this enriched extract application for safety control of fresh-cut cantaloupe,54,3,1,2,0,ar,6
Effectiveness of antimalarial interventions in Nigeria: Evidence from facility-level longitudinal data,33,2,1,2,2,ar,1
The effect of direct hemoperfusion with polymyxin B immobilized cartridge on meropenem in critically ill patients requiring renal support,27,6,1,3,0,ar,6
Impact of parity and housing conditions on concentration of immunoglobulin G in sow colostrum,32,7,2,1,0,ar,8
High anatase purity of nitrogen-doped TiO 2 nanorice particles for the photocatalytic treatment activity of pharmaceutical wastewater,87,5,5,3,0,ar,50
Synergistic heterozygosities beyond energy-related metabolic pathways as the mechanism of recurrent rhabdomyolysis,5,1,3,1,1,le,0
Obstructive sleep apnea as a risk factor for preeclampsia–eclampsia,34,6,2,3,1,ar,20
"Methamphetamine (MA) Use Induces Specific Changes in LINE-1 Partial Methylation Patterns, Which Are Associated with MA-Induced Paranoia: a Multivariate and Neuronal Network Study",76,4,2,4,0,ar,11
Quality of life after spinal cord injury in Thai individuals: A mixed-methods study,69,4,1,3,1,ar,3
Stability of Retained Soils Behind Underground Walls with an Opening Using Lower Bound Limit Analysis and Second-Order Cone Programming,78,2,4,1,0,ar,41
Quantitative evaluation of skin shrinkage associated with non-invasive skin tightening: a simple method for reproducible linear measurement using microtattoos,24,16,2,7,0,ar,1
The potential use of gentamicin sulfate-loaded poly(l-lactic acid)-sericin hybrid scaffolds for bone tissue engineering,65,6,4,3,0,ar,7
The never changing story: Eight decades of the government public relations department of Thailand,60,1,3,1,0,ar,6
Anonymity and commitment: how do Kierkegaard and Dreyfus fare in the era of Facebook and “post-truth”?,24,1,3,1,0,ar,0
Phase stability of two-dimensional monolayer As1-x Px solid solutions revealed by a first-principles cluster expansion,48,3,2,5,2,ar,4
A large number of cerebral microbleeds in CADASIL patients presenting with recurrent seizures: A case report,13,3,1,3,1,ar,6
"Assisted reproduction in Nile tilapia Oreochromis niloticus: Milt preservation, spawning induction and artificial fertilization",40,4,1,1,2,ar,3
Targeting high transcriptional control activity of long mononucleotide A-T repeats in cancer by Argonaute 1,30,6,1,2,0,ar,6
Internal branding and employees’ brand outcomes: do generational differences and organizational tenure matter?,65,1,3,1,0,ar,8
Classification of titanium microstructure with fully convolutional neural networks,10,2,1,1,1,cp,4
Test case generation for WS-BPEL from a static call graph,7,2,1,1,1,cp,1
Classification of pulmonary tuberculosis lesion with convolutional neural networks,14,2,1,1,1,cp,7
MHCSeqNet: A deep neural network model for universal MHC binding prediction,30,4,5,2,1,ar,39
"Lowered PON1 activities are strongly associated with depression and bipolar disorder, recurrence of (hypo)mania and depression, increased disability and lowered quality of life",63,10,2,4,0,ar,22
Developing-Economy preferences for imported organic food products,109,2,2,2,0,ar,15
Preface,,1,4,1,,ed,0
Patient food delivery error in the hospital: A case study in Thailand,21,2,4,1,0,cp,1
Influence of CYP3A5 and SLCO1B1 polymorphisms on atazanavir/r concentrations in Thai HIV-infected patients,57,10,3,7,0,ar,3
"Tetrandraxanthones A-I, Prenylated and Geranylated Xanthones from the Stem Bark of Garcinia tetrandra",31,6,7,3,0,ar,15
Amperometric Detection of the Urinary Disease Biomarker p-HPA by Allosteric Modulation of a Redox Polymer-Embedded Bacterial Reductase,29,10,4,4,0,ar,7
3D Capillary-Driven Paper-Based Sequential Microfluidic Device for Electrochemical Sensing Applications,49,4,4,2,0,ar,70
Association of NTCP polymorphisms with clinical outcome of hepatitis B infection in Thai individuals,27,5,2,1,1,ar,9
Search for associated production of a Higgs boson and a single top quark in proton-proton collisions at s =13 TeV,72,2298,1,199,1,ar,20
"Recent advances in non-metals-doped TiO2 nanostructured photocatalysts for visible-light driven hydrogen production, CO2 reduction and air purification",151,6,4,4,0,ar,186
Post-synthetic Mechanochemical Incorporation of Al-Species into the Framework of Porous Materials: Toward More Sustainable Redox Chemistries,30,5,4,3,0,ar,10
Resistant Maltodextrin and Metabolic Syndrome: A Review,46,2,2,1,0,re,13
First trimester 3D ultrasound placental volume for predicting preeclampsia and/or intrauterine growth restriction,31,2,1,1,0,ar,9
New 2-arylbenzofurans from the root bark of Artocarpus gomezianus and their α-glucosidase inhibitory activity,16,7,4,1,2,ar,3
Nutritional anemia predominant form of anemia in educated young Thai women,24,3,3,1,0,ar,7
The global compacts and the dilemma of children in immigration detention,1,1,3,1,1,re,6
Clitoria ternatea Flower Petal Extract Inhibits Adipogenesis and Lipid Accumulation in 3T3-L1 Preadipocytes by Downregulating Adipogenic Gene Expression,52,8,7,4,1,ar,28
Mechanism of Wax Deposition on Cold Surfaces: Gelation and Deposit Aging,24,5,3,2,0,ar,40
Janus electrochemistry: Simultaneous electrochemical detection at multiple working conditions in a paper-based analytical device,56,7,4,4,1,ar,39
Minimized Financial Losses Due to Interruptions and Voltage Sags with Consideration of Investment Cost,12,2,3,1,0,cp,2
Three-level Classification of Air Conditioning Energy Consumption for Building Energy Management System Using Data Mining Techniques,12,3,3,1,0,cp,2
Circulating turbulent fluidized bed regime on flow regime diagram,27,3,1,1,0,ar,5
Process simulation of bio-dimethyl ether synthesis from tri-reforming of biogas: CO2 utilization,26,3,6,3,0,ar,19
InSb/InAs quantum nano-stripes grown by molecular beam epitaxy and its photoluminescence at mid-infrared wavelength,24,13,3,5,1,ar,3
Metal ion chemosensors based on diaza-18-crown-6 coupling with azobenzene dye,27,2,4,1,0,ar,10
Finite element analysis of tensile and puncture behaviours of geosynthetic cementitious composite mat (GCCM),24,4,4,2,0,ar,23
"Whole exome sequencing revealed mutations in FBXL4, UNC80, and ADK in Thai patients with severe intellectual disabilities",17,9,1,4,0,ar,8
Hotel Service Quality Factors among Different Cultures,14,2,2,1,0,cp,5
Final Electrical Test Process Enhancement for Integrated Circuits,6,2,2,1,0,cp,2
Inventory Management System Development in a Flexible Printed Circuit Board Manufacturer,8,2,2,1,0,cp,1
Automobile Cluster Pointer Defect Detection System using Adaptive Intensity Adjustment,7,6,2,3,0,cp,1
Warehouse Management Improvement for a Textile Manufacturer,5,2,2,1,0,cp,3
Improvement of Telematics Solution for Motor Insurance in Thailand by 5D Innovation Development Process,20,2,2,1,0,cp,3
"Using the ""red Bottle"" Experiment for the Visualization and the Fast Characterization of Gas-Liquid Mass Transfer",30,8,2,4,2,ar,8
Factors affecting the mechanical properties variation after annealing of cold rolled steel sheet,7,2,3,1,1,cp,3
Prototype of horizontal bio-trickling air scrubber (HBAS) for ammonia removal in swine farm,18,4,2,3,1,cp,0
A Self-Evaluation Tools for the Assessment of Nuclear Forensic Capability,3,2,1,1,1,cp,0
Search for an Lμ − Lτ gauge boson using Z → 4μ events in proton-proton collisions at s=13 TeV,65,2274,1,198,1,ar,73
Measurement and interpretation of differential cross sections for Higgs boson production at s=13TeV,57,2264,1,198,1,ar,64
Search for a W′ boson decaying to a τ lepton and a neutrino in proton-proton collisions at s=13TeV,62,2271,1,198,1,ar,39
Variation of Precipitable Water Vapor derived from GNSS CORS Observations in Thailand,12,2,3,1,1,cp,1
Evolution of organellar genes of chlorophyte algae: Relevance to phylogenetic inference,35,2,1,1,1,ar,4
"Colorimetric N-butyl-3,6-diamidecarbazole-based chemosensors for detection of fluoride and cyanide anions",67,5,4,2,0,ar,11
Supplementing multi-functional groups to polysulfone membranes using Azadirachta indica leaves powder for effective and highly selective acid recovery,59,6,5,3,0,ar,15
A study of farmer’s decision and incentive scheme to reduce highland maize farming in Thailand,33,2,2,1,0,ar,7
Update on the Natural Course of Fistulizing Perianal Crohn's Disease in a Population-Based Cohort,38,7,2,4,1,ar,62
Comparative study of using different ionosphere models in Thailand for single-frequency GNSS users,17,2,3,1,0,ar,4
Does principal leadership make a difference in teacher professional learning? A comparative study China and Thailand,58,3,1,4,0,ar,56
Governance mechanism of state enterprises in Thailand: the roles of the board of directors and the firm’s performance,43,1,2,1,0,ar,0
"Corrigendum for ”Finite Element Analysis of Undrained Stability of Cantilever Flood Walls” (International Journal of Geotechnical Engineering, (2017), 11, 4, (355-367), 10.1080/19386362.2016.1222044)",1,2,3,1,1,er,0
Correlated optical and structural analyses of individual GaAsP/GaP core-shell nanowires,46,10,6,2,2,ar,6
Phase-Change Hyperbolic Heterostructures for Nanopolaritonics: A Case Study of hBN/VO 2,59,14,3,8,2,ar,35
Winning CSR strategies for the talent war,41,2,2,2,0,ar,7
An improvement of a non-uniform bound for combinatorial central limit theorem,27,3,1,1,0,ar,0
"Effect of an information technology integrated health education program on blood pressure level of adults with uncontrolled hypertension in a private hospital in Bangkok, Thailand",21,2,4,1,,ar,0
The efficacy of blind versus real-time ultrasound-guided percutaneous renal biopsy in developing country,17,8,1,2,1,ar,6
Representations of single women in Thai films: The reproduction of patriarchy ideology,33,1,2,1,,cp,2
An Interoperable Building Energy Management System with IEEE1888 Open Protocol for Peak-Load Shaving,9,2,6,1,0,cp,3
A Control Methodology of Inverter-Based Battery Energy Storage System for AC Microgrid,9,4,6,1,0,cp,1
Smart Street Lighting System with Networking Communication,14,2,6,1,0,cp,3
Influencing factors of Japanese visitors and non-visitors in visiting Thailand: A segmentation analysis,26,6,2,3,,ar,1
Morphological characterization of blood cells in five important estuarine fish species in Thailand during juvenile stages,28,6,2,4,,ar,6
Optimization conditions for increasing cation exchange capacity of coal fly ash zeolite modified with chitosan using box-behnken design,45,3,2,3,,ar,0
Decolorization of reactive black 5 from synthetic dye wastewater by fenton process,24,3,2,2,,ar,6
Molecular Beam Epitaxial Growth of InSb and AlSb Heterostructure on InSb Substrates,1,13,5,4,0,cp,0
Effects of neurobic exercise on cognitive function and serum brain-derived neurotrophic factor in the normal to mild cognitive impaired older people: A randomized control trial,49,5,1,2,,ar,1
Natural gonadal compartmentalizing of economical important Hemiramphus far from Thailand by visual observation and histological technique,29,7,1,5,,ar,0
Validity and reliability of the thai version of the cardiac depression scale among thai cardiac patients,19,2,1,1,,ar,3
Phylogeography of the freshwater bivalve genus Ensidens (Unionidae) in Thailand,61,4,2,3,0,ar,12
Conjugated biopolymer-assisted the binding of polypropylene toward single-walled carbon nanotube: A molecular dynamics simulation,30,7,5,4,,ar,0
The reason why we can’t use cassava leaf for commercial purpose in Thailand,10,4,4,2,,ar,0
Amyloid-β aggregation inhibitors from Clerodendrum inerme L. Gaertn,30,5,1,1,,ar,1
Overweight and obesity as protective factors in severe falciparum Malaria,14,6,2,4,,ar,0
Vascular dysfunction in breast cancer patients receiving anthracycline chemotherapy: A cross-sectional study,17,4,1,2,,ar,1
Accuracy of clinical risk scores in predicting post-rtPA intracerebral hemorrhage in a Thai cohort,24,5,1,3,,ar,0
Heart failure council of Thailand (HFCT) 2019 heart failure guideline: Advanced heart failure,9,5,1,2,,ar,1
Ethnic variation of colonic polyps,10,4,1,3,,ar,0
"Nitrate contamination in groundwater in sugarcane field, Suphan Buri Province, Thailand",21,2,2,1,,ar,5
Ultrasound visualization of the anatomy relevant for lumbar plexus block: Comparison of the paramedian transverse and Shamrock scan technique,13,5,1,4,0,ar,4
Extreme Debris Disk Variability: Exploring the Diverse Outcomes of Large Asteroid Impacts during the Era of Terrestrial Planet Formation,88,17,2,15,1,ar,22
Search for a low-mass τ − τ + resonance in association with a bottom quark in proton-proton collisions at √s = 13 TeV,87,2286,1,248,1,ar,17
Industry 4.0: A solution towards technology challenges of sustainable business performance,120,4,1,4,1,ar,303
Expression of a stress-responsive gene cluster for mycosporine-2-glycine confers oxidative stress tolerance in Synechococcus elongatus PCC7942,19,5,3,2,0,ar,5
"Patch metrics of roosting site selection by Lyle's flying fox (Pteropus lylei Andersen, 1908) in a human-dominated landscape in Thailand",31,7,3,3,1,ar,4
"Non-oral, aerobic, Gram-negative bacilli in the oral cavity of Thai HIV-positive patients on Highly-active anti-retrovirus therapy medication",,4,1,3,1,ar,6
"Validation of a self-report adherence measurement tool among a multinational cohort of children living with HIV in Kenya, South Africa and Thailand",42,10,2,9,1,ar,9
Unintentional pediatric trauma in the emergency department,2,2,1,3,1,le,0
Tensor network analysis of critical coupling in two dimensional ϕ 4 theory,60,6,1,5,1,ar,34
Modelling population dynamics and seasonal movement to assess and predict the burden of melioidosis,50,8,2,5,1,ar,4
"Prototheca paracutis sp. nov., a novel oleaginous achlorophyllous microalga isolated from a mangrove forest",34,6,1,2,0,ar,8
Determinants of giving birth in a health facility; analysis of three Pakistan demographic health surveys,,3,1,2,,ar,2
"Fuzzy AHP integrated with GIS analyses for drought risk assessment: A case study from Upper Phetchaburi River Basin, Thailand",108,2,4,1,1,ar,40
"Search for supersymmetry in events with a photon, jets, b -jets, and missing transverse momentum in proton–proton collisions at 13 Te",71,2283,2,178,1,ar,15
Blood leukocyte LINE-1 hypomethylation and oxidative stress in knee osteoarthritis,32,5,1,2,1,ar,6
Combinations of single-top-quark production cross-section measurements and |f LV Vtb| determinations at √s = 7 and 8 TeV with the ATLAS and CMS experiments,129,5215,1,457,1,ar,23
Finding the best effective way of treatment for rapid I-131 turnover Graves’ disease patients A randomized clinical trial,27,3,1,3,1,ar,6
Combined measurements of Higgs boson couplings in proton–proton collisions at √s=13Te,131,2298,2,178,1,ar,379
T-duality equivalences beyond string theory,32,4,1,3,1,ar,15
An Ssd1 homolog impacts trehalose and chitin biosynthesis and contributes to virulence in Aspergillus fumigatus,85,5,2,3,1,ar,16
"Micromonospora caldifontis sp. nov., isolated from hot spring soil",49,3,2,3,1,ar,2
Momentum space conformal three-point functions of conserved currents and a general spinning operator,56,3,1,2,1,ar,33
Measurement of inclusive very forward jet cross sections in proton-lead collisions at √sNN = 5.02 TeV,78,2280,1,244,1,ar,11
Projection of future precipitation extremes across the Bangkok Metropolitan Region,99,1,1,1,1,ar,18
Effect of cetyltrimethylammonium bromide on the biosorption of acid blue 25 onto bengal gram fruit shell,29,5,3,4,0,ar,4
Adsorption of acid blue 25 from aqueous solution using zeolite and surfactant modified zeolite,39,7,3,6,0,ar,16
Measurement of the energy density as a function of pseudorapidity in proton–proton collisions at √s=13TeV,38,2284,2,179,1,ar,12
Occurrence of seasonal water replacement in mangrove soil and the trunk growth response of Avicennia alba related to salinity changes in a tropical monsoon climate,54,7,1,4,0,ar,13
Does reviewing fasting plasma glucose results patterns before glycosylated hemoglobin testing in type-2 diabetic patients lead to better testing decision?,20,2,2,1,0,ar,0
Pain duration and intensity are related to coexisting pain and comorbidities present in temporomandibular disorder pain patients,55,4,3,1,0,ar,7
Natural Thermoresponsive Rice Granules as Biocompatible Drug Carriers,26,5,2,3,1,ar,1
"Life after 90: Predictors of mortality and performance of the ACS-NSQIP risk calculator in 4,724 nonagenarian patients undergoing emergency general surgery",26,12,2,2,0,cp,15
"Measurement of the t t ¯ production cross section, the top quark mass, and the strong coupling constant using dilepton events in pp collisions at √s=13Te",85,2283,2,179,1,ar,67
Factorials and the finite sequences of sets,7,2,1,1,0,ar,4
Simultaneous determination of β-agonists by UHPLC coupled with electrochemical detection based on palladium nanoparticles modified BDD electrode,51,6,3,3,0,ar,21
"Volatile Chemical Composition, Antibacterial and Antifungal Activities of Extracts from Different Parts of Globba schomburgkii Hook.f.",32,8,5,1,0,ar,4
Long-term growth in children with posterior urethral valves,20,2,2,1,1,ar,4
Standards of diagnostic colonoscopy for early-stage neoplasia: Recommendations by an Asian private group,168,21,2,17,1,ar,17
Osteitis in Chronic Rhinosinusitis,60,3,3,5,0,re,23
Chrysotobibenzyl inhibition of lung cancer cell migration through Caveolin-1-dependent mediation of the integrin switch and the sensitization of lung cancer cells to cisplatin-mediated apoptosis,30,7,5,1,0,ar,17
Differential efficacy of combined phacoemulsification and endocyclophotocoagulation in open-angle glaucoma versus angle-closure glaucoma,24,13,1,11,1,ar,11
Periostin plays role in force-induced stem cell potential by periodontal ligament stem cells,42,3,1,2,0,ar,17
Complications and accuracy of computed tomography-guided transthoracic needle biopsy in patients over 80 years of age,32,6,2,2,0,ar,7
"Efficacy of Baricitinib in the Treatment of Chilblains Associated With Aicardi-Goutières Syndrome, a Type I Interferonopathy",10,10,3,4,1,ar,35
Female-restricted syndromic intellectual disability in a patient from Thailand,5,4,2,3,0,ar,10
Gene expression profiling of Jagged1-treated human periodontal ligament cells,32,7,2,1,0,ar,3
"Effect of supplementing the laying hen diets with choline, folic acid, and vitamin B12 on production performance, egg quality, and yolk phospholipid",67,4,2,3,0,ar,6
Measurement properties of patient-reported outcome measures in radiotherapy-induced trismus,26,5,5,3,0,re,2
"Blood glucose, amino acid profiles and nutrient transporter gene expressions in the small intestine of low and normal birthweight piglets during the early suckling period",53,3,2,1,1,ar,11
Pyrolysis of Millettia (Pongamia) pinnata waste for bio-oil production using a fly ash derived ZSM-5 catalyst,44,3,2,2,0,ar,15
Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,40,7,2,5,0,ar,32
In situ catalytic pyrolysis of Jatropha wastes using ZSM-5 from hydrothermal alkaline fusion of fly ash,60,4,2,2,0,ar,34
Compact buds with biphasic differentiation and calcitonin-expressing neuroendocrine cells—previously unrecognized structures of thyroglossal duct unveiled by immunohistochemistry,35,2,3,3,0,ar,2
Intra-Articular Tranexamic Acid Mitigates Blood Loss and Morphine Use After Total Knee Arthroplasty. A Randomized Controlled Trial,35,6,1,3,0,ar,23
New approaches to monitor semi-volatile organic compounds released during coffee roasting using flow-through/active sampling and comprehensive two-dimensional gas chromatography,45,8,1,5,2,ar,18
State-community property-rights sharing in forests and its contributions to environmental outcomes: Evidence from Thailand's community forestry,45,1,2,1,0,ar,16
Transthyretin Amyloidosis Mimicking Obstructive Hypertrophic Cardiomyopathy: A Great Imitator,4,7,2,1,0,ar,1
Der p 1-specific regulatory T-cell response during house dust mite allergen immunotherapy,56,15,2,7,0,ar,58
"Optimal strategies of siting, sizing, and scheduling of BESS: Voltage management solution for future LV network",32,3,1,3,0,ar,2
Revisit Roles of HTA on Drug Policy in Universal Health Coverage in Thailand: Where Are We? And What Is Next?,26,5,3,7,1,ar,8
"Impacts of salinity level and flood irrigation on Cd mobility through a Cd-contaminated soil, Thailand: experimental and modeling techniques",76,3,2,2,0,ar,18
"Clinical manifestations, treatment outcomes, and prognostic factors of pediatric anti-NMDAR encephalitis in tertiary care hospitals: A multicenter retrospective/prospective cohort study",17,4,3,4,0,ar,19
Catalytic hydrotreatment of pyrolysis-oil with bimetallic Ni-Cu catalysts supported by several mono-oxide and mixed-oxide materials,24,5,1,4,0,ar,10
Laundry Detergency of Solid Nonparticulate Soil or Waxy Solids: Part II. Effect of the Surfactant Type,53,4,3,3,0,ar,3
A pH optical and fluorescent sensor based on rhodamine modified on activated cellulose paper,43,5,1,2,0,ar,12
ALK-positive histiocytosis: an expanded clinicopathologic spectrum and frequent presence of KIF5B-ALK fusion,38,14,1,9,1,ar,62
The aspartate aminotransferase/platelet count ratio index (APRI) in dengue,3,1,2,2,0,le,1
"Cortico-anorectal, Spino-anorectal, and Cortico-spinal Nerve Conduction and Locus of Neuronal Injury in Patients With Fecal Incontinence",24,6,2,4,2,ar,14
"Evidence of pandemic H1N1 influenza exposure in dogs and cats, Thailand: A serological survey",23,10,5,1,0,ar,8
Anatomical variations of anterior ethmoidal artery and their significance in endoscopic sinus surgery: a systematic review,38,5,4,4,0,re,20
Anatomical variations of anterior ethmoidal artery at the ethmoidal roof and anterior skull base in Asians,28,8,4,4,0,ar,9
"Independent and additive effects of PNPLA3 and TM6SF2 polymorphisms on the development of non-B, non-C hepatocellular carcinoma",40,8,1,2,0,ar,24
Use of Combined Botulinum Toxin and Physical Therapy for Treatment Resistant Congenital Muscular Torticollis,23,6,2,3,0,ar,17
Premature small for gestational age infants fed an exclusive human milk-based diet achieve catch-up growth without metabolic consequences at 2 years of age,37,5,2,5,1,ar,17
Adsorption of single and mixed haloacetonitriles on silica-based porous materials: Mechanisms and effects of porous structures,37,4,3,2,0,ar,9
"Productive aging in developing Southeast Asia: Comparative analyses between Myanmar, Vietnam and Thailand",33,3,2,3,2,ar,18
Novel mutations in SPTA1 and SPTB identified by whole exome sequencing in eight Thai families with hereditary pyropoikilocytosis presenting with severe fetal and neonatal anaemia,7,9,1,3,1,le,12
Market Opportunity Analysis in Thailand: Case of Individual Power Sources by Thermoelectric-Generator Technology for Portable Electronics,42,3,1,2,0,ar,1
Prophylactic angiographic embolisation after endoscopic control of bleeding to high-risk peptic ulcers: A randomised controlled trial,19,12,1,4,0,ar,39
Diagnostic Performance of the Electroencephalogram in the Elderly Manifesting With Episodes of Unresponsiveness,21,3,2,2,0,ar,0
Providing regular care for grandchildren in Thailand: An analysis of the impact on grandparents’ health,34,2,2,1,0,ar,15
Through the looking glass: Understanding Thai academics' viewpoints on integrated marketing communications,41,2,1,1,1,ar,3
Health status and labour market outcome: Empirical evidence from Australia,29,3,1,4,0,ar,2
Erratum: Au-catalyzed desorption of GaAs oxides (Nanotechnology (2019) 30 (215703) DOI: 10.1088/1361-6528/ab062e),,4,6,2,0,er,0
Assessment of bioaerosols in tuberculosis high-risk areas of health care facilities in central Thailand,25,6,1,6,1,ar,4
Characteristics and risk factors for antituberculosis drug-induced liver injury in a cohort of patients with cirrhosis in a tertiary referral university teaching hospital in Thailand,33,7,1,1,1,ar,2
"Measurement and Determinants of Quality of Life of Older Adults in Ho Chi Minh City, Vietnam",42,4,4,3,0,ar,6
A novel catalyst of Ni hybridized with single-walled carbon nanohorns for converting methyl levulinate to γ-valerolactone,29,6,5,3,1,ar,14
Unacceptable Forms of Work in the Thai Sex and Entertainment Industry,26,1,2,1,1,ar,4
Quasiparticle relaxation dynamics in URu2-xFexSi2 single crystals,69,8,2,6,1,ar,1
Factors influencing the decision to choose a birth center by pregnant women in Gombe state Nigeria: Baseline survey,25,2,2,1,1,ar,7
Controlling self-assembling and color-transition of polydiacetylene/zinc(II) ion/zinc oxide nanocomposites by varying pH: Effects of surface charge and head group dissociation,52,4,1,2,0,ar,29
Re-forming of CO2-Containing Natural Gas with Steam and Partial Oxidation over Ni Catalysts in Corona Discharge for Synthesis Gas Production,36,5,3,1,0,ar,5
Subject-Independent Emotion Recognition during Music Listening Based on EEG Using Deep Convolutional Neural Networks,26,4,1,3,2,cp,17
Heterogeneity effects on the management of retirement fund,9,2,1,1,0,ar,1
